회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,경상개발비율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,기업수명주기,통계청 한국표준산업분류 10차(세세분류),회생기업1,회생기업2
(주)장원테크,174880,201812,15.93,14.94,7.91,22.59,16.47,33.42,17.77,7.77,14.99,12.06,9.78,9.58,1.23,11.15,9.11,2.31,11.87,1.93,3.42,3.18,19.86,141.01,102.1,41.85,55.53,9.12,24.4,7.56,95.51,64.3,28.91,39.93,136.72,44.04,35.7,27.59,94.87,11.61,384361.65,379287.26,743.27,74.99762263,38.78,33.64,288262.1,2.21,0,0,1,0,0,0,0,3,      이동전화기 제조업,0,
(주)장원테크,174880,201912,-1.99,62.99,-3.83,-8.33,1.31,-19.8,8.44,-5.27,-7.53,-2.9,-4.12,-3.7,0.7,9.15,8.65,1.82,12.88,1.43,1.38,2.42,-3.52,41.09,32.68,14.4,150.23,9.25,8.81,9.32,57.15,39.96,17.86,22.46,162.73,136.76,60.04,20.46,-14.27,-32.2,383876.85,405279.1,1257.03,52.24778286,15.96,28.13,200567.14,2.49,0,0,0,0,0,0,1,2,      이동전화기 제조업,0,
(주)케스피온,79190,201112,-6.4,16.42,27.34,5.28,-8.5,17.98,26.48,-7.97,-8.72,-5.03,-7.76,-5.17,0.65,7.94,10.96,1.2,15.34,1.09,1.59,2.43,-25.86,84.49,64.02,9.21,89.98,34.74,0.41,0.33,0.57,52.64,19.24,25.39,168.05,57.09,47.36,24.23,-131.99,-4.66,217875.53,118124.59,398.27,16.73836567,9.16,15.2,36468.8,14.59,0,0,0,0,0,0,1,1,      이동전화기 제조업,0,
(주)케스피온,79190,201212,-4.6,16.08,-2.58,56.45,-8,-13.25,24.22,-11.38,-11.78,-7.08,-14.63,-5.51,0.48,4,6.62,0.94,9.35,1.03,0.91,1.61,-23.84,90.06,59.05,16.26,139.71,30.8,-7.03,-9.09,-13.29,41.72,22.44,34.22,118.17,91.09,58.28,34.43,-311.8,-3.78,199157.48,152155.76,421.89,0,9.24,20.53,38997.87,16.73,0,0,0,0,0,0,0,1,      이동전화기 제조업,0,
(주)케스피온,79190,201312,3.7,27.54,25.26,65.27,29.11,176.99,25.78,4.21,10.35,0,0,4.21,1,4.89,9.67,2.02,15.61,2.46,1.69,2.87,264.77,101.77,56.1,13.11,144.54,0,-0.65,-0.43,0,40.89,21.36,38.74,179.48,93.1,59.11,44.88,2577.88,0.67,182218.14,163013,407.24,0,0,0,0,7.55,0,0,0,0,1,0,0,2,      이동전화기 제조업,0,
(주)케스피온,79190,201412,-4.18,6.11,23.43,-13.98,-0.72,-21.39,14.35,-16.68,-28.38,-10.2,-14.49,-11.22,0.68,3.52,6.46,1.28,13.48,1.72,1.13,1.95,-16.49,80.58,40.39,11.66,183.21,42.43,-1.18,-1.11,-1.83,35.31,15.76,31.45,146.16,110.53,64.69,49.88,-206.93,-7.58,244929.24,183618.19,428.65,14.03131337,8.02,12.83,34366.79,11.73,0,0,0,0,0,0,0,1,      이동전화기 제조업,0,
(주)케스피온,79190,201512,-1.36,0.79,-8.85,18.1,17.92,-0.7,21.56,-10.59,-17.08,-3.25,-5.25,-6.55,0.62,3.13,6.25,1.08,9.12,1.61,1,1.81,21.02,118.89,69.71,30.12,142.08,41.6,0.24,0.23,0.34,41.31,21.6,36.85,119.5,75.03,58.69,41.37,260.34,5.86,202034.2,165624.54,378.23,30.38700153,16.23,26.37,61392.14,12.4,0,0,0,0,0,0,0,2,      이동전화기 제조업,0,
(주)케스피온,79190,201612,1.97,0.72,-12.04,20.86,1.1,31.94,25.17,2.52,4.93,3.88,4.79,2.04,0.81,4.26,7.6,1.59,13.07,1.96,1.38,2,23.86,118.04,82.78,37.03,141.16,38.7,12.29,8.92,18.59,41.47,31.01,44.22,158.94,90.34,58.53,29.87,195.47,6.76,165672.08,158379.87,356.81,49.65262402,23.05,28.59,82260.53,9.7,0,0,0,0,0,0,1,3,      이동전화기 제조업,0,
(주)케스피온,79190,201712,0.26,3.7,-0.87,-6.65,17.82,-17.1,23.25,-4.65,-6.88,0.44,0.67,-3.05,0.66,3.69,6.28,1.41,12.83,1.48,1.18,1.56,237.86,101.38,65.58,26.32,112.25,36.02,9.66,7.93,14.18,47.11,25.75,39.81,112.97,83.34,52.89,35.32,2593.82,0.54,196554.82,196687.73,453.06,40.79667778,17.7,27.46,80187.84,10.12,0,0,0,0,0,0,0,3,      이동전화기 제조업,0,
(주)케스피온,79190,201812,2.67,-21.35,-42.84,21.69,-42.97,9.58,26.09,-19.42,-37.09,3.42,4.32,-15.36,0.79,5.79,5.07,1.98,7.24,1.91,1.35,1.6,24.97,113.22,103.9,18.05,192.7,38.64,1.04,0.77,1.78,34.16,56.52,61.6,124.54,159.24,65.84,8.24,70.53,7.19,156809.39,208317.76,474.45,0,24.79,27.6,117616.74,14.44,0.021712205,0,0,0,0,0,0,4,      이동전화기 제조업,0,
(주)케스피온,79190,201912,1.24,-43.22,4.94,-70.24,0.09,-21.67,26.22,0.39,0.8,1.6,1.78,0.35,0.9,11.72,5.19,2.08,6.91,2.06,1.59,1.76,106.46,107.77,85.53,27.77,66.06,19.92,13.23,4.25,26.42,60.22,25.62,32.28,141.25,49.74,39.78,20.63,286.22,2.33,99487.49,122258.59,163.6,45.86506375,27.89,22.51,45630,17.97,0.031900614,0,0,0,0,0,1,4,      이동전화기 제조업,0,1
(주)버킷스튜디오,66410,201112,4.14,-35.96,334.37,-55.1,-16.2,40.29,28.01,-22.71,-28.71,0,0,-18.8,0.83,114.21,11.82,24.11,11.69,1.26,2.4,2.95,-166.02,94.57,92.47,13.01,30.76,0,-22.21,-4.93,0,76.48,21.75,22.25,42.3,30.76,23.52,2.22,-38.72,-1.28,9091.57,2846.2,328.39,0,0,0,0,0,0,0,0,0,0,0,0,5,  전기 통신업,0,
(주)버킷스튜디오,66410,201212,-92.52,14.33,-62.59,92.79,26.39,-48.81,4.41,-54.47,-34.17,0,0,-27.6,0.51,115.01,6.13,11.05,8.72,0.63,2.64,1.67,4.31,242.63,240.32,130.38,18.29,0,-60.02,-19.54,0,84.54,37.15,37.51,103.13,18.29,15.46,0.95,1.62,22.05,13609.67,4408.82,581.59,0,0,0,0,0,0,0,0,0,0,0,0,1,  전기 통신업,0,
(주)버킷스튜디오,66410,201312,60.48,-16.59,11,-14.93,-15.18,12.09,35.74,-24.23,-16.51,0,0,-14.06,0.58,81.73,7.48,21.56,13.21,0.68,3.92,1.53,5.27,272.83,268.72,132.87,16.31,0,-43.3,-9.52,0,85.98,37.68,38.26,76.87,16.31,14.02,1.51,2.38,24.24,9903.17,4163.89,458.14,0,0,0,0,0,0,0,0,0,0,0,0,1,  전기 통신업,1,
(주)버킷스튜디오,66410,201412,60.48,34.87,498.79,43.64,40.01,37.22,34.3,5.6,4.75,0,0,4.17,0.75,84.74,12.16,8.05,15.79,0.85,6.14,1.88,4.33,379.09,373.69,82.9,12.04,0,-34.14,-5.65,0,89.25,40.17,40.75,87.19,12.04,10.75,1.42,1.93,30,100294.07,4888.04,725.38,0,0,0,0,0,0,0,0,0,0,0,0,1,  전기 통신업,0,1
(주)버킷스튜디오,66410,201512,60.48,-0.39,-10.53,0.39,3.06,20.38,31.73,3.7,3.19,0,0,2.89,0.78,99.9,14.4,5.97,17.05,0.86,8.51,1.91,4.7,536.84,530.43,132.77,8.28,0,-60.25,-5.87,0,92.35,40.58,41.07,65.74,8.28,7.65,1.19,1.47,33.42,93814.7,5001.14,755.36,0,0,0,0,0,0,0,0,0,0,0,0,1,  전기 통신업,0,1
(주)버킷스튜디오,66410,201612,-4493653.05,-28.54,-14.56,-53.78,-32.39,-31.13,25.29,-53.91,-37.64,0,0,-33.98,0.63,110.42,11.03,4.69,13.03,0.7,6.48,1.8,10.85,210.35,207.68,53.09,14.45,0,37.47,6.26,0,87.37,26.22,26.56,60.4,14.45,12.63,1.27,2.42,13.93,80150.66,4990.91,539.8,0,0,0,0,0,0,0,0,0,0,0,0,1,  전기 통신업,0,
(주)버킷스튜디오,66410,201712,60.48,2.92,-5.28,-4.71,3.16,-10.38,36.34,4.95,3.78,0,0,3.31,0.67,144.37,10.4,4.69,10.49,0.76,5.33,2.61,10.83,197.9,195.86,41.6,14.19,0,36.58,6.9,0,87.57,24.34,24.59,50.31,14.19,12.43,1.03,2.08,12.17,85061.95,5630.77,626.79,0,0,0,0,0,0,0,0,0,0,0,0,1,  전기 통신업,0,
(주)버킷스튜디오,66410,201812,-4.34,41.34,-4.79,234.05,-26.57,14.59,27.73,-53.82,-53.47,0,0,-33.65,0.63,310.28,13.84,5.66,12.25,0.99,1.69,1.41,29.48,106.64,106.52,79.2,119.78,0,5.02,5.13,0,45.5,58.05,58.12,50.55,119.78,54.5,0.12,1.92,3.62,105244.93,7320,1151.68,0,0,0,0,0,0,0,0,0,0,0,0,2,  전기 통신업,0,
(주)버킷스튜디오,66410,201912,0.71,56.29,30.7,-21.02,162.24,-4.67,33.91,-16.96,-10.48,0,0,-6.74,0.4,600.55,14.2,4.79,12.57,0.62,1.11,0.98,9.63,129.9,129.78,96.11,30.99,0,7.63,5.55,0,76.34,29.34,29.37,55.16,29.62,23.66,0.09,0.4,6.76,125872.3,6654.55,1636.36,0,0,0,0,0,0,0,0,0,0,0,0,2,  전기 통신업,0,
(주)아이즈비전,31310,201112,-7.38,-10.58,-2.46,-11.17,-9.72,13.37,8.89,-3.25,-8.33,-4.73,-2.99,-5.13,1.58,8.61,10.18,6.43,26.65,2.57,4.12,3.48,15.9,187.1,123.53,54.03,61.56,13.04,-11.04,-2.51,-32.24,61.9,29.88,45.25,264.9,39.07,38.1,33.98,72.99,21.06,590688.82,1071418.97,2294.83,0,11.88,7.09,272683.85,0,0,0,0,0,0,0,0,4,  전기 통신업,0,
(주)아이즈비전,31310,201212,-6.02,5.31,-0.81,24.96,6.65,-3.91,9.38,0.85,2.13,-2.76,-1.76,1.32,1.57,8.96,8.39,6.28,26.7,2.52,4.16,3.16,10.11,228.78,159.21,61.71,59.54,9.64,-2.33,-0.57,-9.03,62.68,37.37,53.69,362.97,37.44,37.32,30.41,54.02,30.22,531405.23,978733.42,2191.97,0,17.94,11.74,393246.51,0,0,0,0,0,0,0,1,5,  전기 통신업,0,
(주)아이즈비전,31310,201312,16.64,7.07,-0.56,14.73,8.92,15.32,13.34,2.69,7.24,4.79,2.81,4.58,1.7,10.22,7.74,7.29,27.75,2.69,4.63,3.06,9.79,240.59,187.66,80.59,56.83,11.87,1.2,0.26,3.67,63.76,44.88,57.53,347.41,37.5,36.24,22,37.65,33.62,493991,915578.63,2193.88,0,21.07,12.8,462212.39,0,0.033450109,0,0,0,0,0,0,2,  전기 통신업,0,
(주)아이즈비전,31310,201412,14.66,0.85,-1.11,2.45,3.89,-23.43,18.76,2.33,4.51,3.24,2.58,2.92,1.26,7.48,6.79,5.63,22.66,1.94,3.56,2.16,6.68,277.99,208.54,80.92,52.23,10.07,20.5,5.63,69.87,65.69,43.85,58.45,306.81,32.01,34.31,24.99,39.02,37.42,401279.23,738013.05,1817.37,0,19.32,15.45,351029.64,0,0.034667297,0,0,0,1,0,1,3,  전기 통신업,0,1
(주)아이즈비전,31310,201512,5.36,8.02,-0.68,13,0.85,7.6,16.28,1.16,2.36,0.97,0.75,1.5,1.29,7.27,7.92,6.11,24.85,2.04,3.54,2.16,7.21,229.62,172.67,80.07,63.05,13.56,15.41,4.79,43.93,61.33,45.98,61.14,311.17,43.42,38.67,24.8,43.93,34.51,371997.27,689227.18,1832.29,0,17.36,13.95,318147.17,0,0,0,0,0,0,0,0,4,  전기 통신업,0,1
(주)아이즈비전,31310,201612,15.53,4.5,-0.34,8.48,4.91,16.76,17.65,2.48,5.73,4.04,2.84,3.52,1.42,7.78,7.74,7.17,28.12,2.31,3.69,2.28,7.02,266.39,203.67,109.44,62.41,14.52,6.13,1.69,16.23,61.57,48.52,63.47,412.38,38.7,38.43,23.55,37.7,39.64,444891.5,823343.28,2297.69,0,19.56,14.06,449365.8,0,0,0,0,0,0,0,0,4,  전기 통신업,0,1
(주)아이즈비전,31310,201712,25.06,13.94,1.82,21.97,6.5,4.54,20.31,3.36,7.68,6.97,5.13,4.57,1.36,6.41,6.58,7.44,22.79,2.29,3.35,2.06,6.9,219.56,159.42,72.05,73.75,14.75,4,1.33,11.5,57.55,49.34,67.95,304.63,53.77,42.45,27.39,50.3,37,427366.34,788117.15,2469.7,0,20.3,15.91,501434.53,0,0,0,0,0,0,0,0,2,  전기 통신업,0,1
(주)아이즈비전,31310,201812,32.09,15.21,-0.56,17.67,53.06,-4.13,23.76,6.81,11.44,8.78,7.72,7.74,1.14,5.02,7.16,7.09,23.39,1.68,3.52,1.65,3.83,500.25,384.03,186.94,30.78,2.96,24.9,5.52,198.31,76.46,53.27,69.4,366.04,18.14,23.54,23.23,29.04,55.52,469259.38,870006.38,3141.77,0,21.04,19.81,660999.17,0,0,0,0,0,0,0,1,2,  전기 통신업,0,1
(주)아이즈비전,31310,201912,-2.1,4.39,-4.16,19.29,-0.56,-17.87,19.88,-0.2,-0.23,-0.3,-0.35,-0.17,0.85,5.08,7.58,5.96,36.19,1.14,3.36,1.15,2.42,779.31,672.24,357.02,37.3,0.73,17.22,5.6,641.52,72.83,68.41,79.3,613.78,13.97,27.17,13.74,15.76,69.13,469297.39,908736.91,3422.43,0,13.9,16.64,475725.87,0,0,0,0,0,0,0,0,5,  전기 통신업,0,
(주)엘지유플러스,32640,201112,1.72,29.6,15.63,21.44,-2.26,8.05,100,0.92,2.17,2.92,3.11,0.87,0.94,0,5.58,1.75,19.28,2.35,1.56,3.84,-13.74,66.24,56.84,3,186.28,15.23,10.85,8.49,46.35,34.93,20.37,23.74,299.24,102.62,65.07,14.19,-27.84,-12.1,831679.16,0,1784.9,5.116845186,2.38,2.87,42555.74,0,0,0,0,0,0,0,1,2,      무선 및 위성 통신업,0,
(주)엘지유플러스,32640,201212,0.6,0.36,7.94,-1.92,-2.87,18.72,100,-0.55,-1.57,1.15,1.16,-0.54,0.99,0,5.88,1.86,19.94,2.87,1.5,4.2,-22.61,72.73,62.94,9.65,195.82,22.26,14.8,9.96,44,33.8,20.08,23.2,344.04,94.37,66.2,13.46,-35.92,-8.7,908628.28,0,1709.64,0.221656124,0.12,0.12,2014.03,0,0,0,1,0,0,0,1,2,      무선 및 위성 통신업,0,
(주)엘지유플러스,32640,201312,2.58,6.19,5.16,4.83,7.31,5,100,2.44,7.19,4.74,4.73,2.44,1,0,6.62,1.84,27.94,2.95,1.52,4.35,-22,72.15,61.6,10.66,192.72,21.42,23.56,15.95,72.41,34.16,19.55,22.91,430.99,92.93,65.84,14.63,-37.9,-8.84,905383.92,0,1736.73,39.63282253,20.66,21.25,358829.2,0,0,0,1,0,0,0,0,2,      무선 및 위성 통신업,1,
(주)엘지유플러스,32640,201412,2.74,2.02,13.48,-7.68,3.86,-3.93,100,2.07,5.55,4.85,5.24,1.91,0.92,0,6.54,1.61,33.07,2.68,1.41,4.24,-22.09,71.43,63.51,11.93,187.53,21.74,24.21,17.24,72.61,34.78,18.43,20.73,476.55,83.43,65.22,11.09,-27.72,-8.29,959410.4,0,1674.01,38.62230452,22.14,24.17,370546.4,0,0,0,0,0,0,0,1,2,      무선 및 위성 통신업,0,1
(주)엘지유플러스,32640,201512,3.36,-0.51,-0.42,4.39,6.48,-1.86,100,3.25,8.14,5.28,5.86,2.93,0.9,0,6.45,1.49,35.27,2.5,1.41,4.24,-28.6,77.49,66.61,8.71,168.66,15.16,25.38,17.64,105.11,37.22,18.7,21.75,488.84,75.4,62.78,14.04,-48.32,-6.32,919385.68,0,1553.49,41.64489086,24.65,27.28,382877.16,0,0,0,0,0,0,0,0,3,      무선 및 위성 통신업,0,1
(주)엘지유플러스,32640,201612,5.23,0.32,-3.8,0.78,8.5,6.08,100,4.3,10.63,6.24,6.52,4.12,0.96,0,6.42,1.62,37.66,2.47,1.56,4.39,-23.99,73.29,65.97,8.88,148.41,10.71,28.05,17.54,156.39,40.26,19.67,21.85,525.15,74.06,59.74,9.99,-27.4,-7.96,796275.87,0,1419.5,47.73974454,26.78,28.04,380140.07,0,0,0,0,0,0,0,0,3,      무선 및 위성 통신업,0,1
(주)엘지유플러스,32640,201712,7.07,-0.45,-6.08,17.31,8.43,7.23,100,4.46,10.88,6.91,6.73,4.57,1.03,0,6.22,1.82,30.17,2.44,1.77,4.31,-41.51,83.86,74.73,12.28,128.08,7.34,33.6,18.34,257.03,43.84,22.94,25.75,375.9,70.03,56.16,10.89,-56.55,-4.96,735872.81,0,1367.65,57.23814622,30.8,29.93,421199.95,0,0,0,0,0,0,0,0,3,      무선 및 위성 통신업,0,1
(주)엘지유플러스,32640,201812,7.2,16.79,-0.94,38.21,30.96,-1.26,100,3.97,7.97,5.65,6.03,3.72,0.94,0,6.1,1.87,28.56,2.01,1.76,3.31,58.54,110.81,98.93,9.88,103.4,4.56,30.68,17.93,342.43,49.16,27.2,30.47,513.16,55.93,50.84,10.72,109.86,2.97,577028.7,0,1311.62,59.63541764,26.24,30.16,344113.47,0,0,0,0,0,1,0,1,3,      무선 및 위성 통신업,0,1
(주)엘지유플러스,32640,201912,6.17,28.7,37.05,13.14,7.24,2.12,100,3.54,6.18,4.31,5.54,2.75,0.78,0,6.51,1.62,32.8,1.74,1.4,2.74,158.09,103.37,93.98,10.2,144.11,8.96,20.4,17.45,134.47,40.97,24.35,26.78,418.9,63.25,59.03,9.09,278.81,0.87,772308.01,0,1676.58,44.51239935,20.5,29.71,343772.82,0,0,0,0,0,0,0,1,2,      무선 및 위성 통신업,0,1
(주)케이티,30200,201112,4.1,19.09,4.66,30.2,10.43,8.19,100,6.6,12.15,6.69,8.98,4.92,0.75,0,3.73,1.6,13.92,1.84,1.25,2.54,42.06,111.96,104.24,16.53,155.91,2.8,13.1,11.65,285.53,39.08,28.41,30.51,292.99,69.75,60.92,6.89,64.53,3.26,414872.8,1046098.56,1003.26,14.5312494,6.01,8.77,60286.2,0.76,0.014756009,0,0,0,0,0,0,2,  전기 통신업,0,
(주)케이티,30200,201212,2.57,7.46,12.21,7.07,5,8.19,100,4.67,8.65,3.65,5.1,3.34,0.71,0,3.55,1.6,13.76,1.85,1.16,2.35,-62.24,93.2,84.89,18.27,161.91,4.04,18.47,16.54,282.6,38.18,27.69,30.4,217.31,85.44,61.82,8.92,-122.29,-2.22,461897.13,998724.66,1071.26,11.38236456,4.91,7.11,52574.82,0.73,0,0,1,0,0,0,1,3,  전기 통신업,0,
(주)케이티,30200,201312,1.86,1.06,4.15,-4.91,-2.28,0.09,100,-0.25,-0.46,2.42,3.53,-0.17,0.69,0,3.76,1.48,13.45,1.83,1.1,2.33,-39.06,89.1,83.61,18.51,170.86,4.29,22.37,20.65,328.92,36.92,26.84,28.61,188.72,86.96,63.08,6.16,-50.36,-3.5,471320.11,989278.73,1073.82,51.53277821,22.62,33.1,242884.35,0.89,0,0,0,0,0,0,0,3,  전기 통신업,0,
(주)케이티,30200,201412,-0.58,-3.07,0.5,-12.21,-8.35,-1.63,100,-4.13,-7.84,-0.85,-1.25,-2.82,0.68,0,4.02,1.43,16.06,1.9,1.07,2.5,-37.74,87.58,83.64,18.9,186.47,6.84,13.71,12.87,130.48,34.91,24.74,25.91,260.27,84.75,65.09,4.49,-31.68,-3.68,668458.09,1428721.06,1445.19,48.83845988,22.59,32.58,326464.64,1.05,0,0,1,0,0,0,0,2,  전기 통신업,0,
(주)케이티,30200,201512,3.35,-13.13,-12.08,-1.92,3.18,-4.87,100,2.83,5.27,4.1,5.8,2,0.71,0,4.28,1.44,17.89,1.86,1.14,2.57,-785.52,99.34,93.26,29.62,141.18,2.49,17.89,13.79,420.31,41.46,27.46,29.25,233,71.02,58.54,6.12,-926.08,-0.19,571379.75,1461416.17,1246.92,62.50834038,28.64,37.72,357160,1.05,0,0,1,0,0,0,0,3,  전기 통신업,1,
(주)케이티,30200,201612,4.27,4.25,-1.15,12.35,5.17,2.08,100,3.51,6.39,4.81,6.33,2.66,0.76,0,4.46,1.58,18.01,1.82,1.3,2.5,256.76,101.87,97.88,30.64,139.06,2.61,25.29,19.79,564.42,41.83,30.29,31.53,217.29,73.98,58.17,3.92,213.36,0.58,560685.9,392796.82,1297.46,67.19810685,29.04,39.05,376770.31,0.97,0,0,0,0,0,0,1,3,  전기 통신업,0,1
(주)케이티,30200,201712,4.55,-3.29,-5.24,-1.26,2.2,2.83,100,2.4,4.34,4.57,5.88,1.87,0.78,0,4.19,1.68,17.75,1.81,1.36,2.44,730.56,100.68,95.84,20.39,126.21,2.42,26.2,18.49,604.42,44.21,30.64,32.19,202.95,72.33,55.79,4.81,714.91,0.22,539430.36,380434.52,1242,67.77541478,29.44,37.23,365601.17,0.98,0.026686456,0,0,0,0,0,0,3,  전기 통신업,0,1
(주)케이티,30200,201812,4.25,8.82,-3.64,24.91,12.66,0.31,100,3.25,5.48,4.08,5.38,2.47,0.76,0,4.03,1.76,17.8,1.69,1.38,2.19,18.72,126.7,119.41,28.8,118.51,1.98,22.59,16.81,617.52,45.77,34.83,36.95,247.04,63.73,54.23,5.75,27.29,7.79,513600.76,355570.21,1350.49,9.335479772,3.55,4.87,47947.09,1.04,0.062439052,0,0,0,0,0,0,3,  전기 통신업,0,1
(주)케이티,30200,201912,4.29,5.82,5.49,0.03,3.09,3.76,100,2.75,4.47,3.47,4.73,2.02,0.73,0,4.16,1.81,19.16,1.63,1.34,2.05,27.25,117.67,111.09,22.8,124.28,0.81,20.55,15.93,1413.82,44.59,32.98,34.93,241.45,66.58,55.41,5.59,37.25,5.25,546984.77,1611100.25,1457.35,70.77934451,26.57,37.17,387152.23,0.92,0.034904713,0,0,0,0,0,1,3,  전기 통신업,0,1
(주)코센,9730,201112,-9.21,-12.65,-8.39,-15.56,-33.53,-8.08,-3.23,-11.97,-40.39,0,0,-16.19,1.35,5.15,3.69,5.83,4.37,3.37,2.26,1.99,108.1,104.2,63.98,0.96,191.3,0,-4.23,-1.91,0,34.33,40.92,66.63,106.97,186.28,65.67,38.59,958.23,2.68,80142.03,111801.05,336.89,0,0,0,0,0,0,0,0,0,0,0,0,1,      강관 제조업,0,
(주)코센,9730,201212,-2.47,-3.18,-17.07,-20.01,-25.72,-19.89,-0.18,-12.26,-47.64,0,0,-14.48,1.18,4.91,3.73,5.34,3.77,3.88,1.7,1.94,-62.12,93.44,55.34,2.18,279.7,0,-1.13,-0.69,0,26.34,32.6,55.05,89.01,223.69,73.66,40.77,-580.86,-3.86,80746.73,132026.75,396.27,0,0,0,0,0,0,0,0,0,0,0,0,1,      강관 제조업,0,
(주)코센,9730,201312,1.77,13.38,7.05,23.92,49.3,-4.75,8.99,1.04,3.62,0,0,1.11,1.07,4.17,3.96,5.42,3.39,3.48,1.55,1.85,-50.09,93.73,55.99,4.84,188.33,0,0.43,0.28,0,34.68,35.94,60.17,78.68,185.09,65.32,40.26,-601.63,-4.03,132396.05,81408.68,688.13,0,0,0,0,0,0,0,0,0,0,0,0,2,      강관 제조업,0,
(주)코센,9730,201412,0.75,18.97,13.81,24.46,27.69,10.59,8.3,1.99,9.2,2.1,1.33,3.32,1.02,3.63,3.88,5.42,3.73,2.82,1.59,1.65,15.86,124.11,69.03,1.5,170.67,21.82,-5.53,-3.7,-16.1,36.95,34.17,61.43,106.1,133.97,63.05,44.38,228.44,11.93,170089.61,93601.34,800.72,0,9.86,10.42,78962.75,0,0,0,0,0,0,0,0,1,      강관 제조업,0,
(주)코센,9730,201512,1.29,-8.02,-26.91,-5.46,3.6,-4.58,10.33,1.9,4.57,2.7,2.87,1.79,0.94,3.17,4.01,4.91,5.48,2.4,1.55,1.51,23.9,114.96,67.86,1.35,140.32,28.09,-2.41,-1.43,-5.01,41.61,37.27,63.13,159.35,131.98,58.39,40.97,314.83,8.22,119817.49,61811.9,709.9,0,10.88,11.09,77250.72,0,0,0,0,0,0,0,1,2,      강관 제조업,0,
(주)코센,9730,201612,-4.3,1.83,-10.42,-8.62,-3.13,-6.74,-0.98,-16.27,-36.36,-10.86,-11.98,-14.76,0.91,4.61,3.98,5.72,5.75,2.24,1.53,1.52,13.58,130.51,98.31,1.75,152.63,18.1,10.59,7.11,35.34,39.58,42.68,56.66,124.15,109.67,60.42,24.67,105.55,13.24,98988.03,55791.7,666.68,0,-5.19,-5.77,-34609.22,0,0,0,0,0,0,0,0,2,      강관 제조업,0,
(주)코센,9730,201712,0.77,-4.73,-8.85,-3.57,23.2,6.17,10.11,7.57,16.35,1.76,1.8,7.4,0.98,5.49,3.93,6.73,5.26,2.16,1.79,1.72,17.96,124.16,84.85,2.19,95.36,27.79,1.42,0.69,2.5,51.19,39.19,57.35,139.17,90.23,48.81,31.66,162.69,11.16,105464.66,56863.18,742.36,0,17.35,17.32,128836.49,0,0,0,0,0,0,0,0,5,      강관 제조업,0,
(주)코센,9730,201812,-0.25,-2.77,2.07,-0.45,-24.32,-4.51,7.85,-18.89,-40.18,-0.62,-0.64,-18.32,0.97,4.73,4.17,6.67,11,2.13,1.78,1.67,10.35,147.91,98.29,2.98,150.97,40.1,-7.88,-4.82,-11.82,39.85,39.02,58.71,0,99.63,60.15,33.55,103.57,19.02,103615.21,58432.31,694.71,0,-8.01,-8.14,-55631.62,0,0,0,0,0,0,0,0,1,      강관 제조업,0,
(주)코센,9730,201912,-0.46,51.51,18.1,0.02,-85.52,6.57,9.32,-97.42,-447.99,-5.3,-6.36,-81.25,0.83,4.58,4.71,6.45,16.39,4.6,1.02,1.79,-2.59,42.03,26.38,1.73,2526.43,16.12,-4.89,-6.8,-29.17,3.81,24.33,38.76,175.13,2422.13,96.19,37.23,-26.99,-53.46,107579.99,47442.58,925.34,0,-49.58,-71.63,-458769.45,0,0,0,0,0,0,0,1,1,      강관 제조업,0,
(주)하이스틸,71090,201112,1.56,12.06,-1.12,50.77,1.19,57.78,8.14,0.92,1.54,0,0,0.76,0.83,4.9,7.29,1.23,19.4,1.67,1.64,2.79,74.12,106.67,47.55,4.11,111.85,0,-9.29,-6.28,0,47.2,15.04,33.73,253.44,66.99,52.8,55.42,885.94,2.11,824714.19,343141.48,1315.16,0,0,0,0,0,0,0,0,0,0,0,0,1,      강관 제조업,0,
(주)하이스틸,71090,201212,1.09,-2.46,-1.04,-3.86,11.37,29.66,7.41,0.8,1.62,0,0,0.82,1.03,5.6,7.25,1.61,17.34,2.03,2.07,3.07,94.48,107.09,58.13,8.17,85.54,0,-2.19,-0.97,0,53.9,18.05,33.25,227.27,57.6,46.1,45.72,690.74,2.2,758475.4,330819.25,1186.01,0,0,0,0,0,0,0,0,0,0,0,0,3,      강관 제조업,0,
