회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,기업수명주기,통계청 한국표준산업분류 10차(세세분류),회생기업1,회생기업2
(주)케스피온,79190,201812,2.67,-21.35,-42.84,21.69,-42.97,9.58,26.09,-19.42,-37.09,3.42,4.32,-15.36,0.79,5.79,5.07,1.98,7.24,1.91,1.35,1.6,24.97,113.22,103.9,18.05,192.7,38.64,1.04,0.77,1.78,34.16,56.52,61.6,124.54,159.24,65.84,8.24,70.53,7.19,156809.39,208317.76,474.45,0,24.79,27.6,117616.74,14.44,0,0,0,0,0,0,4,      이동전화기 제조업,0,0
(주)케스피온,79190,201912,1.24,-43.22,4.94,-70.24,0.09,-21.67,26.22,0.39,0.8,1.6,1.78,0.35,0.9,11.72,5.19,2.08,6.91,2.06,1.59,1.76,106.46,107.77,85.53,27.77,66.06,19.92,13.23,4.25,26.42,60.22,25.62,32.28,141.25,49.74,39.78,20.63,286.22,2.33,99487.49,122258.59,163.6,45.86506375,27.89,22.51,45630,17.97,0,0,0,0,0,1,4,      이동전화기 제조업,0,0
(주)비엠티,86670,201512,2.66,-2.26,-1.95,-2.04,1,-8.15,25.67,4.28,4.14,2.34,4.05,2.47,0.58,1.77,2.63,1.43,13.01,0.97,1.43,1.02,5.3,163.35,99.41,25.78,64.86,34.47,6.3,4.25,7.19,60.66,34.59,56.84,942.41,57.37,39.34,39.14,100.94,22.04,153894.93,49381.42,383.84,38.69137514,15.51,26.57,59544.07,4.51,0,0,0,0,0,0,2,"      탭, 밸브 및 유사장치 제조업",0,0
(주)비엠티,86670,201612,-1.5,-0.09,-1.51,0.84,-3.45,-25.39,24.31,-2.89,-2.11,-1.23,-2.82,-1.26,0.44,1.49,2.02,1.09,12.75,0.73,1.08,0.76,5.24,140.86,86.81,33.28,70.6,34.56,11.77,11.17,14.09,58.62,35.36,57.37,440.57,69.48,41.38,38.37,132.27,16.64,153978.08,53247.92,391.44,27.26658537,10.73,24.6,41984.56,5.29,0,0,0,0,0,0,3,"      탭, 밸브 및 유사장치 제조업",0,0
(주)비엠티,86670,201712,7.68,3.09,6.19,-0.29,4.11,54.74,29.64,4.81,5.42,6.25,9.41,3.2,0.66,2,3.95,1.65,14.42,1.13,1.62,1.18,8.84,136.37,75.49,11.76,68.93,32.5,19.13,11.93,24.02,59.2,30.72,55.49,284.88,68.74,40.8,44.64,167.4,14.8,144625.1,52801.76,358.86,40.91767897,16.49,25.2,59177.23,5.03,0,0,0,0,0,1,3,"      탭, 밸브 및 유사장치 제조업",1,0
(주)비엠티,86670,201812,9.91,13.13,2.82,17.93,15.01,20.8,29.61,9.02,11.2,7.92,10.68,6.69,0.74,1.95,4.21,1.9,14.94,1.24,1.84,1.31,6.96,153.21,77.88,10.79,66.16,30.81,3.5,1.99,4.52,60.18,29.4,57.85,389.65,62.74,39.82,49.17,141.57,20.09,147018.85,60447.97,408.98,55.75622133,20.04,28.68,81972.16,5.19,0,0,0,0,0,0,5,"      탭, 밸브 및 유사장치 제조업",0,1
(주)비엠티,86670,201912,6.85,6.79,0.2,10.26,6.29,-3.27,26.46,7.24,7.89,5.61,8.57,4.73,0.65,1.67,3.65,1.81,12.16,1.09,1.64,1.11,5.01,173.24,88.58,4.9,66.95,30.79,5.47,3.46,7.12,59.9,30.54,59.72,258.81,57.55,40.1,48.87,115.6,25.25,145441.03,61127.69,433.54,48.6843681,16.33,25.8,70807.05,4.89,0,0,0,0,0,0,2,"      탭, 밸브 및 유사장치 제조업",0,0
(주)에스에이티,60540,201112,1.07,-0.65,-4.86,-31.56,3.67,-9.44,24.08,-0.43,-0.46,2.24,3.92,-0.24,0.57,26.17,3.6,6.46,16.41,1.09,1.21,1.4,22.58,118,113.15,62.42,85.99,22.96,11.78,9.47,23.72,53.77,32,33.37,375.02,52.59,46.23,4.11,26.95,5.09,149168.38,38478.78,1720.24,0,20.21,35.17,347730,12.55,0,0,0,0,0,0,3,      기기용 자동측정 및 제어장치 제조업,0,0
(주)에스에이티,60540,201212,-1.3,-4.86,-0.32,1.94,25.2,-47.55,21.3,32.81,16.34,-2.15,-6.95,10.14,0.31,19.32,2.62,3.48,10.87,0.5,0.81,0.89,5.58,146.61,141.94,78.21,41.34,16.97,13.87,12.8,23.9,70.75,34.61,35.75,431.59,34.47,29.25,3.19,10.03,11.37,169931.32,22452.57,1870.46,0,28.18,88.92,527031.79,11.85,0,0,0,0,0,0,5,      기기용 자동측정 및 제어장치 제조업,0,0
(주)에스에이티,60540,201312,-5.18,-5.36,-39.27,-17.46,-3.94,-54.04,35.35,-41.07,-8.62,-3.97,-26.53,-6.15,0.15,6.24,1.78,1.99,8.22,0.21,0.52,0.45,2.99,149.29,139.8,60.73,39.24,16.46,-8.42,-15.42,-14.41,71.82,29.2,31.19,459.98,29.09,28.18,6.36,19.25,10.3,35239.27,10237.73,604.44,0,4.34,28.17,26203.17,8.51,0,0,0,1,0,0,1,      기기용 자동측정 및 제어장치 제조업,0,0
(주)에스에이티,60540,201412,4.33,28.3,123.69,75.36,29.17,120.23,30.05,11.2,4.61,3.1,10.44,3.32,0.3,11.38,3.26,3.59,15.23,0.41,1.06,0.79,1.85,302.72,290.63,208.56,38.3,2.13,5.19,5.44,67.42,72.31,40.92,42.62,454.03,19.47,27.69,3.99,5.96,28.54,87805.15,69448.74,883.2,112.1490434,11.15,42.21,98472.64,4.69,0,1,0,0,0,0,4,      기기용 자동측정 및 제어장치 제조업,0,0
(주)에스에이티,60540,201512,5.67,34.7,137.18,51.2,18.59,131.38,25.88,14.61,11.3,5.51,10.58,7.61,0.52,7.21,5.41,3.57,6.56,0.77,1.59,1.14,6.79,138.74,115.34,71.04,57.09,7.53,14.59,11.69,70.45,63.66,39.77,47.84,67.48,54.17,36.34,16.87,60.41,13.36,163090.26,111889.7,921.04,111.9217316,19.82,43.68,182533.44,5.09,0,0,0,1,0,0,3,      기기용 자동측정 및 제어장치 제조업,0,0
(주)에스에이티,60540,201812,9.35,-0.65,16.58,-16.07,8.52,37.64,14.9,5.08,8.69,5.94,5.48,5.5,1.08,10.66,8.42,3.3,10.9,1.71,2.96,2.47,19.92,137.28,109.16,46.57,51.11,12.73,21.32,6.63,56.64,66.18,31.98,40.21,132.18,44.26,33.82,20.48,75.42,10.92,463974.68,315680.12,1309.95,67.97571493,24.08,22.13,315390.11,5.54,0,0,0,0,0,1,3,      기기용 자동측정 및 제어장치 제조업,0,0
한화에어로스페이스(주),12450,201112,6.85,10.2,-6.29,9.71,27.9,-7.83,18.48,7.8,15.88,8.23,8.51,7.55,0.97,5.61,5.78,4.17,13.95,2.04,1.84,2.48,20.97,129.2,86.93,19.51,96.51,7.47,6.18,3.29,40.64,50.89,26.21,38.96,277.71,59.26,49.11,32.72,144.78,8.8,134903.84,23287.15,641.65,126.0224572,26.5,28.71,170009.13,5.3,0,0,0,0,0,0,4,      항공기용 엔진 제조업,0,0
한화에어로스페이스(주),12450,201212,4.45,1.48,-3.65,11.41,-2.92,-0.44,22.21,4.47,8.2,4.85,5.32,4.08,0.91,5.38,5.78,4.37,17.15,1.83,1.82,2.23,16.01,135.97,92.67,23.45,105.42,7.26,6.37,3.61,45.05,48.68,29.15,42.77,289.6,64.62,51.32,31.84,120.38,11.31,128465.7,21642.09,645.22,119.8057015,23.85,26.34,153909.23,6.6,0,1,0,0,0,0,3,      항공기용 엔진 제조업,0,0
한화에어로스페이스(주),12450,201312,4.83,5.96,-1.95,12.66,8.06,-0.77,22.87,4.57,8.11,3.68,4.21,3.99,0.87,4.82,5.86,4.47,19.64,1.77,1.72,1.98,14.84,133.56,91.59,23.59,101.45,4.96,10.59,6.29,107.58,49.64,31.18,45.47,362.61,68.59,50.36,31.43,125.07,11.43,121796.45,89356.63,676.29,129.7332344,23.36,27.55,158010.47,7.09,0,0,0,0,0,0,3,      항공기용 엔진 제조업,0,0
한화에어로스페이스(주),12450,201412,0.4,4.88,-17.32,7.6,-3.62,-10.18,21.64,-4.52,-7.06,0.22,0.3,-3.36,0.74,4.03,4.95,4.44,17.28,1.56,1.42,1.61,62.53,105.24,72.26,5.9,119.21,7.24,5.89,4.41,44.27,45.62,32.03,46.65,303.54,97.18,54.38,31.34,629.44,2.32,115640.8,57970.96,800.21,125.1072134,18.08,24.9,144674.98,7.36,0,0,0,0,0,1,3,      항공기용 엔진 제조업,0,0
한화에어로스페이스(주),12450,201512,-3.59,14.05,58.27,18.9,36.64,-0.08,19.78,0.24,0.32,-1.55,-2.28,0.16,0.68,3.83,5.1,3.79,16.17,1.34,1.37,1.42,8.09,147.82,105.74,10.56,82.97,6.62,-0.7,-0.5,-4.8,54.65,34.79,48.64,271.71,60.2,45.35,28.47,88,15.73,189871.01,59833.52,932.14,82.09113705,16.72,26.28,155867.27,8.02,0,1,0,0,0,0,5,      항공기용 엔진 제조업,0,0
한화에어로스페이스(주),12450,201612,7.09,37.6,60.97,39.15,4.26,34.65,20.36,9.83,15.08,3.09,4.28,7.09,0.72,4.19,4.96,3.19,13.18,1.53,1.36,1.47,8.67,141.23,102.17,13.08,141.48,13.57,2.39,2.25,10.33,41.41,35.58,49.19,240.85,84.1,58.59,27.65,94.73,14.36,307124.74,148500.11,1304.21,96.56498582,22.74,36.53,296574.96,6.29,0,0,0,0,0,0,2,      항공기용 엔진 제조업,0,0
한화에어로스페이스(주),12450,201712,2.37,1.68,4.89,1.97,-6.83,19.8,18.23,-1.13,-2.11,1.45,1.97,-0.84,0.74,4.35,4.13,3.03,10.81,1.86,1.23,1.5,12.14,132.45,94.35,21.55,163.53,14.37,2.61,2.21,11.28,37.95,35.14,49.33,259.22,98.15,62.05,28.76,117.41,12.08,520205.15,264415.21,2246.02,76.64373146,17.75,24.2,398704.64,6.74,0,1,0,0,0,0,5,      항공기용 엔진 제조업,0,0
(주)다산네트웍스,39560,201112,-1.06,-11.89,66.82,-38.6,1.76,-30.54,33.09,-2.38,-2.42,-1.08,-1.97,-1.3,0.55,6.11,2.53,4.36,5.43,1.01,1.19,0.87,5.22,177.31,155.71,69.61,72.27,27.83,20.07,14.43,30.25,58.05,44.97,51.21,126.14,49.75,41.95,12.18,27.94,22.33,94512.37,5822.1,640.01,57.63609364,8.51,14.59,54473.24,15.77,0,0,0,0,0,0,4,      유선 통신장비 제조업,0,0
(주)다산네트웍스,39560,201212,1.56,-13.56,-2.61,-20.63,-6.66,-5.6,37.88,-8.48,-8.32,1.61,2.73,-5.01,0.59,5.11,4.04,3.34,7.86,0.98,1.48,1.2,4.71,235.41,194,34.08,59.54,21.54,21.75,12.74,37.69,62.68,38.75,47.02,224.02,31.86,37.32,17.59,30.58,27.04,103964.6,20675.14,556.13,55.68519593,10.41,16.34,57892.89,17.29,0,0,0,0,0,0,4,      유선 통신장비 제조업,1,0
(주)다산네트웍스,39560,201312,2.41,12.87,5.31,25.96,3.45,4.88,33.86,2.27,2.38,2.53,4.02,1.42,0.63,5.1,3.48,3.46,9.39,1.05,1.57,1.26,5.1,179.22,151.82,37.14,74.07,26.54,-2.65,-1.9,-4.24,57.45,44.45,52.47,244.58,50.96,42.55,15.29,34.59,23.19,104309.4,7510.46,595.16,81.24533602,14.24,24.06,84746.52,17.01,0,0,0,0,0,1,1,      유선 통신장비 제조업,0,1
(주)다산네트웍스,39560,201412,0.98,7.45,1.82,13.99,-3.47,14.93,29.88,-1.66,-2,0.95,1.45,-1.09,0.66,5.73,2.56,3.84,7.64,1.21,1.44,1.21,7.27,145.56,124.57,10.83,93.76,30.02,-9.24,-7.06,-14.89,51.61,47.63,55.66,252.81,74.09,48.39,14.42,46.06,17.42,96493.45,7875.05,579.41,0,11.74,18.55,68050.78,17.23,0,0,0,0,0,0,1,      유선 통신장비 제조업,0,0
(주)다산네트웍스,39560,201512,0.09,37.27,85,15.88,2.46,63.56,22.33,-1.21,-2.4,0.13,0.15,-1.06,0.87,8.69,3.08,4.36,7.93,1.98,1.56,1.72,39.89,108.75,91.08,15.98,159.58,27.25,-2.56,-2.09,-5.78,38.52,39.35,46.99,191.75,112.15,61.48,16.25,201.84,3.78,671514.53,260590.84,3064.86,53.49494006,11.72,15.54,359226.29,13.09,0,0,0,0,0,1,2,      유선 통신장비 제조업,0,0
(주)오이솔루션,138080,201412,39.74,-67.11,-58.82,-54.75,-57.94,-43.85,39.95,16.3,14.19,7.53,14.86,8.26,0.51,3.02,4.41,1.57,16.62,0.87,1.21,1.17,6.45,238.83,155.82,81.16,43.54,14.94,65.47,19.39,132.91,69.67,35.62,54.6,543,32.81,30.33,34.76,59.79,31.74,92974.35,52638.92,246.59,106.9748304,40.33,39.39,99459.16,13.83,0,0,0,0,0,1,2,      유선 통신장비 제조업,0,0
(주)오이솔루션,138080,201512,1.45,6.3,-0.44,8.23,1.15,-17.44,33.21,3.16,3.82,0.7,0.85,2.59,0.82,3.04,5.73,2.22,29.17,1.21,2.56,1.49,5.19,222.87,154.53,81.18,50.85,17.4,30.68,13,59.43,66.29,38.55,55.59,483.56,37.63,33.71,30.66,55.62,30.65,83202.9,52734.45,233.45,77.64753684,27.67,34.79,64605,17.46,0,0,0,0,0,0,2,      유선 통신장비 제조업,0,0
(주)오이솔루션,138080,201612,13.22,20.38,12.38,27.43,11.66,34.17,33.41,7.69,11.69,5.74,5.92,7.44,0.97,3.49,4.57,2.81,24.26,1.52,2.67,1.69,6.51,186.12,124.01,32.6,62.63,22.24,-1.02,-0.44,-1.77,61.49,39.21,58.85,558.15,51.42,38.51,33.37,72.12,27.23,90266.16,70305.41,274.17,95.26211441,31.36,35.38,85989.45,14.84,0,1,0,0,0,1,1,      유선 통신장비 제조업,0,0
(주)오이솔루션,138080,201712,-3.98,6.81,-1.38,8.17,21.07,-3.92,29.53,-2.33,-2.92,-2.06,-2.5,-1.92,0.82,2.96,4.07,2.57,30.22,1.25,2.4,1.39,4.72,230.77,154.82,88.37,43.48,20.82,-1.1,-0.42,-1.6,69.7,39.98,59.6,1542.41,37.06,30.3,32.91,58.08,33.77,88134.66,79671.46,289.33,67.02910723,20.42,25.61,59075.87,17.55,0,0,0,0,0,0,2,      유선 통신장비 제조업,0,0
(주)오이솔루션,138080,201812,0.49,3.22,2.97,-0.38,1.64,6.41,33.62,3.17,3.83,0.24,0.29,2.65,0.84,2.8,4.83,2.71,60.62,1.21,2.71,1.43,5.15,224.79,146.98,43.65,45.71,19.77,8.38,3.2,13.3,68.63,37.61,57.51,1089.69,37.28,31.37,34.61,62.35,31.93,95678.31,101175.1,331.61,88.51927349,25.54,31.07,84693.75,16.68,0,0,0,0,0,1,3,      유선 통신장비 제조업,0,0
(주)오이솔루션,138080,201912,111.38,85.94,-1.03,140.98,104.72,158,41.59,21.91,44.43,41.1,27.71,32.5,1.48,5.59,8.05,6.94,111.71,2.03,5.52,2.16,4.45,320.72,264.19,103.29,32.34,14.75,48.68,10.43,80.65,75.56,61.4,74.54,1637.26,30.76,24.44,17.63,25.61,51.3,86873.12,102049.46,534.4,294.2521938,47.83,41.94,255626.06,8.73,0,0,0,0,0,1,2,      유선 통신장비 제조업,0,0
(주)우리넷,115440,201112,87.99,16.57,0.32,14.24,14.33,19.81,28.27,9.58,13.27,0,0,10.18,1.06,3.16,3.5,63.2,14.68,1.39,4.56,1.17,2.99,375.05,270.45,46.03,31.58,0,35.23,8.57,0,76,64.92,90.02,391.6,31.58,24,27.89,38.03,66.02,6387.37,9677.81,408.29,0,0,0,0,9.03,0,0,0,0,0,0,2,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201212,110.42,11.51,-11.7,12.15,14.02,18.12,28.43,9.91,14.21,0,0,10.93,1.1,3.98,4.08,79.16,18.39,1.43,4.77,1.22,3.06,407.26,339.17,55.01,28.69,0,55.98,11.94,0,77.71,75.4,90.54,500.9,28.61,22.29,16.72,22.16,68.31,5421.31,10119.02,437.6,0,0,0,0,8.93,0,0,0,0,0,0,3,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201412,37.37,-4.17,-1.61,-3.05,9.06,1.53,32.64,9.7,11.08,0,0,7.91,0.82,3.72,4.42,2.91,32.92,1.14,2.86,1.21,3.36,375.58,297.87,52.52,31.3,0,34.35,9.83,0,76.16,53.56,67.53,1347.1,23.61,23.84,20.69,28.2,49.55,136947.53,12533.71,481.6,0,0,0,0,11.12,0,0,0,0,0,0,3,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201512,58.24,19.31,-0.97,29.22,11.27,9.43,32.87,11.34,12.85,0,0,9.43,0.83,4.72,4.56,3.22,18.41,1.13,3.12,1.18,3.13,301.75,260.43,38.85,40.78,0,40.54,15.37,0,71.03,63.13,73.14,234.92,34.12,28.97,13.69,20.48,48.9,136825.86,13568.15,579.72,0,0,0,0,10.46,0,0,0,0,0,0,3,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201612,18.78,0.53,-1.09,-1.95,3.83,-12.53,29.79,6.27,5.79,0,0,4.18,0.67,3.73,3.44,2.85,11.98,0.92,2.4,0.92,2.7,323.69,255.3,14.19,36.31,0,18.31,7.33,0,73.36,56.27,71.34,539.69,30.04,26.64,21.13,30.58,49.3,134138.22,14315.81,577.62,0,0,0,0,12.67,0,0,0,0,0,0,5,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201712,28.28,10.44,1.53,10.29,5.57,19.05,29.45,6.64,6.97,0,0,5,0.75,3.44,3.72,3.38,13.92,1.05,2.66,1.06,3.46,238.56,185.89,17.43,42.59,0,1.4,0.58,0,70.13,55.51,71.24,278.54,42.58,29.87,22.08,38.02,41.38,120225.3,16738.99,563.17,0,0,0,0,11.81,0,1,0,0,0,0,3,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201812,0.92,20.05,1.58,17.23,5.71,-13.7,32.85,4.18,3.58,0,0,2.35,0.56,2.34,3.25,2.87,11.91,0.86,1.63,0.8,2,384.28,293.23,33.34,61.94,0,0.23,0.17,0,61.75,53.08,69.57,512.94,29.32,38.25,23.69,32.03,51.46,110079.49,18520.01,609.44,0,0,0,0,17.79,0,0,0,0,0,0,1,    유선 통신장비 제조업,0,0
(주)우리넷,115440,201912,2.25,9.15,-0.1,11.7,35.26,65.2,25.13,2.63,3.61,3.11,3.83,2.51,0.81,3.73,3.61,4.71,14.48,1.17,2.66,1.16,3.26,304.51,235.3,42.09,30.82,7.65,-27.18,-8.18,-83.65,76.44,55.22,71.46,358.01,30.7,23.56,22.73,33.85,47.99,109968.15,19364.65,662.84,0,14.59,18.64,96695.28,11.34,0,1,0,0,0,0,5,    유선 통신장비 제조업,1,0
(주)텔레필드,91440,201112,3.2,19.32,426.74,14.73,1.18,9.25,33.1,3.02,3.5,0,0,2.21,0.73,1.6,2.23,9.81,6.28,1.16,1.99,1,3.55,210.96,134.05,10.84,70.99,0,-2.02,-1.25,0,58.48,45.74,71.99,247.62,58.35,41.52,36.46,69.31,37.86,49864.57,0,432.9,0,0,0,0,7.47,0,0,0,0,0,0,2,      유선 통신장비 제조업,0,0
(주)텔레필드,91440,201312,2.05,9.59,-5.21,14.67,1.25,3.9,33.03,1.16,1.37,0,0,0.82,0.7,1.72,2.55,6.84,4.21,1.18,1.74,1.02,4.04,190.31,118.14,7.76,74.41,0,17.07,10.82,0,57.34,43.63,70.28,172.8,64.41,42.66,37.92,79.91,33.35,39083.68,0,408.14,0,0,0,0,7.35,0,0,0,0,0,0,4,      유선 통신장비 제조업,0,0
(주)텔레필드,91440,201412,9.83,8.98,4.55,20.13,9.25,55.53,33.04,5.06,8.84,0,0,5.07,1,2.04,2.89,10.7,6.3,1.75,2.35,1.35,3.92,272.12,136.6,16.12,73.98,0,-17.85,-7.89,0,57.48,38.89,77.47,277.19,49.53,42.52,49.8,78.74,49,35929.83,0,391.11,0,0,0,0,7.45,0,0,0,0,0,0,5,      유선 통신장비 제조업,0,0
(주)텔레필드,91440,201512,4.52,8.14,-4.5,14.4,4.04,-14.18,32.17,2.07,2.91,0,0,1.64,0.79,1.48,2.04,9.19,4.03,1.41,1.82,0.99,3.1,250.11,144.98,14.11,80.84,0,-1.18,-0.69,0,55.3,47.51,81.96,160.67,59.26,44.7,42.03,70.04,49.19,31095.94,0,383.3,0,0,0,0,7.94,0,0,0,0,0,0,3,      유선 통신장비 제조업,0,0
(주)텔레필드,91440,201612,-4.43,-2.61,-7.84,-4.85,-9.72,15.16,23.41,-6.12,-10.21,-3.49,-3.92,-5.44,0.89,1.92,2.41,11.27,4.24,1.67,1.91,1.1,4.55,190.97,103.51,28.23,121.58,22.85,9.06,4.89,28.3,45.13,39.04,72.03,183.36,83.58,54.87,45.8,96.14,34.31,30368.53,4523.91,448.51,0,13.71,17.55,61492.2,7.4,0,0,0,0,0,0,1,      유선 통신장비 제조업,0,0
(주)텔레필드,91440,201712,1.35,-0.6,-4.44,-1.63,2.72,-13.15,34.61,1.7,2.52,1.63,2.39,1.16,0.68,1.29,2.56,10.25,4.7,1.48,1.26,0.95,4.88,164.53,81.33,19.2,114.43,21.97,2.26,1.77,5.49,46.63,35.24,71.28,182.34,92.9,53.37,50.57,128.92,27.96,29499.92,4750.75,453.19,0,23.7,34.72,107400.74,8.95,0,0,0,0,0,1,3,      유선 통신장비 제조업,1,0
(주)텔레필드,91440,201812,-10.79,-9.84,-1.81,-11.59,-12.63,-19.25,4.64,-42.32,-53.4,-20.84,-35.96,-24.54,0.58,1.52,2.53,8.55,4.85,1.26,1.07,0.82,2.97,243.75,116.07,42.77,121.28,23.2,-4.97,-4.45,-11.73,45.19,33.29,69.9,184.67,63.45,54.81,52.38,88.82,41.22,30476.54,4658.7,429.93,0,-1.84,-3.01,-7903.65,13.43,0,0,1,0,0,0,1,      유선 통신장비 제조업,0,0
(주)텔레필드,91440,201912,4.92,17.76,-5.51,25.33,21.81,87.06,32.28,8.65,19.73,10.57,10.06,9.08,1.05,1.92,4.32,16.59,10.06,2.28,1.95,1.45,8.4,145.1,72.39,16.46,113.91,18.1,-7.91,-4.34,-23.26,46.75,37.12,74.4,252.9,109.68,53.25,50.11,161.23,23.12,29567.89,5898.84,519.82,0,28.1,28.93,146067.23,12.13,0,0,1,0,0,0,5,      유선 통신장비 제조업,0,0
(주)파이오링크,170790,201312,62.05,-88.69,-98.55,-79.35,-85.14,-97.51,64.5,18.61,3.5,2.06,18.47,2.08,0.11,0.24,0.51,0.28,0.55,0.19,0.28,0.22,1.59,538.13,498.86,228.94,32.1,2.61,88.49,39.13,823.06,75.7,78.63,84.82,582.27,20.82,24.3,7.3,8.96,69.06,17663.93,0,313.65,0,32.36,58.89,101498.43,16.82,0,0,0,0,0,0,2,      유선 통신장비 제조업,0,0
(주)파이오링크,170790,201412,36.61,-7.65,26.51,-19.19,-10.82,2.53,61.08,9.75,7.67,4.23,7.22,5.71,0.59,1.88,2.15,8.83,11.27,0.79,2.29,0.73,2.11,450.21,337.83,165.4,36.8,2.58,10.26,4.52,107.1,73.1,55.69,74.22,317.74,22.55,26.9,24.96,32.09,57.73,21542.59,0,279.25,0,30.67,50.27,85637.91,18.82,0,0,0,0,0,1,3,      유선 통신장비 제조업,0,0
(주)파이오링크,170790,201512,-62.26,35.97,9.22,25.93,42.07,-4.02,59.28,-12.67,-8.38,-5.09,-10.26,-6.29,0.5,1.39,3.68,7.26,11.56,0.66,1.98,0.7,1.56,504.25,419.56,224.42,30.92,2.04,9.05,4.97,104.59,76.38,57.2,68.74,232.29,17.85,23.62,16.8,20.95,55.11,17213.71,0,277.76,0,18.37,42.65,51019.89,23.68,0,1,0,1,0,1,2,      유선 통신장비 제조업,0,0
(주)파이오링크,170790,201612,13.32,-8.96,-7.84,-3.64,-9.78,57.56,46.99,-6.22,-5.81,1.38,1.95,-4.42,0.71,4.05,4.67,11.4,21.01,0.93,2.97,1.01,2.48,576.96,522.8,225.68,32.11,2.51,11.29,3.68,109.09,75.69,65.93,72.76,938.12,16.66,24.31,9.39,11.36,60.15,17028.4,0,271.45,0,26.46,35.5,71820.45,19.08,0,1,0,0,0,0,3,      유선 통신장비 제조업,1,0
(주)파이오링크,170790,201712,-33.84,-6.9,32.06,-6.16,-10.65,-17.82,41.09,-10.08,-8.62,-6.54,-10.31,-6.4,0.63,5.37,3.9,8.42,22.81,0.85,2.46,0.87,2.23,514.32,464.52,183.89,37.66,2.44,16.2,6.73,181.9,72.65,66.23,73.33,375.31,19.63,27.35,9.68,12.02,59.07,23833.78,0,267.86,0,28.44,43.22,76178.56,29.59,0,0,0,0,0,0,3,      유선 통신장비 제조업,0,0
(주)파이오링크,170790,201812,759.78,8.09,-5.92,9.21,3.47,46.74,51.37,1.33,1.1,0,0,0.81,0.61,4.03,3.48,7.46,20.46,0.83,2.34,0.82,1.94,544.24,489.97,231.63,38.44,0,16.62,7.81,0,72.23,67.32,74.78,691.63,19.02,27.77,9.97,12.22,61.04,13119.66,0,170.9,0,0,0,0,20.63,0,0,0,1,0,0,4,      유선 통신장비 제조업,0,0
(주)파이오링크,170790,201912,76.74,15.21,42.72,14.82,15.6,28.37,47.67,16.01,15.59,0,0,11.28,0.7,5.68,4.01,8.14,26.86,0.97,2.55,0.94,2.07,674.7,623.43,341.42,37.97,0,30.88,12.91,0,72.48,68.86,74.52,589.86,15.24,27.52,7.6,8.92,63.48,17637.1,0,188.54,0,0,0,0,15.78,0,0,0,0,0,0,3,      유선 통신장비 제조업,0,0
코위버(주),56360,201112,45.43,0.32,-2.71,6.8,2.64,14.28,23.42,3.75,3.01,3.14,4.54,2.59,0.69,3.49,3.66,2.92,8.42,0.8,4.93,1.51,3.82,421.89,274,81.18,15,1.53,65.2,12.32,557.49,86.95,30.77,47.37,183.71,12.91,13.05,35.05,45.94,36.15,148268.56,34741.97,636.36,0,11.44,16.57,72778.83,5.69,0,0,0,0,0,0,3,      유선 통신장비 제조업,0,0
코위버(주),56360,201212,20.68,3.45,-0.15,-22.07,5.21,0.02,24.88,6.39,4.94,2.66,3.91,4.33,0.68,3.22,4.95,2.97,9.68,0.77,5.52,1.64,5.41,324.3,186.91,79.67,13.08,3.53,77.95,13.51,255.55,88.44,20.57,35.69,209,12.44,11.56,42.37,61.25,24.68,136147.34,38136.25,605.39,0,13.15,19.71,79630.71,4.76,0,0,0,0,0,1,2,      유선 통신장비 제조업,0,0
코위버(주),56360,201312,58.76,18.9,-2.72,53.82,9.59,35.76,26.48,10.25,10.02,6.51,7.87,8.49,0.83,4.09,4.64,4.08,8.86,0.98,5.4,2,5.38,259.03,176.51,36.35,22.68,3.75,26.05,6.32,128.41,81.51,31.46,46.17,183.27,21.87,18.49,31.86,51.89,28.35,120604.3,35028.67,655.41,0,16.74,21.96,109702.11,5.58,0,0,0,0,0,0,2,      유선 통신장비 제조업,0,0
