회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,,,
(주)대동스틸,48470,14-Dec,2.92,77777777.77,2.92,,,
(주)대동스틸,48470,15-Dec,-5.64,77777777.77,-5.64,,,
(주)대동스틸,48470,16-Dec,510.41,77777777.77,510.41,,,
(주)대동스틸,48470,17-Dec,1421.75,77777777.77,1421.75,,,
(주)대동스틸,48470,18-Dec,-14.84,77777777.77,-14.84,,,
(주)대동스틸,48470,19-Dec,-16.84,77777777.77,-16.84,,,
(주)대명소노시즌,7720,11-Dec,-23.88,-10.93,-10.93,,,
(주)대명소노시즌,7720,12-Dec,-34.5,-12.1,-12.1,,,
(주)대명소노시즌,7720,13-Dec,77777777.77,194.97,194.97,,,
(주)대명소노시즌,7720,14-Dec,77777777.77,225.92,225.92,,,
(주)대명소노시즌,7720,15-Dec,15.54,-21.65,-21.65,,,
(주)대명소노시즌,7720,16-Dec,3.54,0.23,0.23,,,
(주)대명소노시즌,7720,17-Dec,3.75,1.44,1.44,,,
(주)대명소노시즌,7720,18-Dec,3.27,0.9,0.9,,,
(주)대명소노시즌,7720,19-Dec,2.81,1.72,1.72,,,
(주)대성엘텍,25440,11-Dec,-0.73,-1.38,-1.38,,,
(주)대성엘텍,25440,12-Dec,1.64,0.62,0.62,,,
(주)대성엘텍,25440,13-Dec,0.44,-0.49,-0.49,,,
(주)대성엘텍,25440,14-Dec,2.61,1.98,1.98,,,
(주)대성엘텍,25440,15-Dec,1.83,1.25,1.25,,,
(주)대성엘텍,25440,16-Dec,2.02,2.04,2.04,,,
(주)대성엘텍,25440,17-Dec,1.79,1.5,1.5,,,
(주)대성엘텍,25440,18-Dec,-1.34,-1.03,-1.03,,,
(주)대성엘텍,25440,19-Dec,-5.9,-4.24,-4.24,,,
(주)대성파인텍,104040,11-Dec,13.72,12.61,12.61,,,
(주)대성파인텍,104040,12-Dec,17.31,16.88,16.88,,,
(주)대성파인텍,104040,13-Dec,40.57,40.85,40.85,,,
(주)대성파인텍,104040,14-Dec,23.31,19.72,19.72,,,
(주)대성파인텍,104040,15-Dec,21.55,18.82,18.82,,,
(주)대성파인텍,104040,16-Dec,8.76,8.21,8.21,,,
(주)대성파인텍,104040,17-Dec,5.97,5.57,5.57,,,
(주)대성파인텍,104040,18-Dec,0.87,0.87,0.87,,,
(주)대성파인텍,104040,19-Dec,0.35,0.32,0.32,,,
(주)대유에이텍,2880,11-Dec,2.86,3.03,3.03,,,
(주)대유에이텍,2880,12-Dec,2.24,2.64,2.64,,,
(주)대유에이텍,2880,13-Dec,2.01,2.35,2.35,,,
(주)대유에이텍,2880,14-Dec,1.33,2.48,2.48,,,
(주)대유에이텍,2880,15-Dec,2.44,2.09,2.09,,,
(주)대유에이텍,2880,16-Dec,2.71,1.64,1.64,,,
(주)대유에이텍,2880,17-Dec,1.95,0.89,0.89,,,
(주)대유에이텍,2880,18-Dec,1.25,0.49,0.49,,,
(주)대유에이텍,2880,19-Dec,1.69,1.86,1.86,,,
(주)대유플러스,300,11-Dec,0.56,0.65,0.65,,,
(주)대유플러스,300,12-Dec,-3.1,-4.88,-4.88,,,
(주)대유플러스,300,13-Dec,0.6,2.74,2.74,,,
(주)대유플러스,300,14-Dec,-0.31,0.21,0.21,,,
(주)대유플러스,300,15-Dec,1.53,0.38,0.38,,,
(주)대유플러스,300,16-Dec,2.27,2.6,2.6,,,
(주)대유플러스,300,17-Dec,-0.76,1.97,1.97,,,
(주)대유플러스,300,18-Dec,0.01,6.13,6.13,,,
(주)대유플러스,300,19-Dec,0.43,2.6,2.6,,,
(주)대창,12800,11-Dec,1.22,1.4,1.4,,,
(주)대창,12800,12-Dec,0.53,0.57,0.57,,,
(주)대창,12800,13-Dec,-0.02,0.06,0.06,,,
(주)대창,12800,14-Dec,1.26,0.88,0.88,,,
(주)대창,12800,15-Dec,-1.55,-1.99,-1.99,,,
(주)대창,12800,16-Dec,1.41,2.25,2.25,,,
(주)대창,12800,17-Dec,2.68,3.03,3.03,,,
(주)대창,12800,18-Dec,1.51,1.38,1.38,,,
(주)대창,12800,19-Dec,1.41,1.4,1.4,,,
(주)대창솔루션,96350,11-Dec,2.11,77777777.77,2.11,,,
(주)대창솔루션,96350,12-Dec,0.62,0.62,0.62,,,
(주)대창솔루션,96350,13-Dec,-2.6,-1.23,-1.23,,,
(주)대창솔루션,96350,14-Dec,-1.06,-2.46,-2.46,,,
(주)대창솔루션,96350,15-Dec,0.63,-0.05,-0.05,,,
(주)대창솔루션,96350,16-Dec,-3.55,-2.1,-2.1,,,
(주)대창솔루션,96350,17-Dec,-4.16,-2.64,-2.64,,,
(주)대창솔루션,96350,18-Dec,-3.14,-2.2,-2.2,,,
(주)대창솔루션,96350,19-Dec,0.07,0.26,0.26,,,
(주)대창스틸,140520,14-Dec,1.91,1.81,1.81,,,
(주)대창스틸,140520,15-Dec,1.64,1.13,1.13,,,
(주)대창스틸,140520,16-Dec,0.16,-0.38,-0.38,,,
(주)대창스틸,140520,17-Dec,1.38,1.27,1.27,,,
(주)대창스틸,140520,18-Dec,0.88,0.61,0.61,,,
(주)대창스틸,140520,19-Dec,1.1,0.95,0.95,,,
(주)대한항공,3490,11-Dec,0.79,0.81,0.81,,,
(주)대한항공,3490,12-Dec,0.54,0.55,0.55,,,
(주)대한항공,3490,13-Dec,-0.04,-0.04,-0.04,,,
(주)대한항공,3490,14-Dec,0.91,0.86,0.86,,,
(주)대한항공,3490,15-Dec,2.34,2.38,2.38,,,
(주)대한항공,3490,16-Dec,2.7,2.76,2.76,,,
(주)대한항공,3490,17-Dec,2.24,2.05,2.05,,,
(주)대한항공,3490,18-Dec,1.32,1.14,1.14,,,
(주)대한항공,3490,19-Dec,0.51,0.42,0.42,,,
(주)대호에이엘,69460,11-Dec,2.75,2.82,2.82,,,
(주)대호에이엘,69460,12-Dec,0.81,0.82,0.82,,,
(주)대호에이엘,69460,13-Dec,0.17,0.34,0.34,,,
(주)대호에이엘,69460,14-Dec,-0.46,77777777.77,-0.46,,,
(주)대호에이엘,69460,15-Dec,1.24,77777777.77,1.24,,,
(주)대호에이엘,69460,16-Dec,-0.05,77777777.77,-0.05,,,
(주)대호에이엘,69460,17-Dec,0.83,77777777.77,0.83,,,
(주)대호에이엘,69460,18-Dec,0.9,77777777.77,0.9,,,
(주)대호에이엘,69460,19-Dec,-0.46,77777777.77,-0.46,,,
(주)대호특수강,21040,11-Dec,0.54,77777777.77,0.54,,,
(주)대호특수강,21040,12-Dec,-0.45,77777777.77,-0.45,,,
(주)대호특수강,21040,13-Dec,0.83,77777777.77,0.83,,,
(주)대호특수강,21040,14-Dec,2.03,77777777.77,2.03,,,
(주)대호특수강,21040,15-Dec,2.26,77777777.77,2.26,,,
(주)대호특수강,21040,16-Dec,3.91,77777777.77,3.91,,,
(주)대호특수강,21040,17-Dec,4.74,77777777.77,4.74,,,
(주)대호특수강,21040,18-Dec,2.68,77777777.77,2.68,,,
(주)대호특수강,21040,19-Dec,1.93,77777777.77,1.93,,,
(주)더 미동,161570,13-Dec,455.03,449.88,449.88,,,
(주)더 미동,161570,14-Dec,170.33,92.13,92.13,,,
(주)더 미동,161570,15-Dec,86.69,40.46,40.46,,,
(주)더 미동,161570,16-Dec,-3680.65,-4728.83,-4728.83,,,
(주)더 미동,161570,17-Dec,228.29,-171.6,-171.6,,,
(주)더 미동,161570,18-Dec,10.01,-23.55,-23.55,,,
(주)더 미동,161570,19-Dec,34.48,-22.62,-22.62,,,
(주)더블유아이,73570,11-Dec,0.12,0.05,0.05,,,
(주)더블유아이,73570,12-Dec,-7.53,-4.74,-4.74,,,
(주)더블유아이,73570,13-Dec,-4.88,-1.94,-1.94,,,
(주)더블유아이,73570,14-Dec,-0.44,77777777.77,-0.44,,,
(주)더블유아이,73570,15-Dec,0.18,77777777.77,0.18,,,
(주)더블유아이,73570,16-Dec,-4.46,-4.46,-4.46,,,
(주)더블유아이,73570,17-Dec,-2.95,-4.07,-4.07,,,
(주)더블유아이,73570,18-Dec,-3.67,-4.63,-4.63,,,
(주)더블유아이,73570,19-Dec,0.81,77777777.77,0.81,,,
(주)더블유에스아이,299170,18-Dec,-1.61,77777777.77,-1.61,,,
(주)더블유에스아이,299170,19-Dec,-0.87,77777777.77,-0.87,,,
(주)덕성,4830,11-Dec,1.1,0.56,0.56,,,
(주)덕성,4830,12-Dec,5.77,4.24,4.24,,,
(주)덕성,4830,13-Dec,8.09,6.61,6.61,,,
(주)덕성,4830,14-Dec,2.92,2,2,,,
(주)덕성,4830,15-Dec,1.65,0.96,0.96,,,
(주)덕성,4830,16-Dec,4.55,5.46,5.46,,,
(주)덕성,4830,17-Dec,2.99,2.56,2.56,,,
(주)덕성,4830,18-Dec,-2.11,-2.67,-2.67,,,
(주)덕성,4830,19-Dec,2.18,0.54,0.54,,,
(주)덴티스,261200,17-Dec,-2.33,77777777.77,-2.33,,,
(주)덴티스,261200,18-Dec,-1.55,77777777.77,-1.55,,,
(주)덴티스,261200,19-Dec,-3.08,77777777.77,-3.08,,,
(주)동방,4140,11-Dec,1.29,1.24,1.24,,,
(주)동방,4140,12-Dec,0.96,1.03,1.03,,,
(주)동방,4140,13-Dec,0.26,0.15,0.15,,,
(주)동방,4140,14-Dec,0.5,-0.03,-0.03,,,
(주)동방,4140,15-Dec,1.87,1.46,1.46,,,
(주)동방,4140,16-Dec,4.1,2.77,2.77,,,
(주)동방,4140,17-Dec,0.85,1.08,1.08,,,
(주)동방,4140,18-Dec,1,1.02,1.02,,,
(주)동방,4140,19-Dec,1.17,1.21,1.21,,,
(주)동방선기,99410,11-Dec,0.75,2,2,,,
(주)동방선기,99410,12-Dec,-1.62,-1.33,-1.33,,,
(주)동방선기,99410,13-Dec,0.88,-3.39,-3.39,,,
(주)동방선기,99410,14-Dec,0.75,-0.86,-0.86,,,
(주)동방선기,99410,15-Dec,1.57,0.86,0.86,,,
(주)동방선기,99410,16-Dec,2.15,2.64,2.64,,,
(주)동방선기,99410,17-Dec,77777777.77,77777777.77,11111111.11,,,
(주)동방선기,99410,18-Dec,-4741.58,77777777.77,-4741.58,,,
(주)동방선기,99410,19-Dec,-160.58,77777777.77,-160.58,,,
(주)동성화인텍,33500,11-Dec,0.66,77777777.77,0.66,,,
(주)동성화인텍,33500,12-Dec,1.89,77777777.77,1.89,,,
(주)동성화인텍,33500,13-Dec,2.86,77777777.77,2.86,,,
(주)동성화인텍,33500,14-Dec,5.39,77777777.77,5.39,,,
(주)동성화인텍,33500,15-Dec,6.45,6.46,6.46,,,
(주)동성화인텍,33500,16-Dec,6.43,5.1,5.1,,,
(주)동성화인텍,33500,17-Dec,-7.79,-8.98,-8.98,,,
(주)동성화인텍,33500,18-Dec,-1.33,-2.75,-2.75,,,
(주)동성화인텍,33500,19-Dec,7.2,7.3,7.3,,,
(주)동양,1520,11-Dec,0.18,-0.13,-0.13,,,
(주)동양,1520,12-Dec,0.72,0.34,0.34,,,
(주)동양,1520,13-Dec,-0.59,-0.12,-0.12,,,
(주)동양,1520,14-Dec,0.41,0.48,0.48,,,
(주)동양,1520,15-Dec,1.11,2.07,2.07,,,
(주)동양,1520,16-Dec,381.46,20.89,20.89,,,
(주)동양,1520,17-Dec,77777777.77,16.77,16.77,,,
(주)동양,1520,18-Dec,77777777.77,2.17,2.17,,,
(주)동양,1520,19-Dec,13.25,-21.49,-21.49,,,
(주)동운아나텍,94170,15-Dec,41.32,77777777.77,41.32,,,
(주)동운아나텍,94170,16-Dec,45.4,77777777.77,45.4,,,
(주)동운아나텍,94170,17-Dec,-13.85,77777777.77,-13.85,,,
(주)동운아나텍,94170,18-Dec,-10.17,77777777.77,-10.17,,,
(주)동운아나텍,94170,19-Dec,-1.77,77777777.77,-1.77,,,
(주)두산테스나,131970,13-Dec,6.54,77777777.77,6.54,,,
(주)두산테스나,131970,14-Dec,5.14,77777777.77,5.14,,,
(주)두산테스나,131970,15-Dec,-3.66,77777777.77,-3.66,,,
(주)두산테스나,131970,16-Dec,-2.43,77777777.77,-2.43,,,
(주)두산테스나,131970,17-Dec,22.88,77777777.77,22.88,,,
(주)두산테스나,131970,18-Dec,41.15,77777777.77,41.15,,,
(주)두산테스나,131970,19-Dec,12.14,77777777.77,12.14,,,
(주)듀오백,73190,11-Dec,77777777.77,10.84,10.84,,,
(주)듀오백,73190,12-Dec,-20.44,-13.05,-13.05,,,
(주)듀오백,73190,13-Dec,169.71,2.85,2.85,,,
(주)듀오백,73190,14-Dec,77777777.77,-63.35,-63.35,,,
(주)듀오백,73190,15-Dec,77777777.77,-123.36,-123.36,,,
(주)듀오백,73190,16-Dec,77777777.77,-157.57,-157.57,,,
(주)듀오백,73190,17-Dec,77777777.77,108.72,108.72,,,
(주)듀오백,73190,18-Dec,77777777.77,77777777.77,11111111.11,,,
(주)듀오백,73190,19-Dec,-168.2,-119.78,-119.78,,,
(주)드래곤플라이,30350,11-Dec,77777777.77,77777777.77,11111111.11,,,
(주)드래곤플라이,30350,12-Dec,2.51,2.54,2.54,,,
(주)드래곤플라이,30350,13-Dec,0.39,0.18,0.18,,,
(주)드래곤플라이,30350,14-Dec,1.54,1.63,1.63,,,
(주)드래곤플라이,30350,15-Dec,2.68,2.65,2.65,,,
(주)드래곤플라이,30350,16-Dec,1.34,1.34,1.34,,,
(주)드래곤플라이,30350,17-Dec,-4.35,77777777.77,-4.35,,,
(주)드래곤플라이,30350,18-Dec,-4.25,77777777.77,-4.25,,,
(주)드래곤플라이,30350,19-Dec,-70.73,-73.66,-73.66,,,
(주)드림시큐리티,203650,14-Dec,-1.48,77777777.77,-1.48,,,
(주)드림시큐리티,203650,15-Dec,-1.55,77777777.77,-1.55,,,
(주)드림시큐리티,203650,16-Dec,-2.78,77777777.77,-2.78,,,
(주)드림시큐리티,203650,17-Dec,2.89,6.86,6.86,,,
(주)드림시큐리티,203650,18-Dec,836.28,122.53,122.53,,,
(주)드림시큐리티,203650,19-Dec,18.35,28.48,28.48,,,
(주)드림어스컴퍼니,60570,11-Dec,-30.72,-30.53,-30.53,,,
(주)드림어스컴퍼니,60570,12-Dec,2.71,-19.73,-19.73,,,
(주)드림어스컴퍼니,60570,13-Dec,-24.59,-44.51,-44.51,,,
(주)드림어스컴퍼니,60570,14-Dec,12.57,11.17,11.17,,,
(주)드림어스컴퍼니,60570,15-Dec,3.37,0.83,0.83,,,
(주)드림어스컴퍼니,60570,16-Dec,-20.29,-24.34,-24.34,,,
(주)드림어스컴퍼니,60570,17-Dec,-18.31,-19.57,-19.57,,,
(주)드림어스컴퍼니,60570,18-Dec,3.28,-7.4,-7.4,,,
(주)드림어스컴퍼니,60570,19-Dec,-48.49,-50.17,-50.17,,,
(주)디딤,217620,15-Dec,-1.21,77777777.77,-1.21,,,
(주)디딤,217620,16-Dec,-1.45,77777777.77,-1.45,,,
(주)디딤,217620,17-Dec,1.76,1.66,1.66,,,
(주)디딤,217620,18-Dec,6.96,4.06,4.06,,,
(주)디딤,217620,19-Dec,1.83,1.3,1.3,,,
(주)디아이,3160,11-Dec,-0.78,-2.08,-2.08,,,
(주)디아이,3160,12-Dec,-1.62,0.33,0.33,,,
(주)디아이,3160,13-Dec,1.37,2.66,2.66,,,
(주)디아이,3160,14-Dec,6.35,4.91,4.91,,,
(주)디아이,3160,15-Dec,1.37,1.21,1.21,,,
(주)디아이,3160,16-Dec,0.33,4.43,4.43,,,
(주)디아이,3160,17-Dec,4.55,11.05,11.05,,,
(주)디아이,3160,18-Dec,1.4,25.81,25.81,,,
(주)디아이,3160,19-Dec,-4.87,-6.16,-6.16,,,
(주)디에스앤엘,141020,13-Dec,-20.48,-20.8,-20.8,,,
(주)디에스앤엘,141020,14-Dec,-15.43,-16.91,-16.91,,,
(주)디에스앤엘,141020,15-Dec,-13.27,-10.88,-10.88,,,
(주)디에스앤엘,141020,16-Dec,-0.87,-1.3,-1.3,,,
(주)디에스앤엘,141020,17-Dec,2.71,2.16,2.16,,,
(주)디에스앤엘,141020,18-Dec,-1.46,-2.45,-2.45,,,
(주)디에스앤엘,141020,19-Dec,-1.33,-2.26,-2.26,,,
(주)디엔에이링크,127120,11-Dec,3.27,77777777.77,3.27,,,
(주)디엔에이링크,127120,12-Dec,1.06,77777777.77,1.06,,,
(주)디엔에이링크,127120,13-Dec,-9.3,77777777.77,-9.3,,,
(주)디엔에이링크,127120,14-Dec,-6.19,77777777.77,-6.19,,,
(주)디엔에이링크,127120,15-Dec,-6.58,-7.65,-7.65,,,
(주)디엔에이링크,127120,16-Dec,-3.9,-4.18,-4.18,,,
(주)디엔에이링크,127120,17-Dec,1.17,0.76,0.76,,,
(주)디엔에이링크,127120,18-Dec,-3.02,-3.16,-3.16,,,
(주)디엔에이링크,127120,19-Dec,-5.62,-6.69,-6.69,,,
(주)디엔에프,92070,11-Dec,2.16,77777777.77,2.16,,,
(주)디엔에프,92070,12-Dec,0.48,77777777.77,0.48,,,
(주)디엔에프,92070,13-Dec,-3.18,77777777.77,-3.18,,,
(주)디엔에프,92070,14-Dec,5.89,77777777.77,5.89,,,
(주)디엔에프,92070,15-Dec,47.95,77777777.77,47.95,,,
(주)디엔에프,92070,16-Dec,32.16,77777777.77,32.16,,,
(주)디엔에프,92070,17-Dec,46.19,77777777.77,46.19,,,
(주)디엔에프,92070,18-Dec,32.25,77777777.77,32.25,,,
(주)디엔에프,92070,19-Dec,12.9,77777777.77,12.9,,,
(주)디엠에스,68790,11-Dec,1.54,0.83,0.83,,,
(주)디엠에스,68790,12-Dec,-1.28,-1.23,-1.23,,,
(주)디엠에스,68790,13-Dec,1.28,-0.23,-0.23,,,
(주)디엠에스,68790,14-Dec,-0.98,-1.19,-1.19,,,
(주)디엠에스,68790,15-Dec,5.12,2.91,2.91,,,
(주)디엠에스,68790,16-Dec,4.5,9.47,9.47,,,
(주)디엠에스,68790,17-Dec,7.53,5.62,5.62,,,
(주)디엠에스,68790,18-Dec,9.8,8.52,8.52,,,
(주)디엠에스,68790,19-Dec,5.48,7.21,7.21,,,
(주)디오,39840,11-Dec,1.52,1.54,1.54,,,
(주)디오,39840,12-Dec,0.71,1.11,1.11,,,
(주)디오,39840,13-Dec,-0.04,-0.37,-0.37,,,
(주)디오,39840,14-Dec,0.88,0.45,0.45,,,
(주)디오,39840,15-Dec,2.65,3.61,3.61,,,
(주)디오,39840,16-Dec,47.96,39.97,39.97,,,
(주)디오,39840,17-Dec,31.34,19.64,19.64,,,
(주)디오,39840,18-Dec,0.64,4.35,4.35,,,
(주)디오,39840,19-Dec,12.13,14.72,14.72,,,
(주)디이엔티,79810,11-Dec,-7.69,77777777.77,-7.69,,,
(주)디이엔티,79810,12-Dec,3.79,77777777.77,3.79,,,
(주)디이엔티,79810,13-Dec,-6.68,77777777.77,-6.68,,,
(주)디이엔티,79810,14-Dec,-111.71,-110.96,-110.96,,,
(주)디이엔티,79810,15-Dec,15.56,15.65,15.65,,,
(주)디이엔티,79810,16-Dec,-9.07,-7.92,-7.92,,,
(주)디이엔티,79810,17-Dec,3.59,4.17,4.17,,,
(주)디이엔티,79810,18-Dec,-7.01,-6.92,-6.92,,,
(주)디이엔티,79810,19-Dec,-4.84,-4.92,-4.92,,,
(주)디지아이,43360,11-Dec,-4.28,77777777.77,-4.28,,,
(주)디지아이,43360,12-Dec,0.23,77777777.77,0.23,,,
(주)디지아이,43360,13-Dec,-26.1,77777777.77,-26.1,,,
(주)디지아이,43360,14-Dec,2.73,0.49,0.49,,,
(주)디지아이,43360,15-Dec,-52.55,77777777.77,-52.55,,,
(주)디지아이,43360,16-Dec,-92.94,77777777.77,-92.94,,,
(주)디지아이,43360,17-Dec,32.97,77777777.77,32.97,,,
(주)디지아이,43360,18-Dec,-86.85,77777777.77,-86.85,,,
(주)디지아이,43360,19-Dec,-188.41,77777777.77,-188.41,,,
(주)라온테크,232680,15-Dec,77777777.77,77777777.77,11111111.11,,,
(주)라온테크,232680,16-Dec,77777777.77,77777777.77,11111111.11,,,
(주)라온테크,232680,17-Dec,77777777.77,77777777.77,11111111.11,,,
(주)라온테크,232680,18-Dec,0.65,77777777.77,0.65,,,
(주)라온테크,232680,19-Dec,-3.43,77777777.77,-3.43,,,
(주)라이트론,69540,11-Dec,52.68,78.61,78.61,,,
(주)라이트론,69540,12-Dec,33.48,39.01,39.01,,,
(주)라이트론,69540,13-Dec,7.87,11.53,11.53,,,
(주)라이트론,69540,14-Dec,13.92,13.78,13.78,,,
(주)라이트론,69540,15-Dec,-35.04,-35.72,-35.72,,,
(주)라이트론,69540,16-Dec,9.65,3.44,3.44,,,
(주)라이트론,69540,17-Dec,0.94,0.05,0.05,,,
(주)라이트론,69540,18-Dec,-0.34,-0.64,-0.64,,,
(주)라이트론,69540,19-Dec,5.47,5.52,5.52,,,
(주)랩지노믹스,84650,14-Dec,10.88,77777777.77,10.88,,,
(주)랩지노믹스,84650,15-Dec,13.55,77777777.77,13.55,,,
(주)랩지노믹스,84650,16-Dec,2.43,77777777.77,2.43,,,
(주)랩지노믹스,84650,17-Dec,-3.33,77777777.77,-3.33,,,
(주)랩지노믹스,84650,18-Dec,-5.37,77777777.77,-5.37,,,
(주)랩지노믹스,84650,19-Dec,2.6,77777777.77,2.6,,,
(주)레고켐바이오사이언스,141080,13-Dec,-119.36,77777777.77,-119.36,,,
(주)레고켐바이오사이언스,141080,14-Dec,-40.52,77777777.77,-40.52,,,
(주)레고켐바이오사이언스,141080,15-Dec,-9.17,-9.17,-9.17,,,
(주)레고켐바이오사이언스,141080,16-Dec,-10.31,-9.48,-9.48,,,
(주)레고켐바이오사이언스,141080,17-Dec,-6.16,-7.27,-7.27,,,
(주)레고켐바이오사이언스,141080,18-Dec,-130.87,-127.06,-127.06,,,
(주)레고켐바이오사이언스,141080,19-Dec,457.77,326.2,326.2,,,
(주)레드로버,60300,11-Dec,10.36,77777777.77,10.36,,,
(주)레드로버,60300,12-Dec,-3.99,77777777.77,-3.99,,,
(주)레드로버,60300,13-Dec,3.59,77777777.77,3.59,,,
(주)레드로버,60300,14-Dec,4.71,77777777.77,4.71,,,
(주)레드로버,60300,15-Dec,-1.3,-1.58,-1.58,,,
(주)레드로버,60300,16-Dec,2.21,1.79,1.79,,,
(주)레드로버,60300,17-Dec,-2.94,-3.36,-3.36,,,
(주)레드로버,60300,18-Dec,-26.88,-29.21,-29.21,,,
(주)레드로버,60300,19-Dec,-28.59,-28.88,-28.88,,,
(주)레이크머티리얼즈,281740,17-Dec,-4.74,77777777.77,-4.74,,,
(주)레이크머티리얼즈,281740,18-Dec,-1.32,77777777.77,-1.32,,,
(주)레이크머티리얼즈,281740,19-Dec,-4.32,77777777.77,-4.32,,,
(주)루멘스,38060,11-Dec,4.36,5.56,5.56,,,
(주)루멘스,38060,12-Dec,6.95,6.43,6.43,,,
(주)루멘스,38060,13-Dec,46.54,26.31,26.31,,,
(주)루멘스,38060,14-Dec,29.97,21.56,21.56,,,
(주)루멘스,38060,15-Dec,2.91,6.33,6.33,,,
(주)루멘스,38060,16-Dec,1.6,3.9,3.9,,,
(주)루멘스,38060,17-Dec,-16.91,-4.5,-4.5,,,
(주)루멘스,38060,18-Dec,-15.12,-6.92,-6.92,,,
(주)루멘스,38060,19-Dec,-17.9,-9.58,-9.58,,,
(주)루트로닉,85370,11-Dec,2.79,-2.06,-2.06,,,
(주)루트로닉,85370,12-Dec,1.2,0.05,0.05,,,
(주)루트로닉,85370,13-Dec,1.8,1.09,1.09,,,
(주)루트로닉,85370,14-Dec,6.73,2.85,2.85,,,
(주)루트로닉,85370,15-Dec,10.07,5.92,5.92,,,
(주)루트로닉,85370,16-Dec,20.05,7.95,7.95,,,
(주)루트로닉,85370,17-Dec,9.59,-2.99,-2.99,,,
(주)루트로닉,85370,18-Dec,2.68,-9.23,-9.23,,,
(주)루트로닉,85370,19-Dec,3.59,-4.97,-4.97,,,
(주)룽투코리아,60240,11-Dec,-13.45,-18.61,-18.61,,,
(주)룽투코리아,60240,12-Dec,4.09,3.67,3.67,,,
(주)룽투코리아,60240,13-Dec,-4.34,-5.79,-5.79,,,
(주)룽투코리아,60240,14-Dec,3740.82,-9.97,-9.97,,,
(주)룽투코리아,60240,15-Dec,-10,-9.38,-9.38,,,
(주)룽투코리아,60240,16-Dec,1.34,2.15,2.15,,,
(주)룽투코리아,60240,17-Dec,0.16,-0.04,-0.04,,,
(주)룽투코리아,60240,18-Dec,11.57,4.55,4.55,,,
(주)룽투코리아,60240,19-Dec,-4.04,-11.55,-11.55,,,
(주)리더스코스메틱,16100,11-Dec,6.86,77777777.77,6.86,,,
(주)리더스코스메틱,16100,12-Dec,1.12,77777777.77,1.12,,,
(주)리더스코스메틱,16100,13-Dec,0.75,2.21,2.21,,,
(주)리더스코스메틱,16100,14-Dec,42.49,35.86,35.86,,,
(주)리더스코스메틱,16100,15-Dec,48.49,43.2,43.2,,,
(주)리더스코스메틱,16100,16-Dec,11.68,13.26,13.26,,,
(주)리더스코스메틱,16100,17-Dec,1.2,-0.16,-0.16,,,
(주)리더스코스메틱,16100,18-Dec,-2.76,-5.07,-5.07,,,
(주)리더스코스메틱,16100,19-Dec,-8.77,-8.58,-8.58,,,
(주)리드,197210,15-Dec,5.95,5.84,5.84,,,
(주)리드,197210,16-Dec,2.98,2.8,2.8,,,
(주)리드,197210,17-Dec,-6.83,-7.09,-7.09,,,
(주)리드,197210,18-Dec,0.54,-0.21,-0.21,,,
(주)리드,197210,19-Dec,-1.06,-1.19,-1.19,,,
(주)마니커,27740,11-Dec,0.28,0.58,0.58,,,
(주)마니커,27740,12-Dec,-1.78,-1.31,-1.31,,,
(주)마니커,27740,13-Dec,-0.22,-0.02,-0.02,,,
(주)마니커,27740,14-Dec,-1.51,-0.91,-0.91,,,
(주)마니커,27740,15-Dec,-1.73,-1.44,-1.44,,,
(주)마니커,27740,16-Dec,-1.08,-0.62,-0.62,,,
(주)마니커,27740,17-Dec,0.03,1.21,1.21,,,
(주)마니커,27740,18-Dec,0.12,0.09,0.09,,,
(주)마니커,27740,19-Dec,-4.44,-4.45,-4.45,,,
(주)마이크로컨텍솔루션,98120,11-Dec,363.23,77777777.77,363.23,,,
(주)마이크로컨텍솔루션,98120,12-Dec,536.73,536.17,536.17,,,
(주)마이크로컨텍솔루션,98120,13-Dec,519.59,301.28,301.28,,,
(주)마이크로컨텍솔루션,98120,14-Dec,886.95,259.53,259.53,,,
(주)마이크로컨텍솔루션,98120,15-Dec,731.37,166.99,166.99,,,
(주)마이크로컨텍솔루션,98120,16-Dec,44.85,-36.86,-36.86,,,
(주)마이크로컨텍솔루션,98120,17-Dec,-17,-119.78,-119.78,,,
(주)마이크로컨텍솔루션,98120,18-Dec,-187.2,-266.82,-266.82,,,
(주)마이크로컨텍솔루션,98120,19-Dec,60.28,51.92,51.92,,,
(주)마이크로프랜드,147760,16-Dec,45.53,77777777.77,45.53,,,
(주)마이크로프랜드,147760,17-Dec,96.88,77777777.77,96.88,,,
(주)마이크로프랜드,147760,18-Dec,-44.06,77777777.77,-44.06,,,
(주)마이크로프랜드,147760,19-Dec,-12.4,77777777.77,-12.4,,,
(주)매직마이크로,127160,15-Dec,1.59,-1.22,-1.22,,,
(주)매직마이크로,127160,16-Dec,-9.53,-4.36,-4.36,,,
(주)매직마이크로,127160,17-Dec,-0.46,-1.99,-1.99,,,
(주)매직마이크로,127160,18-Dec,0.09,0.12,0.12,,,
(주)매직마이크로,127160,19-Dec,-1.34,-1.82,-1.82,,,
(주)메디콕스,54180,11-Jun,1.19,77777777.77,1.19,,,
(주)메디콕스,54180,12-Jun,-2.28,77777777.77,-2.28,,,
(주)메디콕스,54180,13-Jun,1.57,77777777.77,1.57,,,
(주)메디콕스,54180,14-Jun,2.24,77777777.77,2.24,,,
