회사명,거래소코드,회계년도,[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]매출액(수익)(*)(IFRS),[제조]부채(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]부채(*)(IFRS연결)
(주)국보,001140,2017/12,-2767209,74662255,53780069,-3103505,78255522,55421608
(주)국보,001140,2018/12,-5954554,66929948,34021141,-6078157,71549828,34775907
(주)국보,001140,2019/12,-6376380,58296078,45188516,-9899692,89087334,86752439
(주)국보디자인,066620,2010/12,7538835,103169415,31806677,9590801,117346477,35603543
(주)국보디자인,066620,2011/12,17106438,123203000,30730895,15461768,130689686,32057338
(주)국보디자인,066620,2012/12,15836189,118458574,34589879,15200794,119402993,35313021
(주)국보디자인,066620,2013/12,18002150,153216189,57018397,20298063,163518536,62304123
(주)국보디자인,066620,2014/12,14386136,158268803,55233687,13115955,176373907,57660989
(주)국보디자인,066620,2015/12,5593211,157657615,53570805,12342482,192608497,57782472
(주)국보디자인,066620,2016/12,16198340,191620729,70548163,12706335,201410031,71523640
(주)국보디자인,066620,2017/12,19976906,262522024,63937167,17688040,270658405,65097890
(주)국보디자인,066620,2018/12,198822,231093439,58152003,2672078,254259835,66436346
(주)국보디자인,066620,2019/12,5796396,237054909,85686398,5879030,269005976,99151096
(주)국순당,043650,2010/12,23856306,103748078,21936869,26049262,116933694,23794160
(주)국순당,043650,2011/12,7229199,124279594,19804029,7678883,127686247,21020767
(주)국순당,043650,2012/12,8478916,115146725,17184003,7480415,118697826,18103728
(주)국순당,043650,2013/12,6875600,96140591,17213771,4097835,99173525,23547445
(주)국순당,043650,2014/12,5749495,89173752,18944456,2930587,91863604,20669149
(주)국순당,043650,2015/12,-5215387,74955341,17410245,-9008894,77443124,18420650
(주)국순당,043650,2016/12,2454538,68425801,16888868,141542,69701266,18986190
(주)국순당,043650,2017/12,18084724,60087461,17086381,-2421354,62761236,20660503
(주)국순당,043650,2018/12,15817595,52679104,17730015,-5633688,61496072,22939575
(주)국순당,043650,2019/12,-3808205,48045002,13082667,-4311503,102095769,47525638
(주)국영지앤엠,006050,2010/12,3063526,41942761,11717386,,,
(주)국영지앤엠,006050,2011/12,2359273,42569848,28289760,,,
(주)국영지앤엠,006050,2012/12,-7365050,43781593,14237403,,,
(주)국영지앤엠,006050,2013/12,6008427,55789778,16762705,,,
(주)국영지앤엠,006050,2014/12,3236205,51491847,11754876,,,
(주)국영지앤엠,006050,2015/12,647455,40107647,14740854,,,
(주)국영지앤엠,006050,2016/12,-3296247,51456556,15112874,,,
(주)국영지앤엠,006050,2017/12,239246,62861661,13489458,,,
(주)국영지앤엠,006050,2018/12,5051582,56301480,8586831,,,
(주)국영지앤엠,006050,2019/12,-2377260,73013468,15830851,,,
(주)국전약품,307750,2018/12,,,,,,
(주)국전약품,307750,2019/12,,,,,,
(주)그래디언트,035080,2010/12,-3555784,8652903,4920387,-10164186,448995193,174933810
(주)그래디언트,035080,2011/12,2250816,9501248,187176481,30951834,428571939,448781572
(주)그래디언트,035080,2012/12,-10567228,11150621,70524662,-36922160,454225001,343327081
(주)그래디언트,035080,2013/12,-6019310,7939840,70931985,79408763,2930521926,846564410
(주)그래디언트,035080,2014/12,-1016428,7753595,35815115,231909338,3135027346,1020007595
(주)그래디언트,035080,2015/12,4203314,12870821,44313733,-17283547,3536848758,1202893253
(주)그래디언트,035080,2016/12,-2590783,16516754,15287631,115110645,3845761388,1233206219
(주)그래디언트,035080,2017/12,7851585,12485184,15302824,185478374,3541486629,1062216374
(주)그래디언트,035080,2018/12,5564172,12237889,14238879,89690570,3440906300,1095183390
(주)그래디언트,035080,2019/12,5968487,8719700,16057558,136435672,3412333826,1110465400
(주)그리티,204020,2018/12,6716028,117056356,12506261,5431995,119259702,21294442
(주)그리티,204020,2019/12,-1030107,120984485,11970153,-1686901,123079831,17970493
(주)그린플러스,186230,2019/12,-574078,39502728,19815070,-2089558,48831866,34930648
(주)글로벌스탠다드테크놀로지,083450,2010/12,-3198167,46203130,12082482,-1985901,46413211,13337462
(주)글로벌스탠다드테크놀로지,083450,2011/12,3441305,40662578,23359541,4492432,41504144,24980582
(주)글로벌스탠다드테크놀로지,083450,2012/12,2653228,62774905,15671535,4001355,64812103,17816313
(주)글로벌스탠다드테크놀로지,083450,2013/12,1808359,78917554,17883380,1561871,80982977,19996780
(주)글로벌스탠다드테크놀로지,083450,2014/12,9680397,85992839,17693459,12091380,89122994,19126184
(주)글로벌스탠다드테크놀로지,083450,2015/12,5202229,80102292,11103032,6748971,84422579,13016302
(주)글로벌스탠다드테크놀로지,083450,2016/12,-449319,81859588,25336853,158727,90819412,28626022
(주)글로벌스탠다드테크놀로지,083450,2017/12,15891168,154761834,21687828,17990434,162835484,24125110
(주)글로벌스탠다드테크놀로지,083450,2018/12,5219548,115619452,14883193,2345516,129850197,19219582
(주)글로벌스탠다드테크놀로지,083450,2019/12,15029673,150777009,30580877,19307761,168231754,33440861
(주)금비,008870,2010/09,5000210,72690887,15948234,,,
(주)금비,008870,2011/09,3797084,90614774,58196584,12321864,182184368,87657510
(주)금비,008870,2012/09,130614,83296660,55167793,7352357,176226095,87911756
(주)금비,008870,2013/09,4278839,82028937,55942614,13722575,175061513,81907114
(주)금비,008870,2014/09,7112570,80715556,64107095,20828874,177506459,90438221
(주)금비,008870,2015/09,8190642,93629076,66769866,22566968,189495056,92917066
(주)금비,008870,2016/09,6739915,100327539,75060659,20642754,200543667,103925637
(주)금비,008870,2017/09,8977361,80379261,67258998,18531193,185531452,96985485
(주)금비,008870,2018/09,7260805,90793198,66327214,17119182,196995589,96639999
(주)금비,008870,2019/09,8170826,91480486,66810046,25156424,201404468,96636403
(주)금양,001570,2010/12,1757739,90724087,62922439,736004,102718517,67868901
(주)금양,001570,2011/12,1114958,100918699,81062141,-688415,109810009,85642155
(주)금양,001570,2012/12,3020423,108275608,81935888,3603001,122905331,82014813
(주)금양,001570,2013/12,-16431019,132045280,97062605,-16906920,156304448,101560871
(주)금양,001570,2014/12,20006548,137946044,98653967,34150831,158550531,115754926
(주)금양,001570,2015/12,5231896,152450369,110764433,7307038,158999533,107452186
(주)금양,001570,2016/12,1940653,161001876,152714672,8032406,168681746,144421157
(주)금양,001570,2017/12,11500511,150809075,135869024,-22124138,180373683,138488586
(주)금양,001570,2018/12,-528376,151676398,106319214,17366463,205441375,125320820
(주)금양,001570,2019/12,-8115181,135915020,136927078,-599179,172723864,155935477
(주)금호에이치티,214330,2015/12,9740384,181779820,27249745,9868864,203071984,42487367
(주)금호에이치티,214330,2016/12,18418054,189733826,59072744,23467650,208574892,70324951
(주)금호에이치티,214330,2017/12,7280265,165485490,48846497,14172411,179707629,59410075
(주)금호에이치티,214330,2018/12,18944987,189250383,99203809,1469654,209260006,113528186
(주)금호에이치티,214330,2019/12,12110982,221734443,133896103,7214831,251095062,149447504
(주)금화피에스시,036190,2010/12,11092595,97654825,17417934,,,
(주)금화피에스시,036190,2011/12,15831663,82738193,17828767,,,
(주)금화피에스시,036190,2012/12,11267897,108224285,13178195,,,
(주)금화피에스시,036190,2013/12,9217849,156630832,21979899,9648006,166122419,25315182
(주)금화피에스시,036190,2014/12,8104237,166948026,19483169,9016891,189631759,24531587
(주)금화피에스시,036190,2015/12,23799509,196919865,32829516,24673698,235969690,39950792
(주)금화피에스시,036190,2016/12,30403300,201547339,37567568,32246922,235018376,46326207
(주)금화피에스시,036190,2017/12,45454658,174993150,39948467,46527259,205781841,47411791
(주)금화피에스시,036190,2018/12,21110484,202098199,30944347,22300740,233326733,41789419
(주)금화피에스시,036190,2019/12,15347622,179177462,27406945,22975767,209435314,42283315
(주)기가레인,049080,2013/12,10891326,94055571,60329664,9920029,94791934,60137638
(주)기가레인,049080,2014/12,14426620,95460665,56158957,13827169,95718992,56351498
(주)기가레인,049080,2015/12,-351517,61254807,83089580,-1508026,61576391,86012923
(주)기가레인,049080,2016/12,-3279275,70397030,95576680,-1748284,75445071,98134514
(주)기가레인,049080,2017/12,-3893464,89874499,90732165,-3057024,100131227,92959232
(주)기가레인,049080,2018/12,-9320776,114668638,109417741,-9812084,124772205,110553832
(주)기가레인,049080,2019/12,8306714,63361399,87651745,8012780,72769411,89733582
(주)기산텔레콤,035460,2010/12,-315165,63580595,28036836,998161,103705410,51231020
(주)기산텔레콤,035460,2011/12,503727,36332290,26937576,-3853879,65679195,52370807
(주)기산텔레콤,035460,2012/12,7329218,49240507,12670352,12442975,74315907,41717873
(주)기산텔레콤,035460,2013/12,1903830,48367030,21167070,-1989067,79463728,42293634
(주)기산텔레콤,035460,2014/12,2836990,41612762,17854587,-933212,74512326,39545997
(주)기산텔레콤,035460,2015/12,6283220,45712905,15178171,9032265,79710503,33753043
(주)기산텔레콤,035460,2016/12,-1680119,24679656,9697230,-2082377,59172319,34339130
(주)기산텔레콤,035460,2017/12,2647045,29568090,9115826,610439,63467585,35145065
(주)기산텔레콤,035460,2018/12,-2276209,24864346,4973394,-4595324,56445716,24539492
(주)기산텔레콤,035460,2019/12,5501406,30545683,8645985,8214391,67054955,32098792
(주)까뮤이앤씨,013700,2010/12,-27527429,219370206,190710216,,,
(주)까뮤이앤씨,013700,2011/12,-20322130,90048208,202802031,,,
(주)까뮤이앤씨,013700,2012/12,3105839,90976586,162718454,,,
(주)까뮤이앤씨,013700,2013/12,-10254054,83568532,133919447,,,
(주)까뮤이앤씨,013700,2014/12,12949303,123567918,93950382,,,
(주)까뮤이앤씨,013700,2015/12,7869800,132370311,83679257,,,
(주)까뮤이앤씨,013700,2016/12,-9738971,139708060,91865334,,,
(주)까뮤이앤씨,013700,2017/12,8151089,172176860,80831808,,,
(주)까뮤이앤씨,013700,2018/12,-6807595,116296828,82677272,,,
(주)까뮤이앤씨,013700,2019/12,7627840,283420655,97944105,,,
(주)까스텔바작,308100,2019/12,1951782,81068234,11301641,2054323,81358617,12326845
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,-10073298,14881694,40746063,-16345449,29901810,56835726
(주)나노,187790,2016/12,-237399,18480121,30282763,3413,48175171,49121575
(주)나노,187790,2017/12,-460060,29944292,22132488,-1534925,73089292,46672426
(주)나노,187790,2018/12,5871665,34238747,22139959,3779560,81942719,48795977
(주)나노,187790,2019/12,1909303,38421023,25023622,3673949,73694955,54119319
(주)나노브릭,286750,2019/12,-1388477,7775408,10401714,-1396590,7775408,10401714
(주)나노신소재,121600,2011/12,-2077395,33480756,14860341,-2097173,33480756,14862539
(주)나노신소재,121600,2012/12,1148914,23644347,11754670,1069341,23644347,11759222
(주)나노신소재,121600,2013/12,2106797,26827489,9657850,2155752,27009014,9662746
(주)나노신소재,121600,2014/12,1080222,27926752,10095718,1147862,27926752,10100184
(주)나노신소재,121600,2015/12,10954501,43140425,8753205,11682309,43140425,9564248
(주)나노신소재,121600,2016/12,7393392,41111800,6645218,6589356,41111800,6650128
(주)나노신소재,121600,2017/12,9525417,45568866,6045760,9556458,45568866,6050113
(주)나노신소재,121600,2018/12,3478436,52249960,9254386,3946809,52249960,9625376
(주)나노신소재,121600,2019/12,12314436,48892961,8002613,11904291,48892961,8105979
(주)나노엔텍,039860,2010/12,-5086875,15096265,7705404,-5468683,15154917,9042650
(주)나노엔텍,039860,2011/12,-5521860,13088091,20869266,-5296213,13153879,20901311
(주)나노엔텍,039860,2012/12,-2942544,13561450,21460502,-3637073,13435035,21460502
(주)나노엔텍,039860,2013/12,3688946,19071599,21222679,2067659,19084457,21225655
(주)나노엔텍,039860,2014/12,-1135277,20255673,7755121,-1629368,19498657,7758770
(주)나노엔텍,039860,2015/12,-3239260,18652444,9518852,-3537605,24839316,14278665
(주)나노엔텍,039860,2016/12,-11163,19928840,20123051,-3022398,22205895,20131098
(주)나노엔텍,039860,2017/12,2638359,22133358,18612486,1706810,23809593,18638896
(주)나노엔텍,039860,2018/12,2118808,24871160,6940850,1508481,25796821,7011281
(주)나노엔텍,039860,2019/12,4092097,25099090,5442802,4082847,26255836,5613637
(주)나무가,190510,2015/12,22667048,330071994,87945088,43344071,403847036,143583681
(주)나무가,190510,2016/12,13776122,189575941,43532661,9721204,292613003,124201656
(주)나무가,190510,2017/12,-27355164,169353908,45737923,-43346810,257564977,111824687
(주)나무가,190510,2018/12,4364540,199656907,39489201,25954757,312824892,83345221
(주)나무가,190510,2019/12,-25125682,275379664,107467716,10378805,362063863,150249899
(주)나스미디어,089600,2013/12,-4849054,24754414,40943312,,,
(주)나스미디어,089600,2014/12,733321,29855317,34932914,,,
(주)나스미디어,089600,2015/12,17844850,45490455,72201656,,,
(주)나스미디어,089600,2016/12,11922078,61749724,94047161,17117471,69943009,159501794
(주)나스미디어,089600,2017/12,13087893,84283178,123700629,14671424,120275391,188197213
(주)나스미디어,089600,2018/12,19622107,71877991,104288307,21386625,106607030,161163658
(주)나스미디어,089600,2019/12,27690940,78372579,147036488,32417352,117006838,203104630
(주)나이벡,138610,2011/12,-826487,2702416,7099293,,,
(주)나이벡,138610,2012/12,-98195,3875799,7603280,,,
(주)나이벡,138610,2013/12,-1814637,2271977,11232221,,,
(주)나이벡,138610,2014/12,-903853,4786118,9069461,,,
(주)나이벡,138610,2015/12,-2133735,4173528,8610521,,,
(주)나이벡,138610,2016/12,-372211,4804232,13128458,,,
(주)나이벡,138610,2017/12,563218,6302575,13388514,,,
(주)나이벡,138610,2018/12,-2307211,5207877,11741622,,,
(주)나이벡,138610,2019/12,-867616,9287488,8330838,,,
(주)나이스디앤비,130580,2011/12,3484794,17447086,4199583,,,
(주)나이스디앤비,130580,2012/12,3084215,19285428,4270063,,,
(주)나이스디앤비,130580,2013/12,4548075,19592150,4311191,,,
(주)나이스디앤비,130580,2014/12,4345257,21139275,5665831,,,
(주)나이스디앤비,130580,2015/12,5526187,23685546,6234207,5256603,25675101,7276214
(주)나이스디앤비,130580,2016/12,3957415,24018056,5111674,6575052,33964917,6735480
(주)나이스디앤비,130580,2017/12,6488038,32327045,7395916,7893693,42282947,8392053
(주)나이스디앤비,130580,2018/12,9615351,42167015,10146944,11409223,52040929,11460701
(주)나이스디앤비,130580,2019/12,9517946,50280560,13685902,13436099,77330430,18585479
(주)나이스홀딩스,034310,2010/12,-1996694,14073529,91025941,24007105,101591581,113725142
(주)나이스홀딩스,034310,2011/12,4364308,27906675,71925812,36347987,194810015,105277047
(주)나이스홀딩스,034310,2012/12,16095924,32479387,10276086,37149984,211902144,101379047
(주)나이스홀딩스,034310,2013/12,6370321,24585959,20311438,94245708,754166289,294631865
(주)나이스홀딩스,034310,2014/12,9552606,24855128,49733814,145729459,936827214,523908570
(주)나이스홀딩스,034310,2015/12,7860176,30358130,68938111,86625536,1090840202,547102835
(주)나이스홀딩스,034310,2016/12,16928578,33693212,63478836,139624114,1346411434,635017904
(주)나이스홀딩스,034310,2017/12,15886450,37458486,59233842,128929274,1450068987,864431349
(주)나이스홀딩스,034310,2018/12,24167521,40325277,87040075,248439460,1611892148,1132969670
(주)나이스홀딩스,034310,2019/12,26795951,44669568,103418308,261018832,1877743691,1341206287
(주)나인테크,267320,2017/12,,,,,,
(주)나인테크,267320,2018/12,,,,,,
(주)나인테크,267320,2019/12,,,,,,
(주)남선알미늄,008350,2010/12,-4108533,270881073,166739888,-4108533,270881073,167517725
(주)남선알미늄,008350,2011/12,-2094516,302410988,180585212,-2094649,302410988,185341169
(주)남선알미늄,008350,2012/12,-3855861,308547177,175387136,,,
(주)남선알미늄,008350,2013/12,15754793,353378515,166749139,,,
(주)남선알미늄,008350,2014/12,13619840,341293036,152854044,,,
(주)남선알미늄,008350,2015/12,-14335410,350317585,183034182,,,
(주)남선알미늄,008350,2016/12,41308166,400734305,160844483,,,
(주)남선알미늄,008350,2017/12,30268216,400667879,136839869,,,
(주)남선알미늄,008350,2018/12,24353843,347834921,126074231,24209488,347834921,134303310
(주)남선알미늄,008350,2019/12,27827235,324782177,116202473,27655489,324782177,116429407
(주)남성,004270,2010/12,-536154,65504679,99089616,-9881144,77176415,131694120
(주)남성,004270,2011/12,197740,55212184,104912151,3187221,66156225,136510452
(주)남성,004270,2012/12,-4199539,55616541,108098842,-5724650,68020409,141480279
(주)남성,004270,2013/12,14320713,56628063,88951934,16382719,73072002,121893792
(주)남성,004270,2014/12,-7544776,59274363,90426104,-6987144,69059783,122872789
