회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS)
(주)금양,001570,2017/12,57595446,18645438,31251974,366688
(주)금양,001570,2018/12,79456336,20253300,49187838,16116052
(주)금양,001570,2019/12,68287064,-10903987,35004819,-12752836
(주)금호에이치티,214330,2015/12,81388280,14971109,82117294,16768247
(주)금호에이치티,214330,2016/12,86282030,8354070,92714230,12887704
(주)금호에이치티,214330,2017/12,90754420,4933421,97560824,5433832
(주)금호에이치티,214330,2018/12,124851870,7792877,131065067,7102658
(주)금호에이치티,214330,2019/12,172630689,-75223,180769966,1794762
(주)금화피에스시,036190,2010/12,,,65090945,12315359
(주)금화피에스시,036190,2011/12,,,76345247,15182500
(주)금화피에스시,036190,2012/12,,,92305175,18485546
(주)금화피에스시,036190,2013/12,117616926,22786047,113200802,21184156
(주)금화피에스시,036190,2014/12,133525938,21397903,126877795,20636145
(주)금화피에스시,036190,2015/12,149051009,22676558,142256701,21704964
(주)금화피에스시,036190,2016/12,168709929,23917682,159990222,22053825
(주)금화피에스시,036190,2017/12,184227358,20153925,176303850,20754033
(주)금화피에스시,036190,2018/12,220727038,39649709,211366403,38175421
(주)금화피에스시,036190,2019/12,239409631,27677441,227742546,25283209
(주)기가레인,049080,2013/12,62386212,10828194,62596675,11073413
(주)기가레인,049080,2014/12,75572002,7764423,77078658,9064933
(주)기가레인,049080,2015/12,65744609,-13369109,65461853,-14035109
(주)기가레인,049080,2016/12,57597489,-10347329,57063120,-10793714
(주)기가레인,049080,2017/12,88669121,-920801,89023884,-401780
(주)기가레인,049080,2018/12,68560115,-21635992,66878280,-23731827
(주)기가레인,049080,2019/12,28064616,-46059977,27887641,-44243046
(주)기산텔레콤,035460,2010/12,45551589,2751330,40801744,1756560
(주)기산텔레콤,035460,2011/12,33888631,-12092371,32479105,-8844829
(주)기산텔레콤,035460,2012/12,31516647,-1882261,33918079,1433180
(주)기산텔레콤,035460,2013/12,36517480,3928729,36087855,2049347
(주)기산텔레콤,035460,2014/12,38506780,2744606,36429569,655537
(주)기산텔레콤,035460,2015/12,42259485,1701580,38723216,564987
(주)기산텔레콤,035460,2016/12,39870843,-2639743,37420205,-1733928
(주)기산텔레콤,035460,2017/12,34992274,-5538516,35438291,-2085390
(주)기산텔레콤,035460,2018/12,31640999,-3327575,29246000,-5791304
(주)기산텔레콤,035460,2019/12,34690964,3498486,31379895,2205257
(주)까뮤이앤씨,013700,2010/12,,,163288767,1651183
(주)까뮤이앤씨,013700,2011/12,,,46083061,-115818356
(주)까뮤이앤씨,013700,2012/12,,,40763024,-4642070
(주)까뮤이앤씨,013700,2013/12,,,33715699,-12045286
(주)까뮤이앤씨,013700,2014/12,,,35697347,2285412
(주)까뮤이앤씨,013700,2015/12,,,45786128,5169039
(주)까뮤이앤씨,013700,2016/12,,,51113063,3256253
(주)까뮤이앤씨,013700,2017/12,,,59106121,8436815
(주)까뮤이앤씨,013700,2018/12,,,59562903,1738796
(주)까뮤이앤씨,013700,2019/12,,,70932062,13494869
(주)까스텔바작,308100,2019/12,76678226,6869624,77312548,7090294
(주)나노,187790,2014/12,,,,
(주)나노,187790,2015/12,42659926,-8990586,31847169,-10306565
(주)나노,187790,2016/12,34319308,-24388859,27068246,-18008880
(주)나노,187790,2017/12,44902238,89291,37017160,-2829878
(주)나노,187790,2018/12,59465317,-467314,44484099,-5616504
(주)나노,187790,2019/12,62021912,-298564,47992724,475680
(주)나노브릭,286750,2019/12,14149812,-780552,14149812,-763049
(주)나노신소재,121600,2011/12,58193875,4687969,58178847,4707958
(주)나노신소재,121600,2012/12,56592559,-1446732,56696577,-1346877
(주)나노신소재,121600,2013/12,57860945,1166791,57932739,1129993
(주)나노신소재,121600,2014/12,61578369,3793548,61576959,3733441
(주)나노신소재,121600,2015/12,73885201,7655911,73932499,7723716
(주)나노신소재,121600,2016/12,77589079,5940058,77643425,5955088
(주)나노신소재,121600,2017/12,82913399,6827889,82967807,6795716
(주)나노신소재,121600,2018/12,88855048,7671621,88802531,7577945
(주)나노신소재,121600,2019/12,93787590,5801286,93774861,5848754
(주)나노엔텍,039860,2010/12,28454808,-6591840,28685214,-6394738
(주)나노엔텍,039860,2011/12,28748071,-12202620,29212068,-11866915
(주)나노엔텍,039860,2012/12,22976602,-5883367,22983479,-6417553
(주)나노엔텍,039860,2013/12,23577971,-1236713,25096460,332876
(주)나노엔텍,039860,2014/12,35502372,-2464001,38430723,-1173219
(주)나노엔텍,039860,2015/12,38408344,-7471283,49032474,-4272310
(주)나노엔텍,039860,2016/12,25576796,-14798956,27669734,-17339841
(주)나노엔텍,039860,2017/12,23731000,-2072184,26788106,-799389
(주)나노엔텍,039860,2018/12,35150401,3308228,38716209,3683640
(주)나노엔텍,039860,2019/12,41025691,5749945,45112180,6191104
(주)나무가,190510,2015/12,60274130,8484512,59685865,7763897
(주)나무가,190510,2016/12,71710818,-4188413,71264453,-3614485
(주)나무가,190510,2017/12,30589633,-40918809,28107335,-43568385
(주)나무가,190510,2018/12,35422440,3585210,38511623,10339276
(주)나무가,190510,2019/12,44268639,-585939,49646661,3214583
(주)나스미디어,089600,2013/12,,,56196308,5614730
(주)나스미디어,089600,2014/12,,,62569324,7956451
(주)나스미디어,089600,2015/12,,,69530971,9916024
(주)나스미디어,089600,2016/12,104423228,11972406,98227596,11499887
(주)나스미디어,089600,2017/12,127769767,26676052,115839722,20237979
(주)나스미디어,089600,2018/12,141948762,20596334,124908468,15458417
(주)나스미디어,089600,2019/12,153131396,22484088,132550768,18656401
(주)나이벡,138610,2011/12,,,10301732,-1834811
(주)나이벡,138610,2012/12,,,8856747,-1407065
(주)나이벡,138610,2013/12,,,5822703,-3849754
(주)나이벡,138610,2014/12,,,5078980,-3620685
(주)나이벡,138610,2015/12,,,10818393,-2425875
(주)나이벡,138610,2016/12,,,9841184,-3027189
(주)나이벡,138610,2017/12,,,12361859,-2567612
(주)나이벡,138610,2018/12,,,10575969,-4146156
(주)나이벡,138610,2019/12,,,27404041,-2726636
(주)나이스디앤비,130580,2011/12,,,18442040,2483308
(주)나이스디앤비,130580,2012/12,,,20520620,3024750
(주)나이스디앤비,130580,2013/12,,,22820926,3012799
(주)나이스디앤비,130580,2014/12,,,25404428,3625754
(주)나이스디앤비,130580,2015/12,29892463,4366625,28572652,4269809
(주)나이스디앤비,130580,2016/12,33730728,5728563,32232265,4342227
(주)나이스디앤비,130580,2017/12,38536096,6414092,35612084,4960968
(주)나이스디앤비,130580,2018/12,45199660,9299592,40955406,7840104
(주)나이스디앤비,130580,2019/12,60090077,11280367,46837210,9097679
(주)나이스홀딩스,034310,2010/12,302476793,26607159,256004571,16299518
(주)나이스홀딩스,034310,2011/12,322296904,33822237,257761410,6505010
(주)나이스홀딩스,034310,2012/12,394674902,44822114,316297089,17518136
(주)나이스홀딩스,034310,2013/12,570818310,63730747,320113373,8548366
(주)나이스홀딩스,034310,2014/12,667095981,53713407,324733065,8735163
(주)나이스홀딩스,034310,2015/12,695351005,62915097,310980541,6822102
(주)나이스홀딩스,034310,2016/12,773235269,90779251,325078660,18359912
(주)나이스홀딩스,034310,2017/12,877935795,92750994,325609688,5118791
(주)나이스홀딩스,034310,2018/12,1040008134,99301937,336349524,-16465295
(주)나이스홀딩스,034310,2019/12,1223621083,77665757,334729120,5118265
(주)나인테크,267320,2017/12,,,,
(주)나인테크,267320,2018/12,,,,
(주)나인테크,267320,2019/12,,,,
(주)남선알미늄,008350,2010/12,43124423,7094295,38532476,1176559
(주)남선알미늄,008350,2011/12,74233806,24748177,43707424,-2024012
(주)남선알미늄,008350,2012/12,,,61332987,-16536943
(주)남선알미늄,008350,2013/12,,,70827736,9655705
(주)남선알미늄,008350,2014/12,,,87467921,17604236
(주)남선알미늄,008350,2015/12,,,103068147,14881686
(주)남선알미늄,008350,2016/12,,,122569267,20399638
(주)남선알미늄,008350,2017/12,,,147809531,21742400
(주)남선알미늄,008350,2018/12,168719762,25220519,168875400,25376157
(주)남선알미늄,008350,2019/12,179100254,14479409,176357497,8338512
(주)남성,004270,2010/12,92236014,-807905,85593252,1894898
(주)남성,004270,2011/12,86423919,-1822084,80448918,2680768
(주)남성,004270,2012/12,79934314,-6862343,81342149,1286317
(주)남성,004270,2013/12,78184930,-732650,81514206,1381106
(주)남성,004270,2014/12,72641729,-3975359,80188502,-700522
(주)남성,004270,2015/12,70994437,-520743,82206186,1848869
(주)남성,004270,2016/12,73385506,1327730,74053481,1360255
(주)남성,004270,2017/12,87392856,1356665,87590384,1354923
(주)남성,004270,2018/12,82768164,-3576375,83103125,-3506408
(주)남성,004270,2019/12,85924082,-2196177,86166403,-2135357
(주)내츄럴엔도텍,168330,2013/12,,,50779888,19279883
(주)내츄럴엔도텍,168330,2014/12,,,71648115,20760517
(주)내츄럴엔도텍,168330,2015/12,50463160,-15644528,49082284,-16896629
(주)내츄럴엔도텍,168330,2016/12,47296929,-13177152,46208860,-12887062
(주)내츄럴엔도텍,168330,2017/12,54719456,-8860824,45760762,-9645005
(주)내츄럴엔도텍,168330,2018/12,36487302,-23238141,34261443,-16506112
(주)내츄럴엔도텍,168330,2019/12,20483129,-16008383,18938805,-15322638
(주)네오리진,094860,2010/12,22696173,-4659690,21202293,-2939005
(주)네오리진,094860,2011/12,30439412,649924,23488831,667150
(주)네오리진,094860,2012/12,,,26662888,-2791896
(주)네오리진,094860,2013/12,,,22428980,-12396768
(주)네오리진,094860,2014/12,,,11993150,-18212371
(주)네오리진,094860,2015/12,,,10969912,-3377781
(주)네오리진,094860,2016/12,,,11809547,674598
(주)네오리진,094860,2017/12,14546111,166207,14601651,218915
(주)네오리진,094860,2018/12,,,11789790,-3781297
(주)네오리진,094860,2019/12,,,10818182,-2726564
(주)네오셈,253590,2018/12,,,,
(주)네오셈,253590,2019/12,37494457,-1569501,37019001,-1740980
(주)네오오토,212560,2015/12,,,61349142,7651072
(주)네오오토,212560,2016/12,,,69048419,7883058
(주)네오오토,212560,2017/12,,,72509574,4135626
(주)네오오토,212560,2018/12,,,77540065,5798405
(주)네오오토,212560,2019/12,,,79358492,2497866
(주)네오위즈,095660,2010/12,236877988,25208848,236053330,33205754
(주)네오위즈,095660,2011/12,272933090,72509057,268512261,79218344
(주)네오위즈,095660,2012/12,288492496,5785127,305625409,3779378
(주)네오위즈,095660,2013/12,295827208,46864398,360058072,52818309
(주)네오위즈,095660,2014/12,284837352,-8177160,362210560,1272651
(주)네오위즈,095660,2015/12,264287860,-21852100,359269020,-3653848
(주)네오위즈,095660,2016/12,271054566,9853329,355597288,3632162
(주)네오위즈,095660,2017/12,264748209,-2143713,330102352,-25872555
(주)네오위즈,095660,2018/12,298839710,33524295,325841070,-4753411
(주)네오위즈,095660,2019/12,328878043,27623322,324764441,6495544
(주)네오위즈홀딩스,042420,2010/12,406775976,40782244,217274052,22803675
(주)네오위즈홀딩스,042420,2011/12,374990578,76477186,242704495,25370700
(주)네오위즈홀딩스,042420,2012/12,385155307,13920271,265778788,23060658
(주)네오위즈홀딩스,042420,2013/12,416240481,59898207,262310566,-2832876
(주)네오위즈홀딩스,042420,2014/12,467487690,57500868,272035937,6541508
(주)네오위즈홀딩스,042420,2015/12,492854028,49969692,347681208,64723380
(주)네오위즈홀딩스,042420,2016/12,479007316,-8386452,325184384,-6839712
(주)네오위즈홀딩스,042420,2017/12,476382219,-6798711,311520065,-10240089
(주)네오위즈홀딩스,042420,2018/12,516278245,43566139,303628909,-4969594
(주)네오위즈홀딩스,042420,2019/12,549250922,40857864,304420700,5768056
(주)네오크레마,311390,2019/12,37866534,1025691,37939688,1258938
(주)네오티스,085910,2010/12,62119418,1445536,54554307,2591188
(주)네오티스,085910,2011/12,,,59050937,3975553
(주)네오티스,085910,2012/12,,,60149295,4313757
(주)네오티스,085910,2013/12,60663141,2426104,60510748,2230587
(주)네오티스,085910,2014/12,63977930,3063380,63323708,2581243
(주)네오티스,085910,2015/12,59903389,-3593014,58634491,-4379435
(주)네오티스,085910,2016/12,56347189,-1601111,56144079,-1560928
(주)네오티스,085910,2017/12,46080092,-7249334,46102243,-7269754
(주)네오티스,085910,2018/12,44553303,3178419,45394703,3000159
(주)네오티스,085910,2019/12,43683942,1456670,44318521,1372323
(주)네오팜,092730,2010/12,,,29452582,1235873
(주)네오팜,092730,2011/12,,,29871983,904242
(주)네오팜,092730,2012/12,,,29923684,647763
(주)네오팜,092730,2013/12,,,30335980,1895050
(주)네오팜,092730,2014/12,,,31145609,2568482
(주)네오팜,092730,2015/12,,,32623689,3407145
(주)네오팜,092730,2016/12,38570892,7742494,39065380,8190762
(주)네오팜,092730,2017/12,47581915,11559211,48683943,12152804
(주)네오팜,092730,2018/12,59287229,15369685,60831086,15804253
(주)네오팜,092730,2019/12,105692614,19245382,106137157,18153826
(주)네오펙트,290660,2018/12,28251461,-9634328,34312283,-9665824
(주)네오펙트,290660,2019/12,12554669,-15875139,17133048,-17139135
(주)네온테크,306620,2018/12,,,,
(주)네온테크,306620,2019/12,,,,
(주)네이블커뮤니케이션즈,153460,2012/12,,,23527466,5755091
(주)네이블커뮤니케이션즈,153460,2013/12,,,24943154,1181896
(주)네이블커뮤니케이션즈,153460,2014/12,24713919,487174,24709644,512899
(주)네이블커뮤니케이션즈,153460,2015/12,,,25447253,393860
(주)네이블커뮤니케이션즈,153460,2016/12,,,33041386,150592
(주)네이블커뮤니케이션즈,153460,2017/12,,,26705616,-6335770
(주)네이블커뮤니케이션즈,153460,2018/12,,,24364215,-2345577
(주)네이블커뮤니케이션즈,153460,2019/12,,,23991285,-372930
(주)네이처셀,007390,2010/12,,,381558,-265273
(주)네이처셀,007390,2011/12,,,8001110,-1623029
(주)네이처셀,007390,2012/12,,,8624830,-1898931
(주)네이처셀,007390,2013/12,,,10771406,-3508978
(주)네이처셀,007390,2014/12,,,13748504,1895130
(주)네이처셀,007390,2015/12,,,31686993,-1335361
(주)네이처셀,007390,2016/12,,,34018288,-3223414
(주)네이처셀,007390,2017/12,,,39481908,-460739
(주)네이처셀,007390,2018/12,,,43128901,2234809
(주)네이처셀,007390,2019/12,,,81888775,902009
(주)네패스,033640,2010/12,147091238,12173556,144267207,16945260
(주)네패스,033640,2011/12,143407156,-2295720,157760214,15313134
(주)네패스,033640,2012/12,156834268,11958578,175123693,19308651
(주)네패스,033640,2013/12,116590427,-45807816,154117489,-18712505
(주)네패스,033640,2014/12,149438567,-11628273,118479769,-35342960
(주)네패스,033640,2015/12,138092844,-16324419,126953395,8781335
(주)네패스,033640,2016/12,115821188,17966353,131855159,6876296
(주)네패스,033640,2017/12,120874727,3941829,139184957,6296840
(주)네패스,033640,2018/12,141206415,22949184,165864190,21916076
(주)네패스,033640,2019/12,190639697,31091671,201122740,22314275
(주)넥센,005720,2010/12,280186538,49353648,249506670,14214261
(주)넥센,005720,2011/12,319500567,39245536,258163833,9964307
(주)넥센,005720,2012/12,526415955,74432025,406540622,15215163
(주)넥센,005720,2013/12,593356903,69078325,421282272,17335573
(주)넥센,005720,2014/12,657565090,78942509,442228920,24869201
(주)넥센,005720,2015/12,724883753,77791797,460152480,19983341
(주)넥센,005720,2016/12,820785414,99387101,482438954,24424330
(주)넥센,005720,2017/12,917075024,81842411,537643690,37984229
(주)넥센,005720,2018/12,1882757213,88542209,558546695,31162898
(주)넥센,005720,2019/12,2016503397,113665525,571789146,11175516
(주)넥스턴바이오사이언스,089140,2010/12,,,21980242,2533225
(주)넥스턴바이오사이언스,089140,2011/12,,,23763867,3078865
(주)넥스턴바이오사이언스,089140,2012/12,,,24177393,2432506
(주)넥스턴바이오사이언스,089140,2013/12,,,26451501,2843876
(주)넥스턴바이오사이언스,089140,2014/12,,,29076002,3200426
(주)넥스턴바이오사이언스,089140,2015/12,,,30041235,1360343
(주)넥스턴바이오사이언스,089140,2016/12,,,89891577,17172998
(주)넥스턴바이오사이언스,089140,2017/12,,,91765028,6779440
(주)넥스턴바이오사이언스,089140,2018/12,,,95512901,5548998
(주)넥스턴바이오사이언스,089140,2019/12,,,100158921,5757745
(주)넥스트아이,137940,2011/12,,,24068707,4436962
(주)넥스트아이,137940,2012/12,29408175,4846342,28840533,4973794
(주)넥스트아이,137940,2013/12,33681455,4256862,33063699,4206747
(주)넥스트아이,137940,2014/12,36677344,3488533,36263075,3692020
(주)넥스트아이,137940,2015/12,38702078,3027494,37530245,2269930
(주)넥스트아이,137940,2016/12,65432023,3542939,58584366,1070111
(주)넥스트아이,137940,2017/12,75285830,-2700789,65195189,-2569261
(주)넥스트아이,137940,2018/12,118773260,-6984417,60840445,-14184474
(주)넥스트아이,137940,2019/12,111853701,-3034500,51324005,-8985430
(주)넥스트엔터테인먼트월드,160550,2014/12,129192140,3053001,124817520,4239621
(주)넥스트엔터테인먼트월드,160550,2015/12,132954441,917304,129733401,4591969
(주)넥스트엔터테인먼트월드,160550,2016/12,136657265,3565697,132238969,2515577
(주)넥스트엔터테인먼트월드,160550,2017/12,130743457,-7461325,128169010,-4091348
(주)넥스트엔터테인먼트월드,160550,2018/12,129092858,-14763933,118751443,-10409333
(주)넥스트엔터테인먼트월드,160550,2019/12,121871227,-11086371,113480507,-5267791
(주)넥슨게임즈,225570,2015/12,,,,
(주)넥슨게임즈,225570,2016/12,,,,
(주)넥슨게임즈,225570,2017/12,,,29507506,-3074434
(주)넥슨게임즈,225570,2018/12,,,18668531,-12575177
