회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),매출액(IFRS개별),매출원가(IFRS개별),판관비(IFRS개별)
(주)그래디언트,35080,Dec-12,454225001,299062441,141141684,11150621,0,11858247
(주)그래디언트,35080,Dec-13,2930521926,2623897237,258881727,7939840,0,7630723
(주)그래디언트,35080,Dec-14,3135027346,2828895725,255122005,7753595,0,7592558
(주)그래디언트,35080,Dec-15,3536848758,3149191043,322508616,12870821,0,7028826
(주)그래디언트,35080,Dec-16,3845761388,3422959059,373296836,16516754,0,5782897
(주)그래디언트,35080,Dec-17,3541486629,3155796412,355873725,12485184,0,6451844
(주)그래디언트,35080,Dec-18,3440906300,3085740379,335202307,12237889,0,6274707
(주)그래디언트,35080,Dec-19,3412333826,3033401434,333768264,8719700,0,4931326
(주)그리티,204020,Dec-18,119259702,49005066,62209433,117056356,46452906,61313793
(주)그리티,204020,Dec-19,123079831,56407950,63757899,120984485,54427584,62138199
(주)그린플러스,186230,Dec-19,48831866,39379899,4374729,39502728,32031887,4040124
(주)글로벌스탠다드테크놀로지,83450,Dec-11,41504144,25904818,11512034,40662578,27560469,10364043
(주)글로벌스탠다드테크놀로지,83450,Dec-12,64812103,39987385,16704035,62774905,41946601,14663587
(주)글로벌스탠다드테크놀로지,83450,Dec-13,80982977,54728168,18724731,78917554,56410457,16358302
(주)글로벌스탠다드테크놀로지,83450,Dec-14,89122994,60458294,20065522,85992839,62260560,17360914
(주)글로벌스탠다드테크놀로지,83450,Dec-15,84422579,53943632,24467360,80102292,54830439,21586947
(주)글로벌스탠다드테크놀로지,83450,Dec-16,90819412,57475833,28465669,81859588,54772873,24698422
(주)글로벌스탠다드테크놀로지,83450,Dec-17,162835484,106768667,33806030,154761834,106969813,28665314
(주)글로벌스탠다드테크놀로지,83450,Dec-18,129850197,86354595,33089838,115619452,79909787,27795492
(주)글로벌스탠다드테크놀로지,83450,Dec-19,168231754,101887447,44435955,150777009,93911473,34811543
(주)금비,8870,Sep-11,182184368,140978607,33072979,90614774,69214079,18878709
(주)금비,8870,Sep-12,176226095,139613667,30514282,83296660,65710703,17006395
(주)금비,8870,Sep-13,175061513,140973207,28009184,82028937,65848567,15526011
(주)금비,8870,Sep-14,177506459,143669634,28304234,80715556,67226149,15105815
(주)금비,8870,Sep-15,189495056,145599764,28614844,93629076,70808420,14978568
(주)금비,8870,Sep-16,200543667,154437741,26113948,100327539,77325158,15797750
(주)금비,8870,Sep-17,185531452,142510120,31344908,80379261,59060653,20414661
(주)금비,8870,Sep-18,196995589,153041065,31249004,90793198,67372177,20509487
(주)금비,8870,Sep-19,201404468,157515543,31458730,91480486,68894781,21169395
(주)금양,1570,Dec-11,109810009,92297702,11825279,100918699,87166520,7625602
(주)금양,1570,Dec-12,122905331,102473314,13817964,108275608,93743028,8122721
(주)금양,1570,Dec-13,156304448,135822559,14837596,132045280,118655638,8201366
(주)금양,1570,Dec-14,158550531,138461108,14925792,137946044,122147399,8796876
(주)금양,1570,Dec-15,158999533,136083219,16060644,152450369,133378038,10866816
(주)금양,1570,Dec-16,168681746,137529479,19024813,161001876,140453584,11674073
(주)금양,1570,Dec-17,180373683,144907191,22325522,150809075,132987458,11886877
(주)금양,1570,Dec-18,205441375,165009911,26905139,151676398,131231107,13928604
(주)금양,1570,Dec-19,172723864,136904841,26607808,135915020,116450575,14192700
(주)금호에이치티,214330,Dec-15,203071984,171095297,11637498,181779820,151765503,9499852
(주)금호에이치티,214330,Dec-16,208574892,184573472,9705977,189733826,166274808,6978432
(주)금호에이치티,214330,Dec-17,179707629,161231384,9552020,165485490,147104514,7372995
(주)금호에이치티,214330,Dec-18,209260006,188087059,10679500,189250383,174071615,7664778
(주)금호에이치티,214330,Dec-19,251095062,236522956,10512958,221734443,209805966,7398106
(주)금화피에스시,36190,Dec-11,,,,82738193,62321930,4745358
(주)금화피에스시,36190,Dec-12,,,,108224285,82245906,5525247
(주)금화피에스시,36190,Dec-13,166122419,130836677,8182062,156630832,124205065,6681321
(주)금화피에스시,36190,Dec-14,189631759,155745728,10437334,166948026,137263298,6673196
(주)금화피에스시,36190,Dec-15,235969690,196313554,11973420,196919865,163287720,7398948
(주)금화피에스시,36190,Dec-16,235018376,194713192,10489086,201547339,165892111,7414721
(주)금화피에스시,36190,Dec-17,205781841,163075930,8842079,174993150,135491991,6369768
(주)금화피에스시,36190,Dec-18,233326733,182097574,9844371,202098199,155053912,7549253
(주)금화피에스시,36190,Dec-19,209435314,165793394,9314629,179177462,141596399,7147968
(주)기가레인,49080,Dec-13,94791934,74583953,7259243,94055571,75212048,6029002
(주)기가레인,49080,Dec-14,95718992,77942438,8674738,95460665,77271391,7676323
(주)기가레인,49080,Dec-15,61576391,72269409,8159713,61254807,72700909,7299599
(주)기가레인,49080,Dec-16,75445071,74497864,10055495,70397030,72502389,7542236
(주)기가레인,49080,Dec-17,100131227,82715768,12183315,89874499,75150521,10018833
(주)기가레인,49080,Dec-18,124772205,106042765,21226924,114668638,97333710,19227119
(주)기가레인,49080,Dec-19,72769411,85455615,16912543,63361399,76187720,13900229
(주)기산텔레콤,35460,Dec-11,65679195,58538412,17500641,36332290,32001840,11632575
(주)기산텔레콤,35460,Dec-12,74315907,61032255,11569139,49240507,37554587,7819330
(주)기산텔레콤,35460,Dec-13,79463728,62249172,12094204,48367030,38007753,8275343
(주)기산텔레콤,35460,Dec-14,74512326,59256394,13508611,41612762,32145798,9232745
(주)기산텔레콤,35460,Dec-15,79710503,66205739,11909342,45712905,37323138,8238927
(주)기산텔레콤,35460,Dec-16,59172319,49418392,12668398,24679656,19409331,7242735
(주)기산텔레콤,35460,Dec-17,63467585,54370843,12327334,29568090,23459863,6956781
(주)기산텔레콤,35460,Dec-18,56445716,47301809,12071326,24864346,21027572,6626996
(주)기산텔레콤,35460,Dec-19,67054955,52668790,10390345,30545683,22815941,5163779
(주)까뮤이앤씨,13700,Dec-11,,,,90048208,108257108,109759002
(주)까뮤이앤씨,13700,Dec-12,,,,90976586,84497586,2604759
(주)까뮤이앤씨,13700,Dec-13,,,,83568532,80042482,4611524
(주)까뮤이앤씨,13700,Dec-14,,,,123567918,115392871,5325080
(주)까뮤이앤씨,13700,Dec-15,,,,132370311,121522768,6817838
(주)까뮤이앤씨,13700,Dec-16,,,,139708060,128536153,6728513
(주)까뮤이앤씨,13700,Dec-17,,,,172176860,153324535,8760987
(주)까뮤이앤씨,13700,Dec-18,,,,116296828,104503933,7742491
(주)까뮤이앤씨,13700,Dec-19,,,,283420655,255158649,13416524
(주)까스텔바작,308100,Dec-19,81358617,31238794,41101039,81068234,31201605,40579311
(주)나노,187790,Dec-14,,,,,,
(주)나노,187790,Dec-15,29901810,29883383,8490417,14881694,17550603,4570203
(주)나노,187790,Dec-16,48175171,50037070,12300517,18480121,21667763,6223416
(주)나노,187790,Dec-17,73089292,62721642,8706034,29944292,24597470,3820811
(주)나노,187790,Dec-18,81942719,71007597,8741884,34238747,29195935,4259617
(주)나노,187790,Dec-19,73694955,66484746,8079981,38421023,33401716,3637495
(주)나노브릭,286750,Dec-19,7775408,5874843,3413171,7775408,5874843,3413171
(주)나노신소재,121600,Dec-11,33480756,18805669,10830632,33480756,18793245,10822096
(주)나노신소재,121600,Dec-12,23644347,16429605,7914579,23644347,16412762,7831068
(주)나노신소재,121600,Dec-13,27009014,17289076,8323063,26827489,17161884,8305338
(주)나노신소재,121600,Dec-14,27926752,15558382,8669138,27926752,15558382,8729120
(주)나노신소재,121600,Dec-15,43140425,23332424,10711485,43140425,23332424,10643560
(주)나노신소재,121600,Dec-16,41111800,23265866,11551023,41111800,23265866,11535876
(주)나노신소재,121600,Dec-17,45568866,24870265,12167525,45568866,24870265,12191875
(주)나노신소재,121600,Dec-18,52249960,29703093,13797343,52249960,29703093,13887176
(주)나노신소재,121600,Dec-19,48892961,29575322,14173740,48892961,29575322,14126164
(주)나노엔텍,39860,Dec-11,13153879,12411365,8725371,13088091,12422875,7633492
(주)나노엔텍,39860,Dec-12,13435035,12287381,6476611,13561450,12416748,5705559
(주)나노엔텍,39860,Dec-13,19084457,13907414,5650114,19071599,14159036,3824433
(주)나노엔텍,39860,Dec-14,19498657,14039930,8050350,20255673,14843599,5152424
(주)나노엔텍,39860,Dec-15,24839316,18756946,13293521,18652444,15117097,6872049
(주)나노엔텍,39860,Dec-16,22205895,17415702,14475498,19928840,17098146,11472980
(주)나노엔텍,39860,Dec-17,23809593,13425040,8712147,22133358,12699442,6489156
(주)나노엔텍,39860,Dec-18,25796821,14597686,8373199,24871160,14860566,6774470
(주)나노엔텍,39860,Dec-19,26255836,13549213,9655406,25099090,14027102,7488001
(주)나무가,190510,Dec-15,403847036,354633593,23547262,330071994,292735796,14703319
(주)나무가,190510,Dec-16,292613003,275809267,17473241,189575941,179597488,11763917
(주)나무가,190510,Dec-17,257564977,269861442,19183472,169353908,165417176,26625622
(주)나무가,190510,Dec-18,312824892,294278543,16689163,199656907,188721350,2719899
(주)나무가,190510,Dec-19,362063863,341733797,17664040,275379664,257677357,14796280
(주)나스미디어,89600,Dec-13,,,,24754414,0,18696305
(주)나스미디어,89600,Dec-14,,,,29855317,0,21253448
(주)나스미디어,89600,Dec-15,,,,45490455,0,33797161
(주)나스미디어,89600,Dec-16,69943009,0,54509733,61749724,0,47134420
(주)나스미디어,89600,Dec-17,120275391,0,85977256,84283178,0,58628969
(주)나스미디어,89600,Dec-18,106607030,0,81660798,71877991,0,52526868
(주)나스미디어,89600,Dec-19,117006838,0,86448235,78372579,0,54983527
(주)나이벡,138610,Dec-11,,,,2702416,2367419,2137467
(주)나이벡,138610,Dec-12,,,,3875799,2856687,1824247
(주)나이벡,138610,Dec-13,,,,2271977,2569377,2339999
(주)나이벡,138610,Dec-14,,,,4786118,3870110,3940936
(주)나이벡,138610,Dec-15,,,,4173528,3241025,2516221
(주)나이벡,138610,Dec-16,,,,4804232,4004453,3299553
(주)나이벡,138610,Dec-17,,,,6302575,4346585,3084729
(주)나이벡,138610,Dec-18,,,,5207877,4745812,3864427
(주)나이벡,138610,Dec-19,,,,9287488,5309224,4938515
(주)나이스디앤비,130580,Dec-11,,,,17447086,0,14598720
(주)나이스디앤비,130580,Dec-12,,,,19285428,0,16085110
(주)나이스디앤비,130580,Dec-13,,,,19592150,0,16279298
(주)나이스디앤비,130580,Dec-14,,,,21139275,0,17036217
(주)나이스디앤비,130580,Dec-15,25675101,0,20731872,23685546,0,18756191
(주)나이스디앤비,130580,Dec-16,33964917,0,27499590,24018056,0,19265885
(주)나이스디앤비,130580,Dec-17,42282947,0,33828708,32327045,0,25682989
(주)나이스디앤비,130580,Dec-18,52040929,0,41617675,42167015,0,33349854
(주)나이스디앤비,130580,Dec-19,77330430,0,64532368,50280560,0,40196446
(주)나이스홀딩스,34310,Dec-11,194810015,0,148069949,27906675,0,19200326
(주)나이스홀딩스,34310,Dec-12,211902144,0,167185232,32479387,0,19236978
(주)나이스홀딩스,34310,Dec-13,754166289,0,680935873,24585959,0,17878679
(주)나이스홀딩스,34310,Dec-14,936827214,0,865043457,24855128,0,19373087
(주)나이스홀딩스,34310,Dec-15,1090840202,0,999594881,30358130,0,22208180
(주)나이스홀딩스,34310,Dec-16,1346411434,0,1219484494,33693212,0,18384353
(주)나이스홀딩스,34310,Dec-17,1450068987,0,1327470660,37458486,0,19185322
(주)나이스홀딩스,34310,Dec-18,1611892148,221970360,1261590816,40325277,0,17709047
(주)나이스홀딩스,34310,Dec-19,1877743691,0,1723508671,44669568,0,17202220
(주)나인테크,267320,Dec-17,,,,,,
(주)나인테크,267320,Dec-18,,,,,,
(주)나인테크,267320,Dec-19,,,,,,
(주)남선알미늄,8350,Dec-11,302410988,276133992,22108442,302410988,276133992,22108442
(주)남선알미늄,8350,Dec-12,,,,308547177,284355379,28120589
(주)남선알미늄,8350,Dec-13,,,,353378515,312433867,27344360
(주)남선알미늄,8350,Dec-14,,,,341293036,302411503,24954074
(주)남선알미늄,8350,Dec-15,,,,350317585,306350886,26865920
(주)남선알미늄,8350,Dec-16,,,,400734305,353698454,22856375
(주)남선알미늄,8350,Dec-17,,,,400667879,356395361,23522428
(주)남선알미늄,8350,Dec-18,347834921,312961290,25447600,347834921,312961290,25291951
(주)남선알미늄,8350,Dec-19,324782177,289895888,23307406,324782177,289895888,23293395
(주)남성,4270,Dec-11,66156225,51529324,14834856,55212184,47566587,4435693
(주)남성,4270,Dec-12,68020409,51440855,16615495,55616541,47202581,4530011
(주)남성,4270,Dec-13,73072002,55428602,15596823,56628063,48907451,4568358
(주)남성,4270,Dec-14,69059783,51589850,15887179,59274363,51867073,3889539
(주)남성,4270,Dec-15,75864783,56596270,16482210,62237269,54172553,4387499
(주)남성,4270,Dec-16,83724292,61569580,17595571,70870441,61792790,4959014
(주)남성,4270,Dec-17,91991880,67081001,17700654,78335735,67575734,4937152
(주)남성,4270,Dec-18,83251810,64188932,18086099,63605003,55793000,4839238
(주)남성,4270,Dec-19,72953026,54057224,18434517,57819890,50618204,4798873
(주)내츄럴엔도텍,168330,Dec-13,,,,84281121,24456508,35720919
(주)내츄럴엔도텍,168330,Dec-14,,,,124067457,39572553,58608363
(주)내츄럴엔도텍,168330,Dec-15,44506401,13905861,41491210,44506401,13905861,41195698
(주)내츄럴엔도텍,168330,Dec-16,6556020,4249562,11697764,6556020,4249562,11653711
(주)내츄럴엔도텍,168330,Dec-17,9238808,5910004,8720020,9238808,5910004,8666764
(주)내츄럴엔도텍,168330,Dec-18,8928362,12032388,10483311,8892649,10021678,8560396
(주)내츄럴엔도텍,168330,Dec-19,6580460,9955380,7754781,6615116,8355704,6699672
(주)네오리진,94860,Dec-11,42947694,35654342,6616446,23311768,17082439,5020361
(주)네오리진,94860,Dec-12,,,,24667502,17652841,5500766
(주)네오리진,94860,Dec-13,,,,41569623,31371899,11996756
(주)네오리진,94860,Dec-14,,,,34582751,28428850,11971202
(주)네오리진,94860,Dec-15,,,,12413198,7394424,7826382
(주)네오리진,94860,Dec-16,,,,10654596,5297135,4546728
(주)네오리진,94860,Dec-17,9263380,4114151,4980565,9032026,4028907,4781254
(주)네오리진,94860,Dec-18,,,,9064462,5123416,4712625
(주)네오리진,94860,Dec-19,,,,11270250,6559683,4452300
(주)네오셈,253590,Dec-18,,,,,,
(주)네오셈,253590,Dec-19,27225588,13957524,16602174,25334754,13678942,15007025
(주)네오오토,212560,Dec-15,,,,115393747,100703076,5457851
(주)네오오토,212560,Dec-16,,,,140544448,124333117,6159078
(주)네오오토,212560,Dec-17,,,,128249343,119701284,6942039
(주)네오오토,212560,Dec-18,,,,115243742,105265933,7555444
(주)네오오토,212560,Dec-19,,,,118441501,109319189,8327197
(주)네오위즈,95660,Dec-11,667748340,404835206,128949629,592103340,368238006,87736382
(주)네오위즈,95660,Dec-12,674589550,426674549,137381090,588447125,375321856,85023412
(주)네오위즈,95660,Dec-13,442897817,247094563,99992324,371656266,200811862,71631677
(주)네오위즈,95660,Dec-14,201029653,97213907,74289479,139550248,58190551,42203969
(주)네오위즈,95660,Dec-15,190070606,89001598,85266514,125990929,48365432,50445621
(주)네오위즈,95660,Dec-16,191038418,90392826,77174151,117653566,49306518,47143064
(주)네오위즈,95660,Dec-17,174045348,91937730,71234810,106849588,48083020,48579690
(주)네오위즈,95660,Dec-18,215490230,104316848,88617776,155574255,80506895,63985958
(주)네오위즈,95660,Dec-19,254498033,114293832,107636723,202617148,98975385,86998225
(주)네오위즈홀딩스,42420,Dec-11,727227250,445201473,144790771,13097599,0,9711641
(주)네오위즈홀딩스,42420,Dec-12,742971136,482711056,151609381,19093083,0,9750417
(주)네오위즈홀딩스,42420,Dec-13,512084970,289691305,121145446,3582577,0,3438703
(주)네오위즈홀딩스,42420,Dec-14,262205577,135450174,87436183,1582089,0,1007519
(주)네오위즈홀딩스,42420,Dec-15,199471968,94870705,90148616,634975,0,1020361
(주)네오위즈홀딩스,42420,Dec-16,201698095,96783407,82554858,543311,0,847248
(주)네오위즈홀딩스,42420,Dec-17,184864190,98457745,75778197,551698,0,811852
(주)네오위즈홀딩스,42420,Dec-18,228327081,112175792,95011803,693917,0,1179358
(주)네오위즈홀딩스,42420,Dec-19,253948130,114229214,110300513,1860715,0,1680602
(주)네오크레마,311390,Dec-19,19776649,15222930,3888618,18448423,14316949,3354537
(주)네오티스,85910,Dec-11,,,,29184036,22266719,3663773
(주)네오티스,85910,Dec-12,,,,34980811,26628765,4447880
(주)네오티스,85910,Dec-13,36116964,27630395,5054447,36283655,28532136,4762931
(주)네오티스,85910,Dec-14,37658799,28502483,5160589,37658799,29864953,4663488
(주)네오티스,85910,Dec-15,35730680,28724370,4998443,35730680,29459020,4687646
(주)네오티스,85910,Dec-16,40161938,31663302,5967864,40161938,32562523,5563846
(주)네오티스,85910,Dec-17,43473210,34282804,5924233,43473210,35645759,5434005
(주)네오티스,85910,Dec-18,45195339,35138242,5363975,45195339,36699388,4982706
(주)네오티스,85910,Dec-19,42409365,33502835,5549154,42566577,34806972,5113905
(주)네오팜,92730,Dec-11,,,,16944305,4440190,11304918
(주)네오팜,92730,Dec-12,,,,18774372,4579226,13985999
(주)네오팜,92730,Dec-13,,,,20137821,5074497,12915676
(주)네오팜,92730,Dec-14,,,,25602822,6852609,13747551
(주)네오팜,92730,Dec-15,,,,35964570,9395139,20311028
(주)네오팜,92730,Dec-16,42368623,10491982,22323704,42257057,10419795,21802275
(주)네오팜,92730,Dec-17,53633507,13490376,26105255,53553213,13425665,25495112
(주)네오팜,92730,Dec-18,66274582,17938729,29174091,66336414,18167360,28580852
(주)네오팜,92730,Dec-19,83240333,23136104,37143728,83586492,23813661,36424878
