회사명,거래소코드,회계년도,[제조]CASH FLOW 대 차입금비율(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]      장기차입금(*)(IFRS연결),[제조]      단기차입금(*)(IFRS연결),[제조]         유동성장기차입금(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]      장기차입금(*)(IFRS),[제조]      단기차입금(*)(IFRS),[제조]         유동성장기차입금(IFRS)
(주)구영테크,053270,2016/12,24.24,19282164,30201160,30443891,7837616,12368645,13342430,14834390,4784160
(주)구영테크,053270,2017/12,13.04,5515131,42591378,39673968,7791279,3339453,29458970,24700000,4987460
(주)구영테크,053270,2018/12,4.6,3263344,48148894,28086803,15677916,-2316059,36387038,11800000,12826926
(주)구영테크,053270,2019/12,5.82,7656129,35432257,34689847,18215437,9760503,28475278,14200000,15717024
(주)국동,005320,2011/12,0.87,-963482,3733250,40784474,340000,-547564,0,31537074,0
(주)국동,005320,2012/12,5.16,4976107,3349103,35508504,0,2881390,0,27883342,0
(주)국동,005320,2013/12,3.39,-2405589,2680065,35225223,0,-1572579,0,28289471,0
(주)국동,005320,2014/12,-2.72,-12910,4982487,31716237,0,-1689994,0,26779956,0
(주)국동,005320,2015/12,4.35,3908416,5536937,23738474,0,1327414,0,22013407,0
(주)국동,005320,2016/12,4.63,747703,3885476,23244912,0,-2263482,0,16178350,0
(주)국동,005320,2017/12,-6.92,-6827943,5584962,20421203,0,-3177835,0,13454523,0
(주)국동,005320,2018/12,-12.12,-3944667,4762632,25075767,0,-4000973,0,15129747,0
(주)국동,005320,2019/12,-0.04,3901005,4484958,22031864,0,9576372,0,12119756,0
(주)국보,001140,2011/12,4.29,3249944,2731635,22593152,1688806,2837703,2731635,22593152,1688806
(주)국보,001140,2012/12,-0.56,-3613866,2835446,27541585,1840036,-3331024,2835446,27131585,1840036
(주)국보,001140,2013/12,-1.21,2809735,4832876,27711068,575263,3388938,4832876,27251068,575263
(주)국보,001140,2014/12,3.93,-238084,4802814,27190274,746898,54417,4802814,26480274,746898
(주)국보,001140,2015/12,-1.77,-837022,3599269,25563457,1202863,-691347,3599269,24803457,1202863
(주)국보,001140,2016/12,-0.56,507314,2927219,25150389,1202623,175508,2927219,24350389,1202623
(주)국보,001140,2017/12,-4.64,-3103505,3532843,22315377,2086060,-2767209,3532843,21515377,2086060
(주)국보,001140,2018/12,-35.93,-6078157,737525,11098735,910747,-5954554,737525,10298735,910747
(주)국보,001140,2019/12,-15.08,-9899692,907586,22201022,5196220,-6376380,34197,3510000,703328
(주)국보디자인,066620,2011/12,2203.3,15461768,0,568523,0,17106438,0,402226,0
(주)국보디자인,066620,2012/12,0,15200794,0,0,0,15836189,0,0,0
(주)국보디자인,066620,2013/12,526.47,20298063,0,3371372,0,18002150,0,3371372,0
(주)국보디자인,066620,2014/12,0,13115955,0,0,0,14386136,0,0,0
(주)국보디자인,066620,2015/12,676.73,12342482,0,1881000,0,5593211,0,1881000,0
(주)국보디자인,066620,2016/12,0,12706335,0,0,0,16198340,0,0,0
(주)국보디자인,066620,2017/12,0,17688040,0,0,0,19976906,0,0,0
(주)국보디자인,066620,2018/12,20899.32,2672078,0,0,0,198822,0,0,0
(주)국보디자인,066620,2019/12,737.2,5879030,0,0,0,5796396,0,0,0
(주)국순당,043650,2011/12,930.77,7678883,525000,200000,100000,7229199,0,0,0
(주)국순당,043650,2012/12,623.37,7480415,700000,200000,300000,8478916,0,0,0
(주)국순당,043650,2013/12,128.93,4097835,4190000,0,300000,6875600,0,0,0
(주)국순당,043650,2014/12,386.18,2930587,220000,0,690000,5749495,0,0,0
(주)국순당,043650,2015/12,-460.48,-9008894,660000,0,0,-5215387,0,0,0
(주)국순당,043650,2016/12,-461.84,141542,0,300000,660000,2454538,0,0,0
(주)국순당,043650,2017/12,-98.27,-2421354,640000,520000,0,18084724,0,0,0
(주)국순당,043650,2018/12,-247.09,-5633688,700000,490000,440000,15817595,0,0,0
(주)국순당,043650,2019/12,-21.93,-4311503,3161700,10536089,150000,-3808205,0,0,0
(주)국영지앤엠,006050,2011/12,,,,,,2359273,10759404,210156,0
(주)국영지앤엠,006050,2012/12,,,,,,-7365050,3000000,0,0
(주)국영지앤엠,006050,2013/12,,,,,,6008427,3000000,293486,0
(주)국영지앤엠,006050,2014/12,,,,,,3236205,3000000,0,0
(주)국영지앤엠,006050,2015/12,,,,,,647455,2000000,950000,0
(주)국영지앤엠,006050,2016/12,,,,,,-3296247,3250000,0,0
(주)국영지앤엠,006050,2017/12,,,,,,239246,2250000,0,500000
(주)국영지앤엠,006050,2018/12,,,,,,5051582,0,0,850000
(주)국영지앤엠,006050,2019/12,,,,,,-2377260,1804780,1500000,236520
(주)국전약품,307750,2018/12,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,
(주)그래디언트,035080,2011/12,4.92,30951834,99000000,112373992,0,2250816,66000000,85000000,0
(주)그래디언트,035080,2012/12,-2.35,-36922160,64400000,60949255,1700000,-10567228,23100000,17100000,0
(주)그래디언트,035080,2013/12,18.26,79408763,49257653,62165153,2000000,-6019310,9900000,30900000,0
(주)그래디언트,035080,2014/12,256.23,231909338,36809009,18476848,2500000,-1016428,0,7500000,0
(주)그래디언트,035080,2015/12,149.48,-17283547,33800000,30930103,3000000,4203314,0,16363425,0
(주)그래디언트,035080,2016/12,78.03,115110645,3250000,21030359,34550000,-2590783,0,10350523,0
(주)그래디언트,035080,2017/12,239.01,185478374,2250000,56006779,1000000,7851585,0,9748094,0
(주)그래디언트,035080,2018/12,193.55,89690570,528894,68304203,2250000,5564172,0,9221930,0
(주)그래디언트,035080,2019/12,84.45,136435672,905454,63017377,1648684,5968487,0,11037377,0
(주)그리티,204020,2018/12,-0.48,5431995,0,6339881,0,6716028,0,0,0
(주)그리티,204020,2019/12,24.96,-1686901,0,1441926,0,-1030107,0,0,0
(주)그린플러스,186230,2019/12,-8.93,-2089558,13705000,8533305,5000000,-574078,4705000,5321224,5000000
(주)글로벌스탠다드테크놀로지,083450,2011/12,19.05,4492432,416665,2700000,0,3441305,0,2500000,0
(주)글로벌스탠다드테크놀로지,083450,2012/12,140.7,4001355,249999,2700000,0,2653228,0,2500000,0
(주)글로벌스탠다드테크놀로지,083450,2013/12,64.71,1561871,1583333,2700000,0,1808359,0,2500000,0
(주)글로벌스탠다드테크놀로지,083450,2014/12,184.5,12091380,1200000,2500000,0,9680397,0,2500000,0
(주)글로벌스탠다드테크놀로지,083450,2015/12,254.6,6748971,1200000,2500000,0,5202229,0,2500000,0
(주)글로벌스탠다드테크놀로지,083450,2016/12,76.75,158727,1000000,3500000,0,-449319,0,2500000,0
(주)글로벌스탠다드테크놀로지,083450,2017/12,226.86,17990434,1000000,3000000,0,15891168,0,2000000,0
(주)글로벌스탠다드테크놀로지,083450,2018/12,192.54,2345516,0,5280904,0,5219548,0,2000000,0
(주)글로벌스탠다드테크놀로지,083450,2019/12,174.37,19307761,1500000,4365000,0,15029673,0,2000000,0
(주)금비,008870,2011/09,27.15,12321864,34381430,8000000,3007920,3797084,32441430,8000000,3007920
(주)금비,008870,2012/09,16.07,7352357,35627710,7100000,3035220,130614,32055710,7100000,3035220
(주)금비,008870,2013/09,23.24,13722575,24996881,1000000,19354720,4278839,21296990,1000000,15989720
(주)금비,008870,2014/09,34.14,20828874,31708828,5000000,13891840,7112570,28336150,5000000,10891840
(주)금비,008870,2015/09,45.77,22566968,15592300,6000000,25813050,8190642,11559100,4000000,24777050
(주)금비,008870,2016/09,39.74,20642754,26008017,4000000,24363183,6739915,20343967,3000000,21938133
(주)금비,008870,2017/09,38.45,18531193,32873843,0,18071673,8977361,26293833,0,15067633
(주)금비,008870,2018/09,35.84,17119182,31314370,0,18419553,7260805,23691130,0,15620203
(주)금비,008870,2019/09,41.36,25156424,22680013,0,28430183,8170826,15062063,0,24689343
(주)금양,001570,2011/12,0.04,-688415,2000000,53502755,0,1114958,2000000,51677655,0
(주)금양,001570,2012/12,2.09,3603001,8558732,50907483,1941268,3020423,8558732,48929359,1941268
(주)금양,001570,2013/12,-7.71,-16906920,11828361,65506653,4719192,-16431019,11828361,63436905,4719192
(주)금양,001570,2014/12,11.49,34150831,15164523,51634498,3239948,20006548,15164523,50083705,3239948
(주)금양,001570,2015/12,25.96,7307038,2752913,58310947,16297256,5231896,2752913,56988406,18790688
(주)금양,001570,2016/12,8.29,8032406,5790360,65490915,4169708,1940653,5790360,65490915,4169708
(주)금양,001570,2017/12,-9.98,-22124138,996900,56289092,1518400,11500511,996900,54794228,1518400
(주)금양,001570,2018/12,-3.29,17366463,616900,57263955,380000,-528376,616900,57054776,380000
(주)금양,001570,2019/12,9.39,-599179,2537190,56679328,1462810,-8115181,2537190,56347848,1462810
(주)금호에이치티,214330,2015/12,8.36,9868864,3272419,17005154,4472420,9740384,2100000,13130025,0
(주)금호에이치티,214330,2016/12,37.98,23467650,19750000,18189825,5951905,18418054,19750000,12992025,4750000
(주)금호에이치티,214330,2017/12,53.48,14172411,12500000,17437767,5250000,7280265,12500000,12772775,5250000
(주)금호에이치티,214330,2018/12,11.1,1469654,22000000,19443350,4250000,18944987,22000000,12932950,4250000
(주)금호에이치티,214330,2019/12,4.08,7214831,16000000,31629600,5500000,12110982,16000000,25000000,5500000
(주)금화피에스시,036190,2011/12,,,,,,15831663,0,0,0
(주)금화피에스시,036190,2012/12,,,,,,11267897,0,0,0
(주)금화피에스시,036190,2013/12,0,9648006,0,0,0,9217849,0,0,0
(주)금화피에스시,036190,2014/12,0,9016891,0,0,0,8104237,0,0,0
(주)금화피에스시,036190,2015/12,732.4,24673698,2264000,36000,0,23799509,0,0,0
(주)금화피에스시,036190,2016/12,969.69,32246922,2635000,300000,0,30403300,0,0,0
(주)금화피에스시,036190,2017/12,1341.98,46527259,2935000,0,0,45454658,0,0,0
(주)금화피에스시,036190,2018/12,637.41,22300740,2399000,3000000,0,21110484,0,0,0
(주)금화피에스시,036190,2019/12,464.33,22975767,247500,4424795,0,15347622,0,0,0
(주)기가레인,049080,2013/12,22.5,9920029,16480186,18724770,1875000,10891326,16074800,18724770,1875000
(주)기가레인,049080,2014/12,29.69,13827169,21746498,15700000,2375000,14426620,21333800,15700000,2375000
(주)기가레인,049080,2015/12,9.15,-1508026,19274076,30184810,10327422,-351517,18853647,27904000,10327422
(주)기가레인,049080,2016/12,-2.17,-1748284,24443640,27764735,5210007,-3279275,24443640,26549800,5210007
(주)기가레인,049080,2017/12,-3.58,-3057024,13015860,27150752,11272920,-3893464,13015860,26649800,11272920
(주)기가레인,049080,2018/12,-9.37,-9812084,8621072,23292780,10921429,-9320776,8621072,23292318,10921429
(주)기가레인,049080,2019/12,-1.42,8012780,9121245,27370208,9172454,8306714,7391502,27370208,9172454
(주)기산텔레콤,035460,2011/12,-4.32,-3853879,1249602,15592224,3029160,503727,591000,6000000,166660
(주)기산텔레콤,035460,2012/12,18.83,12442975,903500,16239404,225000,7329218,591000,5000000,0
(주)기산텔레콤,035460,2013/12,36.27,-1989067,207500,10881888,125000,1903830,20000,5000000,0
(주)기산텔레콤,035460,2014/12,-9.75,-933212,709500,8959000,125000,2836990,0,4200000,0
(주)기산텔레콤,035460,2015/12,32.97,9032265,689930,7097503,139570,6283220,0,2000000,0
(주)기산텔레콤,035460,2016/12,25.04,-2082377,483970,9029554,205960,-1680119,0,0,0
(주)기산텔레콤,035460,2017/12,0,610439,0,0,0,2647045,0,0,0
(주)기산텔레콤,035460,2018/12,-18.76,-4595324,0,4853227,226110,-2276209,0,0,0
(주)기산텔레콤,035460,2019/12,10.5,8214391,565190,8674398,233840,5501406,0,3440000,0
(주)까뮤이앤씨,013700,2011/12,,,,,,-20322130,1466667,94823480,9800000
(주)까뮤이앤씨,013700,2012/12,,,,,,3105839,1466667,81373845,9800000
(주)까뮤이앤씨,013700,2013/12,,,,,,-10254054,1466667,65771392,0
(주)까뮤이앤씨,013700,2014/12,,,,,,12949303,1466667,21629010,0
(주)까뮤이앤씨,013700,2015/12,,,,,,7869800,2933333,16800000,0
(주)까뮤이앤씨,013700,2016/12,,,,,,-9738971,2800000,27384440,3133333
(주)까뮤이앤씨,013700,2017/12,,,,,,8151089,2466667,17000000,5333333
(주)까뮤이앤씨,013700,2018/12,,,,,,-6807595,12233333,9880000,1733333
(주)까뮤이앤씨,013700,2019/12,,,,,,7627840,34700000,0,1533333
(주)까스텔바작,308100,2019/12,600.5,2054323,0,0,0,1951782,0,0,0
(주)나노,187790,2014/12,,,,,,,,,
(주)나노,187790,2015/12,-41.19,-16345449,7050000,19540053,1700000,-10073298,7050000,15515175,1700000
(주)나노,187790,2016/12,-23.74,3413,9474975,18084353,2794720,-237399,5694320,13994432,2055680
(주)나노,187790,2017/12,-2.48,-1534925,8412611,16894161,1805520,-460060,3888800,8863432,1805520
(주)나노,187790,2018/12,4.04,3779560,6277311,16389426,1555520,5871665,2333280,7224192,1555520
(주)나노,187790,2019/12,10.29,3673949,6857559,16064343,3500282,1909303,777760,6594235,1630361
(주)나노브릭,286750,2019/12,-13.61,-1396590,300000,3000000,3250000,-1388477,300000,3000000,3250000
(주)나노신소재,121600,2011/12,16.4,-2097173,1566616,6573810,733266,-2077395,1566616,6573810,733266
(주)나노신소재,121600,2012/12,-6.09,1069341,1200000,4230845,366616,1148914,1200000,4230845,366616
(주)나노신소재,121600,2013/12,25.67,2155752,3360000,2682299,240000,2106797,3360000,2682299,240000
(주)나노신소재,121600,2014/12,24.55,1147862,2720000,3768682,240000,1080222,2720000,3768682,240000
(주)나노신소재,121600,2015/12,233.32,11682309,980000,1769485,0,10954501,980000,1769485,240000
(주)나노신소재,121600,2016/12,681.71,6589356,240000,0,0,7393392,240000,0,740000
(주)나노신소재,121600,2017/12,602.39,9556458,0,0,240000,9525417,0,0,240000
(주)나노신소재,121600,2018/12,613.71,3946809,0,0,0,3478436,0,0,0
(주)나노신소재,121600,2019/12,549.02,11904291,0,0,0,12314436,0,0,0
(주)나노엔텍,039860,2011/12,-33.64,-5296213,187500,1833454,875000,-5521860,187500,1833454,875000
(주)나노엔텍,039860,2012/12,-21.9,-3637073,0,2823716,187500,-2942544,0,2823716,187500
(주)나노엔텍,039860,2013/12,-4.97,2067659,0,1390000,0,3688946,0,1390000,0
(주)나노엔텍,039860,2014/12,17.22,-1629368,0,1272356,0,-1135277,0,1272356,0
(주)나노엔텍,039860,2015/12,-53.79,-3537605,3080000,1600000,122777,-3239260,3000000,0,0
(주)나노엔텍,039860,2016/12,-26.69,-3022398,3000000,0,0,-11163,3000000,0,0
(주)나노엔텍,039860,2017/12,-5.24,1706810,0,0,3000000,2638359,0,0,3000000
(주)나노엔텍,039860,2018/12,122.72,1508481,0,0,0,2118808,0,0,0
(주)나노엔텍,039860,2019/12,806.2,4082847,0,0,0,4092097,0,0,0
(주)나무가,190510,2015/12,35.02,43344071,16005730,30976364,5726620,22667048,3400000,8599995,250000
(주)나무가,190510,2016/12,46.03,9721204,19580457,25542748,9124773,13776122,0,3000000,0
(주)나무가,190510,2017/12,-28.51,-43346810,15956664,35414455,0,-27355164,0,4300000,0
(주)나무가,190510,2018/12,-22.24,25954757,8540365,25249841,5316566,4364540,0,2000000,0
(주)나무가,190510,2019/12,36.2,10378805,3338266,35898012,5505339,-25125682,0,12303322,0
(주)나스미디어,089600,2013/12,,,,,,-4849054,0,0,0
(주)나스미디어,089600,2014/12,,,,,,733321,0,0,0
(주)나스미디어,089600,2015/12,,,,,,17844850,0,0,0
(주)나스미디어,089600,2016/12,285.29,17117471,6000000,0,0,11922078,0,0,0
(주)나스미디어,089600,2017/12,529.81,14671424,3000000,0,0,13087893,0,0,0
(주)나스미디어,089600,2018/12,0,21386625,0,0,0,19622107,0,0,0
(주)나스미디어,089600,2019/12,292.26,32417352,0,0,0,27690940,0,0,0
(주)나이벡,138610,2011/12,,,,,,-826487,2417460,420000,1316223
(주)나이벡,138610,2012/12,,,,,,-98195,2667540,420000,1460170
(주)나이벡,138610,2013/12,,,,,,-1814637,1321740,420000,2775330
(주)나이벡,138610,2014/12,,,,,,-903853,179760,420000,3468990
(주)나이벡,138610,2015/12,,,,,,-2133735,2214660,420000,957850
(주)나이벡,138610,2016/12,,,,,,-372211,1556220,420000,1077404
(주)나이벡,138610,2017/12,,,,,,563218,897780,920000,1087256
(주)나이벡,138610,2018/12,,,,,,-2307211,851965,870000,1605545
(주)나이벡,138610,2019/12,,,,,,-867616,20830,783000,2025076
(주)나이스디앤비,130580,2011/12,,,,,,3484794,0,0,0
(주)나이스디앤비,130580,2012/12,,,,,,3084215,0,0,0
(주)나이스디앤비,130580,2013/12,,,,,,4548075,0,0,0
(주)나이스디앤비,130580,2014/12,,,,,,4345257,0,0,0
(주)나이스디앤비,130580,2015/12,0,5256603,0,0,0,5526187,0,0,0
(주)나이스디앤비,130580,2016/12,0,6575052,0,0,0,3957415,0,0,0
(주)나이스디앤비,130580,2017/12,0,7893693,0,0,0,6488038,0,0,0
(주)나이스디앤비,130580,2018/12,0,11409223,0,0,0,9615351,0,0,0
(주)나이스디앤비,130580,2019/12,412.41,13436099,0,0,0,9517946,0,0,0
(주)나이스홀딩스,034310,2011/12,118.26,36347987,9000000,7300000,9055552,4364308,9000000,7000000,9000000
(주)나이스홀딩스,034310,2012/12,146.47,37149984,0,7000000,18000000,16095924,0,0,0
(주)나이스홀딩스,034310,2013/12,91.21,94245708,9800000,43515566,18000000,6370321,7500000,1500000,0
(주)나이스홀딩스,034310,2014/12,54.36,145729459,56746422,135879163,27952676,9552606,16500000,13500000,8000000
(주)나이스홀딩스,034310,2015/12,48.52,86625536,15613688,193226587,26380804,7860176,0,42902055,16500000
(주)나이스홀딩스,034310,2016/12,44.52,139624114,22840730,221952077,3466866,16928578,0,57035100,0
(주)나이스홀딩스,034310,2017/12,35.08,128929274,92930588,256785206,11453200,15886450,0,53405770,0
(주)나이스홀딩스,034310,2018/12,38.72,248439460,109823062,314418588,50825201,24167521,0,53405468,0
(주)나이스홀딩스,034310,2019/12,47.47,261018832,107223638,345366143,25368741,26795951,0,79966855,0
(주)나인테크,267320,2017/12,,,,,,,,,
(주)나인테크,267320,2018/12,,,,,,,,,
(주)나인테크,267320,2019/12,,,,,,,,,
(주)남선알미늄,008350,2011/12,-3.54,-2094649,546000,85209097,842586,-2094516,546000,85209097,842586
(주)남선알미늄,008350,2012/12,,,,,,-3855861,364000,91205011,1610782
(주)남선알미늄,008350,2013/12,,,,,,15754793,182000,80101005,698190
(주)남선알미늄,008350,2014/12,,,,,,13619840,0,73251619,182000
(주)남선알미늄,008350,2015/12,,,,,,-14335410,3750000,82798701,12916667
(주)남선알미늄,008350,2016/12,,,,,,41308166,0,62896273,3750000
(주)남선알미늄,008350,2017/12,,,,,,30268216,0,52958203,0
(주)남선알미늄,008350,2018/12,52.2,24209488,10000000,36381094,0,24353843,10000000,28164427,0
(주)남선알미늄,008350,2019/12,72.87,27655489,11125000,22764851,1500000,27827235,11125000,22764851,1500000
(주)남성,004270,2011/12,-3.26,3187221,2092300,95595110,190000,197740,2092300,76515268,190000
(주)남성,004270,2012/12,-1.24,-5724650,0,95637513,2092300,-4199539,0,75587454,2092300
(주)남성,004270,2013/12,6.99,16382719,0,71854346,0,14320713,0,51573189,0
(주)남성,004270,2014/12,5.34,-6987144,0,83579101,0,-7544776,0,62828653,0
(주)남성,004270,2015/12,-7.75,-8126763,0,85740665,0,-7703096,0,62453985,0
(주)남성,004270,2016/12,-0.71,6856473,0,79253018,0,3352114,0,57569810,0
(주)남성,004270,2017/12,9.5,6739380,0,64448253,0,16435033,0,44203910,0
(주)남성,004270,2018/12,4.88,979658,1166667,70303497,666667,-465011,1166667,49569038,666667
(주)남성,004270,2019/12,-4.39,-7902325,13000000,65061060,666667,-4419452,1500000,52909949,666667
(주)내츄럴엔도텍,168330,2013/12,,,,,,25399130,0,0,19390
(주)내츄럴엔도텍,168330,2014/12,,,,,,10421340,1160000,0,0
(주)내츄럴엔도텍,168330,2015/12,-261.56,-7349974,1650000,0,1160000,-7009228,1650000,0,1160000
(주)내츄럴엔도텍,168330,2016/12,-39.05,-18281888,1160000,0,1400000,-18242260,1160000,0,1400000
(주)내츄럴엔도텍,168330,2017/12,-50.19,-7515273,1160000,0,725000,-7436599,1160000,0,725000
(주)내츄럴엔도텍,168330,2018/12,-35.42,-8151755,1160000,202754,0,-5418819,1160000,0,0
(주)내츄럴엔도텍,168330,2019/12,-27.29,-5927644,1160000,0,0,-4205698,1160000,0,0
(주)네오리진,094860,2011/12,-21.77,22157,1416665,8522966,83335,1435561,0,5814835,0
(주)네오리진,094860,2012/12,,,,,,3744050,669681,4018007,472716
(주)네오리진,094860,2013/12,,,,,,2743867,196965,4999669,472716
(주)네오리진,094860,2014/12,,,,,,-459317,0,3624997,196965
(주)네오리진,094860,2015/12,,,,,,-2158231,0,1254000,0
(주)네오리진,094860,2016/12,,,,,,1480802,0,940500,0
(주)네오리진,094860,2017/12,-23.35,-146395,0,627000,0,170199,0,627000,0
(주)네오리진,094860,2018/12,,,,,,-47289,0,313500,0
(주)네오리진,094860,2019/12,,,,,,1710274,0,100000,0
(주)네오셈,253590,2018/12,,,,,,,,,
(주)네오셈,253590,2019/12,-24.07,-4882276,11423740,6600000,847120,-4325170,11423740,6600000,847120
(주)네오오토,212560,2015/12,,,,,,23075070,27794683,3800000,6806317
