회사명,거래소코드,회계년도,매출채권(IFRS연결)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),매입채무(IFRS)(천원)
롯데지주(주),004990,2013/12,272414981,140692217,221238790,95712934
롯데지주(주),004990,2014/12,297904000,149776002,254631000,110511891
롯데지주(주),004990,2015/12,311587988,150598730,266751994,112877421
롯데지주(주),004990,2016/12,330052878,151490219,282308977,100728867
롯데지주(주),004990,2017/12,602562212,0,9772772,0
롯데지주(주),004990,2018/12,754793996,802832699,12441066,0
롯데지주(주),004990,2019/12,750000000,758561521,6436000,0
롯데칠성음료(주),005300,2011/12,266431000,234495000,218618000,185915000
롯데칠성음료(주),005300,2012/12,253239061,178238000,224025000,148990299
롯데칠성음료(주),005300,2013/12,252847651,191732584,222689991,156858254
롯데칠성음료(주),005300,2014/12,251985448,184760699,232196000,156554093
롯데칠성음료(주),005300,2015/12,252517771,190788528,242675744,161126985
롯데칠성음료(주),005300,2016/12,266858586,187267924,253216386,165411049
롯데칠성음료(주),005300,2017/12,276031000,167734000,274836278,167593000
롯데칠성음료(주),005300,2018/12,276089158,110022000,274567489,106611000
롯데칠성음료(주),005300,2019/12,259300301,87403000,257463238,86273000
롯데케미칼(주),011170,2011/12,1610855861,1779165788,967119294,1094633762
롯데케미칼(주),011170,2012/12,1517228951,1726543396,1155906059,1257095682
롯데케미칼(주),011170,2013/12,1491790475,1357749554,1141528864,871500654
롯데케미칼(주),011170,2014/12,1259617462,644856376,1048184696,387216245
롯데케미칼(주),011170,2015/12,1010654381,631579961,796603292,401008096
롯데케미칼(주),011170,2016/12,1488980065,911627019,971392945,546491085
롯데케미칼(주),011170,2017/12,1601292678,1186008323,1044181696,752464047
롯데케미칼(주),011170,2018/12,1482351910,858015353,910319142,538479609
롯데케미칼(주),011170,2019/12,1438966225,947706175,871119899,648847683
롯데하이마트(주),071840,2011/12,31105394,186966128,30871883,179007339
롯데하이마트(주),071840,2012/12,54225589,128185405,54126155,120458163
롯데하이마트(주),071840,2013/12,76008808,170425471,75812995,161431368
롯데하이마트(주),071840,2014/12,,,52686966,174017786
롯데하이마트(주),071840,2015/12,,,53069684,193365846
롯데하이마트(주),071840,2016/12,,,79054868,281453893
롯데하이마트(주),071840,2017/12,,,90599231,285969398
롯데하이마트(주),071840,2018/12,,,90662339,204687366
롯데하이마트(주),071840,2019/12,,,92600287,200137291
리노공업(주),058470,2011/12,,,11095336,1632989
리노공업(주),058470,2012/12,,,12873580,1790187
리노공업(주),058470,2013/12,,,13552161,1732160
리노공업(주),058470,2014/12,,,15864520,1973867
리노공업(주),058470,2015/12,,,14260074,1722015
리노공업(주),058470,2016/12,,,17047901,2356989
리노공업(주),058470,2017/12,,,23919520,4089010
리노공업(주),058470,2018/12,,,27140136,3093557
리노공업(주),058470,2019/12,,,42382771,4631093
마이크로로봇(주),182690,2014/12,,,4002363,906033
마이크로로봇(주),182690,2015/12,,,9008384,4934234
마이크로로봇(주),182690,2016/12,,,2148062,241938
마이크로로봇(주),182690,2017/12,3265786,200945,3265786,200945
마이크로로봇(주),182690,2018/12,3107132,130668,2676834,130668
마이크로로봇(주),182690,2019/12,3090151,234943,2517471,234943
매일유업(주),267980,2017/12,,,161805600,90724395
매일유업(주),267980,2018/12,148897907,70995666,150883165,70696268
매일유업(주),267980,2019/12,154099589,73597577,154591566,73514273
매일홀딩스(주),005990,2011/12,115182955,86625642,111113879,85176574
매일홀딩스(주),005990,2012/12,126216856,92631779,123708919,91548400
매일홀딩스(주),005990,2013/12,145302383,102205723,125507567,88330618
매일홀딩스(주),005990,2014/12,154179285,92227750,132952084,79022011
매일홀딩스(주),005990,2015/12,168684561,94712488,138008209,82096900
매일홀딩스(주),005990,2016/12,174493767,109077864,151214085,90380232
매일홀딩스(주),005990,2017/12,189051516,107925680,1022655,0
매일홀딩스(주),005990,2018/12,160822276,77286480,1008113,0
매일홀딩스(주),005990,2019/12,166205938,79956675,1037415,0
메가스터디(주),072870,2011/12,16487623,8878555,7481101,5360461
메가스터디(주),072870,2012/12,14254450,7037397,6662221,4273250
메가스터디(주),072870,2013/12,16159827,7813538,6010666,3253156
메가스터디(주),072870,2014/12,20376284,5624796,4977456,2185173
메가스터디(주),072870,2015/12,15816057,4973806,13102531,2873378
메가스터디(주),072870,2016/12,18354994,6977272,13975933,3797574
메가스터디(주),072870,2017/12,14244449,4431326,10743393,2738699
메가스터디(주),072870,2018/12,15065823,8233161,11573191,1942608
메가스터디(주),072870,2019/12,16102971,4048219,13143788,2091057
메가스터디교육(주),215200,2015/12,,,4521642,2703616
메가스터디교육(주),215200,2016/12,5643739,3106991,5643739,3106991
메가스터디교육(주),215200,2017/12,12439978,6683709,10647728,5138380
메가스터디교육(주),215200,2018/12,17024935,11034565,13922667,9981174
메가스터디교육(주),215200,2019/12,22891280,12675986,20996377,11024995
메가엠디(주),133750,2015/12,2299404,1464457,2141451,1183521
메가엠디(주),133750,2016/12,3018646,2154186,2674865,1701582
메가엠디(주),133750,2017/12,3477824,1619195,3100458,1117366
메가엠디(주),133750,2018/12,3226768,6133103,2894553,1627686
메가엠디(주),133750,2019/12,2765405,2520505,2524010,1961048
메디앙스(주),014100,2011/12,,,24612266,18880410
메디앙스(주),014100,2012/12,,,24630283,13294874
메디앙스(주),014100,2013/12,22615513,9089685,24103611,9089686
메디앙스(주),014100,2014/12,23448107,10279238,22550729,8105252
메디앙스(주),014100,2015/12,19285054,8703594,19320549,8701806
메디앙스(주),014100,2016/12,17417443,8768512,20784401,8768512
메디앙스(주),014100,2017/12,16049863,8794404,17991209,8794404
메디앙스(주),014100,2018/12,13957138,5945099,18896717,5945099
메디앙스(주),014100,2019/12,12293335,4384753,14254977,4359352
메디포스트(주),078160,2011/12,4524238,4349008,1034529,674534
메디포스트(주),078160,2012/12,4407779,5613542,1202235,469745
메디포스트(주),078160,2013/12,3739780,4341410,1415898,347014
메디포스트(주),078160,2014/12,3442773,4287607,1599984,590177
메디포스트(주),078160,2015/12,2290860,918599,2290860,918599
메디포스트(주),078160,2016/12,2455116,886913,2455116,886913
메디포스트(주),078160,2017/12,6408574,1749437,6408574,1749437
메디포스트(주),078160,2018/12,7424082,785764,7424082,785765
메디포스트(주),078160,2019/12,11378466,1313103,11370248,1313104
명문제약(주),017180,2011/12,85549007,12089803,83373367,11500419
명문제약(주),017180,2012/12,71316545,10196424,71315873,10157276
명문제약(주),017180,2013/12,74155543,8950701,74154509,8940389
명문제약(주),017180,2014/12,71320172,11056856,71307990,11043761
명문제약(주),017180,2015/12,69138267,10351444,71115522,9900999
명문제약(주),017180,2016/12,68604064,13364883,72880557,12944292
명문제약(주),017180,2017/12,73288023,14943619,73288023,14930189
명문제약(주),017180,2018/12,74869119,15481287,74713231,15265930
명문제약(주),017180,2019/12,74325262,16683341,74568843,16425652
명성티엔에스(주),257370,2018/12,5231531,4307218,3018921,4168960
명성티엔에스(주),257370,2019/12,14042523,2299086,13788349,2299086
모바일어플라이언스(주),087260,2017/12,24330560,3682573,24583297,3517052
모바일어플라이언스(주),087260,2018/12,19317165,3246818,21981880,3265975
모바일어플라이언스(주),087260,2019/12,24488597,2753665,26366264,2751311
모트렉스(주),118990,2017/12,37997649,27924090,49062752,15013393
모트렉스(주),118990,2018/12,72554928,34839320,53085184,11823972
모트렉스(주),118990,2019/12,75973576,46612828,59500868,24093587
무림에스피(주),001810,2011/12,,,39226786,6661239
무림에스피(주),001810,2012/12,42653962,11618754,33008572,6432031
무림에스피(주),001810,2013/12,39192301,9954528,30149255,4611580
무림에스피(주),001810,2014/12,36138925,10003285,25342508,4234035
무림에스피(주),001810,2015/12,32858750,10063282,23075257,4189934
무림에스피(주),001810,2016/12,34128372,10938712,23821430,4943788
무림에스피(주),001810,2017/12,32997338,13923448,23187243,6883980
무림에스피(주),001810,2018/12,29755102,12356232,21147427,6952721
무림에스피(주),001810,2019/12,21919756,4590205,21748383,4587675
무림페이퍼(주),009200,2011/12,234639492,56389227,143004747,22810997
무림페이퍼(주),009200,2012/12,147858155,32140953,35662319,2469603
무림페이퍼(주),009200,2013/12,193459846,42318781,105539717,48772117
무림페이퍼(주),009200,2014/12,200515500,47640547,106649966,15341500
무림페이퍼(주),009200,2015/12,187882097,46026300,105021989,28376250
무림페이퍼(주),009200,2016/12,177405597,43885294,81329685,13439096
무림페이퍼(주),009200,2017/12,188525476,52205800,98319553,31733482
무림페이퍼(주),009200,2018/12,207679266,58443226,106087298,40919316
무림페이퍼(주),009200,2019/12,199275080,52014089,100738649,18058662
무림피앤피(주),009580,2011/12,104090507,27415637,104090507,27415637
무림피앤피(주),009580,2012/12,106691267,29760260,106438646,29754085
무림피앤피(주),009580,2013/12,115254412,23037381,115389811,22971183
무림피앤피(주),009580,2014/12,85529355,27730115,84934249,27338774
무림피앤피(주),009580,2015/12,85199480,24597209,84885422,24364133
무림피앤피(주),009580,2016/12,87202416,25506743,86925862,25357724
무림피앤피(주),009580,2017/12,96267693,27202186,95942207,27005489
무림피앤피(주),009580,2018/12,111102124,26320097,110895288,26181309
무림피앤피(주),009580,2019/12,87938880,28037554,87704213,27892767
문배철강(주),008420,2011/12,,,44250969,7042627
문배철강(주),008420,2012/12,,,51980023,10292992
문배철강(주),008420,2013/12,,,47992072,7806639
문배철강(주),008420,2014/12,,,45139981,10585114
문배철강(주),008420,2015/12,,,36981905,9199265
문배철강(주),008420,2016/12,,,35863715,12797349
문배철강(주),008420,2017/12,,,39466758,13413551
문배철강(주),008420,2018/12,,,35025147,11676430
문배철강(주),008420,2019/12,,,32369715,13303138
미디어젠(주),279600,2019/12,2062126,915385,2062126,915385
미래나노텍(주),095500,2011/12,46342858,19769740,47903447,18220459
미래나노텍(주),095500,2012/12,62252472,31025781,58483077,25329356
미래나노텍(주),095500,2013/12,42595109,21449912,39436134,16229577
미래나노텍(주),095500,2014/12,29392482,13289286,24586504,11707135
미래나노텍(주),095500,2015/12,31847056,20194620,20134781,6076815
미래나노텍(주),095500,2016/12,34805468,20941409,19648522,9984509
미래나노텍(주),095500,2017/12,37718689,21250966,19356198,7700339
미래나노텍(주),095500,2018/12,44299998,21053462,29825393,10107295
미래나노텍(주),095500,2019/12,49101132,20579781,32025706,11774273
미래산업(주),025560,2011/12,42354139,14916014,42354139,14916014
미래산업(주),025560,2012/12,31073944,9426900,31073944,9426900
미래산업(주),025560,2013/12,32010178,12240610,32010178,12240610
미래산업(주),025560,2014/12,26184395,6172480,26184395,6172480
미래산업(주),025560,2015/12,25759101,4763057,26350772,4861885
미래산업(주),025560,2016/12,29829415,3572707,31451304,3663860
미래산업(주),025560,2017/12,12815913,5272407,15062004,5289892
미래산업(주),025560,2018/12,9947467,2278080,11961629,2115129
미래산업(주),025560,2019/12,8031241,2109654,11734503,2410328
미스터블루(주),207760,2014/12,,,,
미스터블루(주),207760,2015/12,,,2428524,9237
미스터블루(주),207760,2016/12,3703041,15149,3560228,9419
미스터블루(주),207760,2017/12,3982204,13242,3753683,8451
미스터블루(주),207760,2018/12,4433223,12768,4130537,8179
미스터블루(주),207760,2019/12,7711889,13962,3992645,8307
미원상사(주),002840,2011/12,24865285,11122870,22949028,9620919
미원상사(주),002840,2012/12,28216504,14808827,24487279,10500285
미원상사(주),002840,2013/12,35324304,17636350,22936325,10776533
미원상사(주),002840,2014/12,36129107,12686357,23876539,10064047
미원상사(주),002840,2015/12,38301969,15098660,24499325,11050115
미원상사(주),002840,2016/12,60091020,21884502,28129932,10202114
미원상사(주),002840,2017/12,55390792,24461335,33557376,12196822
미원상사(주),002840,2018/12,35174730,17488545,33502767,12800192
미원상사(주),002840,2019/12,44814695,14630284,43124255,11632674
미원스페셜티케미칼(주),268280,2017/12,,,59855103,13417174
미원스페셜티케미칼(주),268280,2018/12,,,76622174,15869383
미원스페셜티케미칼(주),268280,2019/12,68207777,18987119,68207777,18987119
미원홀딩스(주),107590,2011/12,30272241,14405312,36177621,13015218
미원홀딩스(주),107590,2012/12,35142478,12054071,42881060,11601407
미원홀딩스(주),107590,2013/12,36138498,13510904,45929215,13160630
미원홀딩스(주),107590,2014/12,35094104,11539033,48769437,11403420
미원홀딩스(주),107590,2015/12,38388868,11165441,52711641,10823041
미원홀딩스(주),107590,2016/12,40493806,14898889,54217944,14067309
미원홀딩스(주),107590,2017/12,12213827,25422927,0,0
미원홀딩스(주),107590,2018/12,15569516,45636673,0,0
미원홀딩스(주),107590,2019/12,29616153,34559835,11000,0
미원화학(주),134380,2011/12,,,15177020,7759570
미원화학(주),134380,2012/12,,,15903813,7328216
미원화학(주),134380,2013/12,,,17245464,8303420
미원화학(주),134380,2014/12,,,19853894,9161574
미원화학(주),134380,2015/12,,,16582413,1775479
미원화학(주),134380,2016/12,,,16168400,560651
미원화학(주),134380,2017/12,,,16050684,1366261
미원화학(주),134380,2018/12,,,16296129,30323
미원화학(주),134380,2019/12,,,20477662,2795330
미창석유공업(주),003650,2011/12,,,69027263,21974129
미창석유공업(주),003650,2012/12,,,67229571,22482970
미창석유공업(주),003650,2013/12,,,62051043,17917985
미창석유공업(주),003650,2014/12,,,55168971,16478532
미창석유공업(주),003650,2015/12,,,49309092,23720628
미창석유공업(주),003650,2016/12,,,50226508,24730930
미창석유공업(주),003650,2017/12,,,52476477,26516036
미창석유공업(주),003650,2018/12,,,58282467,24336981
미창석유공업(주),003650,2019/12,52770029,25660162,52770029,25660162
바디텍메드(주),206640,2014/12,,,,
바디텍메드(주),206640,2015/12,10622353,2114530,10662442,2045850
바디텍메드(주),206640,2016/12,14019688,4064694,12584921,3483609
바디텍메드(주),206640,2017/12,12538843,3489669,13087961,3259392
바디텍메드(주),206640,2018/12,15041730,1606357,15071202,2173051
바디텍메드(주),206640,2019/12,15368788,1318760,15747382,2139920
바이온(주),032980,2011/06,1325514,306288,1153050,291267
바이온(주),032980,2012/06,2239212,54779,2032129,44533
바이온(주),032980,2013/06,1296976,17111,1545012,13785
바이온(주),032980,2014/06,1971235,42554,1801993,11628
바이온(주),032980,2015/12,3947442,712011,3778470,679637
바이온(주),032980,2016/12,6364123,1160337,4603510,753541
바이온(주),032980,2017/12,6934400,850087,5242421,300364
바이온(주),032980,2018/12,15634349,4291464,9106929,1328397
바이온(주),032980,2019/12,13662890,2186908,9516132,1299550
백광산업(주),001340,2011/12,61461511,26009255,60128194,24079553
백광산업(주),001340,2012/12,,,67447484,30203851
백광산업(주),001340,2013/12,,,61881581,31141402
백광산업(주),001340,2014/12,,,56588262,18054664
백광산업(주),001340,2015/12,,,31942964,11207618
백광산업(주),001340,2016/12,,,19085011,6203276
백광산업(주),001340,2017/12,,,21590095,7129688
백광산업(주),001340,2018/12,,,21191937,7549659
백광산업(주),001340,2019/12,21069774,10983359,21205236,10983359
범양건영(주),002410,2011/12,21901901,46627143,19022768,40981342
범양건영(주),002410,2012/12,11433825,3684276,11433825,3525779
범양건영(주),002410,2013/12,,,0,3924771
범양건영(주),002410,2014/12,,,0,3849775
범양건영(주),002410,2015/12,453971,7517183,0,7384876
범양건영(주),002410,2016/12,827462,19685146,0,19370976
범양건영(주),002410,2017/12,15284585,23213947,0,22926382
범양건영(주),002410,2018/12,13777632,10571709,0,10539354
범양건영(주),002410,2019/12,21960205,14205327,0,14157363
베뉴지(주),019010,2011/12,3178108,31223990,2463441,25458949
베뉴지(주),019010,2012/12,1530000,16110281,1530000,16021993
베뉴지(주),019010,2013/12,1380210,15710040,1380210,15706701
베뉴지(주),019010,2014/12,1029953,15439986,1029953,15439412
베뉴지(주),019010,2015/12,999415,14675963,999415,14675963
베뉴지(주),019010,2016/12,1387219,14649264,1283677,14642070
베뉴지(주),019010,2017/12,1537249,14594518,1419437,14587337
베뉴지(주),019010,2018/12,1233476,11518412,1078805,11513566
베뉴지(주),019010,2019/12,941173,11064233,805538,11059554
보성파워텍(주),006910,2011/12,12547754,12810041,12832325,12793324
보성파워텍(주),006910,2012/12,20790280,25347485,21064026,25347485
보성파워텍(주),006910,2013/12,12981488,20887977,12152808,20783138
보성파워텍(주),006910,2014/12,11731627,15146015,11082321,15021756
보성파워텍(주),006910,2015/12,18927774,17367856,19126982,17276815
보성파워텍(주),006910,2016/12,23082325,16641669,23581931,16707912
보성파워텍(주),006910,2017/12,20422567,21206427,20296637,19778640
보성파워텍(주),006910,2018/12,21394494,8894475,22331238,8894475
보성파워텍(주),006910,2019/12,25268609,14759392,25268609,14759392
보해양조(주),000890,2011/12,19398876,12655114,19802930,12671336
보해양조(주),000890,2012/12,17431937,11033343,17577237,10442027
보해양조(주),000890,2013/12,16232099,10101645,16355053,9909709
보해양조(주),000890,2014/12,15380786,9297847,15672936,9048385
보해양조(주),000890,2015/12,18258626,12867238,18570263,12670916
보해양조(주),000890,2016/12,16754576,5876924,17290970,5772586
보해양조(주),000890,2017/12,30864108,5942500,31439042,5854725
보해양조(주),000890,2018/12,26601116,5161272,27159328,5104056
보해양조(주),000890,2019/12,20815779,4433106,21380052,4352109
부광약품(주),003000,2011/03,,,97324826,4610667
부광약품(주),003000,2012/12,,,56837456,5096653
부광약품(주),003000,2013/12,,,37493485,2997228
부광약품(주),003000,2014/12,36283504,2959627,36283504,2959627
부광약품(주),003000,2015/12,44432179,3413724,44482393,3413724
부광약품(주),003000,2016/12,49830002,3278507,53570750,3278507
부광약품(주),003000,2017/12,60352570,4682190,62545881,5065314
부광약품(주),003000,2018/12,87373827,4339724,87591769,4218145
부광약품(주),003000,2019/12,104437178,9890334,103103766,9138207
부국철강(주),026940,2011/12,,,49716986,23997663
부국철강(주),026940,2012/12,,,52156574,29588002
부국철강(주),026940,2013/12,,,43067073,27766422
부국철강(주),026940,2014/12,,,33892954,14610408
부국철강(주),026940,2015/12,,,29036094,9572535
부국철강(주),026940,2016/12,,,29236902,8566771
부국철강(주),026940,2017/12,,,36974669,15029990
부국철강(주),026940,2018/12,,,28383443,9653621
부국철강(주),026940,2019/12,,,27110434,7292885
부산산업(주),011390,2011/12,29185425,0,6404243,0
부산산업(주),011390,2012/12,18262569,16998049,6208765,5332321
부산산업(주),011390,2013/12,20200135,28065891,7586039,5570704
부산산업(주),011390,2014/12,24597564,27281495,6623406,4270020
부산산업(주),011390,2015/12,22454512,15079651,7347027,4717602
부산산업(주),011390,2016/12,24386638,20435485,8961702,4727862
부산산업(주),011390,2017/12,29032214,20577851,8826762,5402803
부산산업(주),011390,2018/12,28757836,18964009,7813715,4953775
부산산업(주),011390,2019/12,35013917,14379218,4612241,2853620
부산주공(주),005030,2011/12,,,46535664,34952073
부산주공(주),005030,2012/12,,,47329311,28695230
부산주공(주),005030,2013/12,,,51004889,30899291
부산주공(주),005030,2014/12,,,49836577,31996962
부산주공(주),005030,2015/12,,,40308377,33252712
부산주공(주),005030,2016/12,,,33326897,42393987
부산주공(주),005030,2017/12,,,28983388,47180889
부산주공(주),005030,2018/12,,,39885238,50146652
부산주공(주),005030,2019/12,,,29262029,42053825
브릿지바이오테라퓨틱스(주),288330,2019/12,0,0,0,0
비디아이(주),148140,2017/12,56920075,13741565,56920075,13741565
비디아이(주),148140,2018/12,99132938,54476102,99132938,54476102
비디아이(주),148140,2019/12,72888115,27032065,72888115,27032065
비에이치아이(주),083650,2011/12,58169589,0,58101499,0
비에이치아이(주),083650,2012/12,158436748,74372732,155286795,71787341
비에이치아이(주),083650,2013/12,70123906,65144012,69053576,64506964
비에이치아이(주),083650,2014/12,88977157,71751064,88466165,71006134
비에이치아이(주),083650,2015/12,58293270,38008907,57614472,37607048
비에이치아이(주),083650,2016/12,49644007,40257109,49573385,39736803
비에이치아이(주),083650,2017/12,46010919,39450809,45218766,39450495
비에이치아이(주),083650,2018/12,15044222,21486325,14626023,21185878
비에이치아이(주),083650,2019/12,21105980,26907702,20663586,26907702
비케이탑스(주),030790,2011/12,,,12643133,21707236
비케이탑스(주),030790,2012/12,83574722,92553762,83213106,91939972
비케이탑스(주),030790,2013/12,26191904,89940494,24477075,80633972
비케이탑스(주),030790,2014/12,0,15619311,0,6416946
비케이탑스(주),030790,2015/12,0,15495329,0,5935427
비케이탑스(주),030790,2016/12,0,13087139,0,4380019
비케이탑스(주),030790,2017/12,5082191,3688499,4493496,3645047
비케이탑스(주),030790,2018/12,10958193,5115571,10958193,5115571
비케이탑스(주),030790,2019/12,,,6075040,3152113
비플라이소프트(주),148780,2016/12,,,,
비플라이소프트(주),148780,2017/12,3433603,642517,3433603,642517
비플라이소프트(주),148780,2018/12,2440792,536472,2440792,536472
비플라이소프트(주),148780,2019/12,2147880,1936823,1070496,1214687
빛샘전자(주),072950,2012/12,,,6323854,2201715
빛샘전자(주),072950,2013/12,,,6936570,2626596
빛샘전자(주),072950,2014/12,11133693,4118523,5638002,2290369
빛샘전자(주),072950,2015/12,15431889,6292175,5479211,2733752
빛샘전자(주),072950,2016/12,12658212,5283685,4896653,2471337
빛샘전자(주),072950,2017/12,11902762,4891048,4677468,2379708
빛샘전자(주),072950,2018/12,10717046,3797474,5483709,2360249
빛샘전자(주),072950,2019/12,8080344,3701234,3364009,1825353
사조동아원(주),008040,2011/12,0,0,0,0
사조동아원(주),008040,2012/12,125080554,36389880,119790693,27353291
사조동아원(주),008040,2013/12,118754396,26747058,109666112,16564614
사조동아원(주),008040,2014/12,112741851,34455494,101858779,24572567
사조동아원(주),008040,2015/12,110735766,30505964,112652321,26731785
사조동아원(주),008040,2016/12,96810495,23644996,103091961,21726450
사조동아원(주),008040,2017/12,74126393,16578866,79467106,15845844
사조동아원(주),008040,2018/12,58188587,16288876,66241365,16104952
사조동아원(주),008040,2019/12,55016827,16961379,58771779,16897299
사조산업(주),007160,2011/12,79151646,0,25646421,11204086
사조산업(주),007160,2012/12,80711761,0,25837859,10144158
사조산업(주),007160,2013/12,123905618,84513783,24323333,7329010
사조산업(주),007160,2014/12,91578453,51731606,32338031,10409160
사조산업(주),007160,2015/12,43177593,13831335,28650355,8725210
사조산업(주),007160,2016/12,58401733,20588462,40123118,11154245
사조산업(주),007160,2017/12,59281594,26815703,40383902,14190654
사조산업(주),007160,2018/12,46163035,0,27898979,0
사조산업(주),007160,2019/12,56408782,0,37599820,0
사조씨푸드(주),014710,2012/12,11489625,5788311,11489625,5788311
사조씨푸드(주),014710,2013/12,13802329,4053437,13802329,4053437
사조씨푸드(주),014710,2014/12,12766215,6812012,12766215,6812012
사조씨푸드(주),014710,2015/12,13166479,4179739,13166479,4179739
사조씨푸드(주),014710,2016/12,,,16772945,7407769
사조씨푸드(주),014710,2017/12,,,21348613,13815531
사조씨푸드(주),014710,2018/12,,,16981780,19339291
사조씨푸드(주),014710,2019/12,,,16904666,18586402
삼강엠앤티(주),100090,2011/12,,,27691536,16575722
삼강엠앤티(주),100090,2012/12,,,34221766,22587125
삼강엠앤티(주),100090,2013/12,,,26560366,21654070
삼강엠앤티(주),100090,2014/12,,,20166179,20481556
삼강엠앤티(주),100090,2015/12,,,44865847,31397248
삼강엠앤티(주),100090,2016/12,,,22293375,15926097
삼강엠앤티(주),100090,2017/12,31151654,18597047,30068690,17770296
삼강엠앤티(주),100090,2018/12,16665262,25483642,13977543,21478461
삼강엠앤티(주),100090,2019/12,31768910,73239430,25687822,55592222
삼륭물산(주),014970,2011/12,10514010,1149204,10514010,1151180
삼륭물산(주),014970,2012/12,17496861,5259425,8496444,1619463
삼륭물산(주),014970,2013/12,14264084,5189585,6340572,1205479
삼륭물산(주),014970,2014/12,14617493,3399574,6371589,720180
삼륭물산(주),014970,2015/12,15721230,4905574,6965443,1345016
삼륭물산(주),014970,2016/12,16664174,5830747,7160141,956529
삼륭물산(주),014970,2017/12,14057577,4647252,6619812,2276843
삼륭물산(주),014970,2018/12,12210976,3188368,5779615,518559
삼륭물산(주),014970,2019/12,10989461,4305439,5357352,1724240
삼목에스폼(주),018310,2011/12,,,39972557,10091540
삼목에스폼(주),018310,2012/12,,,44840729,14619111
삼목에스폼(주),018310,2013/12,,,41012115,19837294
삼목에스폼(주),018310,2014/12,,,43051050,21968643
삼목에스폼(주),018310,2015/12,,,40717168,20188100
삼목에스폼(주),018310,2016/12,,,34931164,24882653
삼목에스폼(주),018310,2017/12,,,24954446,19518832
삼목에스폼(주),018310,2018/12,,,9835974,7221968
삼목에스폼(주),018310,2019/12,,,18460761,6477644
삼보모터스(주),053700,2011/12,25728310,23239419,25614383,22998905
삼보모터스(주),053700,2012/12,25889968,24232314,27863537,23679197
삼보모터스(주),053700,2013/12,84943057,94885767,30904806,28269603
삼보모터스(주),053700,2014/12,111925386,103542292,43304814,29241517
삼보모터스(주),053700,2015/12,92235388,112717476,41847206,32977507
삼보모터스(주),053700,2016/12,101332332,122068291,49864101,33955238
삼보모터스(주),053700,2017/12,106673139,118064671,45785948,31364720
삼보모터스(주),053700,2018/12,113268150,130632597,47027267,32396845
삼보모터스(주),053700,2019/12,109529223,122453877,61385272,37413657
삼보산업(주),009620,2011/12,,,60002999,16199043
삼보산업(주),009620,2012/12,,,55887115,7692111
삼보산업(주),009620,2013/12,51886827,11211303,43286469,10110699
삼보산업(주),009620,2014/12,85408227,8546061,74159044,7590992
삼보산업(주),009620,2015/12,71035055,6299057,60083996,5433847
삼보산업(주),009620,2016/12,74431573,21653379,62135839,13130106
삼보산업(주),009620,2017/12,64420163,18843595,54544260,15359568
삼보산업(주),009620,2018/12,66289350,21676340,59792616,19627138
삼보산업(주),009620,2019/12,69398815,22022309,59772090,17017170
삼부토건(주),001470,2011/12,145009502,163682680,213207755,152214742
삼부토건(주),001470,2012/12,121420142,149444604,199883710,142243475
삼부토건(주),001470,2013/12,130328531,134115322,211465424,127497692
삼부토건(주),001470,2014/12,147923042,146325099,229575212,139864164
삼부토건(주),001470,2015/12,2690769,134883182,2690769,121930619
삼부토건(주),001470,2016/12,42430001,43052489,42430001,43052489
삼부토건(주),001470,2017/12,32177453,31550489,32749395,31550488
삼부토건(주),001470,2018/12,24635232,25396760,24624940,25396760
삼부토건(주),001470,2019/12,25224481,32810352,25214190,32810352
삼성SDI(주),006400,2011/12,798000976,379651306,943187596,360729314
삼성SDI(주),006400,2012/12,676212458,361549375,855129327,301640856
삼성SDI(주),006400,2013/12,608674909,296285301,601210287,226646693
삼성SDI(주),006400,2014/12,842121084,385429907,894934376,343531417
삼성SDI(주),006400,2015/12,922975851,378105662,862583471,315541366
삼성SDI(주),006400,2016/12,780541665,341755706,735029660,281092341
삼성SDI(주),006400,2017/12,997395074,461279987,1118809434,358738211
삼성SDI(주),006400,2018/12,1498186175,638586622,1916650854,454514414
삼성SDI(주),006400,2019/12,1821711197,611583693,1793328166,531455996
삼성공조(주),006660,2011/12,28370844,46965168,20866905,35103792
삼성공조(주),006660,2012/12,23705392,30904739,17502440,21578605
삼성공조(주),006660,2013/12,20927993,33382237,15993716,23778570
삼성공조(주),006660,2014/12,19450034,32367639,14177523,24002494
삼성공조(주),006660,2015/12,16700545,30182597,11333685,21514915
삼성공조(주),006660,2016/12,17615921,34952212,12572873,26741076
삼성공조(주),006660,2017/12,16296602,35478803,12314039,29781045
삼성공조(주),006660,2018/12,13379324,26705885,10377910,23782369
삼성공조(주),006660,2019/12,10509824,23207365,8474772,21077854
삼성물산(주),028260,2014/12,914931949,267921135,717144537,167189847
삼성물산(주),028260,2015/12,4143709354,1738438473,3392920389,1359891555
삼성물산(주),028260,2016/12,4053873844,1823809669,3476924503,1374742666
삼성물산(주),028260,2017/12,3929604819,1785617350,3399330514,1232344860
삼성물산(주),028260,2018/12,4253541000,1685644633,3425751000,1124029319
삼성물산(주),028260,2019/12,4561876000,1558088614,3591926000,964096218
삼성바이오로직스(주),207940,2016/12,,,66461789,1521209
삼성바이오로직스(주),207940,2017/12,,,18518786,14479382
삼성바이오로직스(주),207940,2018/12,,,112555870,1165581
삼성바이오로직스(주),207940,2019/12,,,181123111,12289708
