회사명,거래소코드,회계년도,당기재고자산(IFRS연결),전기재고자산(IFRS연결),당기재고자산(IFRS개별),전기재고자산(IFRS개별)
(주)나노신소재,121600,Dec-18,39994521,39994521,39994521,39994521
(주)나노신소재,121600,Dec-19,37755144,37755144,37755144,37755144
(주)나노엔텍,39860,Dec-11,3783762,3783762,3772253,3772253
(주)나노엔텍,39860,Dec-12,4708962,4708962,4579595,4579595
(주)나노엔텍,39860,Dec-13,4879289,4879289,4495255,4495255
(주)나노엔텍,39860,Dec-14,5547893,5547893,4361249,4361249
(주)나노엔텍,39860,Dec-15,5775124,5775124,3373488,3373488
(주)나노엔텍,39860,Dec-16,6556793,6556793,5387906,5387906
(주)나노엔텍,39860,Dec-17,5903314,5903314,5736380,5736380
(주)나노엔텍,39860,Dec-18,6277557,6277557,5679161,5679161
(주)나노엔텍,39860,Dec-19,6865258,6865258,5753842,5753842
(주)나무가,190510,Dec-15,34456731,34456731,1531151,1531151
(주)나무가,190510,Dec-16,26925230,26925230,931885,931885
(주)나무가,190510,Dec-17,26473649,26473649,284743,284743
(주)나무가,190510,Dec-18,10307124,10307124,209426,209426
(주)나무가,190510,Dec-19,40166469,40166469,8877165,8877165
(주)나스미디어,89600,Dec-13,,,0,0
(주)나스미디어,89600,Dec-14,,,0,0
(주)나스미디어,89600,Dec-15,,0,0,0
(주)나스미디어,89600,Dec-16,0,0,0,0
(주)나스미디어,89600,Dec-17,0,0,0,0
(주)나스미디어,89600,Dec-18,0,0,0,0
(주)나스미디어,89600,Dec-19,0,0,0,0
(주)나이벡,138610,Dec-11,,,643088,643088
(주)나이벡,138610,Dec-12,,,609893,609893
(주)나이벡,138610,Dec-13,,,956968,956968
(주)나이벡,138610,Dec-14,,,954087,954087
(주)나이벡,138610,Dec-15,,,1235586,1235586
(주)나이벡,138610,Dec-16,,,1729827,1729827
(주)나이벡,138610,Dec-17,,,2410746,2410746
(주)나이벡,138610,Dec-18,,,2543370,2543370
(주)나이벡,138610,Dec-19,,,3456755,3456755
(주)나이스디앤비,130580,Dec-11,,,0,0
(주)나이스디앤비,130580,Dec-12,,,0,0
(주)나이스디앤비,130580,Dec-13,,,0,0
(주)나이스디앤비,130580,Dec-14,,0,0,0
(주)나이스디앤비,130580,Dec-15,7672,7672,0,0
(주)나이스디앤비,130580,Dec-16,1540,1540,0,0
(주)나이스디앤비,130580,Dec-17,2397,2397,0,0
(주)나이스디앤비,130580,Dec-18,1426,1426,0,0
(주)나이스디앤비,130580,Dec-19,1426,1426,0,0
(주)나이스홀딩스,34310,Dec-11,1694751,1694751,0,0
(주)나이스홀딩스,34310,Dec-12,2269950,7149484,0,0
(주)나이스홀딩스,34310,Dec-13,6825374,6825374,0,0
(주)나이스홀딩스,34310,Dec-14,33160441,33160441,0,0
(주)나이스홀딩스,34310,Dec-15,45655382,45655382,0,0
(주)나이스홀딩스,34310,Dec-16,51029234,51029234,0,0
(주)나이스홀딩스,34310,Dec-17,65662108,65662108,0,0
(주)나이스홀딩스,34310,Dec-18,99030907,99030907,0,0
(주)나이스홀딩스,34310,Dec-19,81845667,81845667,0,0
(주)나인테크,267320,Dec-17,,,,
(주)나인테크,267320,Dec-18,,,,
(주)나인테크,267320,Dec-19,,,,
(주)남선알미늄,8350,Dec-11,22590739,,22590739,22590739
(주)남선알미늄,8350,Dec-12,,,17668291,17668291
(주)남선알미늄,8350,Dec-13,,,18214824,18214824
(주)남선알미늄,8350,Dec-14,,,21400097,21400097
(주)남선알미늄,8350,Dec-15,,,46255223,46255223
(주)남선알미늄,8350,Dec-16,,,42702810,42702810
(주)남선알미늄,8350,Dec-17,,24433168,24433168,24433168
(주)남선알미늄,8350,Dec-18,16883921,16883921,16883921,16883921
(주)남선알미늄,8350,Dec-19,16737678,16737678,16737678,16737678
(주)남성,4270,Dec-11,23448585,23448585,190298,190298
(주)남성,4270,Dec-12,20882229,20882229,143394,143394
(주)남성,4270,Dec-13,17409498,17409498,160475,160475
(주)남성,4270,Dec-14,21920909,21920909,220342,220342
(주)남성,4270,Dec-15,24875363,24875363,347163,347163
(주)남성,4270,Dec-16,29452745,29452745,311378,311378
(주)남성,4270,Dec-17,29040810,29040810,331980,331980
(주)남성,4270,Dec-18,27135875,27135875,445596,445596
(주)남성,4270,Dec-19,31945482,31945482,226185,226185
(주)내츄럴엔도텍,168330,Dec-13,,,4378662,4378662
(주)내츄럴엔도텍,168330,Dec-14,,10925603,10925603,10925603
(주)내츄럴엔도텍,168330,Dec-15,5521299,5521299,5521299,5521299
(주)내츄럴엔도텍,168330,Dec-16,6377994,6377994,6377994,6377994
(주)내츄럴엔도텍,168330,Dec-17,9523786,9523786,9345986,9345986
(주)내츄럴엔도텍,168330,Dec-18,5352584,5352584,4988582,4988582
(주)내츄럴엔도텍,168330,Dec-19,2508137,2508137,2262110,2262110
(주)네오리진,94860,Dec-11,8412741,,4613238,8412741
(주)네오리진,94860,Dec-12,,,4725952,4725952
(주)네오리진,94860,Dec-13,,,4317225,4317225
(주)네오리진,94860,Dec-14,,,1951288,1951288
(주)네오리진,94860,Dec-15,,,1394665,1394665
(주)네오리진,94860,Dec-16,,838906,838906,838906
(주)네오리진,94860,Dec-17,1145684,,865579,1145684
(주)네오리진,94860,Dec-18,,,1173618,1173618
(주)네오리진,94860,Dec-19,,,595205,595205
(주)네오셈,253590,Dec-18,,,,
(주)네오셈,253590,Dec-19,4876962,4876962,4385704,4385704
(주)네오오토,212560,Dec-15,,,5183624,5183624
(주)네오오토,212560,Dec-16,,,6729152,6729152
(주)네오오토,212560,Dec-17,,,7812998,7812998
(주)네오오토,212560,Dec-18,,,8121878,8121878
(주)네오오토,212560,Dec-19,,,7791137,7791137
(주)네오위즈,95660,Dec-11,451515,451515,0,0
(주)네오위즈,95660,Dec-12,58859,58859,0,0
(주)네오위즈,95660,Dec-13,295585,295585,0,0
(주)네오위즈,95660,Dec-14,253894,253894,0,0
(주)네오위즈,95660,Dec-15,8231,8231,0,0
(주)네오위즈,95660,Dec-16,5127,5127,0,0
(주)네오위즈,95660,Dec-17,10523,10523,0,0
(주)네오위즈,95660,Dec-18,14492,14492,0,0
(주)네오위즈,95660,Dec-19,23381,23381,10708,10708
(주)네오위즈홀딩스,42420,Dec-11,544399,544399,61406,61406
(주)네오위즈홀딩스,42420,Dec-12,397844,397844,89009,89009
(주)네오위즈홀딩스,42420,Dec-13,414118,414118,83004,83004
(주)네오위즈홀딩스,42420,Dec-14,330905,330905,68145,68145
(주)네오위즈홀딩스,42420,Dec-15,81897,81897,65469,65469
(주)네오위즈홀딩스,42420,Dec-16,60218,60218,54969,54969
(주)네오위즈홀딩스,42420,Dec-17,64564,64564,52810,52810
(주)네오위즈홀딩스,42420,Dec-18,72074,72074,51870,51870
(주)네오위즈홀딩스,42420,Dec-19,69190,69190,45809,45809
(주)네오크레마,311390,Dec-19,7195911,7195911,6232997,6232997
(주)네오티스,85910,Dec-11,,,3203537,3203537
(주)네오티스,85910,Dec-12,,3922391,3922391,3922391
(주)네오티스,85910,Dec-13,3752685,3752685,3379172,3379172
(주)네오티스,85910,Dec-14,4258042,4258042,3626187,3626187
(주)네오티스,85910,Dec-15,4588946,4588946,4058755,4058755
(주)네오티스,85910,Dec-16,5041740,5041740,4299678,4299678
(주)네오티스,85910,Dec-17,4541748,4541748,3779620,3779620
(주)네오티스,85910,Dec-18,6245683,6245683,5315220,5315220
(주)네오티스,85910,Dec-19,5267828,5267828,4706137,4706137
(주)네오팜,92730,Dec-11,,,1506742,1506742
(주)네오팜,92730,Dec-12,,,2125351,2125351
(주)네오팜,92730,Dec-13,,,2605413,2605413
(주)네오팜,92730,Dec-14,,,2847033,2847033
(주)네오팜,92730,Dec-15,,4245175,4245175,4245175
(주)네오팜,92730,Dec-16,4156603,4156603,3972131,3972131
(주)네오팜,92730,Dec-17,4843618,4843618,4777494,4777494
(주)네오팜,92730,Dec-18,6844171,6844171,6625564,6625564
(주)네오팜,92730,Dec-19,5840464,5840464,5199580,5199580
(주)네오펙트,290660,Dec-18,2210544,2210544,1104076,1104076
(주)네오펙트,290660,Dec-19,2741235,2741235,939074,939074
(주)네온테크,306620,Dec-18,,,,
(주)네온테크,306620,Dec-19,,,,
(주)네이블커뮤니케이션즈,153460,Dec-12,,,87839,87839
(주)네이블커뮤니케이션즈,153460,Dec-13,,1106727,1106727,1106727
(주)네이블커뮤니케이션즈,153460,Dec-14,667242,,667242,667242
(주)네이블커뮤니케이션즈,153460,Dec-15,,,94154,94154
(주)네이블커뮤니케이션즈,153460,Dec-16,,,642128,642128
(주)네이블커뮤니케이션즈,153460,Dec-17,,,1409660,1409660
(주)네이블커뮤니케이션즈,153460,Dec-18,,,621850,621850
(주)네이블커뮤니케이션즈,153460,Dec-19,,,76250,76250
(주)네이처셀,7390,Dec-11,,,6248126,6248126
(주)네이처셀,7390,Dec-12,,,6023763,6023763
(주)네이처셀,7390,Dec-13,,,4829731,4829731
(주)네이처셀,7390,Dec-14,,,4516689,4516689
(주)네이처셀,7390,Dec-15,,,4408145,4408145
(주)네이처셀,7390,Dec-16,,,5660744,5660744
(주)네이처셀,7390,Dec-17,,,4724717,4724717
(주)네이처셀,7390,Dec-18,,,3203956,3203956
(주)네이처셀,7390,Dec-19,,,3138708,3138708
(주)네패스,33640,Dec-11,17673601,17673601,12414952,12414952
(주)네패스,33640,Dec-12,19757411,24013594,16536155,16536155
(주)네패스,33640,Dec-13,25082399,25082399,11564614,11564614
(주)네패스,33640,Dec-14,16015638,16015638,10184487,10184487
(주)네패스,33640,Dec-15,14938559,14938559,10388643,10388643
(주)네패스,33640,Dec-16,9341156,9341156,7171671,7171671
(주)네패스,33640,Dec-17,8960470,8960470,6983022,6983022
(주)네패스,33640,Dec-18,7513570,7513570,7098710,7098710
(주)네패스,33640,Dec-19,15171237,15171237,12801688,12801688
(주)넥센,5720,Dec-11,38906089,38906089,25204411,25204411
(주)넥센,5720,Dec-12,34756760,34756760,21302660,21302660
(주)넥센,5720,Dec-13,33740637,33740637,21064655,21064655
(주)넥센,5720,Dec-14,25716177,25716177,16133618,16133618
(주)넥센,5720,Dec-15,23112963,23112963,14963832,14963832
(주)넥센,5720,Dec-16,23785757,23785757,15642526,15642526
(주)넥센,5720,Dec-17,24690619,24690619,16120626,16120626
(주)넥센,5720,Dec-18,333069045,333069045,18686910,18686910
(주)넥센,5720,Dec-19,408595106,408595106,15151770,15151770
(주)넥스턴바이오사이언스,89140,Dec-11,,,6279887,6279887
(주)넥스턴바이오사이언스,89140,Dec-12,,,9267239,9267239
(주)넥스턴바이오사이언스,89140,Dec-13,,,7313031,7313031
(주)넥스턴바이오사이언스,89140,Dec-14,,,7941014,7941014
(주)넥스턴바이오사이언스,89140,Dec-15,,,7690838,7690838
(주)넥스턴바이오사이언스,89140,Dec-16,,,7156008,7156008
(주)넥스턴바이오사이언스,89140,Dec-17,,,5647335,5647335
(주)넥스턴바이오사이언스,89140,Dec-18,,,18670050,18670050
(주)넥스턴바이오사이언스,89140,Dec-19,,,8215584,8215584
(주)넥스트아이,137940,Dec-11,,1873175,1873175,1873175
(주)넥스트아이,137940,Dec-12,1729562,1729562,1642330,1642330
(주)넥스트아이,137940,Dec-13,482797,482797,395419,395419
(주)넥스트아이,137940,Dec-14,427428,427428,421318,421318
(주)넥스트아이,137940,Dec-15,972583,972583,944836,944836
(주)넥스트아이,137940,Dec-16,1964597,1964597,1472660,1472660
(주)넥스트아이,137940,Dec-17,5551046,5551046,1185309,1185309
(주)넥스트아이,137940,Dec-18,7582942,7582942,1276727,1276727
(주)넥스트아이,137940,Dec-19,3620806,3620806,1016921,1016921
(주)넥스트엔터테인먼트월드,160550,Dec-14,0,0,0,0
(주)넥스트엔터테인먼트월드,160550,Dec-15,0,0,0,0
(주)넥스트엔터테인먼트월드,160550,Dec-16,0,0,0,0
(주)넥스트엔터테인먼트월드,160550,Dec-17,66103,66103,18140,18140
(주)넥스트엔터테인먼트월드,160550,Dec-18,200059,200059,48717,48717
(주)넥스트엔터테인먼트월드,160550,Dec-19,512829,512829,44401,44401
(주)넥슨게임즈,225570,Dec-15,,,,
(주)넥슨게임즈,225570,Dec-16,,,,
(주)넥슨게임즈,225570,Dec-17,,,0,0
(주)넥슨게임즈,225570,Dec-18,,,0,0
(주)넥슨게임즈,225570,Dec-19,,,0,0
(주)넵튠,217270,Dec-15,,,,
(주)넵튠,217270,Dec-16,0,0,0,0
(주)넵튠,217270,Dec-17,1974,1974,0,0
(주)넵튠,217270,Dec-18,854,854,0,0
(주)넵튠,217270,Dec-19,646,646,0,0
(주)노랑풍선,104620,Dec-19,1096847,1096847,1096847,1096847
(주)노루페인트,90350,Dec-11,46568604,46568604,40762193,40762193
(주)노루페인트,90350,Dec-12,53201534,53201534,47012195,47012195
(주)노루페인트,90350,Dec-13,53294151,53294151,44426879,44426879
(주)노루페인트,90350,Dec-14,52303959,52303959,44316529,44316529
(주)노루페인트,90350,Dec-15,58441580,58441580,49888793,49888793
(주)노루페인트,90350,Dec-16,49063932,49063932,40522642,40522642
(주)노루페인트,90350,Dec-17,57148635,57148635,44158208,44158208
(주)노루페인트,90350,Dec-18,60365063,60365063,45543899,45543899
(주)노루페인트,90350,Dec-19,69994145,69994145,54036195,54036195
(주)노루홀딩스,320,Dec-11,72502529,72502529,0,0
(주)노루홀딩스,320,Dec-12,79669333,,0,0
(주)노루홀딩스,320,Dec-13,79768551,79768551,0,0
(주)노루홀딩스,320,Dec-14,79697798,79697798,0,0
(주)노루홀딩스,320,Dec-15,87006244,87006244,0,0
(주)노루홀딩스,320,Dec-16,77058659,77058659,0,0
(주)노루홀딩스,320,Dec-17,80975312,80975312,0,0
(주)노루홀딩스,320,Dec-18,85182895,85182895,0,0
(주)노루홀딩스,320,Dec-19,96523789,96523789,0,0
(주)노바렉스,194700,Dec-18,13209993,13209993,13196383,13196383
(주)노바렉스,194700,Dec-19,25579645,25579645,25598232,25598232
(주)노바텍,285490,Dec-18,1532552,1532552,1445385,1445385
(주)노바텍,285490,Dec-19,2795193,2795193,1851909,1851909
(주)노블엠앤비,106520,Dec-12,3347412,3347412,3347412,3347412
(주)노블엠앤비,106520,Dec-13,10581806,10581806,10581806,10581806
(주)노블엠앤비,106520,Dec-14,8776940,8776940,8776940,8776940
(주)노블엠앤비,106520,Dec-15,11644177,11644177,9163563,9163563
(주)노블엠앤비,106520,Dec-16,9553098,9553098,7771135,7771135
(주)노블엠앤비,106520,Dec-17,9921412,9921412,7560899,7560899
(주)노블엠앤비,106520,Dec-18,9132612,9132612,5537991,5537991
(주)노블엠앤비,106520,Dec-19,13471018,13486085,12249776,12249776
(주)노터스,278650,Dec-19,1097559,1097559,238343,238343
(주)녹십자,6280,Dec-11,198108742,198108742,184001383,184001383
(주)녹십자,6280,Dec-12,210726656,,197114313,197114313
(주)녹십자,6280,Dec-13,250016324,250016324,234554976,234554976
(주)녹십자,6280,Dec-14,298396344,298396344,279718487,279718487
(주)녹십자,6280,Dec-15,324730944,324730944,302826358,302826358
(주)녹십자,6280,Dec-16,320752651,320752651,302383202,302383202
(주)녹십자,6280,Dec-17,381267192,381267192,360952862,360952862
(주)녹십자,6280,Dec-18,386925117,386925117,364150880,364150880
(주)녹십자,6280,Dec-19,406556726,406556726,382240182,382240182
(주)녹십자엠에스,142280,Dec-14,,13280117,13280117,13280117
(주)녹십자엠에스,142280,Dec-15,18502323,18502323,16226976,16226976
(주)녹십자엠에스,142280,Dec-16,13948693,13948693,12529200,12529200
(주)녹십자엠에스,142280,Dec-17,13467906,13467906,11278442,11278442
(주)녹십자엠에스,142280,Dec-18,12043183,12043183,9736281,9736281
(주)녹십자엠에스,142280,Dec-19,11576688,11576688,9183191,9183191
(주)녹십자웰빙,234690,Dec-19,,,11190534,10386332
(주)녹십자홀딩스,5250,Dec-11,209574053,209574053,0,0
(주)녹십자홀딩스,5250,Dec-12,222646639,,0,0
(주)녹십자홀딩스,5250,Dec-13,279214609,279214609,0,0
(주)녹십자홀딩스,5250,Dec-14,428148098,428148098,105713850,105713850
(주)녹십자홀딩스,5250,Dec-15,523637729,523637729,162651756,162651756
(주)녹십자홀딩스,5250,Dec-16,487815352,487815352,123288280,123288280
(주)녹십자홀딩스,5250,Dec-17,496476840,496476840,67384538,67384538
(주)녹십자홀딩스,5250,Dec-18,431503780,431503780,584771,584771
(주)녹십자홀딩스,5250,Dec-19,453774182,453774182,0,0
(주)녹원씨엔아이,65560,Dec-11,638573,638573,571828,571828
(주)녹원씨엔아이,65560,Dec-12,299760,299760,141921,141921
(주)녹원씨엔아이,65560,Dec-13,260494,260494,260494,260494
(주)녹원씨엔아이,65560,Dec-14,1945996,1945996,307961,307961
(주)녹원씨엔아이,65560,Dec-15,742457,742457,520321,520321
(주)녹원씨엔아이,65560,Dec-16,349704,349704,349704,349704
(주)녹원씨엔아이,65560,Dec-17,4270748,4270748,121005,121005
(주)녹원씨엔아이,65560,Dec-18,7092811,7092811,3751906,3751906
(주)녹원씨엔아이,65560,Dec-19,7370506,7370506,3210215,3210215
(주)농심,4370,Dec-11,154131635,154131635,128537180,128537180
(주)농심,4370,Dec-12,149764368,,120837215,120837215
(주)농심,4370,Dec-13,157192300,157192300,129420832,129420832
(주)농심,4370,Dec-14,173038909,173038909,139018681,139018681
(주)농심,4370,Dec-15,172989713,172989713,133903924,133903924
(주)농심,4370,Dec-16,169177643,169177643,124482725,124482725
(주)농심,4370,Dec-17,172014293,172014293,124994176,124994176
(주)농심,4370,Dec-18,202442162,202442162,148760156,148760156
(주)농심,4370,Dec-19,208388986,208388986,148859665,148859665
(주)농심홀딩스,72710,Dec-11,34736525,34736525,0,0
(주)농심홀딩스,72710,Dec-12,32802888,32802888,0,0
(주)농심홀딩스,72710,Dec-13,44617851,44617851,0,0
(주)농심홀딩스,72710,Dec-14,52644640,52644640,0,0
(주)농심홀딩스,72710,Dec-15,52377550,52377550,0,0
(주)농심홀딩스,72710,Dec-16,55075518,55075518,0,0
(주)농심홀딩스,72710,Dec-17,53300875,53300875,0,0
(주)농심홀딩스,72710,Dec-18,67802831,67802831,0,0
(주)농심홀딩스,72710,Dec-19,73634436,73634436,0,0
(주)누리플랜,69140,Dec-11,3001751,3001751,3001751,3001751
(주)누리플랜,69140,Dec-12,3305212,3305212,3305212,3305212
(주)누리플랜,69140,Dec-13,1714323,,1714323,1714323
(주)누리플랜,69140,Dec-14,,,1337252,1337252
(주)누리플랜,69140,Dec-15,,,1432409,1432409
(주)누리플랜,69140,Dec-16,,1186661,1186661,1186661
(주)누리플랜,69140,Dec-17,705650,705650,686545,686545
(주)누리플랜,69140,Dec-18,2136418,2136418,326383,326383
(주)누리플랜,69140,Dec-19,17805308,17805308,385355,385355
(주)누리플렉스,40160,Dec-11,6156301,6156301,3177194,3177194
(주)누리플렉스,40160,Dec-12,9688392,9688392,5589062,5589062
(주)누리플렉스,40160,Dec-13,1367057,1367057,917116,917116
(주)누리플렉스,40160,Dec-14,2638283,2638283,1753597,1753597
(주)누리플렉스,40160,Dec-15,4160587,4160587,3887750,3887750
(주)누리플렉스,40160,Dec-16,3553611,3553611,3327665,3327665
(주)누리플렉스,40160,Dec-17,25163005,25163005,20757856,20757856
(주)누리플렉스,40160,Dec-18,29010150,29010150,23926940,23926940
(주)누리플렉스,40160,Dec-19,21380468,21380468,17229455,17229455
(주)누보,332290,Dec-19,,,,
(주)뉴로스,126870,Dec-12,8391328,8391328,8121973,8121973
(주)뉴로스,126870,Dec-13,10847451,10847451,9322230,9322230
(주)뉴로스,126870,Dec-14,16888327,16888327,14644864,14644864
(주)뉴로스,126870,Dec-15,20660849,20660849,18130438,18130438
(주)뉴로스,126870,Dec-16,19162934,19162934,16217634,16217634
(주)뉴로스,126870,Dec-17,20023285,20023285,16584374,16584374
(주)뉴로스,126870,Dec-18,26656998,26656998,20352590,20352590
(주)뉴로스,126870,Dec-19,24064960,24064960,17488056,17488056
(주)뉴보텍,60260,Dec-11,,,2626686,2626686
(주)뉴보텍,60260,Dec-12,,,2848340,2848340
(주)뉴보텍,60260,Dec-13,,,2795048,2795048
(주)뉴보텍,60260,Dec-14,,,4321005,4321005
(주)뉴보텍,60260,Dec-15,,,3137954,3137954
(주)뉴보텍,60260,Dec-16,,,2846116,2846116
(주)뉴보텍,60260,Dec-17,,,2455661,2455661
(주)뉴보텍,60260,Dec-18,,,3234436,3234436
(주)뉴보텍,60260,Dec-19,,3903147,3903147,3903147
(주)뉴인텍,12340,Dec-11,16715102,16715102,6855069,6855069
(주)뉴인텍,12340,Dec-12,12260109,12260109,6074975,6074975
