회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)국보디자인,066620,2012/12,15836189,-7157603,1209544,15200794,-7894541,1209544
(주)국보디자인,066620,2013/12,18002150,-25637094,1871372,20298063,-24803246,1871372
(주)국보디자인,066620,2014/12,14386136,-8765083,-5096372,13115955,-10641719,-5096372
(주)국보디자인,066620,2015/12,5593211,-5527725,6000,12342482,-9937234,6000
(주)국보디자인,066620,2016/12,16198340,-5351274,-7555049,12706335,-3570086,-7555049
(주)국보디자인,066620,2017/12,19976906,-3705288,-1825983,17688040,-1877183,-1825983
(주)국보디자인,066620,2018/12,198822,-6824210,-4401892,2672078,-8679349,-4487473
(주)국보디자인,066620,2019/12,5796396,-9008695,-2891314,5879030,-3573627,-2910115
(주)국순당,043650,2011/12,7229199,-10565958,-4245481,7678883,-9565683,-4350705
(주)국순당,043650,2012/12,8478916,-10808940,7111594,7480415,-10521522,7495940
(주)국순당,043650,2013/12,6875600,-7201301,-1541102,4097835,-3743052,1730300
(주)국순당,043650,2014/12,5749495,-3795767,-770618,2930587,5409553,-4801400
(주)국순당,043650,2015/12,-5215387,-350008,3981415,-9008894,4802344,3766659
(주)국순당,043650,2016/12,2454538,-11010751,-881398,141542,-12698994,-1511584
(주)국순당,043650,2017/12,18084724,-3908307,-881446,-2421354,15508783,-716646
(주)국순당,043650,2018/12,15817595,-23419217,-2997001,-5633688,-3833228,-3070820
(주)국순당,043650,2019/12,-3808205,17963082,-7721992,-4311503,19566430,-5399387
(주)국영지앤엠,006050,2011/12,2359273,-18568769,10469404,,,
(주)국영지앤엠,006050,2012/12,-7365050,9456019,4211441,,,
(주)국영지앤엠,006050,2013/12,6008427,-298265,-274770,,,
(주)국영지앤엠,006050,2014/12,3236205,364719,-4938911,,,
(주)국영지앤엠,006050,2015/12,647455,-1747715,2215584,,,
(주)국영지앤엠,006050,2016/12,-3296247,-498703,1500000,,,
(주)국영지앤엠,006050,2017/12,239246,-3251231,155044,,,
(주)국영지앤엠,006050,2018/12,5051582,-329312,-2408429,,,
(주)국영지앤엠,006050,2019/12,-2377260,-396408,2640900,,,
(주)국전약품,307750,2018/12,,,,,,
(주)국전약품,307750,2019/12,,,,,,
(주)그래디언트,035080,2011/12,2250816,-173122093,125125263,30951834,-260754525,175871712
(주)그래디언트,035080,2012/12,-10567228,52111793,-48948610,-36922160,52759251,-27384670
(주)그래디언트,035080,2013/12,-6019310,2521692,1028859,79408763,-10169694,-22443439
(주)그래디언트,035080,2014/12,-1016428,13463237,-12634350,231909338,-138819396,1922008
(주)그래디언트,035080,2015/12,4203314,-11708445,7195508,-17283547,-21576537,-35304058
(주)그래디언트,035080,2016/12,-2590783,10175946,-7586530,115110645,-65823461,-31762090
(주)그래디언트,035080,2017/12,7851585,-1423754,-6422406,185478374,-158100941,-31986293
(주)그래디언트,035080,2018/12,5564172,2772568,-7422679,89690570,-34993424,-20727115
(주)그래디언트,035080,2019/12,5968487,1879505,-8752477,136435672,-88105524,-73544984
(주)그리티,204020,2018/12,6716028,-24763196,17576095,5431995,-23503665,17621607
(주)그리티,204020,2019/12,-1030107,4865664,-3628206,-1686901,11577718,-9082842
(주)그린플러스,186230,2019/12,-574078,-1466296,5966552,-2089558,-833175,6767279
(주)글로벌스탠다드테크놀로지,083450,2011/12,3441305,-8018854,6258900,4492432,-8602113,6175565
(주)글로벌스탠다드테크놀로지,083450,2012/12,2653228,2709335,-1841908,4001355,2920877,-2008574
(주)글로벌스탠다드테크놀로지,083450,2013/12,1808359,-1241318,766320,1561871,-2967228,2019654
(주)글로벌스탠다드테크놀로지,083450,2014/12,9680397,-2949094,625827,12091380,-3285187,42494
(주)글로벌스탠다드테크놀로지,083450,2015/12,5202229,-6587826,-609542,6748971,-9000109,-559542
(주)글로벌스탠다드테크놀로지,083450,2016/12,-449319,-2958189,78740,158727,-3735368,563035
(주)글로벌스탠다드테크놀로지,083450,2017/12,15891168,-11691693,442280,17990434,-11451677,441771
(주)글로벌스탠다드테크놀로지,083450,2018/12,5219548,-8950470,-2579280,2345516,-6874684,-2754280
(주)글로벌스탠다드테크놀로지,083450,2019/12,15029673,-5336020,-215490,19307761,-4544589,-990125
(주)금비,008870,2011/09,3797084,-37446901,37410100,12321864,-47042393,38773799
(주)금비,008870,2012/09,130614,-3028774,-2001396,7352357,-818772,-1548740
(주)금비,008870,2013/09,4278839,-4899854,1285748,13722575,-12924970,-2168623
(주)금비,008870,2014/09,7112570,-11919825,5047523,20828874,-18434620,3377369
(주)금비,008870,2015/09,8190642,-1576076,-4861000,22566968,-12543676,-5142678
(주)금비,008870,2016/09,6739915,-11532048,3651930,20642754,-18296006,4654502
(주)금비,008870,2017/09,8977361,-3612670,-5299063,18531193,-10670278,-6747892
(주)금비,008870,2018/09,7260805,-4887190,-3264063,17119182,-10311501,-3683171
(주)금비,008870,2019/09,8170826,-3978628,-935437,25156424,-21688731,-1537170
(주)금양,001570,2011/12,1114958,-9889332,11934289,-688415,-12571372,12239902
(주)금양,001570,2012/12,3020423,-4588649,3789532,3603001,-2042502,4279239
(주)금양,001570,2013/12,-16431019,-5026711,15592811,-16906920,-5428647,15684435
(주)금양,001570,2014/12,20006548,-3441343,-12855875,34150831,-3644286,-13374831
(주)금양,001570,2015/12,5231896,-10393782,2011074,7307038,-14191694,1782822
(주)금양,001570,2016/12,1940653,-7926270,6271070,8032406,-25422638,11572079
(주)금양,001570,2017/12,11500511,3248321,-14968923,-22124138,36103858,-13474059
(주)금양,001570,2018/12,-528376,-1308968,4330785,17366463,-11960943,3045101
(주)금양,001570,2019/12,-8115181,2464547,15218599,-599179,-8906710,15340899
(주)금호에이치티,214330,2015/12,9740384,-6309220,-3596938,9868864,-11722997,2224134
(주)금호에이치티,214330,2016/12,18418054,-36468175,20880081,23467650,-36388667,16826275
(주)금호에이치티,214330,2017/12,7280265,-2261968,-7726500,14172411,-2282805,-9102609
(주)금호에이치티,214330,2018/12,18944987,-40567013,60909166,1469654,-28172858,62821861
(주)금호에이치티,214330,2019/12,12110982,-64730024,74414809,7214831,-60794284,74289054
(주)금화피에스시,036190,2011/12,15831663,-15744622,-2169873,,,
(주)금화피에스시,036190,2012/12,11267897,-7136828,-2935300,,,
(주)금화피에스시,036190,2013/12,9217849,-12869887,2416000,9648006,-7778578,-2586039
(주)금화피에스시,036190,2014/12,8104237,1113641,-5415000,9016891,1994456,-5406488
(주)금화피에스시,036190,2015/12,23799509,-11723955,-5399751,24673698,-13183325,-3099751
(주)금화피에스시,036190,2016/12,30403300,-20071544,-5430249,32246922,-23645928,-4795249
(주)금화피에스시,036190,2017/12,45454658,-37436939,-5380000,46527259,-38640412,-5380000
(주)금화피에스시,036190,2018/12,21110484,-15380846,-5500000,22300740,-18288162,-3036000
(주)금화피에스시,036190,2019/12,15347622,-4321502,-7955061,22975767,-5957598,-8948932
(주)기가레인,049080,2013/12,10891326,-23508555,32404079,9920029,-22492882,32809465
(주)기가레인,049080,2014/12,14426620,-26623360,1138773,13827169,-26061991,1138774
(주)기가레인,049080,2015/12,-351517,-21080726,25858773,-1508026,-19440087,27189063
(주)기가레인,049080,2016/12,-3279275,-14467677,10633649,-1748284,-14973495,9004186
(주)기가레인,049080,2017/12,-3893464,-10625525,14347861,-3057024,-11214399,13635756
(주)기가레인,049080,2018/12,-9320776,2263291,5119320,-9812084,4405045,4578281
(주)기가레인,049080,2019/12,8306714,-1695891,-6232733,8012780,-1368041,-7400069
(주)기산텔레콤,035460,2011/12,503727,-11861764,587260,-3853879,-10995902,428118
(주)기산텔레콤,035460,2012/12,7329218,7946511,-9373343,12442975,6418760,-9474961
(주)기산텔레콤,035460,2013/12,1903830,-481364,-2071000,-1989067,9873020,-8438632
(주)기산텔레콤,035460,2014/12,2836990,-987658,1241923,-933212,294047,661201
(주)기산텔레콤,035460,2015/12,6283220,2327290,-22817,9032265,-306123,-142229
(주)기산텔레콤,035460,2016/12,-1680119,-6745004,-1625185,-2082377,-9169099,4462776
(주)기산텔레콤,035460,2017/12,2647045,39118,-685385,610439,-380704,-210899
(주)기산텔레콤,035460,2018/12,-2276209,-3968651,-529528,-4595324,-1096094,-2599615
(주)기산텔레콤,035460,2019/12,5501406,-1044708,3040710,8214391,1207822,-2712671
(주)까뮤이앤씨,013700,2011/12,-20322130,-546,36139792,,,
(주)까뮤이앤씨,013700,2012/12,3105839,813475,-16683020,,,
(주)까뮤이앤씨,013700,2013/12,-10254054,26180276,-16323301,,,
(주)까뮤이앤씨,013700,2014/12,12949303,55871469,-67275155,,,
(주)까뮤이앤씨,013700,2015/12,7869800,4628456,-13645640,,,
(주)까뮤이앤씨,013700,2016/12,-9738971,-4019364,10664701,,,
(주)까뮤이앤씨,013700,2017/12,8151089,6319430,-9120397,,,
(주)까뮤이앤씨,013700,2018/12,-6807595,-2770216,7597131,,,
(주)까뮤이앤씨,013700,2019/12,7627840,772040,6478552,,,
(주)까스텔바작,308100,2019/12,1951782,-6860983,6074128,2054323,-6891769,6009077
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,-10073298,2156639,3613895,-16345449,9238812,3185751
(주)나노,187790,2016/12,-237399,-83842,-454313,3413,-5640576,5900209
(주)나노,187790,2017/12,-460060,-3282598,5653695,-1534925,-5252700,8366865
(주)나노,187790,2018/12,5871665,-15201451,9033800,3779560,-12769512,11997230
(주)나노,187790,2019/12,1909303,-2763790,4542064,3673949,-5432329,3775845
(주)나노브릭,286750,2019/12,-1388477,-4977169,5448260,-1396590,-4977169,5448260
(주)나노신소재,121600,2011/12,-2077395,-13657299,20191349,-2097173,-13390625,20191349
(주)나노신소재,121600,2012/12,1148914,-705165,-3028886,1069341,-708451,-3028886
(주)나노신소재,121600,2013/12,2106797,754888,-2150400,2155752,746725,-2150400
(주)나노신소재,121600,2014/12,1080222,-1362579,410279,1147862,-1364466,410279
(주)나노신소재,121600,2015/12,10954501,-5217538,1031593,11682309,-5219510,1031593
(주)나노신소재,121600,2016/12,7393392,-4761744,-2999390,6589356,-4770690,-2999390
(주)나노신소재,121600,2017/12,9525417,-11412526,-3319906,9556458,-11462551,-3319906
(주)나노신소재,121600,2018/12,3478436,-1616867,-1571600,3946809,-1616867,-1571600
(주)나노신소재,121600,2019/12,12314436,-7681809,-917085,11904291,-5935071,-922271
(주)나노엔텍,039860,2011/12,-5521860,-16468752,22982454,-5296213,-15522785,22982454
(주)나노엔텍,039860,2012/12,-2942544,2932043,43862,-3637073,2933276,43862
(주)나노엔텍,039860,2013/12,3688946,-1256479,-259580,2067659,715880,-259580
(주)나노엔텍,039860,2014/12,-1135277,-1348355,-117644,-1629368,-1348355,-117644
(주)나노엔텍,039860,2015/12,-3239260,-2774817,11724056,-3537605,-1138904,10509718
(주)나노엔텍,039860,2016/12,-11163,-7733187,8615543,-3022398,-4177792,8615543
(주)나노엔텍,039860,2017/12,2638359,-764564,0,1706810,-745312,0
(주)나노엔텍,039860,2018/12,2118808,-2316932,-2999848,1508481,-1601558,-2999848
(주)나노엔텍,039860,2019/12,4092097,-1015021,-7216,4082847,-1014487,-94573
(주)나무가,190510,2015/12,22667048,-31018341,17227018,43344071,-47858882,23197836
(주)나무가,190510,2016/12,13776122,-19753697,9667403,9721204,-23761704,19075884
(주)나무가,190510,2017/12,-27355164,19205940,-1813049,-43346810,12060889,7862877
(주)나무가,190510,2018/12,4364540,3758869,-2169300,25954757,-1488984,-21843611
(주)나무가,190510,2019/12,-25125682,-7548559,30165353,10378805,-46094420,25181280
(주)나스미디어,089600,2013/12,-4849054,-7512400,6963460,,,
(주)나스미디어,089600,2014/12,733321,3173962,-1401893,,,
(주)나스미디어,089600,2015/12,17844850,-5865117,-2391465,,,
(주)나스미디어,089600,2016/12,11922078,-8990389,-2968716,17117471,2997355,-5968716
(주)나스미디어,089600,2017/12,13087893,-16569464,-3414329,14671424,-18508408,-6414329
(주)나스미디어,089600,2018/12,19622107,-15739997,-6040737,21386625,-14371403,-9040730
(주)나스미디어,089600,2019/12,27690940,-947235,-18545379,32417352,588602,-19437528
(주)나이벡,138610,2011/12,-826487,-1930112,6107856,,,
(주)나이벡,138610,2012/12,-98195,-2438671,434687,,,
(주)나이벡,138610,2013/12,-1814637,-2109946,3831827,,,
(주)나이벡,138610,2014/12,-903853,-676226,712752,,,
(주)나이벡,138610,2015/12,-2133735,-3040273,6058083,,,
(주)나이벡,138610,2016/12,-372211,-2778691,5418074,,,
(주)나이벡,138610,2017/12,563218,-4093449,4239524,,,
(주)나이벡,138610,2018/12,-2307211,-2351276,240466,,,
(주)나이벡,138610,2019/12,-867616,-9695948,14280495,,,
(주)나이스디앤비,130580,2011/12,3484794,-9515205,5805335,,,
(주)나이스디앤비,130580,2012/12,3084215,-3058282,-700568,,,
(주)나이스디앤비,130580,2013/12,4548075,-3580449,-908600,,,
(주)나이스디앤비,130580,2014/12,4345257,-3063677,-908600,,,
(주)나이스디앤비,130580,2015/12,5526187,-2105151,-1093400,5256603,-451210,-1093400
(주)나이스디앤비,130580,2016/12,3957415,-3456223,-1293600,6575052,-3185861,-2493600
(주)나이스디앤비,130580,2017/12,6488038,-4254073,-1293600,7893693,-4602273,-1293600
(주)나이스디앤비,130580,2018/12,9615351,-6263631,-1478400,11409223,-7014982,-1478400
(주)나이스디앤비,130580,2019/12,9517946,-6925983,-3314522,13436099,-6904512,-3806027
(주)나이스홀딩스,034310,2011/12,4364308,-12317648,-17740124,36347987,-35618472,-18634807
(주)나이스홀딩스,034310,2012/12,16095924,-29280416,-2055283,37149984,-42592423,-9726931
(주)나이스홀딩스,034310,2013/12,6370321,-14733012,4227925,94245708,-36163900,-13700362
(주)나이스홀딩스,034310,2014/12,9552606,-37146465,24962090,145729459,-99618054,2600070
(주)나이스홀딩스,034310,2015/12,7860176,-24873791,16499142,86625536,-191994610,85643164
(주)나이스홀딩스,034310,2016/12,16928578,-5556862,-6255416,139624114,-25311373,-348945
(주)나이스홀딩스,034310,2017/12,15886450,-8577398,-8278508,128929274,-24186956,41396161
(주)나이스홀딩스,034310,2018/12,24167521,-58247348,29647676,248439460,-264411423,27156988
(주)나이스홀딩스,034310,2019/12,26795951,-43529842,18561919,261018832,-353962453,157335534
(주)나인테크,267320,2017/12,,,,,,
(주)나인테크,267320,2018/12,,,,,,
(주)나인테크,267320,2019/12,,,,,,
(주)남선알미늄,008350,2011/12,-2094516,-7025880,12173149,-2094649,-7015880,12172652
(주)남선알미늄,008350,2012/12,-3855861,-8064264,9085856,,,
(주)남선알미늄,008350,2013/12,15754793,-3902302,-12499244,,,
(주)남선알미늄,008350,2014/12,13619840,-4041093,-8132148,,,
(주)남선알미늄,008350,2015/12,-14335410,-4412231,25900929,,,
(주)남선알미늄,008350,2016/12,41308166,-15637387,-33848513,,,
(주)남선알미늄,008350,2017/12,30268216,-14334512,-12873531,,,
(주)남선알미늄,008350,2018/12,24353843,-8718754,-6459390,24209488,-8218754,-6459390
(주)남선알미늄,008350,2019/12,27827235,-10823108,-2717059,27655489,-2623108,-10933726
(주)남성,004270,2011/12,197740,-5291716,4360683,3187221,2345494,-5701875
(주)남성,004270,2012/12,-4199539,2682031,1479816,-5724650,62364,3517947
(주)남성,004270,2013/12,14320713,11848902,-26160786,16382719,11631066,-26562268
(주)남성,004270,2014/12,-7544776,-451156,9578503,-6987144,-1713446,9471550
(주)남성,004270,2015/12,-7703096,1594340,5729656,-8126763,177872,7375103
(주)남성,004270,2016/12,3352114,3784150,-7917482,6856473,3703663,-9769188
(주)남성,004270,2017/12,16435033,-11133987,-4599313,6739380,-1121450,-4719413
(주)남성,004270,2018/12,-465011,-4441748,5119317,979658,-4322939,5210797
(주)남성,004270,2019/12,-4419452,-2465640,7329748,-7902325,2843471,7157659
(주)내츄럴엔도텍,168330,2013/12,25399130,-10828875,21372973,,,
(주)내츄럴엔도텍,168330,2014/12,10421340,-35461089,1206312,,,
(주)내츄럴엔도텍,168330,2015/12,-7009228,2460579,-4040917,-7349974,2827536,-4040917
(주)내츄럴엔도텍,168330,2016/12,-18242260,-12113212,39750000,-18281888,-11830936,39750000
(주)내츄럴엔도텍,168330,2017/12,-7436599,-2471974,-675000,-7515273,-1469509,-675402
(주)내츄럴엔도텍,168330,2018/12,-5418819,7977227,-725000,-8151755,9483663,-522304
(주)내츄럴엔도텍,168330,2019/12,-4205698,-896581,-129066,-5927644,1227606,-601227
(주)네오리진,094860,2011/12,1435561,-9331372,10336641,22157,-12075439,15443859
(주)네오리진,094860,2012/12,3744050,-14766637,7550116,,,
(주)네오리진,094860,2013/12,2743867,-4340723,5260175,,,
(주)네오리진,094860,2014/12,-459317,-2383450,4371037,,,
(주)네오리진,094860,2015/12,-2158231,110724,-1229898,,,
(주)네오리진,094860,2016/12,1480802,-1183314,-333493,,,
(주)네오리진,094860,2017/12,170199,-2072357,2252352,-146395,-1705199,2249520
(주)네오리진,094860,2018/12,-47289,-1188446,-313500,,,
(주)네오리진,094860,2019/12,1710274,-805680,1786498,,,
(주)네오셈,253590,2018/12,,,,,,
(주)네오셈,253590,2019/12,-4325170,9052284,2016919,-4882276,9442537,1493180
(주)네오오토,212560,2015/12,23075070,-42051050,18942480,,,
(주)네오오토,212560,2016/12,19523716,-30105668,6632114,,,
(주)네오오토,212560,2017/12,15020726,-20169053,749823,,,
(주)네오오토,212560,2018/12,21477384,-13786952,-4970047,,,
(주)네오오토,212560,2019/12,14000633,-10109594,-2930197,,,
(주)네오위즈,095660,2011/12,23934493,-168703709,142467043,-1709889,-101649646,128194015
(주)네오위즈,095660,2012/12,102308423,-76202012,2554000,95312374,-61114202,-3937018
(주)네오위즈,095660,2013/12,95124785,-65714568,-51431500,95352925,-63496408,-52311701
(주)네오위즈,095660,2014/12,37598948,14151001,-79497319,34355291,-978512,-61901119
(주)네오위즈,095660,2015/12,24686923,-22082546,-25030,15583797,24885926,-21343694
(주)네오위즈,095660,2016/12,31176925,35724684,-68023069,30442632,38200552,-68120602
(주)네오위즈,095660,2017/12,12186865,-13655350,93782,9081552,-7953948,-243141
(주)네오위즈,095660,2018/12,26107078,-21376212,785063,38619565,-16498677,686917
(주)네오위즈,095660,2019/12,21406568,-31712425,904608,36998118,-40936058,-2587759
(주)네오위즈홀딩스,042420,2011/12,-395195,-29586477,26741800,572538,25364520,-148775
(주)네오위즈홀딩스,042420,2012/12,16340404,-12411081,0,105045245,-77145326,-3987831
(주)네오위즈홀딩스,042420,2013/12,2724813,87782,-22696300,103534915,-91380877,-33845586
(주)네오위즈홀딩스,042420,2014/12,3723677,-10975470,0,51635113,-16099481,-61334430
(주)네오위즈홀딩스,042420,2015/12,2264000,-4637557,0,16375216,-24694434,-2888071
(주)네오위즈홀딩스,042420,2016/12,-14505639,17365373,-7804359,14797578,-3610592,-15123999
(주)네오위즈홀딩스,042420,2017/12,1661337,3342156,0,10655406,-3795737,-202123
(주)네오위즈홀딩스,042420,2018/12,3002116,1244546,-2970100,40610066,-10379834,-2577517
(주)네오위즈홀딩스,042420,2019/12,-2099062,8318867,-5022355,32631101,-30611618,-12601137
(주)네오크레마,311390,2019/12,-987503,-14673364,13225682,-1010879,-13443333,13159149
(주)네오티스,085910,2011/12,4839557,918054,-748202,,,
(주)네오티스,085910,2012/12,5049341,-7938780,68116,,,
(주)네오티스,085910,2013/12,5249524,-6150864,9049610,5521716,-10104604,11899610
(주)네오티스,085910,2014/12,5483549,-13515162,-5671942,6278131,-14612981,-4971942
(주)네오티스,085910,2015/12,5749103,-2018691,3301665,6030319,-1569453,2840204
(주)네오티스,085910,2016/12,712928,-3213511,1400626,1878438,-3410371,90021
(주)네오티스,085910,2017/12,7445746,-3607283,-3489717,7739030,-3860423,-4020399
(주)네오티스,085910,2018/12,3468514,-2504211,2816286,5218267,-2757109,1669821
