회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원)
지나인제약(주),078650,2014/12,-6802977,-7293264
지나인제약(주),078650,2015/12,-3837591,-13333966
지나인제약(주),078650,2016/12,-8938003,-15579666
지나인제약(주),078650,2017/12,-11056016,-22658515
지나인제약(주),078650,2018/12,4360837,6274646
지나인제약(주),078650,2019/12,3242307,-8677540
지니언스(주),263860,2017/12,3852407,3518995
지니언스(주),263860,2018/12,2364666,2644750
지니언스(주),263860,2019/12,2294835,3106970
지더블유바이텍(주),036180,2011/12,,
지더블유바이텍(주),036180,2012/12,,
지더블유바이텍(주),036180,2013/12,,
지더블유바이텍(주),036180,2014/12,,
지더블유바이텍(주),036180,2015/12,,
지더블유바이텍(주),036180,2016/12,,
지더블유바이텍(주),036180,2017/12,,
지더블유바이텍(주),036180,2018/12,,
지더블유바이텍(주),036180,2019/12,195183,-21820811
지에스건설(주),006360,2011/12,598077607,427412397
지에스건설(주),006360,2012/12,160384251,108380795
지에스건설(주),006360,2013/12,-935450518,-827346708
지에스건설(주),006360,2014/12,51168675,-22452683
지에스건설(주),006360,2015/12,122067493,29476719
지에스건설(주),006360,2016/12,142977772,-20431464
지에스건설(주),006360,2017/12,318669425,-163676082
지에스건설(주),006360,2018/12,1064489177,587434395
지에스건설(주),006360,2019/12,767266689,447479243
지에이치신소재(주),130500,2013/12,2469589,1585991
지에이치신소재(주),130500,2014/12,669458,1150266
지에이치신소재(주),130500,2015/12,1947084,2115151
지에이치신소재(주),130500,2016/12,2320536,2441181
지에이치신소재(주),130500,2017/12,2352669,2298163
지에이치신소재(주),130500,2018/12,671068,446485
지에이치신소재(주),130500,2019/12,1624333,2243507
지엔원에너지(주),270520,2017/12,,
지엔원에너지(주),270520,2018/12,,
지엔원에너지(주),270520,2019/12,,
지엘팜텍(주),204840,2014/12,,
지엘팜텍(주),204840,2015/12,,
지엘팜텍(주),204840,2016/12,,
지엘팜텍(주),204840,2017/12,,
지엘팜텍(주),204840,2018/12,-4578744,-5349512
지엘팜텍(주),204840,2019/12,-3131118,-5515452
지엠비코리아(주),013870,2012/12,22666942,14071000
지엠비코리아(주),013870,2013/12,25078352,19892457
지엠비코리아(주),013870,2014/12,19183690,17491999
지엠비코리아(주),013870,2015/12,16923080,11951939
지엠비코리아(주),013870,2016/12,24304952,19525568
지엠비코리아(주),013870,2017/12,13510135,11829292
지엠비코리아(주),013870,2018/12,4123028,-706452
지엠비코리아(주),013870,2019/12,8509762,1791091
진양산업(주),003780,2011/12,5416607,4232300
진양산업(주),003780,2012/12,3704046,3026570
진양산업(주),003780,2013/12,3846924,2911514
진양산업(주),003780,2014/12,4149775,3044125
진양산업(주),003780,2015/12,6969779,5312096
진양산업(주),003780,2016/12,5175582,1342365
진양산업(주),003780,2017/12,1845887,1664285
진양산업(주),003780,2018/12,3020244,2411393
진양산업(주),003780,2019/12,9142008,6822509
진양제약(주),007370,2011/12,,
진양제약(주),007370,2012/12,,
진양제약(주),007370,2013/12,,
진양제약(주),007370,2014/12,,
진양제약(주),007370,2015/12,,
진양제약(주),007370,2016/12,,
진양제약(주),007370,2017/12,,
진양제약(주),007370,2018/12,,
진양제약(주),007370,2019/12,,
진양폴리우레탄(주),010640,2011/12,,
진양폴리우레탄(주),010640,2012/12,,
진양폴리우레탄(주),010640,2013/12,,
진양폴리우레탄(주),010640,2014/12,,
진양폴리우레탄(주),010640,2015/12,,
진양폴리우레탄(주),010640,2016/12,,
진양폴리우레탄(주),010640,2017/12,,
진양폴리우레탄(주),010640,2018/12,,
진양폴리우레탄(주),010640,2019/12,3103549,7552694
진양화학(주),051630,2011/12,,
진양화학(주),051630,2012/12,,
진양화학(주),051630,2013/12,,
진양화학(주),051630,2014/12,,
진양화학(주),051630,2015/12,,
진양화학(주),051630,2016/12,,
진양화학(주),051630,2017/12,,
진양화학(주),051630,2018/12,,
진양화학(주),051630,2019/12,,
진원생명과학(주),011000,2011/12,-4745800,-4937077
진원생명과학(주),011000,2012/12,-8396699,-8888478
진원생명과학(주),011000,2013/12,-6309786,-8362870
진원생명과학(주),011000,2014/12,-6427193,-6491730
진원생명과학(주),011000,2015/12,-3626956,1413763
진원생명과학(주),011000,2016/12,-13994393,-15598930
진원생명과학(주),011000,2017/12,-24861656,-23729655
진원생명과학(주),011000,2018/12,-11259050,-11897643
진원생명과학(주),011000,2019/12,-8208996,-7618563
진흥기업(주),002780,2011/12,-176068722,-212788220
진흥기업(주),002780,2012/12,-15252716,-85699172
진흥기업(주),002780,2013/12,-2957641,-72428788
진흥기업(주),002780,2014/12,21958377,-17572317
진흥기업(주),002780,2015/12,9512743,-42813489
진흥기업(주),002780,2016/12,59522026,-75220395
진흥기업(주),002780,2017/12,41610597,21831870
진흥기업(주),002780,2018/12,,
진흥기업(주),002780,2019/12,,
차이나크리스탈신소재홀딩스,900250,2014/12,24261948,20416262
차이나크리스탈신소재홀딩스,900250,2015/12,30683720,26354728
차이나크리스탈신소재홀딩스,900250,2016/12,32249837,26255368
차이나크리스탈신소재홀딩스,900250,2017/12,34257020,28378856
차이나크리스탈신소재홀딩스,900250,2018/12,31510042,25152543
차이나크리스탈신소재홀딩스,900250,2019/12,28534409,22563142
참엔지니어링(주),009310,2011/12,23244637,15495043
참엔지니어링(주),009310,2012/12,-15746446,-20636584
참엔지니어링(주),009310,2013/12,11748919,12772876
참엔지니어링(주),009310,2014/12,1156325,-17367440
참엔지니어링(주),009310,2015/12,16751825,-17516366
참엔지니어링(주),009310,2016/12,27454714,13004673
참엔지니어링(주),009310,2017/12,29746053,14614997
참엔지니어링(주),009310,2018/12,13652823,14325367
참엔지니어링(주),009310,2019/12,-13642336,-18571417
참존글로벌(주),158310,2013/12,,
참존글로벌(주),158310,2014/12,,
참존글로벌(주),158310,2015/12,-9077413,-11868938
참존글로벌(주),158310,2016/12,-5974633,-8286440
참존글로벌(주),158310,2017/12,-310075,-6405307
참존글로벌(주),158310,2018/12,-5385060,-10297533
참존글로벌(주),158310,2019/12,-4930972,-8402343
참좋은여행(주),094850,2011/12,,
참좋은여행(주),094850,2012/12,,
참좋은여행(주),094850,2013/12,,
참좋은여행(주),094850,2014/12,,
참좋은여행(주),094850,2015/12,,
참좋은여행(주),094850,2016/12,,
참좋은여행(주),094850,2017/12,,
참좋은여행(주),094850,2018/12,,
참좋은여행(주),094850,2019/12,,
카페24(주),042000,2018/12,15586724,-28248530
카페24(주),042000,2019/12,9836691,7782008
커머스마이너 (주),223310,2015/12,,
커머스마이너 (주),223310,2016/12,,
커머스마이너 (주),223310,2017/12,-15561878,-27635431
커머스마이너 (주),223310,2018/12,-12477209,-25253937
커머스마이너 (주),223310,2019/12,73016,807713
컨버즈(주),109070,2011/12,,
컨버즈(주),109070,2012/12,,
컨버즈(주),109070,2013/12,,
컨버즈(주),109070,2014/12,,
컨버즈(주),109070,2015/12,,
컨버즈(주),109070,2016/12,-8886097,-16333146
컨버즈(주),109070,2017/12,-16595304,-18244624
컨버즈(주),109070,2018/12,-14698069,-18220314
컨버즈(주),109070,2019/12,-6005088,-16947449
컬러레이홀딩스,900310,2016/12,23286570,19896729
컬러레이홀딩스,900310,2017/12,27509862,23690094
컬러레이홀딩스,900310,2018/12,27855942,26453562
컬러레이홀딩스,900310,2019/12,27626279,24200498
케이디켐(주),221980,2015/12,7115360,6315265
케이디켐(주),221980,2016/12,8052437,8220604
케이디켐(주),221980,2017/12,7187681,6643183
케이디켐(주),221980,2018/12,7268683,6853617
케이디켐(주),221980,2019/12,6421048,7491614
케이만금세기차륜집단유한공사,900280,2015/12,20171414,14393675
케이만금세기차륜집단유한공사,900280,2016/12,24831885,18283847
케이만금세기차륜집단유한공사,900280,2017/12,26229162,19134869
케이만금세기차륜집단유한공사,900280,2018/12,28981665,21220568
케이만금세기차륜집단유한공사,900280,2019/12,29464697,20972383
케이비아이동국실업(주),001620,2011/12,18504039,21969890
케이비아이동국실업(주),001620,2012/12,19434532,12336243
케이비아이동국실업(주),001620,2013/12,13538119,22314325
케이비아이동국실업(주),001620,2014/12,1902939,-4781298
케이비아이동국실업(주),001620,2015/12,12849278,4884978
케이비아이동국실업(주),001620,2016/12,18178526,15614547
케이비아이동국실업(주),001620,2017/12,-36730481,-41101827
케이비아이동국실업(주),001620,2018/12,-12140611,-10111398
케이비아이동국실업(주),001620,2019/12,-13983747,275498
케이비아이메탈(주),024840,2011/12,,
케이비아이메탈(주),024840,2012/12,,
케이비아이메탈(주),024840,2013/12,7130986,15325132
케이비아이메탈(주),024840,2014/12,-6746505,-9057489
케이비아이메탈(주),024840,2015/12,,
케이비아이메탈(주),024840,2016/12,,
케이비아이메탈(주),024840,2017/12,17423009,6120821
케이비아이메탈(주),024840,2018/12,5287904,4400083
케이비아이메탈(주),024840,2019/12,10322201,6810934
케이씨그린홀딩스(주),009440,2011/12,27140643,19271205
케이씨그린홀딩스(주),009440,2012/12,46491395,38313935
케이씨그린홀딩스(주),009440,2013/12,20866704,14473779
케이씨그린홀딩스(주),009440,2014/12,17804202,25803
케이씨그린홀딩스(주),009440,2015/12,16121530,13413053
케이씨그린홀딩스(주),009440,2016/12,25871978,6737747
케이씨그린홀딩스(주),009440,2017/12,19749505,9361783
케이씨그린홀딩스(주),009440,2018/12,13275985,18769762
케이씨그린홀딩스(주),009440,2019/12,21512406,14327973
케이씨코트렐(주),119650,2011/12,,
케이씨코트렐(주),119650,2012/12,,
케이씨코트렐(주),119650,2013/12,741080,3811276
케이씨코트렐(주),119650,2014/12,-6347733,-7648413
케이씨코트렐(주),119650,2015/12,-8717354,-6750936
케이씨코트렐(주),119650,2016/12,5974288,910730
케이씨코트렐(주),119650,2017/12,3460792,6887020
케이씨코트렐(주),119650,2018/12,3741209,2198641
케이씨코트렐(주),119650,2019/12,8504680,674316
케이알모터스(주),000040,2011/12,3009476,1904749
케이알모터스(주),000040,2012/12,-6198743,-8232051
케이알모터스(주),000040,2013/12,-3486600,-6614448
케이알모터스(주),000040,2014/12,-11468487,-12727830
케이알모터스(주),000040,2015/12,-16055655,-16596448
케이알모터스(주),000040,2016/12,-8141613,-9978618
케이알모터스(주),000040,2017/12,-26031633,-31501348
케이알모터스(주),000040,2018/12,-16257023,-24442080
케이알모터스(주),000040,2019/12,-24650440,-41041685
케이에이치건설(주),226360,2015/12,,
케이에이치건설(주),226360,2016/12,,
케이에이치건설(주),226360,2017/12,,
케이에이치건설(주),226360,2018/12,3454898,3078376
케이에이치건설(주),226360,2019/12,3620163,-4873118
케이에이치전자(주),111870,2011/12,13656746,8998541
케이에이치전자(주),111870,2012/12,10416344,6810427
케이에이치전자(주),111870,2013/12,8216588,6891380
케이에이치전자(주),111870,2014/12,2953088,1617889
케이에이치전자(주),111870,2015/12,5403212,6205863
케이에이치전자(주),111870,2016/12,4872376,7001468
케이에이치전자(주),111870,2017/12,3947909,3475828
케이에이치전자(주),111870,2018/12,778779,2654440
케이에이치전자(주),111870,2019/12,-2604194,-19356795
케이엠제약(주),225430,2015/12,,
케이엠제약(주),225430,2016/12,,
케이엠제약(주),225430,2017/12,,
케이엠제약(주),225430,2018/12,,
케이엠제약(주),225430,2019/12,,
케이지이티에스(주),151860,2013/12,18675125,12407006
케이지이티에스(주),151860,2014/12,21292577,16183985
케이지이티에스(주),151860,2015/12,,
케이지이티에스(주),151860,2016/12,,
케이지이티에스(주),151860,2017/12,,
케이지이티에스(주),151860,2018/12,13642630,11266355
케이지이티에스(주),151860,2019/12,,
케이지케미칼(주),001390,2011/12,31634430,12315521
케이지케미칼(주),001390,2012/12,28000377,22703561
케이지케미칼(주),001390,2013/12,59046757,22995924
케이지케미칼(주),001390,2014/12,70973656,40661444
케이지케미칼(주),001390,2015/12,45359740,41854916
케이지케미칼(주),001390,2016/12,53308668,28347117
케이지케미칼(주),001390,2017/12,76246324,46495847
케이지케미칼(주),001390,2018/12,72464667,27765618
케이지케미칼(주),001390,2019/12,117974346,219341423
케이피엑스라이프사이언스(주),114450,2011/12,,
케이피엑스라이프사이언스(주),114450,2012/12,,
케이피엑스라이프사이언스(주),114450,2013/12,,
케이피엑스라이프사이언스(주),114450,2014/12,,
케이피엑스라이프사이언스(주),114450,2015/12,,
케이피엑스라이프사이언스(주),114450,2016/12,,
케이피엑스라이프사이언스(주),114450,2017/12,,
케이피엑스라이프사이언스(주),114450,2018/12,,
케이피엑스라이프사이언스(주),114450,2019/12,,
케이피엑스케미칼(주),025000,2011/12,65739503,51639071
케이피엑스케미칼(주),025000,2012/12,47332566,37009834
케이피엑스케미칼(주),025000,2013/12,33452495,25547625
케이피엑스케미칼(주),025000,2014/12,45909143,40934548
케이피엑스케미칼(주),025000,2015/12,48839739,35579615
케이피엑스케미칼(주),025000,2016/12,44285687,34059688
케이피엑스케미칼(주),025000,2017/12,29975308,27116333
케이피엑스케미칼(주),025000,2018/12,23850344,12016347
케이피엑스케미칼(주),025000,2019/12,48429544,42158176
케이피엑스홀딩스(주),092230,2011/12,60179876,62735096
케이피엑스홀딩스(주),092230,2012/12,57698742,42805302
케이피엑스홀딩스(주),092230,2013/12,13158482,6240150
케이피엑스홀딩스(주),092230,2014/12,61197475,59469607
케이피엑스홀딩스(주),092230,2015/12,61532342,61528344
케이피엑스홀딩스(주),092230,2016/12,55814042,53425479
케이피엑스홀딩스(주),092230,2017/12,36439698,54004427
케이피엑스홀딩스(주),092230,2018/12,33836040,20172596
케이피엑스홀딩스(주),092230,2019/12,64305418,75765291
코나아이(주),052400,2011/12,29162185,28381114
코나아이(주),052400,2012/12,25189649,18882195
코나아이(주),052400,2013/12,25732808,21382559
코나아이(주),052400,2014/12,29779779,25995795
코나아이(주),052400,2015/12,36133943,29230514
코나아이(주),052400,2016/12,-5844535,-424739
코나아이(주),052400,2017/12,-9753633,-38026690
코나아이(주),052400,2018/12,-31867160,-50128550
코나아이(주),052400,2019/12,-2608530,-9657095
코드네이처(주),078940,2011/12,-612576,-20738631
코드네이처(주),078940,2012/12,293948,-4589010
코드네이처(주),078940,2013/12,-796935,-3807111
코드네이처(주),078940,2014/12,144966,-9073943
코드네이처(주),078940,2015/12,-72106,-266926
코드네이처(주),078940,2016/12,-1656158,-14486764
코드네이처(주),078940,2017/12,-6767587,-33974005
코드네이처(주),078940,2018/12,-1961003,-13963933
코드네이처(주),078940,2019/12,1502573,-4567623
코리아에프티(주),123410,2011/12,,
코리아에프티(주),123410,2012/12,17849816,18161827
코리아에프티(주),123410,2013/12,23282566,18119359
코리아에프티(주),123410,2014/12,23363415,18299373
코리아에프티(주),123410,2015/12,13822526,15305499
코리아에프티(주),123410,2016/12,16445809,12546511
코리아에프티(주),123410,2017/12,1002653,2290769
코리아에프티(주),123410,2018/12,6768092,3984064
코리아에프티(주),123410,2019/12,8183271,5684939
코스맥스(주),192820,2014/12,24338237,15756825
코스맥스(주),192820,2015/12,35934352,18885577
코스맥스(주),192820,2016/12,52615999,31440053
코스맥스(주),192820,2017/12,35140124,15520151
코스맥스(주),192820,2018/12,52337974,21062588
코스맥스(주),192820,2019/12,53995137,18319679
코스맥스비티아이(주),044820,2011/12,16871145,11478412
코스맥스비티아이(주),044820,2012/12,26113818,22336320
코스맥스비티아이(주),044820,2013/12,34813979,24351654
코스맥스비티아이(주),044820,2014/12,7195133,12352137
코스맥스비티아이(주),044820,2015/12,11259339,10309140
코스맥스비티아이(주),044820,2016/12,20158173,24498005
코스맥스비티아이(주),044820,2017/12,10135191,5849104
코스맥스비티아이(주),044820,2018/12,24136795,12559397
코스맥스비티아이(주),044820,2019/12,-7332326,-13904654
코스맥스엔비티(주),222040,2015/12,10766070,8569487
코스맥스엔비티(주),222040,2016/12,18767494,17108378
코스맥스엔비티(주),222040,2017/12,11530751,6373059
코스맥스엔비티(주),222040,2018/12,17986459,7641534
코스맥스엔비티(주),222040,2019/12,-9905184,-17722534
코스모신소재(주),005070,2011/12,,
코스모신소재(주),005070,2012/12,,
코스모신소재(주),005070,2013/12,,
코스모신소재(주),005070,2014/12,,
코스모신소재(주),005070,2015/12,,
코스모신소재(주),005070,2016/12,,
코스모신소재(주),005070,2017/12,,
코스모신소재(주),005070,2018/12,,
코스모신소재(주),005070,2019/12,,
코스모화학(주),005420,2011/12,,
코스모화학(주),005420,2012/12,,
코스모화학(주),005420,2013/12,-14053465,-5776860
코스모화학(주),005420,2014/12,-36144049,-56428514
코스모화학(주),005420,2015/12,-39247902,-121885266
코스모화학(주),005420,2016/12,-13980521,-72508542
코스모화학(주),005420,2017/12,20675569,27336842
코스모화학(주),005420,2018/12,6248420,-8839041
코스모화학(주),005420,2019/12,-5222743,-14545817
코아스템(주),166480,2015/12,1367664,277295
코아스템(주),166480,2016/12,-1623644,-1218281
코아스템(주),166480,2017/12,-5070660,-4754604
코아스템(주),166480,2018/12,-4020568,-3082155
코아스템(주),166480,2019/12,-5088389,-4370276
코오롱글로벌(주),003070,2011/12,88737122,13707577
코오롱글로벌(주),003070,2012/12,-6463580,-23288415
코오롱글로벌(주),003070,2013/12,21777179,-90609065
코오롱글로벌(주),003070,2014/12,6935524,21776765
코오롱글로벌(주),003070,2015/12,42108227,-39033792
코오롱글로벌(주),003070,2016/12,60691919,6137320
코오롱글로벌(주),003070,2017/12,72509169,15249106
코오롱글로벌(주),003070,2018/12,76764013,14451160
코오롱글로벌(주),003070,2019/12,125551954,33589060
코오롱생명과학(주),102940,2011/12,,
코오롱생명과학(주),102940,2012/12,,
코오롱생명과학(주),102940,2013/12,,
코오롱생명과학(주),102940,2014/12,,
코오롱생명과학(주),102940,2015/12,,
코오롱생명과학(주),102940,2016/12,,
코오롱생명과학(주),102940,2017/12,,
코오롱생명과학(주),102940,2018/12,,
코오롱생명과학(주),102940,2019/12,,
코오롱인더스트리(주),120110,2011/12,397047038,283982924
코오롱인더스트리(주),120110,2012/12,293952497,171148614
코오롱인더스트리(주),120110,2013/12,231638697,113672188
코오롱인더스트리(주),120110,2014/12,168815718,39640555
코오롱인더스트리(주),120110,2015/12,280451820,-145126814
코오롱인더스트리(주),120110,2016/12,276731646,175966156
코오롱인더스트리(주),120110,2017/12,197977057,122735810
코오롱인더스트리(주),120110,2018/12,144916311,42925109
코오롱인더스트리(주),120110,2019/12,172947722,59358738
코오롱티슈진(주),950160,2017/12,,
코오롱티슈진(주),950160,2018/12,,
코오롱티슈진(주),950160,2019/12,,
코오롱플라스틱(주),138490,2011/12,12666463,11546050
코오롱플라스틱(주),138490,2012/12,10154152,7765818
코오롱플라스틱(주),138490,2013/12,1263593,-3149167
코오롱플라스틱(주),138490,2014/12,5981461,1833385
코오롱플라스틱(주),138490,2015/12,14187261,8989601
코오롱플라스틱(주),138490,2016/12,17927126,17680498
코오롱플라스틱(주),138490,2017/12,19611192,17521747
코오롱플라스틱(주),138490,2018/12,19372411,12266308
코오롱플라스틱(주),138490,2019/12,10306155,5389003
코웨이(주),021240,2011/12,233217520,167053757
코웨이(주),021240,2012/12,226146503,94042698
코웨이(주),021240,2013/12,339032348,245074652
코웨이(주),021240,2014/12,364428570,249668412
코웨이(주),021240,2015/12,463339187,343120385
코웨이(주),021240,2016/12,338797453,243311232
코웨이(주),021240,2017/12,472748951,325607409
코웨이(주),021240,2018/12,519827215,349811489
코웨이(주),021240,2019/12,458275464,332207677
코웰패션(주),033290,2011/12,14031212,6658395
코웰패션(주),033290,2012/12,8335362,-4261839
코웰패션(주),033290,2013/12,-4101394,-21726857
코웰패션(주),033290,2014/12,-2376669,-7250205
코웰패션(주),033290,2015/12,17038661,10442321
코웰패션(주),033290,2016/12,34504728,21997926
코웰패션(주),033290,2017/12,62006146,46658250
코웰패션(주),033290,2018/12,71010122,53350633
코웰패션(주),033290,2019/12,76083792,54430696
코위버(주),056360,2011/12,2055907,1694883
코위버(주),056360,2012/12,1770267,2890177
코위버(주),056360,2013/12,4834719,6297509
코위버(주),056360,2014/12,7163962,7510689
코위버(주),056360,2015/12,6212266,9289476
코위버(주),056360,2016/12,5187913,6620118
코위버(주),056360,2017/12,6028394,6511899
코위버(주),056360,2018/12,-842823,6198516
코위버(주),056360,2019/12,11715872,20638977
콜마비앤에이치(주),200130,2014/12,,
콜마비앤에이치(주),200130,2015/12,34447789,1177111
콜마비앤에이치(주),200130,2016/12,36208812,29743678
콜마비앤에이치(주),200130,2017/12,48768163,47436930
콜마비앤에이치(주),200130,2018/12,58537312,49322397
콜마비앤에이치(주),200130,2019/12,74075200,54752737
쿠쿠홀딩스(주),192400,2014/12,78580085,90732490
쿠쿠홀딩스(주),192400,2015/12,91641155,74553485
쿠쿠홀딩스(주),192400,2016/12,95403516,80091564
쿠쿠홀딩스(주),192400,2017/12,64697060,53673645
쿠쿠홀딩스(주),192400,2018/12,67888516,84572623
쿠쿠홀딩스(주),192400,2019/12,74514877,79433102
쿠쿠홈시스(주),284740,2018/12,67523700,38179507
쿠쿠홈시스(주),284740,2019/12,120632415,79879070
큐렉소(주),060280,2011/12,-9405145,-10628683
큐렉소(주),060280,2012/12,-14182155,-16927127
큐렉소(주),060280,2013/12,-13434760,-14595058
큐렉소(주),060280,2014/12,-21015801,-22267345
큐렉소(주),060280,2015/12,-24631506,-25016644
큐렉소(주),060280,2016/12,,
큐렉소(주),060280,2017/12,,
큐렉소(주),060280,2018/12,,
큐렉소(주),060280,2019/12,,
크로바하이텍(주),043590,2011/12,1848344,-258899
크로바하이텍(주),043590,2012/12,4083304,4532585
크로바하이텍(주),043590,2013/12,-5646638,-2145120
크로바하이텍(주),043590,2014/12,-3444541,-3396590
크로바하이텍(주),043590,2015/12,-2599006,-3500905
크로바하이텍(주),043590,2016/12,1750677,-258533
크로바하이텍(주),043590,2017/12,-1046796,-883648
크로바하이텍(주),043590,2018/12,-7088956,-27791029
크로바하이텍(주),043590,2019/12,-4246711,-7477696
크루셜텍(주),114120,2011/12,17977963,12627939
크루셜텍(주),114120,2012/12,-8182380,-11096823
크루셜텍(주),114120,2013/12,-16635430,-18699635
크루셜텍(주),114120,2014/12,-12851896,-27324319
크루셜텍(주),114120,2015/12,14323166,10719219
크루셜텍(주),114120,2016/12,8310642,288829
크루셜텍(주),114120,2017/12,-39569896,-63733422
크루셜텍(주),114120,2018/12,-29956631,-53631814
크루셜텍(주),114120,2019/12,-29142185,-45131058
크리스탈지노믹스(주),083790,2011/12,-9830082,-9448312
크리스탈지노믹스(주),083790,2012/12,-7236138,-11819648
크리스탈지노믹스(주),083790,2013/12,-6039073,-11405566
크리스탈지노믹스(주),083790,2014/12,-7228518,-11930796
크리스탈지노믹스(주),083790,2015/12,-3849381,-5141977
크리스탈지노믹스(주),083790,2016/12,-4087202,-3547076
크리스탈지노믹스(주),083790,2017/12,-6411018,-8575453
크리스탈지노믹스(주),083790,2018/12,1756371,6907591
크리스탈지노믹스(주),083790,2019/12,-10560241,-38091103
키네마스터(주),139670,2011/12,,
키네마스터(주),139670,2012/12,,
키네마스터(주),139670,2013/12,,
키네마스터(주),139670,2014/12,2289241,2491882
키네마스터(주),139670,2015/12,-2181824,-1191553
키네마스터(주),139670,2016/12,-4966034,-5262828
키네마스터(주),139670,2017/12,-3364001,-4289608
키네마스터(주),139670,2018/12,-3123903,-3144984
키네마스터(주),139670,2019/12,317948,61731
태경산업(주),015890,2011/12,35337852,25587992
태경산업(주),015890,2012/12,22932582,24560628
태경산업(주),015890,2013/12,15673760,7640532
태경산업(주),015890,2014/12,15265733,7250627
태경산업(주),015890,2015/12,-3263138,-8297535
태경산업(주),015890,2016/12,12234376,4364516
태경산업(주),015890,2017/12,19588309,7751750
태경산업(주),015890,2018/12,23390246,14442560
태경산업(주),015890,2019/12,10773793,25552233
태경케미컬(주),006890,2011/12,8255977,7826863
태경케미컬(주),006890,2012/12,6895763,7198996
태경케미컬(주),006890,2013/12,6135185,4169646
태경케미컬(주),006890,2014/12,6254871,6107007
태경케미컬(주),006890,2015/12,5072138,5365380
태경케미컬(주),006890,2016/12,3760970,3820249
태경케미컬(주),006890,2017/12,1797258,1639019
태경케미컬(주),006890,2018/12,3160575,2906256
태경케미컬(주),006890,2019/12,1191404,9823097
태광산업(주),003240,2011/12,441890228,366280674
태광산업(주),003240,2012/12,175370500,115498604
태광산업(주),003240,2013/12,168600514,113939554
태광산업(주),003240,2014/12,149509550,122820168
태광산업(주),003240,2015/12,159801098,104614215
태광산업(주),003240,2016/12,160118559,44525681
태광산업(주),003240,2017/12,241194125,179184350
태광산업(주),003240,2018/12,331508939,249125392
태광산업(주),003240,2019/12,291424870,167539648
태림포장(주),011280,2011/12,,
태림포장(주),011280,2012/12,,
태림포장(주),011280,2013/12,,
태림포장(주),011280,2014/12,,
태림포장(주),011280,2015/12,2024337,-12334615
태림포장(주),011280,2016/12,9029655,-58376301
태림포장(주),011280,2017/12,3313587,-677420
태림포장(주),011280,2018/12,35733374,28676653
태림포장(주),011280,2019/12,20824539,21694174
태양금속공업(주),004100,2011/12,9018965,786265
태양금속공업(주),004100,2012/12,14675321,1630374
태양금속공업(주),004100,2013/12,14662798,1489562
태양금속공업(주),004100,2014/12,12415045,6708400
태양금속공업(주),004100,2015/12,13108719,3951906
태양금속공업(주),004100,2016/12,15636654,9605401
태양금속공업(주),004100,2017/12,9977999,-4167314
태양금속공업(주),004100,2018/12,7168004,-5440408
태양금속공업(주),004100,2019/12,-17625043,-22140537
태원물산(주),001420,2011/12,,
태원물산(주),001420,2012/12,,
태원물산(주),001420,2013/12,,
태원물산(주),001420,2014/12,,
태원물산(주),001420,2015/12,,
태원물산(주),001420,2016/12,,
태원물산(주),001420,2017/12,,
태원물산(주),001420,2018/12,,
태원물산(주),001420,2019/12,,
태평양물산(주),007980,2011/12,14884015,3311152
태평양물산(주),007980,2012/12,7372073,-1573834
태평양물산(주),007980,2013/12,21868344,3206344
태평양물산(주),007980,2014/12,23415633,1089118
태평양물산(주),007980,2015/12,18325860,-17325284
태평양물산(주),007980,2016/12,-48623953,-53314936
태평양물산(주),007980,2017/12,23691493,9917161
태평양물산(주),007980,2018/12,32529880,10381488
태평양물산(주),007980,2019/12,43215232,11233484
테고사이언스(주),191420,2014/12,,
테고사이언스(주),191420,2015/12,,
테고사이언스(주),191420,2016/12,2333868,753896
테고사이언스(주),191420,2017/12,2086795,-6273278
테고사이언스(주),191420,2018/12,872812,-1860194
테고사이언스(주),191420,2019/12,345960,831875
테라사이언스(주),073640,2011/12,7855954,1265846
테라사이언스(주),073640,2012/12,3947169,2894712
테라사이언스(주),073640,2013/12,-4362537,-5411397
테라사이언스(주),073640,2014/12,-5772173,-7552779
테라사이언스(주),073640,2015/12,-9505140,-28273938
테라사이언스(주),073640,2016/12,,
테라사이언스(주),073640,2017/12,-159477,-2329327
테라사이언스(주),073640,2018/12,328924,-1989123
테라사이언스(주),073640,2019/12,-2944449,-2755497
텔코웨어(주),078000,2011/12,4227821,5552885
텔코웨어(주),078000,2012/12,7173823,6773394
텔코웨어(주),078000,2013/12,13096153,10839720
텔코웨어(주),078000,2014/12,8015193,7610954
텔코웨어(주),078000,2015/12,8406892,7786158
텔코웨어(주),078000,2016/12,4619492,4503624
텔코웨어(주),078000,2017/12,5210423,5300434
텔코웨어(주),078000,2018/12,6032672,6343551
텔코웨어(주),078000,2019/12,3363860,4283361
티와이엠(주),002900,2011/12,4803245,-6620440
티와이엠(주),002900,2012/12,8937863,-1294895
티와이엠(주),002900,2013/12,10706112,-1454944
티와이엠(주),002900,2014/12,1306310,-662206
티와이엠(주),002900,2015/12,5287821,2733381
티와이엠(주),002900,2016/12,3421012,3681720
티와이엠(주),002900,2017/12,-1921732,-26155213
티와이엠(주),002900,2018/12,-5442448,-22760684
티와이엠(주),002900,2019/12,13702070,5224426
티제이미디어(주),032540,2011/12,5974327,6198208
티제이미디어(주),032540,2012/12,4898440,4453860
