회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원)
삼정펄프(주),009770,2019/12,-15243801,
삼지전자(주),037460,2011/12,4100019,
삼지전자(주),037460,2012/12,-3971273,
삼지전자(주),037460,2013/12,-5269741,
삼지전자(주),037460,2014/12,-2701756,
삼지전자(주),037460,2015/12,-29983727,-24552580
삼지전자(주),037460,2016/12,-14094184,-17834911
삼지전자(주),037460,2017/12,-7976030,28572291
삼지전자(주),037460,2018/12,-26304476,-32081722
삼지전자(주),037460,2019/12,1055331,-6010387
삼진제약(주),005500,2011/12,-12013929,
삼진제약(주),005500,2012/12,-17664678,
삼진제약(주),005500,2013/12,-5109093,
삼진제약(주),005500,2014/12,-12873672,
삼진제약(주),005500,2015/12,-10140925,
삼진제약(주),005500,2016/12,-10633867,
삼진제약(주),005500,2017/12,-8587496,
삼진제약(주),005500,2018/12,-6629667,
삼진제약(주),005500,2019/12,-11789815,
삼천당제약(주),000250,2011/12,-13534942,
삼천당제약(주),000250,2012/12,-6723469,-6723469
삼천당제약(주),000250,2013/12,-13453746,22651957
삼천당제약(주),000250,2014/12,-4487662,-13469861
삼천당제약(주),000250,2015/12,-5671004,-13756613
삼천당제약(주),000250,2016/12,-10579182,-7227718
삼천당제약(주),000250,2017/12,-9671216,-11900641
삼천당제약(주),000250,2018/12,-23287177,-50272218
삼천당제약(주),000250,2019/12,-7006314,-19339984
삼천리자전거(주),024950,2011/12,-2633968,
삼천리자전거(주),024950,2012/12,-7974446,
삼천리자전거(주),024950,2013/12,-6162403,
삼천리자전거(주),024950,2014/12,-6766816,
삼천리자전거(주),024950,2015/12,-22681917,
삼천리자전거(주),024950,2016/12,-8424704,-321100
삼천리자전거(주),024950,2017/12,-5355444,-7084008
삼천리자전거(주),024950,2018/12,-3318996,-3035632
삼천리자전거(주),024950,2019/12,-2252087,2781295
삼현철강(주),017480,2011/12,-13761660,
삼현철강(주),017480,2012/12,-19846824,
삼현철강(주),017480,2013/12,-1770518,
삼현철강(주),017480,2014/12,4783975,
삼현철강(주),017480,2015/12,-3212282,
삼현철강(주),017480,2016/12,14821429,
삼현철강(주),017480,2017/12,-189787,
삼현철강(주),017480,2018/12,952453,
삼현철강(주),017480,2019/12,-106220,
삼호개발(주),010960,2011/12,-8376755,-5610120
삼호개발(주),010960,2012/12,-5879541,-5789351
삼호개발(주),010960,2013/12,-10456035,-9381040
삼호개발(주),010960,2014/12,-5656356,-5808274
삼호개발(주),010960,2015/12,-24458034,-24010120
삼호개발(주),010960,2016/12,-34449762,-34847339
삼호개발(주),010960,2017/12,-7476784,-3478781
삼호개발(주),010960,2018/12,-217313,-1751880
삼호개발(주),010960,2019/12,-18324662,-18347041
삼화왕관(주),004450,2011/12,-14698821,
삼화왕관(주),004450,2012/12,-1840416,
삼화왕관(주),004450,2013/12,-13193234,
삼화왕관(주),004450,2014/12,-8289586,
삼화왕관(주),004450,2015/12,-8657332,
삼화왕관(주),004450,2016/12,-6607924,
삼화왕관(주),004450,2017/12,-3663937,
삼화왕관(주),004450,2018/12,-11466841,
삼화왕관(주),004450,2019/12,-79026707,-78614477
삼화전기(주),009470,2011/12,-1179559,-1292001
삼화전기(주),009470,2012/12,-1379989,7974414
삼화전기(주),009470,2013/12,-344126,-1608171
삼화전기(주),009470,2014/12,-624632,-1529106
삼화전기(주),009470,2015/12,-219273,-1301683
삼화전기(주),009470,2016/12,571890,461881
삼화전기(주),009470,2017/12,-59670,-2101294
삼화전기(주),009470,2018/12,-940525,-1535153
삼화전기(주),009470,2019/12,-1283940,-6043676
삼화전자공업(주),011230,2011/12,-4044334,-5652022
삼화전자공업(주),011230,2012/12,2776213,1668429
삼화전자공업(주),011230,2013/12,-398003,-1805742
삼화전자공업(주),011230,2014/12,-1075947,-2110259
삼화전자공업(주),011230,2015/12,2887741,2205965
삼화전자공업(주),011230,2016/12,-925749,-2075860
삼화전자공업(주),011230,2017/12,-291920,-1632375
삼화전자공업(주),011230,2018/12,-1612905,-2085923
삼화전자공업(주),011230,2019/12,1361610,495236
삼화콘덴서공업(주),001820,2011/12,-16263712,-16624997
삼화콘덴서공업(주),001820,2012/12,-5082286,-6040368
삼화콘덴서공업(주),001820,2013/12,-8481419,-9348055
삼화콘덴서공업(주),001820,2014/12,-1339292,-1580458
삼화콘덴서공업(주),001820,2015/12,-4850646,-7746805
삼화콘덴서공업(주),001820,2016/12,-4687700,-5330040
삼화콘덴서공업(주),001820,2017/12,-10619795,-11157267
삼화콘덴서공업(주),001820,2018/12,-42110081,-43092055
삼화콘덴서공업(주),001820,2019/12,-25450572,-27470395
삼화페인트공업(주),000390,2011/12,-8251866,-9589587
삼화페인트공업(주),000390,2012/12,-23403804,-25075848
삼화페인트공업(주),000390,2013/12,-26833284,-27540675
삼화페인트공업(주),000390,2014/12,-27587639,-31876351
삼화페인트공업(주),000390,2015/12,-30272277,-31482016
삼화페인트공업(주),000390,2016/12,-27240122,-25480291
삼화페인트공업(주),000390,2017/12,-15318185,-20806761
삼화페인트공업(주),000390,2018/12,-20744832,-5859727
삼화페인트공업(주),000390,2019/12,-7527093,-10312907
상신브레이크(주),041650,2011/12,-17917471,-33182136
상신브레이크(주),041650,2012/12,-11551075,-25751245
상신브레이크(주),041650,2013/12,-20566717,-24183846
상신브레이크(주),041650,2014/12,-19402728,-32908859
상신브레이크(주),041650,2015/12,-23643063,-37790119
상신브레이크(주),041650,2016/12,-10804997,-15096657
상신브레이크(주),041650,2017/12,-52044500,-49921064
상신브레이크(주),041650,2018/12,-39545906,-30943297
상신브레이크(주),041650,2019/12,-6199001,1427047
상신이디피(주),091580,2011/12,-10886289,-12690302
상신이디피(주),091580,2012/12,-14012230,-14741525
상신이디피(주),091580,2013/12,-3699563,-7223768
상신이디피(주),091580,2014/12,-7255425,-6531100
상신이디피(주),091580,2015/12,-6828110,-14006506
상신이디피(주),091580,2016/12,-8036972,-13792677
상신이디피(주),091580,2017/12,-7013004,-5689601
상신이디피(주),091580,2018/12,-19600880,-31177505
상신이디피(주),091580,2019/12,-7211766,-13184470
상신전자(주),263810,2017/12,-5125418,-4091854
상신전자(주),263810,2018/12,1586431,822280
상신전자(주),263810,2019/12,307183,1499974
새론오토모티브(주),075180,2011/12,-17304286,-21893079
새론오토모티브(주),075180,2012/12,-8409833,-17469346
새론오토모티브(주),075180,2013/12,-22149528,-25117739
새론오토모티브(주),075180,2014/12,-27870242,-36754530
새론오토모티브(주),075180,2015/12,-19968974,-25343654
새론오토모티브(주),075180,2016/12,-22029778,-22338753
새론오토모티브(주),075180,2017/12,8164812,8800022
새론오토모티브(주),075180,2018/12,-7355662,-3079364
새론오토모티브(주),075180,2019/12,-20752682,-16889800
샘표(주),007540,2011/12,-14091852,-15027534
샘표(주),007540,2012/12,-2972693,-2736718
샘표(주),007540,2013/12,-21679299,-21836908
샘표(주),007540,2014/12,-1252422,-862976
샘표(주),007540,2015/12,-21224587,-20528951
샘표(주),007540,2016/12,-7721429,-11993520
샘표(주),007540,2017/12,-32010803,-43565779
샘표(주),007540,2018/12,650846,-17138595
샘표(주),007540,2019/12,2692958,-23901119
샘표식품(주),248170,2016/12,-14364376,-10199654
샘표식품(주),248170,2017/12,-11251208,-16191033
샘표식품(주),248170,2018/12,-17548509,-17621488
샘표식품(주),248170,2019/12,-24955337,-24999970
서암기계공업(주),100660,2011/12,-13013533,
서암기계공업(주),100660,2012/12,-11570341,
서암기계공업(주),100660,2013/12,-1867066,
서암기계공업(주),100660,2014/12,-2480344,
서암기계공업(주),100660,2015/12,-1976689,
서암기계공업(주),100660,2016/12,-1138405,
서암기계공업(주),100660,2017/12,-1086007,
서암기계공업(주),100660,2018/12,-5574711,
서암기계공업(주),100660,2019/12,-1969288,
서울도시가스(주),017390,2011/12,-113379532,-105306901
서울도시가스(주),017390,2012/12,-26002113,-21244315
서울도시가스(주),017390,2013/12,-47491534,-63462020
서울도시가스(주),017390,2014/12,-147442330,-138542435
서울도시가스(주),017390,2015/12,48884162,43457925
서울도시가스(주),017390,2016/12,-95716075,-98628374
서울도시가스(주),017390,2017/12,-29285886,-27306814
서울도시가스(주),017390,2018/12,98175577,92914116
서울도시가스(주),017390,2019/12,-210999638,-218715963
서울반도체(주),046890,2011/12,-91013016,-91842181
서울반도체(주),046890,2012/12,994370,-5957339
서울반도체(주),046890,2013/12,12384736,-35280742
서울반도체(주),046890,2014/12,-80503165,-110369735
서울반도체(주),046890,2015/12,-93182507,-67793801
서울반도체(주),046890,2016/12,7377908,-33214371
서울반도체(주),046890,2017/12,-56579316,-168158565
서울반도체(주),046890,2018/12,-60412584,-146414044
서울반도체(주),046890,2019/12,-48340779,-96244187
서울식품공업(주),004410,2011/12,-2570991,-2483630
서울식품공업(주),004410,2012/12,-1058933,-1338719
서울식품공업(주),004410,2013/12,-3977569,-4486745
서울식품공업(주),004410,2014/12,-3424520,-3248432
서울식품공업(주),004410,2015/12,-7169561,-8095657
서울식품공업(주),004410,2016/12,-6962555,
서울식품공업(주),004410,2017/12,-10046315,
서울식품공업(주),004410,2018/12,-6089922,
서울식품공업(주),004410,2019/12,-5655507,
서울전자통신(주),027040,2011/12,-9807525,-15102774
서울전자통신(주),027040,2012/12,-300707,-13003249
서울전자통신(주),027040,2013/12,-177128,-11774328
서울전자통신(주),027040,2014/12,-8430244,-3848062
서울전자통신(주),027040,2015/12,-1661878,1772334
서울전자통신(주),027040,2016/12,-2935333,-2955923
서울전자통신(주),027040,2017/12,-2506087,-4407061
서울전자통신(주),027040,2018/12,-2418298,-2927460
서울전자통신(주),027040,2019/12,152459,-3204446
서호전기(주),065710,2011/12,556433,543363
서호전기(주),065710,2012/12,-2845406,-2873974
서호전기(주),065710,2013/12,204892,211509
서호전기(주),065710,2014/12,-2372830,-2425899
서호전기(주),065710,2015/12,-416735,-515825
서호전기(주),065710,2016/12,-14660872,-14654446
서호전기(주),065710,2017/12,8058323,8067258
서호전기(주),065710,2018/12,-13895147,-13892360
서호전기(주),065710,2019/12,4788713,4745108
선도전기(주),007610,2011/12,-1469691,-1469691
선도전기(주),007610,2012/12,-1077607,-1140471
선도전기(주),007610,2013/12,-4855977,-4905807
선도전기(주),007610,2014/12,-16246616,-16323969
선도전기(주),007610,2015/12,-1971670,-2150063
선도전기(주),007610,2016/12,-1700837,-1998691
선도전기(주),007610,2017/12,-6677947,-6677647
선도전기(주),007610,2018/12,-3491257,-3491257
선도전기(주),007610,2019/12,-10319141,-10684978
성문전자(주),014910,2011/12,-2806149,-3653705
성문전자(주),014910,2012/12,-284678,-1706280
성문전자(주),014910,2013/12,1212670,-636044
성문전자(주),014910,2014/12,-2816595,-2940158
성문전자(주),014910,2015/12,-520880,-2676771
성문전자(주),014910,2016/12,580348,436066
성문전자(주),014910,2017/12,-1022376,-2740459
성문전자(주),014910,2018/12,-6580938,-6805301
성문전자(주),014910,2019/12,10719,-1606744
성보화학(주),003080,2011/12,-3744201,
성보화학(주),003080,2012/12,-2271492,
성보화학(주),003080,2013/12,4461879,
성보화학(주),003080,2014/12,-383110,
성보화학(주),003080,2015/12,-792326,
성보화학(주),003080,2016/12,71678309,
성보화학(주),003080,2017/12,-29203791,
성보화학(주),003080,2018/12,7163244,
성보화학(주),003080,2019/12,361161,
성신양회(주),004980,2011/12,57419814,54553610
성신양회(주),004980,2012/12,47293307,48403978
성신양회(주),004980,2013/12,-84784877,-84378203
성신양회(주),004980,2014/12,-15317942,-13220978
성신양회(주),004980,2015/12,-31513344,-34575276
성신양회(주),004980,2016/12,-17910523,-18132593
성신양회(주),004980,2017/12,-29844593,-30841367
성신양회(주),004980,2018/12,-51398321,-54083937
성신양회(주),004980,2019/12,-22366316,-23570150
성우전자(주),081580,2011/12,917338,-3069542
성우전자(주),081580,2012/12,-19316577,-21415247
성우전자(주),081580,2013/12,979126,-4082469
성우전자(주),081580,2014/12,-6176454,-8216665
성우전자(주),081580,2015/12,-6802658,-19957966
성우전자(주),081580,2016/12,-11128199,-24217514
성우전자(주),081580,2017/12,-4894954,-12172441
성우전자(주),081580,2018/12,1745397,-13314745
성우전자(주),081580,2019/12,337959,-4377996
성우테크론(주),045300,2011/12,-1332646,-1293884
성우테크론(주),045300,2012/12,-3844655,-3314169
성우테크론(주),045300,2013/12,3594090,3654090
성우테크론(주),045300,2014/12,-1015847,-1431701
성우테크론(주),045300,2015/12,-1830180,-1867214
성우테크론(주),045300,2016/12,1693241,1693241
성우테크론(주),045300,2017/12,-5861461,-5899496
성우테크론(주),045300,2018/12,-4894866,-5295166
성우테크론(주),045300,2019/12,3004028,2468028
성창기업지주(주),000180,2011/12,-2970746,-5042256
성창기업지주(주),000180,2012/12,-292847,151698478
성창기업지주(주),000180,2013/12,-251915,-19372686
성창기업지주(주),000180,2014/12,-391438,9424404
성창기업지주(주),000180,2015/12,386591,-13249410
성창기업지주(주),000180,2016/12,-27349672,-18961865
성창기업지주(주),000180,2017/12,-7619093,12446435
성창기업지주(주),000180,2018/12,-954021,-16931811
성창기업지주(주),000180,2019/12,201661,-10984414
성호전자(주),043260,2011/12,-12354936,-14166675
성호전자(주),043260,2012/12,-7411069,-9185599
성호전자(주),043260,2013/12,-4285942,-5962586
성호전자(주),043260,2014/12,463780,-2951557
성호전자(주),043260,2015/12,5155746,2888757
성호전자(주),043260,2016/12,-965484,-3629678
성호전자(주),043260,2017/12,672084,-1961937
성호전자(주),043260,2018/12,-432899,-3389723
성호전자(주),043260,2019/12,-7089141,-9435235
세기상사(주),002420,2011/12,653048,653048
세기상사(주),002420,2012/12,323218,323218
세기상사(주),002420,2013/12,2704759,2704759
세기상사(주),002420,2014/12,844221,844221
세기상사(주),002420,2015/12,656449,656449
세기상사(주),002420,2016/12,1126350,1126350
세기상사(주),002420,2017/12,-415404,
세기상사(주),002420,2018/12,294878,
세기상사(주),002420,2019/12,622832,
세명전기공업(주),017510,2011/12,-7654966,
세명전기공업(주),017510,2012/12,-1127581,
세명전기공업(주),017510,2013/12,-1902402,
세명전기공업(주),017510,2014/12,-2628304,
세명전기공업(주),017510,2015/12,7131905,
세명전기공업(주),017510,2016/12,-3787242,
세명전기공업(주),017510,2017/12,-8444542,
세명전기공업(주),017510,2018/12,5365885,
세명전기공업(주),017510,2019/12,-5779382,
세방(주),004360,2011/12,-13656431,-19306292
세방(주),004360,2012/12,-6147423,-14634423
세방(주),004360,2013/12,-721857,-3605413
세방(주),004360,2014/12,22711024,21436411
세방(주),004360,2015/12,722007,766733
세방(주),004360,2016/12,-19868335,-14379645
세방(주),004360,2017/12,-5265820,-7117806
세방(주),004360,2018/12,-30701846,-26413999
세방(주),004360,2019/12,-34618483,-22023900
세방전지(주),004490,2011/12,-97892022,
세방전지(주),004490,2012/12,-182873209,
세방전지(주),004490,2013/12,-44335578,
세방전지(주),004490,2014/12,-64349252,
세방전지(주),004490,2015/12,-15948880,-14041169
세방전지(주),004490,2016/12,-165126509,-169098813
세방전지(주),004490,2017/12,-25533585,-25459426
세방전지(주),004490,2018/12,-130761450,-126192766
세방전지(주),004490,2019/12,-111385589,-77577487
세원이앤씨(주),091090,2011/12,-55706817,-54826746
세원이앤씨(주),091090,2012/12,-18250266,-17083431
세원이앤씨(주),091090,2013/12,8736345,10083234
세원이앤씨(주),091090,2014/12,-5193206,-4352857
세원이앤씨(주),091090,2015/12,-1125583,-762445
세원이앤씨(주),091090,2016/12,-19768422,-19229148
세원이앤씨(주),091090,2017/12,-4713030,-4026671
세원이앤씨(주),091090,2018/12,-2954663,-2954663
세원이앤씨(주),091090,2019/12,367390,366590
세종공업(주),033530,2011/12,-60837382,-84995175
세종공업(주),033530,2012/12,-5189576,-35142388
세종공업(주),033530,2013/12,-20707758,-42380301
세종공업(주),033530,2014/12,-41742258,-92718043
세종공업(주),033530,2015/12,-51059819,-67443885
세종공업(주),033530,2016/12,-39525605,-70261227
세종공업(주),033530,2017/12,-34414703,-48959277
세종공업(주),033530,2018/12,-15499249,-40388587
세종공업(주),033530,2019/12,-63293156,-90417686
세종텔레콤(주),036630,2011/12,-12805749,-12805749
세종텔레콤(주),036630,2012/12,931859,931859
세종텔레콤(주),036630,2013/12,13839389,13839389
세종텔레콤(주),036630,2014/12,385284,385284
세종텔레콤(주),036630,2015/12,-11063819,-11057709
세종텔레콤(주),036630,2016/12,-63860160,-63830160
세종텔레콤(주),036630,2017/12,-167516654,-167516654
세종텔레콤(주),036630,2018/12,-32884566,-27823136
세종텔레콤(주),036630,2019/12,14072804,15719434
세하(주),027970,2011/12,-1741724,
세하(주),027970,2012/12,-5460490,
세하(주),027970,2013/12,-1344093,
세하(주),027970,2014/12,757533,
세하(주),027970,2015/12,-1904840,
세하(주),027970,2016/12,-4384744,
세하(주),027970,2017/12,-3419414,
세하(주),027970,2018/12,-6442817,
세하(주),027970,2019/12,-6133211,
소니드(주),060230,2011/12,4294266,4641118
소니드(주),060230,2012/12,14455712,13874316
소니드(주),060230,2013/12,-21839441,-22174574
소니드(주),060230,2014/12,2035849,1884734
소니드(주),060230,2015/12,715019,708744
소니드(주),060230,2016/12,-860823,-1017667
소니드(주),060230,2017/12,-20068978,-20068978
소니드(주),060230,2018/12,-2715828,-2646522
소니드(주),060230,2019/12,-9142606,-9044899
소프트캠프(주),258790,2017/12,,
소프트캠프(주),258790,2018/12,,
소프트캠프(주),258790,2019/12,166709,184101
솔루스첨단소재(주),336370,2019/12,-4240852,-78878139
솔브레인홀딩스(주),036830,2011/12,-109145218,-129651207
솔브레인홀딩스(주),036830,2012/12,-55616069,-66651280
솔브레인홀딩스(주),036830,2013/12,-74247864,-88228894
솔브레인홀딩스(주),036830,2014/12,-32824588,-30404069
솔브레인홀딩스(주),036830,2015/12,-158229011,-170690516
솔브레인홀딩스(주),036830,2016/12,-54334389,-76850766
솔브레인홀딩스(주),036830,2017/12,-40488392,-47462542
솔브레인홀딩스(주),036830,2018/12,-193060644,-202416886
솔브레인홀딩스(주),036830,2019/12,-18371375,-43741882
송원산업(주),004430,2011/12,-62799000,-34105000
송원산업(주),004430,2012/12,-14749000,-31500000
송원산업(주),004430,2013/12,-31730000,-19780000
송원산업(주),004430,2014/12,-44618000,-55569000
송원산업(주),004430,2015/12,17328000,6116000
송원산업(주),004430,2016/12,-43797000,-35995000
송원산업(주),004430,2017/12,-62049000,-49727000
송원산업(주),004430,2018/12,-13908000,-14789000
송원산업(주),004430,2019/12,-13914000,-24473000
스튜디오드래곤(주),253450,2017/12,-140405083,-141042747
스튜디오드래곤(주),253450,2018/12,140969795,140585204
스튜디오드래곤(주),253450,2019/12,-83675711,-80950912
시그네틱스(주),033170,2011/12,-57525647,
시그네틱스(주),033170,2012/12,-40492064,
시그네틱스(주),033170,2013/12,-23911932,
시그네틱스(주),033170,2014/12,-17515701,
시그네틱스(주),033170,2015/12,-31985865,-31978672
시그네틱스(주),033170,2016/12,-9847741,-9848080
시그네틱스(주),033170,2017/12,-29501700,-29501248
시그네틱스(주),033170,2018/12,-11419770,-11425749
시그네틱스(주),033170,2019/12,-4648637,-4648977
신대양제지(주),016590,2011/12,-36542960,-53878390
신대양제지(주),016590,2012/12,-23756892,-35453201
신대양제지(주),016590,2013/12,3677816,-9131620
신대양제지(주),016590,2014/12,-29931826,-33680815
신대양제지(주),016590,2015/12,-3614022,8173791
신대양제지(주),016590,2016/12,6669478,-10667753
신대양제지(주),016590,2017/12,-43914957,-59757723
신대양제지(주),016590,2018/12,-39251677,-65746679
신대양제지(주),016590,2019/12,-27897458,-63647323
신라교역(주),004970,2011/12,-38472829,-38502192
신라교역(주),004970,2012/12,-9803057,-10518257
신라교역(주),004970,2013/12,-11431703,-11456150
신라교역(주),004970,2014/12,-34636662,-33711776
신라교역(주),004970,2015/12,43927233,44359616
신라교역(주),004970,2016/12,35977174,35606069
신라교역(주),004970,2017/12,-9111920,-9517973
신라교역(주),004970,2018/12,7183402,6348106
신라교역(주),004970,2019/12,-86319141,-76109656
신라섬유(주),001000,2011/12,-914451,
신라섬유(주),001000,2012/12,-433345,
신라섬유(주),001000,2013/12,481781,
신라섬유(주),001000,2014/12,1559878,
신라섬유(주),001000,2015/12,-104981,
신라섬유(주),001000,2016/12,839935,
신라섬유(주),001000,2017/12,347554,
신라섬유(주),001000,2018/12,-31757,
신라섬유(주),001000,2019/12,-38098,
신라에스지(주),025870,2011/12,-1290582,
신라에스지(주),025870,2012/12,-4296731,
신라에스지(주),025870,2013/12,-2068044,-1574869
신라에스지(주),025870,2014/12,-3076203,-1802230
신라에스지(주),025870,2015/12,-914200,-601189
신라에스지(주),025870,2016/12,-9765432,-4735885
신라에스지(주),025870,2017/12,-4415538,-1106395
신라에스지(주),025870,2018/12,-2525076,-1575799
신라에스지(주),025870,2019/12,-343734,-964101
신라젠(주),215600,2016/12,-31756103,-20351465
신라젠(주),215600,2017/12,-33571671,-29381588
신라젠(주),215600,2018/12,17001211,25481660
신라젠(주),215600,2019/12,-24856465,-8729845
신성델타테크(주),065350,2011/12,-5035550,-7842835
신성델타테크(주),065350,2012/12,-4402255,-10868378
신성델타테크(주),065350,2013/12,-15249386,-15179084
신성델타테크(주),065350,2014/12,-2780014,-7397162
신성델타테크(주),065350,2015/12,-21940801,-13708194
신성델타테크(주),065350,2016/12,-10027068,-7222726
신성델타테크(주),065350,2017/12,-1435385,-8558734
신성델타테크(주),065350,2018/12,-10302275,-20945362
신성델타테크(주),065350,2019/12,-3677686,-15016266
신성통상(주),005390,2011/06,-4665628,-8183328
신성통상(주),005390,2012/06,-47516503,-39060325
신성통상(주),005390,2013/06,-7069432,-16641258
신성통상(주),005390,2014/06,-45756509,-35413343
신성통상(주),005390,2015/06,-33522099,-34167559
신성통상(주),005390,2016/06,-27125965,-30199501
신성통상(주),005390,2017/06,-17979632,-23172897
신성통상(주),005390,2018/06,-17294660,-17638116
신성통상(주),005390,2019/06,-16905508,-30164749
신세계건설(주),034300,2011/12,-53134519,
신세계건설(주),034300,2012/12,-91976970,
신세계건설(주),034300,2013/12,-135903025,
신세계건설(주),034300,2014/12,-5886782,
신세계건설(주),034300,2015/12,-4538860,
신세계건설(주),034300,2016/12,-6969035,
신세계건설(주),034300,2017/12,-7340802,
신세계건설(주),034300,2018/12,-12714541,
신세계건설(주),034300,2019/12,-407133,
신송홀딩스(주),006880,2013/12,-12503000,-16338932
신송홀딩스(주),006880,2014/12,-2423297,-14245891
신송홀딩스(주),006880,2015/12,9173064,-5862732
신송홀딩스(주),006880,2016/12,3589762,-22798687
신송홀딩스(주),006880,2017/12,-5984479,1760550
신송홀딩스(주),006880,2018/12,-4017000,-2236500
신송홀딩스(주),006880,2019/12,-6309181,-8539267
신신제약(주),002800,2017/12,-4352910,-3597845
신신제약(주),002800,2018/12,-25660197,-25665637
신신제약(주),002800,2019/12,-20544956,-20562404
신원종합개발(주),017000,2011/12,20854046,
신원종합개발(주),017000,2012/12,4698137,
신원종합개발(주),017000,2013/12,-6555948,
신원종합개발(주),017000,2014/12,9330347,
신원종합개발(주),017000,2015/12,-6313759,
신원종합개발(주),017000,2016/12,7199428,
신원종합개발(주),017000,2017/12,-6733785,-2744469
신원종합개발(주),017000,2018/12,-16721171,-16859871
신원종합개발(주),017000,2019/12,-17563821,-19271709
신일전자(주),002700,2011/12,-331617,-8453
신일전자(주),002700,2012/12,-1795254,-2140397
신일전자(주),002700,2013/12,-12579484,-12340104
신일전자(주),002700,2014/12,-7734384,-6908574
신일전자(주),002700,2015/12,65467,62758
신일전자(주),002700,2016/12,-655629,-665847
신일전자(주),002700,2017/12,-5223439,
신일전자(주),002700,2018/12,-4210167,
신일전자(주),002700,2019/12,8482162,
신일제약(주),012790,2011/12,-6459854,
신일제약(주),012790,2012/12,-6201232,
신일제약(주),012790,2013/12,-11448243,
신일제약(주),012790,2014/12,-8120053,
신일제약(주),012790,2015/12,-10216929,
신일제약(주),012790,2016/12,-4720309,
신일제약(주),012790,2017/12,-6047856,
신일제약(주),012790,2018/12,-8815967,
신일제약(주),012790,2019/12,-9867755,
신풍제약(주),019170,2011/12,-23405466,-21661275
신풍제약(주),019170,2012/12,-20726167,-20442644
신풍제약(주),019170,2013/12,-10413710,-17459165
신풍제약(주),019170,2014/12,-12969519,-13202399
신풍제약(주),019170,2015/12,-324133,-112938
신풍제약(주),019170,2016/12,-20978297,-21159258
신풍제약(주),019170,2017/12,3196359,2038538
신풍제약(주),019170,2018/12,-11685998,-10312806
신풍제약(주),019170,2019/12,-29118825,-30656194
신풍제지(주),002870,2011/12,-1203857,-1187803
신풍제지(주),002870,2012/12,31261160,32014800
신풍제지(주),002870,2013/12,10838837,12219455
신풍제지(주),002870,2014/12,16540980,17165119
신풍제지(주),002870,2015/12,13222582,14108239
신풍제지(주),002870,2016/12,-3561546,-2548275
신풍제지(주),002870,2017/12,-7345454,-6730054
신풍제지(주),002870,2018/12,9519371,8591779
신풍제지(주),002870,2019/12,-2757481,-3251847
신화인터텍(주),056700,2011/12,-2076890,-4056341
신화인터텍(주),056700,2012/12,-6967028,-10084090
신화인터텍(주),056700,2013/12,11138524,9817435
신화인터텍(주),056700,2014/12,-49412083,-49755496
신화인터텍(주),056700,2015/12,2718949,-1972037
신화인터텍(주),056700,2016/12,-10983196,-8340350
신화인터텍(주),056700,2017/12,-6478134,-6831583
신화인터텍(주),056700,2018/12,-5511994,-12332748
신화인터텍(주),056700,2019/12,-10512970,-4991836
신흥에스이씨(주),243840,2017/12,-16346908,-27669016
신흥에스이씨(주),243840,2018/12,-63029963,-79364372
신흥에스이씨(주),243840,2019/12,-13816720,-56254185
쌍용씨앤이(주),003410,2011/12,-22518382,-19179248
쌍용씨앤이(주),003410,2012/12,-51917729,-83788058
쌍용씨앤이(주),003410,2013/12,-74327227,-110515651
쌍용씨앤이(주),003410,2014/12,-27839822,-63739316
쌍용씨앤이(주),003410,2015/12,-4232111,-12704419
쌍용씨앤이(주),003410,2016/12,-102659627,-74282685
쌍용씨앤이(주),003410,2017/12,-196526528,-222979700
쌍용씨앤이(주),003410,2018/12,-107111146,-115589816
쌍용씨앤이(주),003410,2019/12,-67200495,-76254871
쌍용자동차(주),003620,2011/12,-105394962,-104730466
쌍용자동차(주),003620,2012/12,-143726911,-143392169
쌍용자동차(주),003620,2013/12,-214309661,-212070516
쌍용자동차(주),003620,2014/12,-257563371,-257545794
쌍용자동차(주),003620,2015/12,-227988945,-227994580
쌍용자동차(주),003620,2016/12,-210692313,-210693644
쌍용자동차(주),003620,2017/12,-277445714,-277454555
쌍용자동차(주),003620,2018/12,-260348100,-257693934
쌍용자동차(주),003620,2019/12,-209346148,-207703122
쌍용정보통신(주),010280,2011/12,453276,398193
쌍용정보통신(주),010280,2012/12,-7272217,-7309059
쌍용정보통신(주),010280,2013/12,-14067832,-14099209
쌍용정보통신(주),010280,2014/12,4349453,4410894
쌍용정보통신(주),010280,2015/12,7872331,7816627
쌍용정보통신(주),010280,2016/12,6249076,6228223
쌍용정보통신(주),010280,2017/12,-4098068,-4097358
쌍용정보통신(주),010280,2018/12,-8148693,-8169923
쌍용정보통신(주),010280,2019/12,-878960,-883797
써니전자(주),004770,2011/12,-571898,-1141074
써니전자(주),004770,2012/12,-3667648,2067124
써니전자(주),004770,2013/12,685514,1192435
써니전자(주),004770,2014/12,-1113179,-1434169
써니전자(주),004770,2015/12,1150141,951400
써니전자(주),004770,2016/12,-1451323,-1514254
써니전자(주),004770,2017/12,-9525739,-9331389
써니전자(주),004770,2018/12,-3803048,-4143670
써니전자(주),004770,2019/12,-16167457,-16167457
씨비아이(주),013720,2011/12,-1841534,
씨비아이(주),013720,2012/12,-4904693,
씨비아이(주),013720,2013/12,-8339106,
씨비아이(주),013720,2014/12,-1484649,
씨비아이(주),013720,2015/12,-2464576,
