회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결)
베뉴지(주),019010,2013/12,174218548
베뉴지(주),019010,2014/12,159538713
베뉴지(주),019010,2015/12,204330381
베뉴지(주),019010,2016/12,236756098
베뉴지(주),019010,2017/12,231505419
베뉴지(주),019010,2018/12,286339669
보성파워텍(주),006910,2010/12,39414135
보성파워텍(주),006910,2011/12,36719453
보성파워텍(주),006910,2012/12,37816924
보성파워텍(주),006910,2013/12,35688603
보성파워텍(주),006910,2014/12,34473301
보성파워텍(주),006910,2015/12,47992417
보성파워텍(주),006910,2016/12,93876277
보성파워텍(주),006910,2017/12,84307478
보성파워텍(주),006910,2018/12,78393884
보해양조(주),000890,2010/12,-517737294
보해양조(주),000890,2011/12,51337933
보해양조(주),000890,2012/12,47160476
보해양조(주),000890,2013/12,51546992
보해양조(주),000890,2014/12,80101723
보해양조(주),000890,2015/12,103462337
보해양조(주),000890,2016/12,99412223
보해양조(주),000890,2017/12,99597827
보해양조(주),000890,2018/12,69387624
부광약품(주),003000,2010/03,
부광약품(주),003000,2011/03,
부광약품(주),003000,2012/12,
부광약품(주),003000,2013/12,
부광약품(주),003000,2014/12,209999660
부광약품(주),003000,2015/12,225153386
부광약품(주),003000,2016/12,214633934
부광약품(주),003000,2017/12,211303034
부광약품(주),003000,2018/12,413442482
부국철강(주),026940,2010/12,
부국철강(주),026940,2011/12,
부국철강(주),026940,2012/12,
부국철강(주),026940,2013/12,
부국철강(주),026940,2014/12,
부국철강(주),026940,2015/12,
부국철강(주),026940,2016/12,
부국철강(주),026940,2017/12,
부국철강(주),026940,2018/12,
부산산업(주),011390,2010/12,40840607
부산산업(주),011390,2011/12,40713346
부산산업(주),011390,2012/12,38350324
부산산업(주),011390,2013/12,45549546
부산산업(주),011390,2014/12,49408451
부산산업(주),011390,2015/12,56591066
부산산업(주),011390,2016/12,64995661
부산산업(주),011390,2017/12,68869402
부산산업(주),011390,2018/12,71444062
부산주공(주),005030,2010/12,
부산주공(주),005030,2011/12,
부산주공(주),005030,2012/12,
부산주공(주),005030,2013/12,
부산주공(주),005030,2014/12,
부산주공(주),005030,2015/12,
부산주공(주),005030,2016/12,
부산주공(주),005030,2017/12,
부산주공(주),005030,2018/12,
비디아이(주),148140,2017/12,31752896
비디아이(주),148140,2018/12,34140735
비에이치아이(주),083650,2010/12,92556460
비에이치아이(주),083650,2011/12,97307445
비에이치아이(주),083650,2012/12,137514880
비에이치아이(주),083650,2013/12,155964067
비에이치아이(주),083650,2014/12,143509905
비에이치아이(주),083650,2015/12,88963128
비에이치아이(주),083650,2016/12,99689271
비에이치아이(주),083650,2017/12,111872233
비에이치아이(주),083650,2018/12,83966755
비케이탑스(주),030790,2010/12,
비케이탑스(주),030790,2011/12,
비케이탑스(주),030790,2012/12,22453302
비케이탑스(주),030790,2013/12,-132396305
비케이탑스(주),030790,2014/12,35330755
비케이탑스(주),030790,2015/12,49665918
비케이탑스(주),030790,2016/12,41602440
비케이탑스(주),030790,2017/12,78821162
비케이탑스(주),030790,2018/12,83467184
비플라이소프트(주),148780,2016/12,
비플라이소프트(주),148780,2017/12,6372517
비플라이소프트(주),148780,2018/12,4916302
빛샘전자(주),072950,2012/12,
빛샘전자(주),072950,2013/12,
빛샘전자(주),072950,2014/12,47383481
빛샘전자(주),072950,2015/12,49375849
빛샘전자(주),072950,2016/12,52130961
빛샘전자(주),072950,2017/12,55155605
빛샘전자(주),072950,2018/12,56424484
사조동아원(주),008040,2010/12,159593004
사조동아원(주),008040,2011/12,183922236
사조동아원(주),008040,2012/12,181477809
사조동아원(주),008040,2013/12,155087445
사조동아원(주),008040,2014/12,81736918
사조동아원(주),008040,2015/12,61324450
사조동아원(주),008040,2016/12,71891802
사조동아원(주),008040,2017/12,162058065
사조동아원(주),008040,2018/12,177151168
사조산업(주),007160,2010/12,282467998
사조산업(주),007160,2011/12,339930500
사조산업(주),007160,2012/12,398147192
사조산업(주),007160,2013/12,436044748
사조산업(주),007160,2014/12,430417808
사조산업(주),007160,2015/12,377760393
사조산업(주),007160,2016/12,407698490
사조산업(주),007160,2017/12,465605549
사조산업(주),007160,2018/12,509815034
사조씨푸드(주),014710,2012/12,153652858
사조씨푸드(주),014710,2013/12,156391513
사조씨푸드(주),014710,2014/12,166151402
사조씨푸드(주),014710,2015/12,178747006
사조씨푸드(주),014710,2016/12,
사조씨푸드(주),014710,2017/12,
사조씨푸드(주),014710,2018/12,
삼강엠앤티(주),100090,2010/12,
삼강엠앤티(주),100090,2011/12,
삼강엠앤티(주),100090,2012/12,
삼강엠앤티(주),100090,2013/12,
삼강엠앤티(주),100090,2014/12,
삼강엠앤티(주),100090,2015/12,
삼강엠앤티(주),100090,2016/12,
삼강엠앤티(주),100090,2017/12,249405759
삼강엠앤티(주),100090,2018/12,225691597
삼륭물산(주),014970,2010/12,42488895
삼륭물산(주),014970,2011/12,45157896
삼륭물산(주),014970,2012/12,49078226
삼륭물산(주),014970,2013/12,52661420
삼륭물산(주),014970,2014/12,52750243
삼륭물산(주),014970,2015/12,58260170
삼륭물산(주),014970,2016/12,65649139
삼륭물산(주),014970,2017/12,69771107
삼륭물산(주),014970,2018/12,68631631
삼목에스폼(주),018310,2010/12,
삼목에스폼(주),018310,2011/12,
삼목에스폼(주),018310,2012/12,
삼목에스폼(주),018310,2013/12,
삼목에스폼(주),018310,2014/12,
삼목에스폼(주),018310,2015/12,
삼목에스폼(주),018310,2016/12,
삼목에스폼(주),018310,2017/12,
삼목에스폼(주),018310,2018/12,
삼보모터스(주),053700,2010/12,44569703
삼보모터스(주),053700,2011/12,47968986
삼보모터스(주),053700,2012/12,50005907
삼보모터스(주),053700,2013/12,150490226
삼보모터스(주),053700,2014/12,172598679
삼보모터스(주),053700,2015/12,195322024
삼보모터스(주),053700,2016/12,181954415
삼보모터스(주),053700,2017/12,199091891
삼보모터스(주),053700,2018/12,205353153
삼보산업(주),009620,2010/12,
삼보산업(주),009620,2011/12,
삼보산업(주),009620,2012/12,
삼보산업(주),009620,2013/12,48738537
삼보산업(주),009620,2014/12,44799143
삼보산업(주),009620,2015/12,45340718
삼보산업(주),009620,2016/12,37688252
삼보산업(주),009620,2017/12,43937381
삼보산업(주),009620,2018/12,45723622
삼부토건(주),001470,2010/12,387981709
삼부토건(주),001470,2011/12,132250796
삼부토건(주),001470,2012/12,69894868
삼부토건(주),001470,2013/12,47010702
삼부토건(주),001470,2014/12,383710275
삼부토건(주),001470,2015/12,-259628584
삼부토건(주),001470,2016/12,106601761
삼부토건(주),001470,2017/12,125674053
삼부토건(주),001470,2018/12,190254571
삼성SDI(주),006400,2010/12,6230861509
삼성SDI(주),006400,2011/12,6314527221
삼성SDI(주),006400,2012/12,7564481602
삼성SDI(주),006400,2013/12,7542416431
삼성SDI(주),006400,2014/12,11826911292
삼성SDI(주),006400,2015/12,11253192853
삼성SDI(주),006400,2016/12,10964110227
삼성SDI(주),006400,2017/12,11451999497
삼성SDI(주),006400,2018/12,12225219216
삼성공조(주),006660,2010/12,156614361
삼성공조(주),006660,2011/12,163275227
삼성공조(주),006660,2012/12,165482760
삼성공조(주),006660,2013/12,178138983
삼성공조(주),006660,2014/12,184254186
삼성공조(주),006660,2015/12,192208967
삼성공조(주),006660,2016/12,198730252
삼성공조(주),006660,2017/12,208210615
삼성공조(주),006660,2018/12,213882602
삼성물산(주),028260,2014/12,5285289849
삼성물산(주),028260,2015/12,18313935618
삼성물산(주),028260,2016/12,21105710687
삼성물산(주),028260,2017/12,25151250126
삼성물산(주),028260,2018/12,22548935048
삼성바이오로직스(주),207940,2016/12,
삼성바이오로직스(주),207940,2017/12,
삼성바이오로직스(주),207940,2018/12,
삼성에스디에스(주),018260,2014/12,4214024629
삼성에스디에스(주),018260,2015/12,4776851778
삼성에스디에스(주),018260,2016/12,5291124095
삼성에스디에스(주),018260,2017/12,5719429437
삼성에스디에스(주),018260,2018/12,6148552184
삼성엔지니어링(주),028050,2010/12,956813092
삼성엔지니어링(주),028050,2011/12,1313356806
삼성엔지니어링(주),028050,2012/12,1740044579
삼성엔지니어링(주),028050,2013/12,905658514
삼성엔지니어링(주),028050,2014/12,953344087
삼성엔지니어링(주),028050,2015/12,-312934993
삼성엔지니어링(주),028050,2016/12,986716625
삼성엔지니어링(주),028050,2017/12,976091814
삼성엔지니어링(주),028050,2018/12,997855868
삼성전기(주),009150,2010/12,3802839555
삼성전기(주),009150,2011/12,3875787787
삼성전기(주),009150,2012/12,3965648035
삼성전기(주),009150,2013/12,4258027439
삼성전기(주),009150,2014/12,4642796080
삼성전기(주),009150,2015/12,4315383218
삼성전기(주),009150,2016/12,4337585298
삼성전기(주),009150,2017/12,4331491386
삼성전기(주),009150,2018/12,4946497556
삼성전자(주),005930,2010/12,89349091000
삼성전자(주),005930,2011/12,101845323000
삼성전자(주),005930,2012/12,121480206000
삼성전자(주),005930,2013/12,150016010000
삼성전자(주),005930,2014/12,168088188000
삼성전자(주),005930,2015/12,179059805000
삼성전자(주),005930,2016/12,192963033000
삼성전자(주),005930,2017/12,214491428000
삼성전자(주),005930,2018/12,247753177000
삼성제약(주),001360,2010/12,
삼성제약(주),001360,2011/12,
삼성제약(주),001360,2012/12,
삼성제약(주),001360,2013/12,
삼성제약(주),001360,2014/12,
삼성제약(주),001360,2015/12,46236615
삼성제약(주),001360,2016/12,82377765
삼성제약(주),001360,2017/12,93868491
삼성제약(주),001360,2018/12,131662977
삼성중공업(주),010140,2010/12,4132455396
삼성중공업(주),010140,2011/12,4643988734
삼성중공업(주),010140,2012/12,5282949064
삼성중공업(주),010140,2013/12,5845795805
삼성중공업(주),010140,2014/12,5573161296
삼성중공업(주),010140,2015/12,4265745759
삼성중공업(주),010140,2016/12,6275310772
삼성중공업(주),010140,2017/12,5797452669
삼성중공업(주),010140,2018/12,6746279557
삼아알미늄(주),006110,2010/12,
삼아알미늄(주),006110,2011/12,
삼아알미늄(주),006110,2012/12,
삼아알미늄(주),006110,2013/12,
삼아알미늄(주),006110,2014/12,
삼아알미늄(주),006110,2015/12,
삼아알미늄(주),006110,2016/12,
삼아알미늄(주),006110,2017/12,
삼아알미늄(주),006110,2018/12,105658795
삼아제약(주),009300,2010/12,
삼아제약(주),009300,2011/12,
삼아제약(주),009300,2012/12,
삼아제약(주),009300,2013/12,
삼아제약(주),009300,2014/12,
삼아제약(주),009300,2015/12,
삼아제약(주),009300,2016/12,
삼아제약(주),009300,2017/12,
삼아제약(주),009300,2018/12,
삼양식품(주),003230,2010/12,127729126
삼양식품(주),003230,2011/12,157501472
삼양식품(주),003230,2012/12,161152495
삼양식품(주),003230,2013/12,163876687
삼양식품(주),003230,2014/12,166120058
삼양식품(주),003230,2015/12,162540954
삼양식품(주),003230,2016/12,177542160
삼양식품(주),003230,2017/12,203106858
삼양식품(주),003230,2018/12,234420656
삼양통상(주),002170,2010/12,198903941
삼양통상(주),002170,2011/12,207933038
삼양통상(주),002170,2012/12,212936557
삼양통상(주),002170,2013/12,214350771
삼양통상(주),002170,2014/12,222544028
삼양통상(주),002170,2015/12,230574920
삼양통상(주),002170,2016/12,249895864
삼양통상(주),002170,2017/12,271572260
삼양통상(주),002170,2018/12,292842029
삼영무역(주),002810,2010/12,172017129
삼영무역(주),002810,2011/12,187621850
삼영무역(주),002810,2012/12,207046268
삼영무역(주),002810,2013/12,225593482
삼영무역(주),002810,2014/12,245194389
삼영무역(주),002810,2015/12,261621118
삼영무역(주),002810,2016/12,286711085
삼영무역(주),002810,2017/12,309648886
삼영무역(주),002810,2018/12,334520507
삼영엠텍(주),054540,2010/12,66511905
삼영엠텍(주),054540,2011/12,71260659
삼영엠텍(주),054540,2012/12,73007603
삼영엠텍(주),054540,2013/12,77809931
삼영엠텍(주),054540,2014/12,76210747
삼영엠텍(주),054540,2015/12,75270525
삼영엠텍(주),054540,2016/12,75584033
삼영엠텍(주),054540,2017/12,77269545
삼영엠텍(주),054540,2018/12,77710681
삼영이엔씨(주),065570,2010/12,
삼영이엔씨(주),065570,2011/12,
삼영이엔씨(주),065570,2012/12,
삼영이엔씨(주),065570,2013/12,
삼영이엔씨(주),065570,2014/12,
삼영이엔씨(주),065570,2015/12,
삼영이엔씨(주),065570,2016/12,
삼영이엔씨(주),065570,2017/12,85053524
삼영이엔씨(주),065570,2018/12,83182231
삼영전자공업(주),005680,2010/12,406849587
삼영전자공업(주),005680,2011/12,427348283
삼영전자공업(주),005680,2012/12,426293653
삼영전자공업(주),005680,2013/12,437169121
삼영전자공업(주),005680,2014/12,452916697
삼영전자공업(주),005680,2015/12,463273637
삼영전자공업(주),005680,2016/12,468629573
삼영전자공업(주),005680,2017/12,470832971
삼영전자공업(주),005680,2018/12,480471440
삼영화학공업(주),003720,2010/12,122765661
삼영화학공업(주),003720,2011/12,139389727
삼영화학공업(주),003720,2012/12,136385493
삼영화학공업(주),003720,2013/12,136789941
삼영화학공업(주),003720,2014/12,120188859
삼영화학공업(주),003720,2015/12,107653562
삼영화학공업(주),003720,2016/12,96294933
삼영화학공업(주),003720,2017/12,54516367
삼영화학공업(주),003720,2018/12,46348681
삼익티에이치케이(주),004380,2010/12,
삼익티에이치케이(주),004380,2011/12,
삼익티에이치케이(주),004380,2012/12,
삼익티에이치케이(주),004380,2013/12,
삼익티에이치케이(주),004380,2014/12,
삼익티에이치케이(주),004380,2015/12,
삼익티에이치케이(주),004380,2016/12,
삼익티에이치케이(주),004380,2017/12,
삼익티에이치케이(주),004380,2018/12,
삼일제약(주),000520,2010/12,74893227
삼일제약(주),000520,2011/12,66604076
삼일제약(주),000520,2012/12,62873767
삼일제약(주),000520,2013/12,70026936
삼일제약(주),000520,2014/12,55415123
삼일제약(주),000520,2015/12,54410255
삼일제약(주),000520,2016/12,52870789
삼일제약(주),000520,2017/12,51167279
삼일제약(주),000520,2018/12,56082999
삼정펄프(주),009770,2010/12,
삼정펄프(주),009770,2011/12,
삼정펄프(주),009770,2012/12,
삼정펄프(주),009770,2013/12,
삼정펄프(주),009770,2014/12,
삼정펄프(주),009770,2015/12,
삼정펄프(주),009770,2016/12,177798691
삼정펄프(주),009770,2017/12,183401955
삼정펄프(주),009770,2018/12,180345955
삼지전자(주),037460,2010/12,
삼지전자(주),037460,2011/12,
삼지전자(주),037460,2012/12,
삼지전자(주),037460,2013/12,
삼지전자(주),037460,2014/12,
삼지전자(주),037460,2015/12,154385833
삼지전자(주),037460,2016/12,212713055
삼지전자(주),037460,2017/12,269243087
삼지전자(주),037460,2018/12,303109592
삼진제약(주),005500,2010/12,
삼진제약(주),005500,2011/12,
삼진제약(주),005500,2012/12,
삼진제약(주),005500,2013/12,
삼진제약(주),005500,2014/12,
삼진제약(주),005500,2015/12,
삼진제약(주),005500,2016/12,
삼진제약(주),005500,2017/12,
삼진제약(주),005500,2018/12,
삼천당제약(주),000250,2010/12,
삼천당제약(주),000250,2011/12,
삼천당제약(주),000250,2012/12,86634240
삼천당제약(주),000250,2013/12,119231455
삼천당제약(주),000250,2014/12,139676351
삼천당제약(주),000250,2015/12,154314909
삼천당제약(주),000250,2016/12,171002709
삼천당제약(주),000250,2017/12,198756523
삼천당제약(주),000250,2018/12,205763466
삼천리자전거(주),024950,2010/12,
삼천리자전거(주),024950,2011/12,
삼천리자전거(주),024950,2012/12,
삼천리자전거(주),024950,2013/12,
삼천리자전거(주),024950,2014/12,
삼천리자전거(주),024950,2015/12,
삼천리자전거(주),024950,2016/12,103484716
삼천리자전거(주),024950,2017/12,104023116
삼천리자전거(주),024950,2018/12,89035947
삼현철강(주),017480,2010/12,
삼현철강(주),017480,2011/12,
삼현철강(주),017480,2012/12,
삼현철강(주),017480,2013/12,
삼현철강(주),017480,2014/12,
삼현철강(주),017480,2015/12,
삼현철강(주),017480,2016/12,
삼현철강(주),017480,2017/12,
삼현철강(주),017480,2018/12,
삼호개발(주),010960,2010/12,111364363
삼호개발(주),010960,2011/12,111925734
삼호개발(주),010960,2012/12,119495768
삼호개발(주),010960,2013/12,122115167
삼호개발(주),010960,2014/12,121843440
삼호개발(주),010960,2015/12,124587469
삼호개발(주),010960,2016/12,147818993
삼호개발(주),010960,2017/12,167679147
삼호개발(주),010960,2018/12,184062083
삼화왕관(주),004450,2010/12,
삼화왕관(주),004450,2011/12,
삼화왕관(주),004450,2012/12,
삼화왕관(주),004450,2013/12,
삼화왕관(주),004450,2014/12,
삼화왕관(주),004450,2015/12,
삼화왕관(주),004450,2016/12,
삼화왕관(주),004450,2017/12,
삼화왕관(주),004450,2018/12,
삼화전기(주),009470,2010/12,44269774
삼화전기(주),009470,2011/12,39270802
삼화전기(주),009470,2012/12,38768325
삼화전기(주),009470,2013/12,36706763
삼화전기(주),009470,2014/12,36712585
삼화전기(주),009470,2015/12,35029700
삼화전기(주),009470,2016/12,35681727
삼화전기(주),009470,2017/12,51132259
삼화전기(주),009470,2018/12,59005648
삼화전자공업(주),011230,2010/12,28953070
삼화전자공업(주),011230,2011/12,21659855
삼화전자공업(주),011230,2012/12,8446547
삼화전자공업(주),011230,2013/12,6265968
삼화전자공업(주),011230,2014/12,9431197
삼화전자공업(주),011230,2015/12,8344689
삼화전자공업(주),011230,2016/12,7699694
삼화전자공업(주),011230,2017/12,3946255
삼화전자공업(주),011230,2018/12,19257866
삼화콘덴서공업(주),001820,2010/12,52254633
삼화콘덴서공업(주),001820,2011/12,52764254
삼화콘덴서공업(주),001820,2012/12,54635674
삼화콘덴서공업(주),001820,2013/12,53804574
삼화콘덴서공업(주),001820,2014/12,45990221
삼화콘덴서공업(주),001820,2015/12,47253775
삼화콘덴서공업(주),001820,2016/12,53368347
삼화콘덴서공업(주),001820,2017/12,69004491
삼화콘덴서공업(주),001820,2018/12,127371126
삼화페인트공업(주),000390,2010/12,201832138
삼화페인트공업(주),000390,2011/12,209672737
삼화페인트공업(주),000390,2012/12,221724549
삼화페인트공업(주),000390,2013/12,250861377
삼화페인트공업(주),000390,2014/12,279662083
삼화페인트공업(주),000390,2015/12,287819489
삼화페인트공업(주),000390,2016/12,295721727
삼화페인트공업(주),000390,2017/12,292412273
삼화페인트공업(주),000390,2018/12,281779106
상신브레이크(주),041650,2010/12,84165731
상신브레이크(주),041650,2011/12,81975274
상신브레이크(주),041650,2012/12,84308723
상신브레이크(주),041650,2013/12,100104653
상신브레이크(주),041650,2014/12,113565847
상신브레이크(주),041650,2015/12,139338947
상신브레이크(주),041650,2016/12,155803223
상신브레이크(주),041650,2017/12,171443632
상신브레이크(주),041650,2018/12,173468967
상신이디피(주),091580,2010/12,33740432
상신이디피(주),091580,2011/12,40694755
상신이디피(주),091580,2012/12,41110886
상신이디피(주),091580,2013/12,40952195
상신이디피(주),091580,2014/12,42699209
상신이디피(주),091580,2015/12,38719101
상신이디피(주),091580,2016/12,36748539
상신이디피(주),091580,2017/12,38153225
상신이디피(주),091580,2018/12,57410195
상신전자(주),263810,2017/12,30925724
상신전자(주),263810,2018/12,32407658
새론오토모티브(주),075180,2010/12,117070994
새론오토모티브(주),075180,2011/12,131127508
새론오토모티브(주),075180,2012/12,136279755
새론오토모티브(주),075180,2013/12,156251904
새론오토모티브(주),075180,2014/12,176609090
새론오토모티브(주),075180,2015/12,197776710
새론오토모티브(주),075180,2016/12,214139412
새론오토모티브(주),075180,2017/12,219625131
새론오토모티브(주),075180,2018/12,222350927
샘표(주),007540,2010/12,159150956
샘표(주),007540,2011/12,163655936
샘표(주),007540,2012/12,137074214
샘표(주),007540,2013/12,143000086
샘표(주),007540,2014/12,147943254
샘표(주),007540,2015/12,158101890
샘표(주),007540,2016/12,108411274
샘표(주),007540,2017/12,216793450
샘표(주),007540,2018/12,233035706
샘표식품(주),248170,2016/12,103692028
샘표식품(주),248170,2017/12,115052388
샘표식품(주),248170,2018/12,131704111
서암기계공업(주),100660,2011/12,
서암기계공업(주),100660,2012/12,
서암기계공업(주),100660,2013/12,
서암기계공업(주),100660,2014/12,
서암기계공업(주),100660,2015/12,
서암기계공업(주),100660,2016/12,
서암기계공업(주),100660,2017/12,
서암기계공업(주),100660,2018/12,
서울도시가스(주),017390,2010/12,617456688
서울도시가스(주),017390,2011/12,666109185
서울도시가스(주),017390,2012/12,727813467
서울도시가스(주),017390,2013/12,799243094
서울도시가스(주),017390,2014/12,859783446
서울도시가스(주),017390,2015/12,874104899
서울도시가스(주),017390,2016/12,890516213
서울도시가스(주),017390,2017/12,916547585
서울도시가스(주),017390,2018/12,947502309
서울반도체(주),046890,2010/12,606601485
서울반도체(주),046890,2011/12,606648014
서울반도체(주),046890,2012/12,603664143
서울반도체(주),046890,2013/12,619200324
서울반도체(주),046890,2014/12,609699623
서울반도체(주),046890,2015/12,625000300
서울반도체(주),046890,2016/12,651932165
서울반도체(주),046890,2017/12,675918490
서울반도체(주),046890,2018/12,725254141
서울식품공업(주),004410,2010/12,23821781
서울식품공업(주),004410,2011/12,22686587
서울식품공업(주),004410,2012/12,24149430
서울식품공업(주),004410,2013/12,24691243
서울식품공업(주),004410,2014/12,24694898
서울식품공업(주),004410,2015/12,25892772
서울식품공업(주),004410,2016/12,
서울식품공업(주),004410,2017/12,
서울식품공업(주),004410,2018/12,
서울전자통신(주),027040,2010/12,69752943
서울전자통신(주),027040,2011/12,63082644
서울전자통신(주),027040,2012/12,53922253
서울전자통신(주),027040,2013/12,54197965
서울전자통신(주),027040,2014/12,30421611
서울전자통신(주),027040,2015/12,27112746
서울전자통신(주),027040,2016/12,37409286
서울전자통신(주),027040,2017/12,37539623
서울전자통신(주),027040,2018/12,34086166
서호전기(주),065710,2010/12,48004584
서호전기(주),065710,2011/12,46342579
서호전기(주),065710,2012/12,46950583
서호전기(주),065710,2013/12,47992096
서호전기(주),065710,2014/12,49851467
서호전기(주),065710,2015/12,50860081
서호전기(주),065710,2016/12,57491370
서호전기(주),065710,2017/12,60074459
서호전기(주),065710,2018/12,62467782
선도전기(주),007610,2010/12,75814734
선도전기(주),007610,2011/12,73286635
선도전기(주),007610,2012/12,73862614
선도전기(주),007610,2013/12,77409414
선도전기(주),007610,2014/12,76884022
선도전기(주),007610,2015/12,78629771
선도전기(주),007610,2016/12,81499352
선도전기(주),007610,2017/12,90161990
선도전기(주),007610,2018/12,83831964
성문전자(주),014910,2010/12,32442098
성문전자(주),014910,2011/12,37065662
성문전자(주),014910,2012/12,33511573
성문전자(주),014910,2013/12,30101874
성문전자(주),014910,2014/12,27179553
성문전자(주),014910,2015/12,28559614
성문전자(주),014910,2016/12,28032490
성문전자(주),014910,2017/12,29302065
성문전자(주),014910,2018/12,29362464
성보화학(주),003080,2010/12,
성보화학(주),003080,2011/12,
성보화학(주),003080,2012/12,
성보화학(주),003080,2013/12,
성보화학(주),003080,2014/12,
성보화학(주),003080,2015/12,
성보화학(주),003080,2016/12,
성보화학(주),003080,2017/12,
성보화학(주),003080,2018/12,
성신양회(주),004980,2010/12,377694926
성신양회(주),004980,2011/12,335421896
성신양회(주),004980,2012/12,328758506
성신양회(주),004980,2013/12,348231335
성신양회(주),004980,2014/12,346639359
성신양회(주),004980,2015/12,305309693
성신양회(주),004980,2016/12,317749451
성신양회(주),004980,2017/12,373825736
성신양회(주),004980,2018/12,386877313
성우전자(주),081580,2010/12,45995423
성우전자(주),081580,2011/12,52570760
성우전자(주),081580,2012/12,59142478
성우전자(주),081580,2013/12,64352206
성우전자(주),081580,2014/12,72936689
성우전자(주),081580,2015/12,88814258
성우전자(주),081580,2016/12,100229855
성우전자(주),081580,2017/12,102916743
성우전자(주),081580,2018/12,109966868
성우테크론(주),045300,2010/12,22307965
성우테크론(주),045300,2011/12,25297663
성우테크론(주),045300,2012/12,24865858
성우테크론(주),045300,2013/12,34625273
성우테크론(주),045300,2014/12,33195804
성우테크론(주),045300,2015/12,32609366
성우테크론(주),045300,2016/12,36278140
성우테크론(주),045300,2017/12,42586547
성우테크론(주),045300,2018/12,46629998
성창기업지주(주),000180,2010/12,116928702
성창기업지주(주),000180,2011/12,129875873
성창기업지주(주),000180,2012/12,257367909
성창기업지주(주),000180,2013/12,253423007
성창기업지주(주),000180,2014/12,249732938
성창기업지주(주),000180,2015/12,278943557
성창기업지주(주),000180,2016/12,503755621
성창기업지주(주),000180,2017/12,501971579
성창기업지주(주),000180,2018/12,489378544
성호전자(주),043260,2010/12,50137213
성호전자(주),043260,2011/12,54113291
성호전자(주),043260,2012/12,48178853
성호전자(주),043260,2013/12,48185769
성호전자(주),043260,2014/12,45201300
성호전자(주),043260,2015/12,42496602
성호전자(주),043260,2016/12,41418111
성호전자(주),043260,2017/12,39503452
성호전자(주),043260,2018/12,42261429
세기상사(주),002420,2010/12,31639871
세기상사(주),002420,2011/12,30978562
세기상사(주),002420,2012/12,30379733
세기상사(주),002420,2013/12,28323426
세기상사(주),002420,2014/12,26839249
세기상사(주),002420,2015/12,25537633
세기상사(주),002420,2016/12,24111214
세기상사(주),002420,2017/12,
세기상사(주),002420,2018/12,
세명전기공업(주),017510,2010/12,
세명전기공업(주),017510,2011/12,
세명전기공업(주),017510,2012/12,
세명전기공업(주),017510,2013/12,
세명전기공업(주),017510,2014/12,
세명전기공업(주),017510,2015/12,
세명전기공업(주),017510,2016/12,
세명전기공업(주),017510,2017/12,
세명전기공업(주),017510,2018/12,
세방(주),004360,2010/12,533499837
세방(주),004360,2011/12,583502616
세방(주),004360,2012/12,611776759
세방(주),004360,2013/12,646563845
세방(주),004360,2014/12,676840796
세방(주),004360,2015/12,717355769
세방(주),004360,2016/12,750480727
세방(주),004360,2017/12,776628537
세방(주),004360,2018/12,815791496
세방전지(주),004490,2010/12,
세방전지(주),004490,2011/12,
세방전지(주),004490,2012/12,
세방전지(주),004490,2013/12,
세방전지(주),004490,2014/12,
세방전지(주),004490,2015/12,768069528
세방전지(주),004490,2016/12,826509751
세방전지(주),004490,2017/12,890163291
세방전지(주),004490,2018/12,982433138
세원이앤씨(주),091090,2010/12,137773480
세원이앤씨(주),091090,2011/12,110890919
세원이앤씨(주),091090,2012/12,109387888
세원이앤씨(주),091090,2013/12,101776456
세원이앤씨(주),091090,2014/12,81448437
세원이앤씨(주),091090,2015/12,136968379
세원이앤씨(주),091090,2016/12,196404477
세원이앤씨(주),091090,2017/12,190689056
세원이앤씨(주),091090,2018/12,167820617
세종공업(주),033530,2010/12,246776015
세종공업(주),033530,2011/12,274957577
세종공업(주),033530,2012/12,308937428
세종공업(주),033530,2013/12,356224558
세종공업(주),033530,2014/12,378678372
세종공업(주),033530,2015/12,393248587
세종공업(주),033530,2016/12,399437266
세종공업(주),033530,2017/12,380841282
세종공업(주),033530,2018/12,361364303
세종텔레콤(주),036630,2010/12,64487606
세종텔레콤(주),036630,2011/12,53621513
세종텔레콤(주),036630,2012/12,110736875
세종텔레콤(주),036630,2013/12,79854200
세종텔레콤(주),036630,2014/12,79847235
세종텔레콤(주),036630,2015/12,75281211
세종텔레콤(주),036630,2016/12,150194548
세종텔레콤(주),036630,2017/12,331405117
세종텔레콤(주),036630,2018/12,331809417
세하(주),027970,2010/12,
세하(주),027970,2011/12,
세하(주),027970,2012/12,
세하(주),027970,2013/12,
세하(주),027970,2014/12,
세하(주),027970,2015/12,
세하(주),027970,2016/12,
세하(주),027970,2017/12,
세하(주),027970,2018/12,
소니드(주),060230,2010/12,15842879
소니드(주),060230,2011/12,3306867
소니드(주),060230,2012/12,8438226
소니드(주),060230,2013/12,16511534
소니드(주),060230,2014/12,8287539
소니드(주),060230,2015/12,18226118
소니드(주),060230,2016/12,20677403
소니드(주),060230,2017/12,22591727
소니드(주),060230,2018/12,32448328
소프트캠프(주),258790,2017/12,
소프트캠프(주),258790,2018/12,
솔브레인홀딩스(주),036830,2010/12,209763433
솔브레인홀딩스(주),036830,2011/12,225240406
솔브레인홀딩스(주),036830,2012/12,333355131
