회사명,거래소코드,회계년도,[제조]* (정상)영업손익(보고서기재)(IFRS),[제조]* (정상)영업손익(보고서기재)(IFRS연결)
에스지이(주),255220,2018/12,14240467,15123784
에스지이(주),255220,2019/12,10537350,12802377
에스케이(주),034730,2011/12,175460703,173157620
에스케이(주),034730,2012/12,181059335,200727333
에스케이(주),034730,2013/12,210321907,225192922
에스케이(주),034730,2014/12,237216884,271541724
에스케이(주),034730,2015/12,252718000,1403264000
에스케이(주),034730,2016/12,846373000,5298179000
에스케이(주),034730,2017/12,869466000,5861039000
에스케이(주),034730,2018/12,1060965000,4688117000
에스케이(주),034730,2019/12,1480899000,3949864000
에스케이가스(주),018670,2011/12,151128235,163449343
에스케이가스(주),018670,2012/12,126672906,140851166
에스케이가스(주),018670,2013/12,97202536,123492267
에스케이가스(주),018670,2014/12,82110014,120314726
에스케이가스(주),018670,2015/12,53852860,93522134
에스케이가스(주),018670,2016/12,93915962,180788100
에스케이가스(주),018670,2017/12,82454906,125439007
에스케이가스(주),018670,2018/12,72174497,102999053
에스케이가스(주),018670,2019/12,154007036,189578352
에스케이네트웍스(주),001740,2011/12,326412914,345956517
에스케이네트웍스(주),001740,2012/12,291444288,251559963
에스케이네트웍스(주),001740,2013/12,138802349,240823535
에스케이네트웍스(주),001740,2014/12,184404160,201341562
에스케이네트웍스(주),001740,2015/12,180298202,191576472
에스케이네트웍스(주),001740,2016/12,140808187,167336299
에스케이네트웍스(주),001740,2017/12,81995000,142796000
에스케이네트웍스(주),001740,2018/12,60938000,137866000
에스케이네트웍스(주),001740,2019/12,-38816000,109372000
에스케이디스커버리(주),006120,2011/12,64648462,230872352
에스케이디스커버리(주),006120,2012/12,48390282,190624138
에스케이디스커버리(주),006120,2013/12,71291247,194032170
에스케이디스커버리(주),006120,2014/12,35597241,149585242
에스케이디스커버리(주),006120,2015/12,18490209,114261569
에스케이디스커버리(주),006120,2016/12,47315077,230382977
에스케이디스커버리(주),006120,2017/12,12095701,109794159
에스케이디스커버리(주),006120,2018/12,7566153,99995499
에스케이디스커버리(주),006120,2019/12,15156518,173947882
에스케이디앤디(주),210980,2015/12,28134854,26886614
에스케이디앤디(주),210980,2016/12,42885320,40381595
에스케이디앤디(주),210980,2017/12,27855934,23655363
에스케이디앤디(주),210980,2018/12,85589780,85096954
에스케이디앤디(주),210980,2019/12,40437298,82257926
에스케이렌터카(주),068400,2012/12,44180068,47002783
에스케이렌터카(주),068400,2013/12,41334673,44532396
에스케이렌터카(주),068400,2014/12,41996216,43734078
에스케이렌터카(주),068400,2015/12,40866592,40256531
에스케이렌터카(주),068400,2016/12,36279206,32721509
에스케이렌터카(주),068400,2017/12,41449604,40887381
에스케이렌터카(주),068400,2018/12,23791602,21844983
에스케이렌터카(주),068400,2019/12,41540309,41540309
에스케이씨(주),011790,2011/12,229995460,248645180
에스케이씨(주),011790,2012/12,165035287,144731596
에스케이씨(주),011790,2013/12,136007988,124002680
에스케이씨(주),011790,2014/12,136782324,152377951
에스케이씨(주),011790,2015/12,202258894,218057965
에스케이씨(주),011790,2016/12,97812264,149300910
에스케이씨(주),011790,2017/12,139248608,175694738
에스케이씨(주),011790,2018/12,125190654,201129152
에스케이씨(주),011790,2019/12,41985828,155080810
에스케이케미칼(주),285130,2018/12,55685391,45733649
에스케이케미칼(주),285130,2019/12,91582461,80337818
에스케이텔레콤(주),017670,2011/12,2086648941,2131457658
에스케이텔레콤(주),017670,2012/12,1675388351,1760171449
에스케이텔레콤(주),017670,2013/12,1969684335,2011108750
에스케이텔레콤(주),017670,2014/12,1737160000,1825105000
에스케이텔레콤(주),017670,2015/12,1658776000,1708006000
에스케이텔레콤(주),017670,2016/12,1782172000,1535744000
에스케이텔레콤(주),017670,2017/12,1697709000,1536626000
에스케이텔레콤(주),017670,2018/12,1307494000,1201760000
에스케이텔레콤(주),017670,2019/12,950109000,1109980000
에스케이하이닉스(주),000660,2011/12,511517000,325474000
에스케이하이닉스(주),000660,2012/12,-616285000,-227349000
에스케이하이닉스(주),000660,2013/12,3215116000,3379785000
에스케이하이닉스(주),000660,2014/12,5047353000,5109466000
에스케이하이닉스(주),000660,2015/12,5076507000,5336100000
에스케이하이닉스(주),000660,2016/12,3012419000,3276746000
에스케이하이닉스(주),000660,2017/12,13340791000,13721326000
에스케이하이닉스(주),000660,2018/12,20579078000,20843750000
에스케이하이닉스(주),000660,2019/12,1983239000,2712718000
에스텍(주),069510,2011/12,15797136,14023748
에스텍(주),069510,2012/12,8067153,9651881
에스텍(주),069510,2013/12,6220005,12912883
에스텍(주),069510,2014/12,8556685,17915962
에스텍(주),069510,2015/12,2825204,15898296
에스텍(주),069510,2016/12,715456,17237111
에스텍(주),069510,2017/12,2012268,16016577
에스텍(주),069510,2018/12,3999101,18030194
에스텍(주),069510,2019/12,1201408,17480872
에스트래픽(주),234300,2017/12,10259009,5069713
에스트래픽(주),234300,2018/12,-4560466,-8759528
에스트래픽(주),234300,2019/12,2672189,-2520870
에스티팜(주),237690,2016/12,77830775,77583474
에스티팜(주),237690,2017/12,62302128,61834151
에스티팜(주),237690,2018/12,-15145523,-15646303
에스티팜(주),237690,2019/12,-26047186,-26703332
에스퓨얼셀(주),288620,2018/12,1945575,
에스퓨얼셀(주),288620,2019/12,2178910,
에쓰-오일(주),010950,2011/12,1638638000,1633738000
에쓰-오일(주),010950,2012/12,781764000,781764000
에쓰-오일(주),010950,2013/12,366044000,366044000
에쓰-오일(주),010950,2014/12,-289704000,-289704000
에쓰-오일(주),010950,2015/12,817604000,817604000
에쓰-오일(주),010950,2016/12,1616889000,1616889000
에쓰-오일(주),010950,2017/12,1374649000,1373265000
에쓰-오일(주),010950,2018/12,636848000,639460000
에쓰-오일(주),010950,2019/12,420050000,420077000
에쓰씨엔지니어링(주),023960,2011/12,3026927,-20715745
에쓰씨엔지니어링(주),023960,2012/12,-7008849,5238493
에쓰씨엔지니어링(주),023960,2013/12,573803,-14545284
에쓰씨엔지니어링(주),023960,2014/12,-11789144,-25160127
에쓰씨엔지니어링(주),023960,2015/12,1673857,2952042
에쓰씨엔지니어링(주),023960,2016/12,-9670305,-10714929
에쓰씨엔지니어링(주),023960,2017/12,1170988,4719961
에쓰씨엔지니어링(주),023960,2018/12,5381612,-3274008
에쓰씨엔지니어링(주),023960,2019/12,1013792,2886763
에어부산(주),298690,2018/12,20554179,
에어부산(주),298690,2019/12,-37843357,
에이비엘바이오(주),298380,2018/12,-24027290,
에이비엘바이오(주),298380,2019/12,-40428863,
에이에프더블류(주),312610,2019/12,7239019,
에이치디씨(주),012630,2011/12,361641257,402740925
에이치디씨(주),012630,2012/12,66422506,103773525
에이치디씨(주),012630,2013/12,-203850176,-147931485
에이치디씨(주),012630,2014/12,155381916,225349322
에이치디씨(주),012630,2015/12,293076274,389534086
에이치디씨(주),012630,2016/12,406905755,517208863
에이치디씨(주),012630,2017/12,543347793,646135581
에이치디씨(주),012630,2018/12,11284899,95427442
에이치디씨(주),012630,2019/12,27348011,128121495
에이치디씨랩스(주),039570,2015/12,11952237,12193550
에이치디씨랩스(주),039570,2016/12,13174332,13170306
에이치디씨랩스(주),039570,2017/12,14810461,14794100
에이치디씨랩스(주),039570,2018/12,14727288,14678825
에이치디씨랩스(주),039570,2019/12,13104867,12952774
에이치디씨현대산업개발(주),294870,2018/12,315189288,317930502
에이치디씨현대산업개발(주),294870,2019/12,548421549,551487294
에이치디씨현대이피(주),089470,2011/12,23788647,26125172
에이치디씨현대이피(주),089470,2012/12,17757823,28706677
에이치디씨현대이피(주),089470,2013/12,26982701,34591959
에이치디씨현대이피(주),089470,2014/12,33549969,42848112
에이치디씨현대이피(주),089470,2015/12,40543931,60719269
에이치디씨현대이피(주),089470,2016/12,40818959,68865879
에이치디씨현대이피(주),089470,2017/12,27809494,41471429
에이치디씨현대이피(주),089470,2018/12,9390211,14354091
에이치디씨현대이피(주),089470,2019/12,21011221,34065370
에이치에스디엔진(주),082740,2011/12,278787324,280411636
에이치에스디엔진(주),082740,2012/12,69299265,69766327
에이치에스디엔진(주),082740,2013/12,1938512,721350
에이치에스디엔진(주),082740,2014/12,-38410307,-39596430
에이치에스디엔진(주),082740,2015/12,-62950601,-63753577
에이치에스디엔진(주),082740,2016/12,10240333,4237274
에이치에스디엔진(주),082740,2017/12,8258576,13477423
에이치에스디엔진(주),082740,2018/12,-36540937,-35327000
에이치에스디엔진(주),082740,2019/12,-21676019,-21837811
에이치엘비(주),028300,2011/12,501045,2701753
에이치엘비(주),028300,2012/12,-1618856,-2482616
에이치엘비(주),028300,2013/12,-5465845,-6163668
에이치엘비(주),028300,2014/12,803854,362178
에이치엘비(주),028300,2015/12,-2550595,-5963200
에이치엘비(주),028300,2016/12,-4640552,-21004271
에이치엘비(주),028300,2017/12,-6775520,-26114810
에이치엘비(주),028300,2018/12,1654470,-29315170
에이치엘비(주),028300,2019/12,-4939441,-48731091
에이치엘비글로벌(주),003580,2011/12,-8425633,-9094242
에이치엘비글로벌(주),003580,2012/12,-1861431,-3772963
에이치엘비글로벌(주),003580,2013/12,-866162,-3167609
에이치엘비글로벌(주),003580,2014/12,770802,-186541
에이치엘비글로벌(주),003580,2015/12,1249783,
에이치엘비글로벌(주),003580,2016/12,2060942,
에이치엘비글로벌(주),003580,2017/12,-467593,
에이치엘비글로벌(주),003580,2018/12,-2503465,-4041551
에이치엘비글로벌(주),003580,2019/12,-5140563,-4358730
에이치엘비생명과학(주),067630,2011/12,-5518351,
에이치엘비생명과학(주),067630,2012/12,-4674844,-4417943
에이치엘비생명과학(주),067630,2013/12,-3201006,-3201006
에이치엘비생명과학(주),067630,2014/12,556659,1451498
에이치엘비생명과학(주),067630,2015/12,-6772771,-9695434
에이치엘비생명과학(주),067630,2016/12,-3097207,-1397575
에이치엘비생명과학(주),067630,2017/12,653701,989069
에이치엘비생명과학(주),067630,2018/12,-6491169,-7963101
에이치엘비생명과학(주),067630,2019/12,656716,-4479272
에이치엘비제약(주),047920,2015/12,-916075,
에이치엘비제약(주),047920,2016/12,576588,
에이치엘비제약(주),047920,2017/12,-3810149,
에이치엘비제약(주),047920,2018/12,-5826274,-5826274
에이치엘비제약(주),047920,2019/12,1171416,1440929
에이치엘비테라퓨틱스(주),115450,2011/12,-31818060,-32566793
에이치엘비테라퓨틱스(주),115450,2012/12,-4179410,-1065720
에이치엘비테라퓨틱스(주),115450,2013/12,-1942137,304792
에이치엘비테라퓨틱스(주),115450,2014/12,318249,-874813
에이치엘비테라퓨틱스(주),115450,2015/12,-2563416,-3143964
에이치엘비테라퓨틱스(주),115450,2016/12,-2541192,-4040777
에이치엘비테라퓨틱스(주),115450,2017/12,-3402148,-4490403
에이치엘비테라퓨틱스(주),115450,2018/12,1103767,-3057482
에이치엘비테라퓨틱스(주),115450,2019/12,-3331766,-8831258
에이치엠엠(주),011200,2011/12,-366996000,-414563000
에이치엠엠(주),011200,2012/12,-519778000,-509616000
에이치엠엠(주),011200,2013/12,-351392000,-328872000
에이치엠엠(주),011200,2014/12,-258436000,-234937000
에이치엠엠(주),011200,2015/12,-276150000,-253533000
에이치엠엠(주),011200,2016/12,-879949000,-833391000
에이치엠엠(주),011200,2017/12,-418105000,-406780000
에이치엠엠(주),011200,2018/12,-585958000,-558656000
에이치엠엠(주),011200,2019/12,-328576000,-299694000
에이케이홀딩스(주),006840,2011/12,50316075,71143176
에이케이홀딩스(주),006840,2012/12,652098,27066943
에이케이홀딩스(주),006840,2013/12,3894039,108947072
에이케이홀딩스(주),006840,2014/12,10836072,147517194
에이케이홀딩스(주),006840,2015/12,12064382,106316161
에이케이홀딩스(주),006840,2016/12,14466551,213669705
에이케이홀딩스(주),006840,2017/12,18153120,265641267
에이케이홀딩스(주),006840,2018/12,20607957,269717896
에이케이홀딩스(주),006840,2019/12,20253133,131336892
에이테크솔루션(주),071670,2011/12,12718227,12810430
에이테크솔루션(주),071670,2012/12,-4735091,-4756430
에이테크솔루션(주),071670,2013/12,1903186,-474868
에이테크솔루션(주),071670,2014/12,3779311,3005947
에이테크솔루션(주),071670,2015/12,-1475795,-2444848
에이테크솔루션(주),071670,2016/12,2041696,2152088
에이테크솔루션(주),071670,2017/12,-1256538,-392514
에이테크솔루션(주),071670,2018/12,251004,972250
에이테크솔루션(주),071670,2019/12,1880210,2780805
에이프로젠제약(주),003060,2011/12,-996803,820865
에이프로젠제약(주),003060,2012/12,-16402981,-16393357
에이프로젠제약(주),003060,2013/12,-13203125,-13550554
에이프로젠제약(주),003060,2014/12,-4442758,-5352386
에이프로젠제약(주),003060,2015/12,576806,-866308
에이프로젠제약(주),003060,2016/12,-156412,-247372
에이프로젠제약(주),003060,2017/12,-1055454,-1457602
에이프로젠제약(주),003060,2018/12,-929202,-825585
에이프로젠제약(주),003060,2019/12,-1381865,-1960392
에이피시스템(주),265520,2017/12,26165960,26159865
에이피시스템(주),265520,2018/12,45673006,45752842
에이피시스템(주),265520,2019/12,27590060,28427123
에이피에스홀딩스(주),054620,2011/12,25811251,25858657
에이피에스홀딩스(주),054620,2012/12,12422459,13050256
에이피에스홀딩스(주),054620,2013/12,15461088,16033792
에이피에스홀딩스(주),054620,2014/12,4520491,3670543
에이피에스홀딩스(주),054620,2015/12,13382390,12131391
에이피에스홀딩스(주),054620,2016/12,30218561,32287267
에이피에스홀딩스(주),054620,2017/12,-366965,256405
에이피에스홀딩스(주),054620,2018/12,-4470903,-3614601
에이피에스홀딩스(주),054620,2019/12,-6417261,-10579887
에이피위성(주),211270,2016/12,1621485,
에이피위성(주),211270,2017/12,2721418,
에이피위성(주),211270,2018/12,881105,
에이피위성(주),211270,2019/12,7123981,
에이피티씨(주),089970,2018/12,21069166,
에이피티씨(주),089970,2019/12,16123946,16122699
에코바이오홀딩스(주),038870,2011/12,-4491477,3629150
에코바이오홀딩스(주),038870,2012/12,2361695,10328533
에코바이오홀딩스(주),038870,2013/12,-1831240,9981699
에코바이오홀딩스(주),038870,2014/12,469706,17179537
에코바이오홀딩스(주),038870,2015/12,4834915,17973324
에코바이오홀딩스(주),038870,2016/12,-2989421,838316
에코바이오홀딩스(주),038870,2017/12,5467357,-7546284
에코바이오홀딩스(주),038870,2018/12,3506754,1976561
에코바이오홀딩스(주),038870,2019/12,3137932,1012817
에코캡(주),128540,2018/12,2560730,3130653
에코캡(주),128540,2019/12,158688,294568
에코플라스틱(주),038110,2011/12,5324954,8293334
에코플라스틱(주),038110,2012/12,4053503,5192866
에코플라스틱(주),038110,2013/12,3858141,8041424
에코플라스틱(주),038110,2014/12,2857529,10904695
에코플라스틱(주),038110,2015/12,3582336,10692205
에코플라스틱(주),038110,2016/12,2029269,8355453
에코플라스틱(주),038110,2017/12,-291949,-3515192
에코플라스틱(주),038110,2018/12,-3893590,-3723806
에코플라스틱(주),038110,2019/12,5549703,10946110
에프엔에스테크(주),083500,2017/12,-2526044,
에프엔에스테크(주),083500,2018/12,2687292,
에프엔에스테크(주),083500,2019/12,2159346,
엑스큐어(주),070300,2011/12,5299091,
엑스큐어(주),070300,2012/12,-1912161,
엑스큐어(주),070300,2013/12,1314207,
엑스큐어(주),070300,2014/12,-3977511,
엑스큐어(주),070300,2015/12,522571,
엑스큐어(주),070300,2016/12,-3099144,
엑스큐어(주),070300,2017/12,-1873057,
엑스큐어(주),070300,2018/12,-1490364,
엑스큐어(주),070300,2019/12,484065,
엔브이에이치코리아(주),067570,2013/12,5910159,24707846
엔브이에이치코리아(주),067570,2014/12,-804740,15812971
엔브이에이치코리아(주),067570,2015/12,10195958,15308326
엔브이에이치코리아(주),067570,2016/12,7851917,21541481
엔브이에이치코리아(주),067570,2017/12,795796,11354446
엔브이에이치코리아(주),067570,2018/12,459859,3021967
엔브이에이치코리아(주),067570,2019/12,5054592,26916837
엔시트론(주),101400,2011/12,2947248,2777999
엔시트론(주),101400,2012/12,1104433,192243
엔시트론(주),101400,2013/12,-6440653,-8660280
엔시트론(주),101400,2014/12,-3649998,-4514402
엔시트론(주),101400,2015/12,-3060552,-3408624
엔시트론(주),101400,2016/12,868467,3057
엔시트론(주),101400,2017/12,-4867480,-5814939
엔시트론(주),101400,2018/12,-8836544,-10598997
엔시트론(주),101400,2019/12,-5380046,-5818486
엔에이치엔(주),181710,2013/12,56457942,52079451
엔에이치엔(주),181710,2014/12,16629255,11863753
엔에이치엔(주),181710,2015/12,-62199877,-54342069
엔에이치엔(주),181710,2016/12,-3085753,26368038
엔에이치엔(주),181710,2017/12,48752946,34732712
엔에이치엔(주),181710,2018/12,40446144,68637421
엔에이치엔(주),181710,2019/12,30272821,86677183
엔에이치엔한국사이버결제(주),060250,2011/12,6365579,5741684
엔에이치엔한국사이버결제(주),060250,2012/12,5989108,5714773
엔에이치엔한국사이버결제(주),060250,2013/12,8726840,8387011
엔에이치엔한국사이버결제(주),060250,2014/12,9493259,8849369
엔에이치엔한국사이버결제(주),060250,2015/12,12055577,10930352
엔에이치엔한국사이버결제(주),060250,2016/12,12190270,11524595
엔에이치엔한국사이버결제(주),060250,2017/12,19710835,17930813
엔에이치엔한국사이버결제(주),060250,2018/12,23554980,21771514
엔에이치엔한국사이버결제(주),060250,2019/12,33534941,32092926
엔피씨(주),004250,2011/12,15953686,17197438
엔피씨(주),004250,2012/12,14571994,17516011
엔피씨(주),004250,2013/12,14325095,18609734
엔피씨(주),004250,2014/12,14836848,17374052
엔피씨(주),004250,2015/12,20626537,22205737
엔피씨(주),004250,2016/12,14190068,15649392
엔피씨(주),004250,2017/12,14386034,16688926
엔피씨(주),004250,2018/12,13439557,14918734
엔피씨(주),004250,2019/12,16124780,19842885
엘브이엠씨홀딩스(주),900140,2011/12,,22888649
엘브이엠씨홀딩스(주),900140,2012/12,,29363526
엘브이엠씨홀딩스(주),900140,2013/12,,33764676
엘브이엠씨홀딩스(주),900140,2014/12,,39546347
엘브이엠씨홀딩스(주),900140,2015/12,,47660287
엘브이엠씨홀딩스(주),900140,2016/12,,56435028
엘브이엠씨홀딩스(주),900140,2017/12,,37556956
엘브이엠씨홀딩스(주),900140,2018/12,,-14832360
엘브이엠씨홀딩스(주),900140,2019/12,,2966547
엘비세미콘(주),061970,2011/12,7769700,
엘비세미콘(주),061970,2012/12,21307084,
엘비세미콘(주),061970,2013/12,2645681,
엘비세미콘(주),061970,2014/12,-1975717,
엘비세미콘(주),061970,2015/12,10129527,
엘비세미콘(주),061970,2016/12,15705481,
엘비세미콘(주),061970,2017/12,10259428,
엘비세미콘(주),061970,2018/12,16528019,27449390
엘비세미콘(주),061970,2019/12,36496961,50434099
엘아이지넥스원(주),079550,2015/12,112764585,112175925
엘아이지넥스원(주),079550,2016/12,88211098,87615897
엘아이지넥스원(주),079550,2017/12,4435777,4287834
엘아이지넥스원(주),079550,2018/12,24091308,
엘아이지넥스원(주),079550,2019/12,18099092,18106724
엘에스전선아시아(주),229640,2016/12,6306098,19505769
엘에스전선아시아(주),229640,2017/12,6085730,19761489
엘에스전선아시아(주),229640,2018/12,6041345,17966085
엘에스전선아시아(주),229640,2019/12,6577319,25954855
엘지디스플레이(주),034220,2011/12,-1251083000,-924336000
엘지디스플레이(주),034220,2012/12,626478000,912368000
엘지디스플레이(주),034220,2013/12,753550000,1163314000
엘지디스플레이(주),034220,2014/12,984790000,1357255000
엘지디스플레이(주),034220,2015/12,770856000,1625566000
엘지디스플레이(주),034220,2016/12,709138000,1311416000
엘지디스플레이(주),034220,2017/12,1536730000,2461618000
엘지디스플레이(주),034220,2018/12,-472995000,92891000
엘지디스플레이(주),034220,2019/12,-1784245000,-1359382000
엘지전자(주),066570,2011/12,-299180000,280263000
엘지전자(주),066570,2012/12,42773000,1135981000
엘지전자(주),066570,2013/12,-213877000,1284669000
엘지전자(주),066570,2014/12,301324000,1828557000
엘지전자(주),066570,2015/12,-17537000,1192291000
엘지전자(주),066570,2016/12,-290455000,1337763000
엘지전자(주),066570,2017/12,701226000,2468549000
엘지전자(주),066570,2018/12,487716000,2703291000
엘지전자(주),066570,2019/12,166009000,2436139000
엘컴텍(주),037950,2011/12,-9926798,-15815311
엘컴텍(주),037950,2012/12,-25318160,-34700026
엘컴텍(주),037950,2013/12,-17418371,-24943273
엘컴텍(주),037950,2014/12,1878703,1874945
엘컴텍(주),037950,2015/12,8533330,6164458
엘컴텍(주),037950,2016/12,8511227,6896614
엘컴텍(주),037950,2017/12,6006109,4023411
엘컴텍(주),037950,2018/12,2334915,1031640
엘컴텍(주),037950,2019/12,5361063,3498466
엘티씨(주),170920,2013/12,19508069,
엘티씨(주),170920,2014/12,10515077,10384319
엘티씨(주),170920,2015/12,9080833,8049285
엘티씨(주),170920,2016/12,-110886,-1523214
엘티씨(주),170920,2017/12,3324369,2298204
엘티씨(주),170920,2018/12,1276333,3315457
엘티씨(주),170920,2019/12,2760666,3712004
엠에프엠코리아(주),323230,2019/12,,
엠케이전자(주),033160,2011/12,14207004,15111296
엠케이전자(주),033160,2012/12,15074221,17204751
엠케이전자(주),033160,2013/12,9411186,10815732
엠케이전자(주),033160,2014/12,9458314,9322884
엠케이전자(주),033160,2015/12,8166928,24771747
엠케이전자(주),033160,2016/12,6415005,125539106
엠케이전자(주),033160,2017/12,5001357,178711949
엠케이전자(주),033160,2018/12,3468307,173689314
엠케이전자(주),033160,2019/12,2214117,126697646
영보화학(주),014440,2011/12,6458236,9157804
영보화학(주),014440,2012/12,7000874,8416713
영보화학(주),014440,2013/12,9830528,12172337
영보화학(주),014440,2014/12,5891581,8177473
영보화학(주),014440,2015/12,8092393,13787508
영보화학(주),014440,2016/12,5940449,16308950
영보화학(주),014440,2017/12,7238650,12471273
영보화학(주),014440,2018/12,4922272,7233229
영보화학(주),014440,2019/12,10314454,8447324
영신금속공업(주),007530,2011/12,2234782,
영신금속공업(주),007530,2012/12,2078649,
영신금속공업(주),007530,2013/12,4493186,4297708
영신금속공업(주),007530,2014/12,3504658,3366072
영신금속공업(주),007530,2015/12,3796810,3383116
영신금속공업(주),007530,2016/12,2611554,340559
영신금속공업(주),007530,2017/12,-1967962,-6318421
영신금속공업(주),007530,2018/12,5051729,2747902
영신금속공업(주),007530,2019/12,5715670,6428110
영진약품(주),003520,2011/12,4085704,
영진약품(주),003520,2012/12,3267754,
영진약품(주),003520,2013/12,6916530,
영진약품(주),003520,2014/12,6976489,
영진약품(주),003520,2015/12,5047840,
영진약품(주),003520,2016/12,5454134,
영진약품(주),003520,2017/12,3028981,
영진약품(주),003520,2018/12,-2187346,
영진약품(주),003520,2019/12,9982031,
영풍정밀(주),036560,2011/12,20527690,
영풍정밀(주),036560,2012/12,13316186,
영풍정밀(주),036560,2013/12,9410191,
영풍정밀(주),036560,2014/12,9980917,
영풍정밀(주),036560,2015/12,6537147,
영풍정밀(주),036560,2016/12,4429675,
영풍정밀(주),036560,2017/12,7471788,
영풍정밀(주),036560,2018/12,9110042,
영풍정밀(주),036560,2019/12,10110293,
영풍제지(주),006740,2011/12,3682566,
영풍제지(주),006740,2012/12,16504266,
영풍제지(주),006740,2013/12,3568132,
영풍제지(주),006740,2014/12,864984,
영풍제지(주),006740,2015/12,-2172632,
영풍제지(주),006740,2016/12,785565,
영풍제지(주),006740,2017/12,3290592,
영풍제지(주),006740,2018/12,18082364,
영풍제지(주),006740,2019/12,10910061,10877242
영화금속(주),012280,2011/12,7837611,10482030
영화금속(주),012280,2012/12,7440540,10365121
영화금속(주),012280,2013/12,3802938,7075888
영화금속(주),012280,2014/12,9236136,
영화금속(주),012280,2015/12,15635929,
영화금속(주),012280,2016/12,10828516,
영화금속(주),012280,2017/12,7218831,
영화금속(주),012280,2018/12,1069956,
영화금속(주),012280,2019/12,2018153,
영화테크(주),265560,2017/12,5671950,6880513
영화테크(주),265560,2018/12,3037748,3137686
영화테크(주),265560,2019/12,-1009734,-1502401
예스이십사(주),053280,2011/12,5117369,5117369
예스이십사(주),053280,2012/12,7210179,
예스이십사(주),053280,2013/12,3233793,
예스이십사(주),053280,2014/12,6259382,19754574
예스이십사(주),053280,2015/12,15286746,12794445
예스이십사(주),053280,2016/12,4018969,1183534
예스이십사(주),053280,2017/12,2627805,-917137
예스이십사(주),053280,2018/12,1778789,-1842681
예스이십사(주),053280,2019/12,8023635,6293778
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2015/12,,38031030
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2016/12,,43408499
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2017/12,,60719616
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2018/12,,61014231
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2019/12,,45894693
오로라월드(주),039830,2011/12,6406857,5018824
오로라월드(주),039830,2012/12,5462825,6193001
오로라월드(주),039830,2013/12,8329038,10346146
오로라월드(주),039830,2014/12,10303372,14590950
오로라월드(주),039830,2015/12,8034624,13526549
오로라월드(주),039830,2016/12,8573992,14787886
오로라월드(주),039830,2017/12,11059155,15972654
오로라월드(주),039830,2018/12,8098327,13097516
오로라월드(주),039830,2019/12,11108556,12596995
오상자이엘(주),053980,2011/12,1517080,4008170
오상자이엘(주),053980,2012/12,2376145,5326733
오상자이엘(주),053980,2013/12,1571413,4461354
오상자이엘(주),053980,2014/12,1624020,3535098
오상자이엘(주),053980,2015/12,428490,1437801
오상자이엘(주),053980,2016/12,-782166,-135791
오상자이엘(주),053980,2017/12,1069557,1295401
오상자이엘(주),053980,2018/12,-1416950,-1134678
오상자이엘(주),053980,2019/12,-3445449,-2581946
오성첨단소재(주),052420,2011/12,-12659645,7103238
오성첨단소재(주),052420,2012/12,-35529563,-35756694
오성첨단소재(주),052420,2013/12,-22366398,-22412243
오성첨단소재(주),052420,2014/12,-22568162,-22666264
오성첨단소재(주),052420,2015/12,764270,641224
오성첨단소재(주),052420,2016/12,-1739678,-1728256
오성첨단소재(주),052420,2017/12,1006914,1051591
오성첨단소재(주),052420,2018/12,1214763,726406
오성첨단소재(주),052420,2019/12,4281370,1934456
오션브릿지(주),241790,2016/12,6902782,
오션브릿지(주),241790,2017/12,11428991,11530857
오션브릿지(주),241790,2018/12,14906274,17282134
오션브릿지(주),241790,2019/12,9866379,12804587
오스템임플란트(주),048260,2011/12,21082259,16435533
오스템임플란트(주),048260,2012/12,29687587,19215535
오스템임플란트(주),048260,2013/12,28382322,18714472
오스템임플란트(주),048260,2014/12,32758721,28002713
오스템임플란트(주),048260,2015/12,43659739,33317087
오스템임플란트(주),048260,2016/12,56117585,34249464
오스템임플란트(주),048260,2017/12,46171106,21702287
오스템임플란트(주),048260,2018/12,54865259,30975990
오스템임플란트(주),048260,2019/12,58141274,42901164
올리패스(주),244460,2019/12,-17060716,-21507771
올릭스(주),226950,2018/12,-8220673,-8233928
올릭스(주),226950,2019/12,-13264526,-15116806
옴니시스템(주),057540,2011/12,-6330341,-7998261
옴니시스템(주),057540,2012/12,-1355142,-6787228
옴니시스템(주),057540,2013/12,2105635,107593
옴니시스템(주),057540,2014/12,3472739,4573454
옴니시스템(주),057540,2015/12,3469914,6941829
옴니시스템(주),057540,2016/12,1640444,2554013
옴니시스템(주),057540,2017/12,2275339,3481166
옴니시스템(주),057540,2018/12,2698751,2618237
옴니시스템(주),057540,2019/12,-669938,-1969438
옵티시스(주),109080,2011/12,4735132,
옵티시스(주),109080,2012/12,3887104,
옵티시스(주),109080,2013/12,2199426,
옵티시스(주),109080,2014/12,3030445,
옵티시스(주),109080,2015/12,1889630,
옵티시스(주),109080,2016/12,2060643,
옵티시스(주),109080,2017/12,2117325,
옵티시스(주),109080,2018/12,3247038,
옵티시스(주),109080,2019/12,2165126,
와이더블유(주),051390,2011/12,4011461,3777807
와이더블유(주),051390,2012/12,1971698,1661830
와이더블유(주),051390,2013/12,2260338,2198996
와이더블유(주),051390,2014/12,1118363,869100
