회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결)
(주)구영테크,053270,2003/12,5.68,
(주)구영테크,053270,2004/12,2.69,
(주)구영테크,053270,2005/12,0.92,
(주)구영테크,053270,2006/12,1.35,
(주)구영테크,053270,2007/12,1.29,0.62
(주)구영테크,053270,2008/12,0.16,-0.58
(주)구영테크,053270,2009/12,1.41,1.32
(주)구영테크,053270,2010/12,1.97,1.5
(주)구영테크,053270,2011/12,1.2,0.96
(주)구영테크,053270,2012/12,1.21,1.29
(주)구영테크,053270,2013/12,1.26,1.39
(주)구영테크,053270,2014/12,1.08,1.38
(주)구영테크,053270,2015/12,1.98,1.97
(주)구영테크,053270,2016/12,3.06,1.65
(주)구영테크,053270,2017/12,2.56,2.37
(주)구영테크,053270,2018/12,0.73,1.47
(주)구영테크,053270,2019/12,1.14,1.33
(주)국동,005320,2000/12,14.31,
(주)국동,005320,2001/12,10.6,
(주)국동,005320,2002/12,6.45,
(주)국동,005320,2003/12,6.23,
(주)국동,005320,2004/12,2.63,
(주)국동,005320,2005/12,1.92,
(주)국동,005320,2006/12,1.12,
(주)국동,005320,2007/12,-0.23,-0.91
(주)국동,005320,2008/12,-1.22,-0.11
(주)국동,005320,2009/12,1.58,0.23
(주)국동,005320,2010/12,2.42,0.69
(주)국동,005320,2011/12,-0.23,0.5
(주)국동,005320,2012/12,1.48,3.42
(주)국동,005320,2013/12,3.66,3.64
(주)국동,005320,2014/12,5.87,5.32
(주)국동,005320,2015/12,4.23,4.08
(주)국동,005320,2016/12,4.82,5.25
(주)국동,005320,2017/12,-1.26,-2.28
(주)국동,005320,2018/12,1.01,2.53
(주)국동,005320,2019/12,-6.67,-1.78
(주)국보,001140,2000/12,0.74,
(주)국보,001140,2001/12,0.96,
(주)국보,001140,2002/12,1.44,
(주)국보,001140,2003/12,1.13,
(주)국보,001140,2004/12,0.99,
(주)국보,001140,2005/12,0.77,
(주)국보,001140,2006/12,-0.23,
(주)국보,001140,2007/12,0.89,
(주)국보,001140,2008/12,0.68,
(주)국보,001140,2009/12,1.1,
(주)국보,001140,2010/12,1.18,1.24
(주)국보,001140,2011/12,0.29,0.75
(주)국보,001140,2012/12,0.51,0.64
(주)국보,001140,2013/12,0.32,0.36
(주)국보,001140,2014/12,-1.1,-1.31
(주)국보,001140,2015/12,-1.41,-1.55
(주)국보,001140,2016/12,-0.35,0.14
(주)국보,001140,2017/12,-2.36,-2.66
(주)국보,001140,2018/12,-3.67,-4.03
(주)국보,001140,2019/12,-0.74,-0.35
(주)국보디자인,066620,2000/12,6.22,
(주)국보디자인,066620,2001/12,999999999,
(주)국보디자인,066620,2002/12,1466.53,
(주)국보디자인,066620,2003/12,999999999,
(주)국보디자인,066620,2004/12,1480.85,
(주)국보디자인,066620,2005/12,293.42,
(주)국보디자인,066620,2006/12,189.22,
(주)국보디자인,066620,2007/12,126.82,
(주)국보디자인,066620,2008/12,18.46,18.25
(주)국보디자인,066620,2009/12,287.78,339.63
(주)국보디자인,066620,2010/12,430.16,75.05
(주)국보디자인,066620,2011/12,234.12,238.18
(주)국보디자인,066620,2012/12,2055.61,2003.29
(주)국보디자인,066620,2013/12,1366.16,1539.88
(주)국보디자인,066620,2014/12,1414.92,1917.05
(주)국보디자인,066620,2015/12,998.53,1867.07
(주)국보디자인,066620,2016/12,9744.77,6455.77
(주)국보디자인,066620,2017/12,3662.13,3543.84
(주)국보디자인,066620,2018/12,999999999,382.19
(주)국보디자인,066620,2019/12,675.37,592.26
(주)국순당,043650,2000/12,1988.57,
(주)국순당,043650,2001/12,111.37,
(주)국순당,043650,2002/12,66.04,
(주)국순당,043650,2003/12,147.38,
(주)국순당,043650,2004/12,999999999,
(주)국순당,043650,2005/12,999999999,
(주)국순당,043650,2006/12,999999999,
(주)국순당,043650,2007/12,999999999,999999999
(주)국순당,043650,2008/12,999999999,999999999
(주)국순당,043650,2009/12,999999999,999999999
(주)국순당,043650,2010/12,999999999,261.67
(주)국순당,043650,2011/12,999999999,167.22
(주)국순당,043650,2012/12,999999999,172.69
(주)국순당,043650,2013/12,999999999,9.21
(주)국순당,043650,2014/12,999999999,9.17
(주)국순당,043650,2015/12,999999999,-334.84
(주)국순당,043650,2016/12,999999999,-327.25
(주)국순당,043650,2017/12,999999999,-12.28
(주)국순당,043650,2018/12,999999999,-7.85
(주)국순당,043650,2019/12,999999999,-4.32
(주)국영지앤엠,006050,2000/12,2.31,
(주)국영지앤엠,006050,2001/12,1.64,
(주)국영지앤엠,006050,2002/12,-10.14,
(주)국영지앤엠,006050,2003/12,10.69,
(주)국영지앤엠,006050,2004/12,16.02,
(주)국영지앤엠,006050,2005/12,14.91,
(주)국영지앤엠,006050,2006/12,3.8,
(주)국영지앤엠,006050,2007/12,4.55,
(주)국영지앤엠,006050,2008/12,-19.94,
(주)국영지앤엠,006050,2009/12,-1.26,
(주)국영지앤엠,006050,2010/12,25.24,
(주)국영지앤엠,006050,2011/12,-152.53,
(주)국영지앤엠,006050,2012/12,-4.57,
(주)국영지앤엠,006050,2013/12,2.35,
(주)국영지앤엠,006050,2014/12,5.13,
(주)국영지앤엠,006050,2015/12,-15.79,
(주)국영지앤엠,006050,2016/12,3.4,
(주)국영지앤엠,006050,2017/12,17.57,
(주)국영지앤엠,006050,2018/12,-18.31,
(주)국영지앤엠,006050,2019/12,15.75,
(주)국전약품,307750,2018/12,,
(주)국전약품,307750,2019/12,,
(주)그래디언트,035080,2000/12,-213.52,
(주)그래디언트,035080,2001/12,-21.28,
(주)그래디언트,035080,2002/12,-3.22,
(주)그래디언트,035080,2003/12,-6.78,
(주)그래디언트,035080,2004/12,-247.35,
(주)그래디언트,035080,2005/12,8.43,
(주)그래디언트,035080,2006/12,-2.44,
(주)그래디언트,035080,2007/12,0.25,-0.3
(주)그래디언트,035080,2008/12,3.91,3.56
(주)그래디언트,035080,2009/12,-17.18,-17.42
(주)그래디언트,035080,2010/12,999999999,-42.02
(주)그래디언트,035080,2011/12,-39.53,-48.06
(주)그래디언트,035080,2012/12,-0.12,1.38
(주)그래디언트,035080,2013/12,0.17,7.5
(주)그래디언트,035080,2014/12,0.35,14.81
(주)그래디언트,035080,2015/12,34.27,26.27
(주)그래디언트,035080,2016/12,22.55,13.02
(주)그래디언트,035080,2017/12,26.15,13.33
(주)그래디언트,035080,2018/12,27.44,8.44
(주)그래디언트,035080,2019/12,11.08,10.13
(주)그리티,204020,2007/12,,
(주)그리티,204020,2008/12,2.87,
(주)그리티,204020,2009/12,4.94,
(주)그리티,204020,2010/12,9.55,
(주)그리티,204020,2011/12,27.5,
(주)그리티,204020,2012/12,40.52,
(주)그리티,204020,2013/12,226.39,
(주)그리티,204020,2014/12,414.73,57.58
(주)그리티,204020,2015/12,1598550.25,51.77
(주)그리티,204020,2016/12,4747.12,28.18
(주)그리티,204020,2017/12,999999999,41.11
(주)그리티,204020,2018/12,251.9,29.27
(주)그리티,204020,2019/12,14.33,4.95
(주)그린플러스,186230,2006/12,,
(주)그린플러스,186230,2007/12,-0.1,
(주)그린플러스,186230,2008/12,0.24,
(주)그린플러스,186230,2009/12,1.81,
(주)그린플러스,186230,2010/12,2.46,
(주)그린플러스,186230,2011/12,1.25,
(주)그린플러스,186230,2012/12,2.62,
(주)그린플러스,186230,2013/12,2.09,
(주)그린플러스,186230,2014/12,1.7,
(주)그린플러스,186230,2015/12,4.89,
(주)그린플러스,186230,2016/12,3.78,
(주)그린플러스,186230,2017/12,5.57,
(주)그린플러스,186230,2018/12,4.46,2.99
(주)그린플러스,186230,2019/12,4.73,3.03
(주)글로벌스탠다드테크놀로지,083450,2003/12,,
(주)글로벌스탠다드테크놀로지,083450,2004/12,107.18,
(주)글로벌스탠다드테크놀로지,083450,2005/12,83.82,
(주)글로벌스탠다드테크놀로지,083450,2006/12,755.95,
(주)글로벌스탠다드테크놀로지,083450,2007/12,148219.33,
(주)글로벌스탠다드테크놀로지,083450,2008/12,-4.74,
(주)글로벌스탠다드테크놀로지,083450,2009/12,12.58,
(주)글로벌스탠다드테크놀로지,083450,2010/12,278.91,97.01
(주)글로벌스탠다드테크놀로지,083450,2011/12,16.12,21.14
(주)글로벌스탠다드테크놀로지,083450,2012/12,20.88,25.45
(주)글로벌스탠다드테크놀로지,083450,2013/12,53.29,46.16
(주)글로벌스탠다드테크놀로지,083450,2014/12,71.23,60.23
(주)글로벌스탠다드테크놀로지,083450,2015/12,54.7,60.28
(주)글로벌스탠다드테크놀로지,083450,2016/12,68.63,63.24
(주)글로벌스탠다드테크놀로지,083450,2017/12,358.76,212.37
(주)글로벌스탠다드테크놀로지,083450,2018/12,248.66,118.58
(주)글로벌스탠다드테크놀로지,083450,2019/12,526.27,122.37
(주)금비,008870,2000/09,3.08,
(주)금비,008870,2001/09,9.42,
(주)금비,008870,2002/09,17.05,
(주)금비,008870,2003/09,27.47,
(주)금비,008870,2004/09,31.22,
(주)금비,008870,2005/09,27.35,
(주)금비,008870,2006/09,12.83,
(주)금비,008870,2007/09,29.77,
(주)금비,008870,2008/09,17.94,
(주)금비,008870,2009/09,43.28,
(주)금비,008870,2010/09,7.46,
(주)금비,008870,2011/09,1.47,3.74
(주)금비,008870,2012/09,0.28,2.7
(주)금비,008870,2013/09,0.37,3.03
(주)금비,008870,2014/09,-0.96,2.84
(주)금비,008870,2015/09,5.04,8.69
(주)금비,008870,2016/09,5.75,13.77
(주)금비,008870,2017/09,0.83,9.07
(주)금비,008870,2018/09,2.76,10
(주)금비,008870,2019/09,1.38,9.6
(주)금양,001570,2000/12,-0.79,
(주)금양,001570,2001/12,-0.27,
(주)금양,001570,2002/12,-0.08,
(주)금양,001570,2003/12,0.21,
(주)금양,001570,2004/12,0.93,
(주)금양,001570,2005/12,1.67,
(주)금양,001570,2006/12,0.97,
(주)금양,001570,2007/12,0.55,0.84
(주)금양,001570,2008/12,1.74,1.63
(주)금양,001570,2009/12,1.01,0.73
(주)금양,001570,2010/12,1.57,1.03
(주)금양,001570,2011/12,1.82,2
(주)금양,001570,2012/12,1.71,1.68
(주)금양,001570,2013/12,1.54,1.61
(주)금양,001570,2014/12,2.42,1.52
(주)금양,001570,2015/12,2.98,2.52
(주)금양,001570,2016/12,2.64,3.26
(주)금양,001570,2017/12,1.75,3.57
(주)금양,001570,2018/12,1.86,3.72
(주)금양,001570,2019/12,1.49,2.53
(주)금호에이치티,214330,2000/12,5.68,
(주)금호에이치티,214330,2001/12,5.2,
(주)금호에이치티,214330,2002/12,11.54,
(주)금호에이치티,214330,2003/12,24.14,
(주)금호에이치티,214330,2004/12,25.28,
(주)금호에이치티,214330,2005/12,37.26,
(주)금호에이치티,214330,2006/12,32.04,
(주)금호에이치티,214330,2007/12,27.3,
(주)금호에이치티,214330,2008/12,14.64,
(주)금호에이치티,214330,2009/12,12.35,
(주)금호에이치티,214330,2010/12,36.62,
(주)금호에이치티,214330,2011/12,25.56,
(주)금호에이치티,214330,2012/12,14.69,
(주)금호에이치티,214330,2013/12,23.02,24.57
(주)금호에이치티,214330,2014/12,22.21,19.07
(주)금호에이치티,214330,2015/12,30.7,20.53
(주)금호에이치티,214330,2016/12,18.66,11.57
(주)금호에이치티,214330,2017/12,12,7.78
(주)금호에이치티,214330,2018/12,2.94,3.66
(주)금호에이치티,214330,2019/12,0.4,0.35
(주)금화피에스시,036190,2000/12,103.08,
(주)금화피에스시,036190,2001/12,105.99,
(주)금화피에스시,036190,2002/12,153.75,
(주)금화피에스시,036190,2003/12,146.65,
(주)금화피에스시,036190,2004/12,239.7,
(주)금화피에스시,036190,2005/12,130.91,
(주)금화피에스시,036190,2006/12,101.91,
(주)금화피에스시,036190,2007/12,312.08,
(주)금화피에스시,036190,2008/12,295.29,
(주)금화피에스시,036190,2009/12,866.9,
(주)금화피에스시,036190,2010/12,1134.22,
(주)금화피에스시,036190,2011/12,999999999,
(주)금화피에스시,036190,2012/12,999999999,
(주)금화피에스시,036190,2013/12,999999999,4840.81
(주)금화피에스시,036190,2014/12,1485.19,1424.85
(주)금화피에스시,036190,2015/12,999999999,2638.71
(주)금화피에스시,036190,2016/12,999999999,533.42
(주)금화피에스시,036190,2017/12,999999999,539.47
(주)금화피에스시,036190,2018/12,999999999,431.66
(주)금화피에스시,036190,2019/12,7902.65,280.27
(주)기가레인,049080,2000/12,,
(주)기가레인,049080,2006/12,1.84,
(주)기가레인,049080,2007/12,1.14,
(주)기가레인,049080,2008/12,-6.09,
(주)기가레인,049080,2009/12,-2.88,
(주)기가레인,049080,2010/12,-2.15,
(주)기가레인,049080,2013/12,5.66,5.72
(주)기가레인,049080,2014/12,8.77,7.6
(주)기가레인,049080,2015/12,-13.77,-13.79
(주)기가레인,049080,2016/12,-4.42,-4.14
(주)기가레인,049080,2017/12,1.84,1.96
(주)기가레인,049080,2018/12,-0.54,-0.71
(주)기가레인,049080,2019/12,-7.54,-8.09
(주)기산텔레콤,035460,2000/12,20.57,
(주)기산텔레콤,035460,2001/12,-20.23,
(주)기산텔레콤,035460,2002/12,-24.95,
(주)기산텔레콤,035460,2003/12,22.14,
(주)기산텔레콤,035460,2004/12,643.64,
(주)기산텔레콤,035460,2005/12,-61.67,
(주)기산텔레콤,035460,2006/12,2.24,
(주)기산텔레콤,035460,2007/12,-9.18,-1.03
(주)기산텔레콤,035460,2008/12,-3.46,-0.64
(주)기산텔레콤,035460,2009/12,-1.24,-1.3
(주)기산텔레콤,035460,2010/12,3.37,1.87
(주)기산텔레콤,035460,2011/12,-5.27,-3.73
(주)기산텔레콤,035460,2012/12,3.47,0.71
(주)기산텔레콤,035460,2013/12,6.13,4.99
(주)기산텔레콤,035460,2014/12,1.06,2.53
(주)기산텔레콤,035460,2015/12,0.86,2.72
(주)기산텔레콤,035460,2016/12,-21.26,-5.83
(주)기산텔레콤,035460,2017/12,-15.43,-6.37
(주)기산텔레콤,035460,2018/12,-55.15,-5.52
(주)기산텔레콤,035460,2019/12,18.65,6.63
(주)까뮤이앤씨,013700,2000/12,1,
(주)까뮤이앤씨,013700,2001/12,1.13,
(주)까뮤이앤씨,013700,2002/12,1.28,
(주)까뮤이앤씨,013700,2003/12,1.59,
(주)까뮤이앤씨,013700,2004/12,2.48,
(주)까뮤이앤씨,013700,2005/12,4.6,
(주)까뮤이앤씨,013700,2006/12,3.06,
(주)까뮤이앤씨,013700,2007/12,8.84,9.52
(주)까뮤이앤씨,013700,2008/12,4.93,2.93
(주)까뮤이앤씨,013700,2009/12,1.66,
(주)까뮤이앤씨,013700,2010/12,2.27,
(주)까뮤이앤씨,013700,2011/12,-13.76,
(주)까뮤이앤씨,013700,2012/12,0.46,
(주)까뮤이앤씨,013700,2013/12,-0.14,
(주)까뮤이앤씨,013700,2014/12,0.4,
(주)까뮤이앤씨,013700,2015/12,1.65,
(주)까뮤이앤씨,013700,2016/12,1.92,
(주)까뮤이앤씨,013700,2017/12,4.85,
(주)까뮤이앤씨,013700,2018/12,2.29,
(주)까뮤이앤씨,013700,2019/12,5.87,
(주)까스텔바작,308100,2016/12,,
(주)까스텔바작,308100,2017/12,93.08,95.82
(주)까스텔바작,308100,2018/12,999999999,999999999
(주)까스텔바작,308100,2019/12,297.78,214.89
(주)나노,187790,2014/12,,
(주)나노,187790,2015/12,-3.85,-4.06
(주)나노,187790,2016/12,-4.37,-5.47
(주)나노,187790,2017/12,1.5,0.96
(주)나노,187790,2018/12,0.7,1.22
(주)나노,187790,2019/12,1.2,-0.54
(주)나노브릭,286750,2015/12,,
(주)나노브릭,286750,2016/12,-11.17,
(주)나노브릭,286750,2017/12,-1.65,-1.69
(주)나노브릭,286750,2018/12,-1.13,-1.13
(주)나노브릭,286750,2019/12,-3.38,-3.38
(주)나노신소재,121600,2002/12,,
(주)나노신소재,121600,2003/12,-3.37,
(주)나노신소재,121600,2004/12,2.23,
(주)나노신소재,121600,2005/12,2.99,
(주)나노신소재,121600,2006/12,4.38,
(주)나노신소재,121600,2007/12,5.03,
(주)나노신소재,121600,2008/12,8.19,
(주)나노신소재,121600,2009/12,8.95,
(주)나노신소재,121600,2010/12,12.27,13.09
(주)나노신소재,121600,2011/12,8.34,9.69
(주)나노신소재,121600,2012/12,-1.99,-2.32
(주)나노신소재,121600,2013/12,4.21,4.32
(주)나노신소재,121600,2014/12,24.39,24.79
(주)나노신소재,121600,2015/12,87.38,86.73
(주)나노신소재,121600,2016/12,122.68,122.39
(주)나노신소재,121600,2017/12,114.29,114.62
(주)나노신소재,121600,2018/12,126.66,127.97
(주)나노신소재,121600,2019/12,43.65,42.91
(주)나노엔텍,039860,2000/12,9.67,
(주)나노엔텍,039860,2001/12,-27.53,
(주)나노엔텍,039860,2002/12,-80.16,
(주)나노엔텍,039860,2003/12,5703.53,
(주)나노엔텍,039860,2004/12,999999999,
(주)나노엔텍,039860,2005/12,-130.34,
(주)나노엔텍,039860,2006/12,-50.79,
(주)나노엔텍,039860,2007/12,-14.64,-21.93
(주)나노엔텍,039860,2008/12,-4.79,
(주)나노엔텍,039860,2009/12,6.4,
(주)나노엔텍,039860,2010/12,-7.78,-23.35
(주)나노엔텍,039860,2011/12,-7.71,-12.31
(주)나노엔텍,039860,2012/12,-4.32,-5.04
(주)나노엔텍,039860,2013/12,1.02,-0.44
(주)나노엔텍,039860,2014/12,0.84,-8.4
(주)나노엔텍,039860,2015/12,-32.34,-32.63
(주)나노엔텍,039860,2016/12,-37.54,-42.07
(주)나노엔텍,039860,2017/12,5.95,3.38
(주)나노엔텍,039860,2018/12,20.62,18
(주)나노엔텍,039860,2019/12,208.63,133.96
(주)나래나노텍,137080,2001/12,,
(주)나래나노텍,137080,2002/12,2.78,
(주)나래나노텍,137080,2003/12,7.02,
(주)나래나노텍,137080,2004/12,8.08,
(주)나래나노텍,137080,2005/12,11.21,
(주)나래나노텍,137080,2006/12,8.73,
(주)나래나노텍,137080,2007/12,4.82,
(주)나래나노텍,137080,2008/12,20.32,
(주)나래나노텍,137080,2009/12,30.4,
(주)나래나노텍,137080,2010/12,63.03,
(주)나래나노텍,137080,2011/12,1.99,
(주)나래나노텍,137080,2012/12,6.09,
(주)나래나노텍,137080,2013/12,6.39,
(주)나래나노텍,137080,2014/12,3.89,
(주)나래나노텍,137080,2015/12,2.74,
(주)나래나노텍,137080,2016/12,1.53,
(주)나래나노텍,137080,2017/12,2.37,
(주)나래나노텍,137080,2018/12,4.1,
(주)나래나노텍,137080,2019/12,-5.35,
(주)나무가,190510,2009/12,,
(주)나무가,190510,2010/12,1.42,
(주)나무가,190510,2011/12,2.41,
(주)나무가,190510,2012/12,1.27,1.93
(주)나무가,190510,2013/12,2.72,4.1
(주)나무가,190510,2014/12,4.86,1.03
(주)나무가,190510,2015/12,14.3,8.35
(주)나무가,190510,2016/12,-3.08,-0.37
(주)나무가,190510,2017/12,-114.1,-18.62
(주)나무가,190510,2018/12,66.6,1.01
(주)나무가,190510,2019/12,2.48,1.15
(주)나스미디어,089600,2004/12,,
(주)나스미디어,089600,2005/12,999999999,
(주)나스미디어,089600,2006/12,999999999,
(주)나스미디어,089600,2007/12,102.12,
(주)나스미디어,089600,2008/12,111,
(주)나스미디어,089600,2009/12,62.34,
(주)나스미디어,089600,2010/12,54.26,
(주)나스미디어,089600,2011/12,31.24,
(주)나스미디어,089600,2012/12,999999999,
(주)나스미디어,089600,2013/12,999999999,
(주)나스미디어,089600,2014/12,999999999,
(주)나스미디어,089600,2015/12,999999999,
(주)나스미디어,089600,2016/12,999999999,171.59
(주)나스미디어,089600,2017/12,999999999,147.4
(주)나스미디어,089600,2018/12,999999999,326.73
(주)나스미디어,089600,2019/12,85.52,35.89
(주)나이벡,138610,2008/12,,
(주)나이벡,138610,2009/12,1.15,
(주)나이벡,138610,2010/12,1.15,
(주)나이벡,138610,2011/12,-3.6,
(주)나이벡,138610,2012/12,-2.68,
(주)나이벡,138610,2013/12,-5.06,
(주)나이벡,138610,2014/12,-5.51,
(주)나이벡,138610,2015/12,-3.41,
(주)나이벡,138610,2016/12,-3.51,
(주)나이벡,138610,2017/12,-1.81,
(주)나이벡,138610,2018/12,-4.64,
(주)나이벡,138610,2019/12,-2.23,
(주)나이스디앤비,130580,2007/12,,
(주)나이스디앤비,130580,2008/12,999999999,
(주)나이스디앤비,130580,2009/12,999999999,
(주)나이스디앤비,130580,2010/12,999999999,
(주)나이스디앤비,130580,2011/12,999999999,
(주)나이스디앤비,130580,2012/12,999999999,
(주)나이스디앤비,130580,2013/12,999999999,
(주)나이스디앤비,130580,2014/12,999999999,
(주)나이스디앤비,130580,2015/12,999999999,999999999
(주)나이스디앤비,130580,2016/12,999999999,999999999
(주)나이스디앤비,130580,2017/12,999999999,999999999
(주)나이스디앤비,130580,2018/12,999999999,999999999
(주)나이스디앤비,130580,2019/12,664.39,323.47
(주)나이스홀딩스,034310,2000/12,10.29,
(주)나이스홀딩스,034310,2001/12,20.72,
(주)나이스홀딩스,034310,2002/12,46.95,
(주)나이스홀딩스,034310,2003/12,8.17,
(주)나이스홀딩스,034310,2004/12,42.44,
(주)나이스홀딩스,034310,2005/12,999999999,
(주)나이스홀딩스,034310,2006/12,999999999,
(주)나이스홀딩스,034310,2007/12,999999999,10217.11
(주)나이스홀딩스,034310,2008/12,4.74,16.36
(주)나이스홀딩스,034310,2009/12,5.77,5.86
(주)나이스홀딩스,034310,2010/12,-1.94,5.79
(주)나이스홀딩스,034310,2011/12,4.56,23.73
(주)나이스홀딩스,034310,2012/12,21.05,42.71
(주)나이스홀딩스,034310,2013/12,999999999,27.01
(주)나이스홀딩스,034310,2014/12,10.42,16.68
(주)나이스홀딩스,034310,2015/12,6.24,14.86
(주)나이스홀딩스,034310,2016/12,12.5,17.14
(주)나이스홀딩스,034310,2017/12,14.43,15.51
(주)나이스홀딩스,034310,2018/12,15.21,9.62
(주)나이스홀딩스,034310,2019/12,14.36,8.47
(주)나인테크,267320,2017/12,,
(주)나인테크,267320,2018/12,,
(주)나인테크,267320,2019/12,,
(주)남선알미늄,008350,2000/12,-0.19,
(주)남선알미늄,008350,2001/12,0.79,
(주)남선알미늄,008350,2002/12,0.77,
(주)남선알미늄,008350,2003/12,1.42,
